measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-04-21 00:00:00,5.513,0.0,0.0,-15.346,122.165,7.309,0.007,169.712,0.0,169.458,0.0,1.18798,1.218,16.992,18.166,18.923,0.0,0.0,-9.062,50
2004-04-21 00:15:00,5.167,0.0,0.0,-14.397,114.482,6.849,0.006,159.062,0.0,158.822,0.0,0.95437,1.149,15.881,16.858,17.491,0.0,0.0,-7.06,50
2004-04-21 00:30:00,4.824,0.0,0.0,-13.404,106.829,5.998,0.006,148.383,0.0,148.16,0.0,0.8902999999999999,1.11,14.876,15.496,16.087,0.0,0.0,-6.205,50
2004-04-21 00:45:00,5.172,0.0,0.0,-14.37,114.502,6.679,0.007,159.02,0.0,158.781,0.0,1.11314,1.239,15.959,16.37,16.979,0.0,0.0,-7.008,50
2004-04-21 01:00:00,5.176,0.0,0.0,-14.373,114.559,6.689,0.007,159.127,0.0,158.889,0.0,1.11389,1.262,15.961,16.095,16.736,0.0,0.0,-7.835,50
2004-04-21 01:15:00,5.167,0.0,0.0,-14.372,114.31,5.449,0.007,158.833,0.0,158.584,0.0,1.11183,1.269,15.752,16.019,16.58,0.0,0.0,-8.229,50
2004-04-21 01:30:00,5.174,0.0,0.0,-14.351,114.441,5.257,0.007,158.988,0.0,158.734,0.0,1.11292,1.277,15.418,15.939,16.437,0.0,0.0,-7.476,50
2004-04-21 01:45:00,5.176,0.0,0.0,-14.334,114.451,5.403,0.007,159.021,0.0,158.773,0.0,1.11315,1.3,15.258,15.86,16.297,0.0,0.0,-6.407,50
2004-04-21 02:00:00,5.518,0.0,0.0,-15.307,122.04,5.996,0.008,169.563,0.0,169.296,0.0,1.3565,1.366,16.098,16.855,17.28,0.0,0.0,-6.92,50
2004-04-21 02:15:00,5.179,0.0,0.0,-14.334,114.555,5.359,0.007,159.174,0.0,158.921,0.0,1.11422,1.31,14.951,15.737,16.099,0.0,0.0,-6.465,50
