measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2012-03-01 00:00:00,0.0,,,0.4741,-0.0676999999999999,,0.4063999999999999,,0.0,,3.5833,13.975,17.816,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.935,17.675,-1.0254,,,-1.6625,,,,50
2012-03-01 00:01:00,0.0,,,0.4516,-0.2484,,0.2031999999999999,,0.0,,3.5799,13.971,17.807,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.921,17.664,-0.9395,,,-1.9312,,,,50
2012-03-01 00:02:00,0.0,,,0.5192999999999999,-0.158,,0.3613,,0.0,,3.7115,13.976,17.797,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.914,17.641,-0.8623,,,-1.8136,,,,50
2012-03-01 00:03:00,0.0,,,0.5419,-0.0451999999999999,,0.4966999999999999,,0.0,,3.9944,13.975,17.787,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.923,17.619,-0.8251,,,-1.4778,,,,50
2012-03-01 00:04:00,0.0,,,0.4741,-0.158,,0.3160999999999999,,0.0,,3.9988,13.976,17.779,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.942,17.629,-0.7537,,,-1.2259,,,,50
2012-03-01 00:05:00,0.0,,,0.4741,-0.158,,0.3160999999999999,,0.0,,4.0058,13.976,17.768,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.958,17.651,-0.6351,,,-1.2091,,,,50
2012-03-01 00:06:00,0.0,,,0.5419,-0.158,,0.3837999999999999,,0.0,,3.9796,13.976,17.758,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.963,17.668,-0.658,,,-0.8565,,,,50
2012-03-01 00:07:00,0.0,,,0.5869999999999999,0.158,,0.7450999999999999,,0.0,,4.029,13.977,17.746,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.965,17.661,-0.6817999999999999,,,-0.8397,,,,50
2012-03-01 00:08:00,0.0,,,0.5645,0.4516,,1.0161,,0.0,,4.1644,13.977,17.736,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,33.876,17.977,17.665,-0.433,,,-0.7220999999999999,,,,50
2012-03-01 00:09:00,0.0,,,0.4516,-0.4742,,-0.0225999999999999,,0.0,,4.117,13.976,17.726,0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,17.978,17.667,-0.4401999999999999,,,-0.655,,,,50
