measured_on,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__407,ac_power__752,ac_voltage__410,ac_volts__757,ambient_temp__412,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__416,inveter_temp__763,module_temp_1__413,module_temp_1__760,module_temp_2__414,module_temp_2__761,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__750,system_id
2011-07-24 00:00:00,,0.0,0.2026,-0.7204,,-0.5178,,0.0,,22.082,13.692,28.028,0.0,0.0,,0.0,,-0.0126999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.312,,26.171,,19.374,,,,,,-99999.0,50
2011-07-24 00:01:00,,0.0,0.2702,-0.5853,,-0.3151999999999999,,0.0,,21.958,13.688,28.028,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.328,,26.195,,19.177,,,,,,-99999.0,50
2011-07-24 00:02:00,,0.0,0.2927,-0.2250999999999999,,0.0675,,0.0,,21.861,13.692,28.014,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.33,,26.206,,19.018,,,,,,-99999.0,50
2011-07-24 00:03:00,,0.0,0.2702,-0.2026,,0.0675,,0.0,,21.764,13.692,28.013,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,26.343,,26.228,,18.891,,,,,,-99999.0,50
2011-07-24 00:04:00,,0.0,0.3826999999999999,0.0901,,0.4728,,0.0,,21.62,13.693,28.005,0.0,0.0,,-0.0002999999999999,,0.0,0.0,0.0,,0.0,0.0,,33.568,,26.351,,26.235,,18.735,,,,,,-99999.0,50
2011-07-24 00:05:00,,0.0,0.2927,0.0901,,0.3826999999999999,,0.0,,21.529,13.692,27.997,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,26.357,,26.243,,18.586,,,,,,-99999.0,50
2011-07-24 00:06:00,,0.0,0.2250999999999999,-0.2927,,-0.0675,,0.0,,21.398,13.693,27.988,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.354,,26.24,,18.479,,,,,,-99999.0,50
2011-07-24 00:07:00,,0.0,0.1575999999999999,-0.923,,-0.7653999999999999,,0.0,,21.244,13.692,27.982,0.0,0.0,,0.0,,-0.0106,0.0,0.0,,0.0,0.0,,-99999.0,,26.358,,26.244,,18.437,,,,,,-99999.0,50
2011-07-24 00:08:00,,0.0,0.3377,-0.0675,,0.2702,,0.0,,21.208,13.694,27.974,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.354,,26.239,,18.413,,,,,,-99999.0,50
2011-07-24 00:09:00,,0.0,0.3826999999999999,0.0449999999999999,,0.4277,,0.0,,21.175,13.692,27.966,0.0,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,26.348,,26.232,,18.371,,,,,,-99999.0,50
