measured_on,ac_current__1089,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__1085,ac_power__752,ac_voltage__1088,ac_volts__757,ambient_temp__1090,ambient_temp__759,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__1096,das_battery_voltage__769,das_temp__1095,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__1087,dc_pos_current__754,dc_pos_voltage__1086,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1084,dc_power__751,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp_2__770,inverter_temp__1094,inveter_temp__763,module_temp_1__1091,module_temp_1__760,module_temp_2__1092,module_temp_2__761,module_temp_3__1093,module_temp_3__762,module_temp_5_1__4821,poa_irradiance__1083,poa_irradiance__750,power_factor__1097,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2011-10-02 00:00:00,,0.0,0.3155,-0.7436,,-0.4280999999999999,,0.0,,20.148,,,,,,,,,,,,,,,,13.766,,25.084,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.359,,23.278,,17.013,,,-503.5,,,,,,,,50
2011-10-02 00:01:00,,0.0,0.2912,-0.4783999999999999,,-0.1872,,0.0,,20.155,,,,,,,,,,,,,,,,13.762,,25.081,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.345,,23.274,,17.075,,,-709.79,,,,,,,,50
2011-10-02 00:02:00,,0.0,0.4056,0.0451,,0.4506,,0.0,,20.1,,,,,,,,,,,,,,,,13.767,,25.069,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,42.732,,23.332,,23.251,,17.05,,,-549.31,,,,,,,,50
2011-10-02 00:03:00,,0.0,0.4506,0.2928999999999999,,0.7436,,0.0,,20.117,,,,,,,,,,,,,,,,13.766,,25.067,0.0,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,34.685,,23.329,,23.247,,17.079,,,-338.16,,,,,,,,50
2011-10-02 00:04:00,,0.0,0.4056,-0.1126999999999999,,0.2928999999999999,,0.0,,20.19,,,,,,,,,,,,,,,,13.766,,25.057,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.315,,23.236,,17.121,,,-499.88,,,,,,,,50
2011-10-02 00:05:00,,0.0,0.1802999999999999,-0.8337,,-0.6533999999999999,,0.0,,20.208,,,,,,,,,,,,,,,,13.766,,25.055,0.0,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.299,,23.225,,17.191,,,-169.91,,,,,,,,50
2011-10-02 00:06:00,,0.0,0.2479,-0.2928999999999999,,-0.0451,,0.0,,20.202,,,,,,,,,,,,,,,,13.766,,25.051,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.283,,23.209,,17.206,,,-809.9,,,,,,,,50
2011-10-02 00:07:00,,0.0,0.2928999999999999,-0.2928999999999999,,0.0,,0.0,,20.209,,,,,,,,,,,,,,,,13.766,,25.041,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.253,,23.187,,17.174,,,-610.3,,,,,,,,50
2011-10-02 00:08:00,,0.0,0.2479,-0.2928999999999999,,-0.0451,,0.0,,20.267,,,,,,,,,,,,,,,,13.766,,25.041,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.248,,23.181,,17.167,,,-508.23,,,,,,,,50
2011-10-02 00:09:00,,0.0,0.2253,-0.4056,,-0.1802999999999999,,0.0,,20.241,,,,,,,,,,,,,,,,13.767,,25.034,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.236,,23.172,,17.2,,,-458.72,,,,,,,,50
2011-10-02 00:10:00,,0.0,0.2253,-0.2703999999999999,,-0.0451,,0.0,,20.242,,,,,,,,,,,,,,,,13.766,,25.027,0.0,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.227,,23.158,,17.216,,,-248.04,,,,,,,,50
2011-10-02 00:11:00,,0.0,0.2928999999999999,-0.338,,-0.0451,,0.0,,20.286,,,,,,,,,,,,,,,,13.767,,25.027,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.218,,23.149,,17.248,,,-600.2,,,,,,,,50
2011-10-02 00:12:00,,0.0,0.1802999999999999,-0.6084,,-0.4280999999999999,,0.0,,20.281,,,,,,,,,,,,,,,,13.767,,25.024,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.205,,23.141,,17.217,,,-693.12,,,,,,,,50
2011-10-02 00:13:00,,0.0,0.2703999999999999,-0.2253,,0.0451,,0.0,,20.306,,,,,,,,,,,,,,,,13.767,,25.013,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.194,,23.126,,17.198,,,-772.11,,,,,,,,50
2011-10-02 00:14:00,,0.0,0.2703999999999999,-0.4280999999999999,,-0.1577,,0.0,,20.293,,,,,,,,,,,,,,,,13.766,,25.013,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.192,,23.129,,17.172,,,-578.67,,,,,,,,50
2011-10-02 00:15:00,,0.0,0.2253,-0.4280999999999999,,-0.2028,,0.0,,20.215,,,,,,,,,,,,,,,,13.768,,25.003,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.182,,23.116,,17.123,,,-466.4,,,,,,,,50
2011-10-02 00:16:00,,0.0,0.338,0.338,,0.676,,0.0,,20.144,,,,,,,,,,,,,,,,13.768,,24.999,0.0,0.0,,0.001,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,34.074,,23.177,,23.104,,17.135,,,-539.37,,,,,,,,50
2011-10-02 00:17:00,,0.0,0.2028,-0.6985,,-0.4956999999999999,,0.0,,20.185,,,,,,,,,,,,,,,,13.767,,24.997,0.0,0.0,,0.0023999999999999,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.163,,23.092,,17.175,,,-379.74,,,,,,,,50
2011-10-02 00:18:00,,0.0,0.2703999999999999,-0.383,,-0.1126999999999999,,0.0,,20.208,,,,,,,,,,,,,,,,13.768,,24.988,0.0,0.0,,0.0018,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.141,,23.089,,17.235,,,-696.57,,,,,,,,50
2011-10-02 00:19:00,,0.0,0.338,-0.2253,,0.1126999999999999,,0.0,,20.356,,,,,,,,,,,,,,,,13.768,,24.985,0.0,0.0,,0.0023999999999999,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.132,,23.084,,17.341,,,-475.05,,,,,,,,50
2011-10-02 00:20:00,,0.0,0.2928999999999999,-0.0451,,0.2479,,0.0,,20.376,,,,,,,,,,,,,,,,13.769,,24.983,0.0,0.0,,0.0028,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.129,,23.078,,17.349,,,-616.32,,,,,,,,50
2011-10-02 00:21:00,,0.0,0.1802999999999999,-0.7436,,-0.5633,,0.0,,20.372,,,,,,,,,,,,,,,,13.768,,24.972,0.0,0.0,,0.0032,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.118,,23.065,,17.373,,,-171.19,,,,,,,,50
2011-10-02 00:22:00,,0.0,0.3155,-0.6985,,-0.383,,0.0,,20.42,,,,,,,,,,,,,,,,13.768,,24.973,0.0,0.0,,0.0025,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.118,,23.062,,17.465,,,-711.66,,,,,,,,50
2011-10-02 00:23:00,,0.0,0.4056,-0.1126999999999999,,0.2928999999999999,,0.0,,20.452,,,,,,,,,,,,,,,,13.769,,24.971,0.0,0.0,,0.0016999999999999,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.111,,23.061,,17.526,,,-786.65,,,,,,,,50
2011-10-02 00:24:00,,0.0,0.2028,-0.6985,,-0.4956999999999999,,0.0,,20.52,,,,,,,,,,,,,,,,13.767,,24.957,0.0,0.0,,0.003,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.094,,23.052,,17.59,,,-44.555,,,,,,,,50
2011-10-02 00:25:00,,0.0,0.1802999999999999,-0.9689,,-0.7885999999999999,,0.0,,20.531,,,,,,,,,,,,,,,,13.768,,24.958,0.0,0.0,,0.0028,,-0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.089,,23.051,,17.565,,,-643.51,,,,,,,,50
2011-10-02 00:26:00,,0.0,0.1577,-0.8561999999999999,,-0.6985,,0.0,,20.55,,,,,,,,,,,,,,,,13.77,,24.951,0.0,0.0,,0.0028,,-0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.08,,23.046,,17.555,,,-517.51,,,,,,,,50
2011-10-02 00:27:00,,0.0,0.338,-0.4732,,-0.1351999999999999,,0.0,,20.572,,,,,,,,,,,,,,,,13.77,,24.944,0.0,0.0,,0.0023999999999999,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.073,,23.039,,17.577,,,-569.34,,,,,,,,50
2011-10-02 00:28:00,,0.0,0.2479,-0.2703999999999999,,-0.0224999999999999,,0.0,,20.583,,,,,,,,,,,,,,,,13.77,,24.944,0.0,0.0,,0.0020999999999999,,0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.072,,23.039,,17.607,,,-583.57,,,,,,,,50
2011-10-02 00:29:00,,0.0,0.2253,-0.5633,,-0.338,,0.0,,20.567,,,,,,,,,,,,,,,,13.769,,24.931,0.0,0.0,,0.003,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.053,,23.026,,17.597,,,-803.23,,,,,,,,50
2011-10-02 00:30:00,,0.0,0.3604999999999999,0.4506,,0.8111,,0.0,,20.566,,,,,,,,,,,,,,,,13.77,,24.93,0.0,0.0,,0.0023999999999999,,0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,29.466,,23.038,,23.02,,17.602,,,-275.85,,,,,,,,50
2011-10-02 00:31:00,,0.0,0.2253,-0.3604999999999999,,-0.1351999999999999,,0.0,,20.59,,,,,,,,,,,,,,,,13.771,,24.924,0.0,0.0,,0.0028,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.026,,23.003,,17.581,,,-404.09,,,,,,,,50
2011-10-02 00:32:00,,0.0,0.338,0.2253,,0.5633,,0.0,,20.575,,,,,,,,,,,,,,,,13.771,,24.915,0.0,0.0,,0.0025,,0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.017,,22.994,,17.603,,,-303.25,,,,,,,,50
2011-10-02 00:33:00,,0.0,0.4280999999999999,-0.0901,,0.338,,0.0,,20.636,,,,,,,,,,,,,,,,13.772,,24.915,0.0,0.0,,0.0023,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.019,,22.994,,17.636,,,-553.6,,,,,,,,50
2011-10-02 00:34:00,,0.0,0.2928999999999999,-0.5857999999999999,,-0.2928999999999999,,0.0,,20.649,,,,,,,,,,,,,,,,13.771,,24.906,0.0,0.0,,0.002,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.01,,22.983,,17.605,,,-522.01,,,,,,,,50
2011-10-02 00:35:00,,0.0,0.3155,-0.6309,,-0.3155,,0.0,,20.666,,,,,,,,,,,,,,,,13.772,,24.901,0.0,0.0,,0.0032,,-0.0064,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.009,,22.98,,17.639,,,-115.1,,,,,,,,50
2011-10-02 00:36:00,,0.0,0.0675999999999999,-0.7885999999999999,,-0.7209999999999999,,0.0,,20.658,,,,,,,,,,,,,,,,13.772,,24.899,0.0,0.0,,0.0033999999999999,,-0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.008,,22.98,,17.627,,,-106.98,,,,,,,,50
2011-10-02 00:37:00,,0.0,0.2028,-0.8111,,-0.6084,,0.0,,20.651,,,,,,,,,,,,,,,,13.772,,24.887,0.0,0.0,,0.0033999999999999,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.002,,22.972,,17.599,,,-383.93,,,,,,,,50
2011-10-02 00:38:00,,0.0,0.2928999999999999,-0.0224999999999999,,0.2703999999999999,,0.0,,20.594,,,,,,,,,,,,,,,,13.772,,24.887,0.0,0.0,,0.0033999999999999,,0.0064,0.0,0.0,,0.0,,,,0.0,,-99999.0,,23.011,,22.972,,17.563,,,-401.9,,,,,,,,50
2011-10-02 00:39:00,,0.0,0.3155,0.0675999999999999,,0.383,,0.0,,20.523,,,,,,,,,,,,,,,,13.772,,24.877,0.0,0.0,,0.0025,,0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.999,,22.965,,17.485,,,-289.68,,,,,,,,50
2011-10-02 00:40:00,,0.0,0.4056,0.0224999999999999,,0.4280999999999999,,0.0,,20.517,,,,,,,,,,,,,,,,13.772,,24.882,0.0,0.0,,0.0020999999999999,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.996,,22.972,,17.479,,,-577.14,,,,,,,,50
2011-10-02 00:41:00,,0.0,0.2028,-0.7661,,-0.5633,,0.0,,20.548,,,,,,,,,,,,,,,,13.773,,24.871,0.0,0.0,,0.0023,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.985,,22.95,,17.543,,,-625.38,,,,,,,,50
2011-10-02 00:42:00,,0.0,0.2928999999999999,-0.2028,,0.0901,,0.0,,20.632,,,,,,,,,,,,,,,,13.772,,24.865,0.0,0.0,,0.003,,0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.974,,22.944,,17.586,,,-172.47,,,,,,,,50
2011-10-02 00:43:00,,0.0,0.1802999999999999,-0.7436,,-0.5633,,0.0,,20.634,,,,,,,,,,,,,,,,13.772,,24.87,0.0,0.0,,0.002,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.969,,22.946,,17.554,,,-391.63,,,,,,,,50
2011-10-02 00:44:00,,0.0,0.4506,0.2703999999999999,,0.7209999999999999,,0.0,,20.671,,,,,,,,,,,,,,,,13.773,,24.859,0.0,0.0,,0.0020999999999999,,0.0085,0.0,0.0,,0.0,,,,0.0,,37.639,,22.958,,22.937,,17.557,,,-426.13,,,,,,,,50
2011-10-02 00:45:00,,0.0,0.4280999999999999,-0.4280999999999999,,0.0,,0.0,,20.771,,,,,,,,,,,,,,,,13.772,,24.857,0.0,0.0,,0.0016999999999999,,0.0,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.956,,22.935,,17.657,,,-818.82,,,,,,,,50
2011-10-02 00:46:00,,0.0,0.2253,-0.5181999999999999,,-0.2928999999999999,,0.0,,20.882,,,,,,,,,,,,,,,,13.773,,24.845,0.0,0.0,,0.0030999999999999,,-0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.951,,22.918,,17.638,,,-352.95,,,,,,,,50
2011-10-02 00:47:00,,0.0,0.383,0.2928999999999999,,0.676,,0.0,,20.803,,,,,,,,,,,,,,,,13.773,,24.843,0.0,0.0,,0.003,,0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.95,,22.917,,17.657,,,-363.39,,,,,,,,50
2011-10-02 00:48:00,,0.0,0.2703999999999999,-0.5408,,-0.2703999999999999,,0.0,,20.712,,,,,,,,,,,,,,,,13.773,,24.837,0.0,0.0,,0.0032,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.954,,22.916,,17.599,,,-0.8736,,,,,,,,50
2011-10-02 00:49:00,,0.0,0.1577,-0.7885999999999999,,-0.6309,,0.0,,20.601,,,,,,,,,,,,,,,,13.773,,24.83,0.0,0.0,,0.003,,-0.0085,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.969,,22.928,,17.493,,,-195.5,,,,,,,,50
2011-10-02 00:50:00,,0.0,0.2928999999999999,-0.338,,-0.0451,,0.0,,20.733,,,,,,,,,,,,,,,,13.773,,24.827,0.0,0.0,,0.0023999999999999,,-0.0020999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.979,,22.943,,17.483,,,-707.92,,,,,,,,50
2011-10-02 00:51:00,,0.0,0.3155,-0.0451,,0.2703999999999999,,0.0,,20.934,,,,,,,,,,,,,,,,13.773,,24.816,0.0,0.0,,0.0023,,0.0041999999999999,0.0,0.0,,0.0,,,,0.0,,-99999.0,,22.973,,22.942,,17.483,,,-333.31,,,,,,,,50
