measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-06-25 00:00:00,5.115,0.0,0.0,-14.447,114.396,12.516,0.003,159.32,0.0,159.123,0.0,0.47796,0.514,21.021,21.647,22.628,0.0,0.0,-4.076,50
2004-06-25 00:15:00,5.112,0.0,0.0,-14.418,114.284,13.053,0.003,159.193,0.0,158.985,0.0,0.47758,0.516,20.944,21.282,22.215,0.0,0.0,-4.664,50
2004-06-25 00:30:00,5.117,0.0,0.0,-14.383,114.298,12.671,0.003,159.262,0.0,159.049,0.0,0.4777899999999999,0.562,20.871,20.868,21.873,0.0,0.0,-5.586,50
2004-06-25 00:45:00,5.451,0.0,0.0,-15.379,121.758,13.153,0.004,169.687,0.0,169.461,0.0,0.6787499999999999,0.667,22.144,22.137,23.072,0.0,0.0,-7.074,50
2004-06-25 01:00:00,4.769,0.0,0.0,-13.406,106.484,11.149,0.003,148.374,0.0,148.176,0.0,0.44512,0.5979999999999999,19.184,19.376,20.041,0.0,0.0,-5.19,50
2004-06-25 01:15:00,5.11,0.0,0.0,-14.365,114.122,12.407,0.003,159.009,0.0,158.798,0.0,0.47703,0.637,20.51,20.69,21.309,0.0,0.0,-5.124,50
2004-06-25 01:30:00,5.111,0.0,0.0,-14.333,114.122,12.479,0.003,159.005,0.0,158.782,0.0,0.47702,0.638,20.525,20.547,21.096,0.0,0.0,-5.034,50
2004-06-25 01:45:00,5.112,0.0,0.0,-14.35,114.132,12.133,0.003,158.994,0.0,158.781,0.0,0.47698,0.636,20.46,20.372,20.889,0.0,0.0,-5.533,50
2004-06-25 02:00:00,5.115,0.0,0.0,-14.38,114.208,12.039,0.003,159.099,0.0,158.887,0.0,0.4773,0.644,20.317,20.377,20.812,0.0,0.0,-5.946,50
2004-06-25 02:15:00,5.117,0.0,0.0,-14.367,114.24,12.433,0.003,159.146,0.0,158.938,0.0,0.4774399999999999,0.646,20.198,20.207,20.56,0.0,0.0,-5.441,50
2004-06-25 02:30:00,5.122,0.0,0.0,-14.351,114.303,12.121,0.004,159.202,0.0,158.985,0.0,0.6368099999999999,0.675,20.035,19.887,20.278,0.0,0.0,-5.376,50
2004-06-25 02:45:00,5.125,0.0,0.0,-14.367,114.339,11.698,0.004,159.268,0.0,159.054,0.0,0.63707,0.7339999999999999,19.807,19.553,19.967,0.0,0.0,-5.93,50
2004-06-25 03:00:00,5.13,0.0,0.0,-14.358,114.385,11.386,0.004,159.255,0.0,159.041,0.0,0.63702,0.79,19.629,19.338,19.769,0.0,0.0,-5.31,50
2004-06-25 03:15:00,5.119,0.0,0.0,-14.344,114.097,11.331,0.004,158.903,0.0,158.683,0.0,0.63561,0.786,19.519,19.277,19.662,0.0,0.0,-5.499,50
2004-06-25 03:30:00,5.121,0.0,0.0,-14.356,114.125,10.878,0.004,158.942,0.0,158.725,0.0,0.63577,0.814,19.411,19.189,19.575,0.0,0.0,-6.305,50
2004-06-25 03:45:00,5.123,0.0,0.0,-14.305,114.105,10.949,0.004,158.917,0.0,158.696,0.0,0.6356699999999998,0.811,19.327,19.128,19.433,0.0,0.0,-6.029,50
2004-06-25 04:00:00,5.117,0.0,0.0,-14.315,114.007,10.55,0.005,158.762,0.0,158.538,0.0,0.79381,0.8359999999999999,19.276,19.027,19.313,0.0,0.0,-6.319,50
2004-06-25 04:15:00,5.1,0.0,0.0,-14.353,113.551,10.748,0.005,158.746,0.0,158.514,0.0,0.79373,0.8329999999999999,19.199,18.892,19.139,0.0,0.0,-6.017,50
2004-06-25 04:30:00,5.101,0.0,0.0,-14.281,113.584,10.629,0.005,158.829,0.0,158.615,0.0,0.79415,0.978,19.115,18.783,19.056,0.0,0.0,-5.816,50
2004-06-25 04:45:00,5.743,0.0,0.0,-95.488,121.088,11.467,0.0519999999999999,217.609,0.024,218.076,5.23382,11.31567,17.059,20.262,20.456,21.523,0.0,0.0,3.232,50
2004-06-25 05:00:00,5.436,0.0,0.0,-84.655,113.525,10.16,0.126,223.769,0.106,223.548,23.69609,28.19489,55.341,18.776,21.106,24.06,0.0,0.0,12.831,50
2004-06-25 05:15:00,5.159,0.0,0.0,-1.206,106.187,9.283,0.3039999999999999,194.68,0.2819999999999999,194.135,54.74607,59.18272,126.443,17.34,21.863,25.47,0.0,0.0,20.471,50
2004-06-25 05:30:00,5.795,0.0,0.0,142.591,113.941,10.462,0.664,192.675,0.636,192.031,122.13172,127.9362,266.704,18.474,24.895,29.505,0.0,0.0,41.915,50
2004-06-25 05:45:00,6.192,0.0,0.0,255.153,114.272,10.663,0.926,206.873,0.909,206.161,187.40035,191.5644,404.051,18.574,25.907,31.399,0.0,0.0,79.397,50
2004-06-25 06:00:00,6.716,0.0,0.0,368.455,114.117,10.581,1.177,209.735,1.17,208.978,244.50426,246.8581,524.096,18.622,27.005,33.557,0.0,0.0,112.067,50
2004-06-25 06:15:00,7.987,0.0,0.0,587.577,114.078,10.813,1.666,213.184,1.671,212.307,354.765,355.16454,755.2709999999998,18.637,28.241,35.557,0.0,0.0,154.218,50
2004-06-25 06:30:00,10.627,0.0,0.0,942.601,121.16,11.731,2.469,231.403,2.487,230.393,572.98739,571.33401,1142.306,19.973,31.832,40.096,0.0,0.0,216.007,50
