measured_on,ac_current__758,ac_power__752,ac_volts__757,das_battery_voltage__769,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,module_temp_1__760,module_temp_3__762,system_id
2019-02-26 03:44:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 03:45:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 03:46:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:47:00,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 03:48:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:49:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 03:50:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:51:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 03:52:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 03:53:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 03:54:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 03:55:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:56:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:57:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 03:58:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 03:59:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:01:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:02:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:03:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:04:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:05:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:06:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:07:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:08:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,20.0,,50
2019-02-26 04:09:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:10:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:11:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:12:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:13:00,0.0,,0.0,,,,0.0,0.0,,,,,,50
2019-02-26 04:14:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:15:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:16:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:17:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:18:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:19:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:20:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:21:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:22:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:23:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:24:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:25:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:26:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:27:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:28:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:29:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:30:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:31:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:32:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:33:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:34:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:35:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:36:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:37:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:38:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:39:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:40:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:41:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:42:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:43:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:44:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:45:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:46:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 04:47:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:48:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:49:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:50:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:51:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:52:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:53:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:54:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:55:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:56:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 04:57:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
2019-02-26 04:58:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 04:59:00,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,50
2019-02-26 05:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 05:01:00,0.0,,0.0,,,0.0,0.0,0.0,,,,,,50
2019-02-26 05:02:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,50
2019-02-26 05:03:00,0.0,,0.0,,,0.0,,0.0,,,,,,50
