measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-07-01 00:00:00,-0.063,0.381,0.0,23.048,0.0,0.007,0.0,0.007,0.0,0.0,0.0,24.495,24.479,26.612,0.0,0.0,12751.05,50
2008-07-01 00:15:00,-0.063,0.381,0.0,23.096,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.43,24.414,26.546,0.0,0.0,12751.05,50
2008-07-01 00:30:00,-0.063,0.381,0.0,22.951,0.0,0.007,0.0,0.007,0.0,0.0,0.0,24.362,24.331,26.505,0.0,0.0,12751.05,50
2008-07-01 00:45:00,-0.063,0.381,0.0,22.919,0.0,0.007,0.0,0.007,0.0,0.0,0.0,24.294,24.264,26.451,0.0,0.0,12751.05,50
2008-07-01 01:00:00,-0.063,0.381,0.0,23.023,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.221,24.185,26.394,0.0,0.0,12751.05,50
2008-07-01 01:15:00,-0.063,0.381,0.0,22.916,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.173,24.146,26.352,0.0,0.0,12751.05,50
2008-07-01 01:30:00,-0.063,0.381,0.0,22.89,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.128,24.108,26.318,0.0,0.0,12751.05,50
2008-07-01 01:45:00,-0.063,0.382,0.0,22.911,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.082,24.07,26.258,0.0,0.0,12751.05,50
2008-07-01 02:00:00,-0.049,0.4119999999999999,0.0,22.599,0.0,0.006,0.0,0.007,0.0,0.0,0.0,24.054,24.018,26.204,0.0,0.0,12751.05,50
2008-07-01 02:15:00,-0.063,0.381,0.0,22.463,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.98,23.957,26.166,0.0,0.0,12751.05,50
2008-07-01 02:30:00,-0.063,0.381,0.0,22.302,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.907,23.891,26.105,0.0,0.0,12751.05,50
2008-07-01 02:45:00,-0.063,0.381,0.0,22.182,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.872,23.861,26.041,0.0,0.0,12751.05,50
2008-07-01 03:00:00,-0.063,0.381,0.0,22.018,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.868,23.826,26.009,0.0,0.0,12751.05,50
2008-07-01 03:15:00,-0.063,0.381,0.0,21.863,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.816,23.771,25.993,0.0,0.0,12751.05,50
2008-07-01 03:30:00,-0.063,0.382,0.0,21.69,0.0,0.007,0.0,0.007,0.0,0.0,0.0,23.714,23.662,25.948,0.0,0.0,12751.05,50
2008-07-01 03:45:00,-0.063,0.381,0.0,21.425,0.0,0.0889999999999999,0.0,0.007,0.0,0.0,0.0,23.62,23.594,25.915,0.0,0.0,12751.05,50
2008-07-01 04:00:00,-0.063,0.381,0.0,21.158,0.0,2.544,0.0,1.685,0.0,0.0,0.002,23.573,23.557,25.854,0.0,0.0,12751.05,50
2008-07-01 04:15:00,-0.0609999999999999,0.403,0.0,20.99,0.001,20.072,0.0,19.267,0.0,0.02007,0.0379999999999999,23.538,23.522,25.798,0.0,0.0,12751.05,50
2008-07-01 04:30:00,-0.2979999999999999,-0.078,0.0,21.259,0.006,107.063,0.0,106.325,0.0,0.64238,0.672,23.423,23.419,25.741,0.0,0.0,12751.05,50
