measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2017-12-09 00:00:00,0.0,0.4961999999999999,-3.1126,-2.6164,0.0,11.079,13.804,21.896,0.0083199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,20.176,19.938,14.867,-501.75,50
2017-12-09 00:01:00,0.0,0.49967,-3.1022,-2.6025,0.0,11.036,13.805,21.896,0.00833,0.0,0.0,-0.0019599999999999,0.0,0.0,0.0,0.0,-99999.0,20.116,19.823,16.359,-388.28,50
2017-12-09 00:02:00,0.0,0.4285399999999999,-3.1351,-2.7066,0.0,11.035,13.805,21.896,0.0086,0.0,0.0,-0.0063499999999999,0.0,0.0,0.0,0.0,-99999.0,20.088,19.762,16.667,-442.71,50
2017-12-09 00:03:00,0.0,0.4510899999999999,-3.2479,-2.7968,0.0,11.057,13.805,21.883,0.0078899999999999,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,20.085,19.754,16.936,-465.82,50
2017-12-09 00:04:00,0.0,0.4285399999999999,-3.1351,-2.7066,0.0,11.074,13.805,21.883,0.00846,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,20.124,19.835,16.095,-201.05,50
2017-12-09 00:05:00,0.0,0.4285399999999999,-3.1802,-2.7517,0.0,11.116,13.805,21.883,0.0083199999999999,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,20.164,19.925,16.115,-517.93,50
2017-12-09 00:06:00,0.0,0.4961999999999999,-3.09,-2.5938,0.0,11.124,13.805,21.883,0.0083199999999999,0.0,0.0,0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,20.176,19.963,14.926,-543.15,50
2017-12-09 00:07:00,0.0,0.33832,-3.1802,-2.8419,0.0,11.121,13.806,21.883,0.0081799999999999,0.0,0.0,-0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,20.165,19.958,17.354,-454.85,50
2017-12-09 00:08:00,0.0,0.4961999999999999,-2.9547,-2.4585,0.0,11.091,13.805,21.883,0.00846,-0.0021199999999999,0.0,0.0,0.0,-2e-05,-2e-05,0.0,-99999.0,20.131,19.908,13.853,-407.64,50
2017-12-09 00:09:00,0.0,0.4510899999999999,-2.8194,-2.3683,0.0,11.064,13.806,21.873,0.0081799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,20.082,19.839,13.813,-485.72,50
