measured_on,ac_current__758,ac_meter_1_power_kw__1017,ac_meter_2_power_kw__1018,ac_power_1__767,ac_power_2__768,ac_power__752,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1132,dc_power__751,inv1_ac_power_kw__1019,inv1_dc_current__1021,inv1_dc_power__1130,inv1_dc_voltage__1020,inv1_temp__1022,inv2_ac_power_kw__1023,inv2_dc_current__1025,inv2_dc_power__1131,inv2_dc_voltage__1024,inv2_temp__1026,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2011-08-19 00:00:00,0.0,,,0.2250999999999999,-0.4275999999999999,-0.2026,,,0.0,26.339,13.662,29.172,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.718,27.664,22.942,-99999.0,50
2011-08-19 00:01:00,0.0,,,0.2701,-0.2285,0.0415999999999999,,,0.0,26.401,13.658,29.173,0.0,0.0,0.0,0.0038999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.722,27.665,22.926,-99999.0,50
2011-08-19 00:02:00,0.0,,,0.2475999999999999,-0.2926,-0.0449999999999999,,,0.0,26.379,13.664,29.172,0.0,0.0,0.0,0.0041999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.721,27.662,22.851,-99999.0,50
2011-08-19 00:03:00,0.0,,,0.3150999999999999,-0.2475999999999999,0.0675,,,0.0,26.355,13.663,29.172,0.0,0.0,0.0,-0.0085,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.722,27.663,22.807,-99999.0,50
2011-08-19 00:04:00,0.0,,,0.2250999999999999,-0.3150999999999999,-0.0899999999999999,,,0.0,26.385,13.663,29.172,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.72,27.664,22.724,-54.896,50
2011-08-19 00:05:00,0.0,,,0.2701,-0.3600999999999999,-0.0899999999999999,,,0.0,26.42,13.663,29.171,0.0,0.0,0.0,0.0063,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.715,27.664,22.611,-99999.0,50
2011-08-19 00:06:00,0.0,,,0.2475999999999999,-0.3376,-0.0899999999999999,,,0.0,26.398,13.663,29.163,0.0,0.0,0.0,0.0063,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.706,27.657,22.62,-99999.0,50
2011-08-19 00:07:00,0.0,,,0.2250999999999999,-0.4051,-0.1799999999999999,,,0.0,26.472,13.663,29.157,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.702,27.656,22.6,-99999.0,50
2011-08-19 00:08:00,0.0,,,0.2926,-0.2926,0.0,,,0.0,26.638,13.663,29.156,0.0,0.0,0.0,-0.0041999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.694,27.652,22.653,-99999.0,50
2011-08-19 00:09:00,0.0,,,0.2250999999999999,-0.3600999999999999,-0.135,,,0.0,26.596,13.663,29.156,0.0,0.0,0.0,-0.0063,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.691,27.645,22.686,-99999.0,50
2011-08-19 00:10:00,0.0,,,0.1799999999999999,-0.5851,-0.4051,,,0.0,26.617,13.663,29.157,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.691,27.641,22.704,-99999.0,50
2011-08-19 00:11:00,0.0,,,0.3826,-0.0899999999999999,0.2926,,,0.0,26.664,13.663,29.156,0.0,0.0,0.0,-0.0041999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,44.847,27.687,27.639,22.682,-99999.0,50
2011-08-19 00:12:00,0.0,,,0.2701,0.1125,0.3826,,,0.0,26.614,13.663,29.157,0.0,0.0,0.0,0.0085,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.685,27.637,22.634,-99999.0,50
2011-08-19 00:13:00,0.0,,,0.1799999999999999,-0.6076,-0.4275999999999999,,,0.0,26.667,13.663,29.155,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.681,27.633,22.612,-99999.0,50
2011-08-19 00:14:00,0.0,,,0.2701,-0.3150999999999999,-0.0449999999999999,,,0.0,26.668,13.664,29.144,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.668,27.62,22.584,-99999.0,50
2011-08-19 00:15:00,0.0,,,0.3826,-0.2701,0.1125,,,0.0,26.637,13.663,29.141,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.66,27.615,22.639,-99999.0,50
2011-08-19 00:16:00,0.0,,,0.2250999999999999,-0.4501,-0.2250999999999999,,,0.0,26.641,13.663,29.14,0.0,0.0,0.0,-0.0063,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.657,27.611,22.699,-99999.0,50
2011-08-19 00:17:00,0.0,,,0.2926,-0.0899999999999999,0.2026,,,0.0,26.683,13.662,29.143,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.652,27.606,22.727,-99999.0,50
2011-08-19 00:18:00,0.0,,,0.2250999999999999,-0.5176,-0.2926,,,0.0,26.663,13.664,29.141,0.0,0.0,0.0,-0.0041999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,27.65,27.604,22.729,-99999.0,50
