measured_on,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__629,ac_power__752,ac_voltage__632,ac_volts__757,ambient_temp__634,ambient_temp__759,das_battery_voltage__769,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__628,dc_power__751,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__760,module_temp_2__761,module_temp_3__762,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__750,reflector_temp_1__638,system_id
2012-10-04 00:00:00,,0.0,0.5645,-0.0225999999999999,,0.542,,0.0,,5.2257,14.005,,16.738,,0.0095999999999999,0.270828,0.0,0.0,0.0,0.0025999488,,0.0025999488,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.177,15.801,4.5219,,,,,,,,,-0.4031,,50
2012-10-04 00:01:00,,0.0,0.542,0.0417,,0.5836,,0.0,,5.1777,14.003,,16.736,,0.0092999999999999,0.285874,0.0,0.0,0.0,0.0026586282,,0.0026586282,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.146,15.768,4.5206,,,,,,,,,-0.4031,,50
2012-10-04 00:02:00,,0.0,0.542,-0.1355,,0.4064999999999999,,0.0,,5.1697,14.005,,16.729,,0.0092999999999999,0.285874,0.0,0.0020999999999999,0.0,0.0026586282,,0.0026586282,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.171,15.743,4.494,,,,,,,,,-0.4031,,50
2012-10-04 00:03:00,,0.0,0.4742,-0.2936,,0.1807,,0.0,,5.1675,14.005,,16.724,,0.0092999999999999,0.30092,0.0,0.0,0.0,0.0027985559999999,,0.0027985559999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.229,15.77,4.4718,,,,,,,,,-0.4031,,50
2012-10-04 00:04:00,,0.0,0.5193999999999999,0.0676999999999999,,0.5871,,0.0,,5.1841,14.006,,16.722,,0.0097,0.285874,0.0,0.0041999999999999,0.0,0.0027729778,,0.0027729778,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.27,15.798,4.4641,,,,,,,,,-0.4031,,50
2012-10-04 00:05:00,,0.0,0.4968,-0.2031999999999999,,0.2936,,0.0,,5.1694,14.005,,16.713,,0.0092999999999999,0.285874,0.0,0.0,0.0,0.0026586282,,0.0026586282,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.29,15.828,4.4429,,,,,,,,,-0.4031,,50
2012-10-04 00:06:00,,0.0,0.5193999999999999,-0.1580999999999999,,0.3613,,0.0,,5.1449,14.005,,16.712,,0.0094999999999999,0.30092,0.0,0.0,0.0,0.0028587399999999,,0.0028587399999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.263,15.81,4.427,,,,,,,,,-0.4031,,50
2012-10-04 00:07:00,,0.0,0.542,0.0,,0.542,,0.0,,5.148,14.006,,16.706,,0.0099,0.285874,0.0,0.0020999999999999,0.0,0.0028301526,,0.0028301526,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.273,15.836,4.4023,,,,,,,,,-0.4031,,50
2012-10-04 00:08:00,,0.0,0.4516,-0.3160999999999999,,0.1355,,0.0,,5.1527,14.006,,16.701,,0.0097,0.30092,0.0,-0.0041999999999999,0.0,0.0029189239999999,,0.0029189239999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.298,15.87,4.3805,,,,,,,,,-0.4199,,50
2012-10-04 00:09:00,,0.0,0.542,-0.0903,,0.4516,,0.0,,5.1629,14.007,,16.698,,0.0095999999999999,0.285874,0.0,0.0,0.0,0.0027443903999999,,0.0027443903999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,16.316,15.873,4.3787,,,,,,,,,-0.4031,,50
