measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2011-06-07 00:00:00,0.0,,,0.3827999999999999,-0.3377999999999999,,0.0449999999999999,,0.0,,22.417,13.708,27.411,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.032,25.812,18.419,,,-99999.0,,,,50
2011-06-07 00:01:00,0.0,,,0.2927,-0.3603,,-0.0675999999999999,,0.0,,22.124,13.704,27.414,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.027,25.828,18.29,,,-99999.0,,,,50
2011-06-07 00:02:00,0.0,,,0.2702,-0.2927,,-0.0224999999999999,,0.0,,21.906,13.709,27.399,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.007,25.82,18.145,,,-124.16,,,,50
2011-06-07 00:03:00,0.0,,,0.3603,-0.3151999999999999,,0.0449999999999999,,0.0,,21.764,13.708,27.398,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.004,25.814,18.043,,,-99999.0,,,,50
2011-06-07 00:04:00,0.0,,,0.2702,-0.4502999999999999,,-0.1801,,0.0,,21.628,13.708,27.399,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.002,25.811,17.905,,,-99999.0,,,,50
2011-06-07 00:05:00,0.0,,,0.2702,-0.4052999999999999,,-0.1351,,0.0,,21.594,13.708,27.388,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.98,25.795,17.817,,,-99999.0,,,,50
2011-06-07 00:06:00,0.0,,,0.3377999999999999,-0.4728999999999999,,-0.1351,,0.0,,21.514,13.709,27.385,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.968,25.784,17.741,,,-99999.0,,,,50
2011-06-07 00:07:00,0.0,,,0.3603,-0.2477,,0.1126,,0.0,,21.465,13.709,27.384,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.958,25.776,17.658,,,-99999.0,,,,50
2011-06-07 00:08:00,0.0,,,0.2702,-0.3603,,-0.0901,,0.0,,21.436,13.708,27.373,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.934,25.752,17.544,,,-99999.0,,,,50
2011-06-07 00:09:00,0.0,,,0.3377999999999999,-0.3151999999999999,,0.0224999999999999,,0.0,,21.388,13.709,27.371,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.919,25.729,17.504,,,-99999.0,,,,50
2011-06-07 00:10:00,0.0,,,0.3827999999999999,-0.3827999999999999,,0.0,,0.0,,21.426,13.709,27.37,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.906,25.713,17.492,,,-99999.0,,,,50
2011-06-07 00:11:00,0.0,,,0.3151999999999999,-0.2026999999999999,,0.1126,,0.0,,21.536,13.709,27.369,-0.0001,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.889,25.698,17.477,,,-99999.0,,,,50
2011-06-07 00:12:00,0.0,,,0.3151999999999999,-0.3603,,-0.0449999999999999,,0.0,,21.677,13.709,27.358,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.86,25.668,17.463,,,-99999.0,,,,50
2011-06-07 00:13:00,0.0,,,0.3603,-0.3151999999999999,,0.0449999999999999,,0.0,,21.747,13.709,27.356,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.838,25.642,17.48,,,-99999.0,,,,50
2011-06-07 00:14:00,0.0,,,0.2927,-0.3603,,-0.0675999999999999,,0.0,,21.736,13.709,27.343,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.806,25.611,17.477,,,-99999.0,,,,50
2011-06-07 00:15:00,0.0,,,0.2927,-0.2927,,0.0,,0.0,,21.82,13.709,27.341,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.781,25.596,17.593,,,-99999.0,,,,50
2011-06-07 00:16:00,0.0,,,0.3151999999999999,-0.3603,,-0.0449999999999999,,0.0,,21.889,13.71,27.341,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.763,25.589,17.591,,,-99999.0,,,,50
