measured_on,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__407,ac_power__752,ac_voltage__410,ac_volts__757,ambient_temp__412,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__416,inveter_temp__763,module_temp_1__413,module_temp_1__760,module_temp_2__414,module_temp_2__761,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__750,system_id
2011-07-28 00:00:00,,0.0,0.2477999999999999,-0.2928,,-0.0451,,0.0,,21.989,13.742,26.072,0.0,0.0,,0.001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.734,,24.652,,20.165,,,,,,-329.93,50
2011-07-28 00:01:00,,0.0,0.2702999999999999,-0.2477999999999999,,0.0224999999999999,,0.0,,21.953,13.739,26.081,0.0,0.0,,0.0005999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.742,,24.661,,20.111,,,,,,-217.13,50
2011-07-28 00:02:00,,0.0,0.2928,-0.1577,,0.1351999999999999,,0.0,,21.92,13.742,26.084,0.0,0.0,,0.0008,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.747,,24.664,,20.05,,,,,,-580.59,50
2011-07-28 00:03:00,,0.0,0.2026999999999999,-0.3378999999999999,,-0.1351999999999999,,0.0,,21.884,13.743,26.084,0.0,0.0,,0.0014,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.747,,24.664,,19.999,,,,,,-197.98,50
2011-07-28 00:04:00,,0.0,0.2928,-0.2702999999999999,,0.0224999999999999,,0.0,,21.877,13.742,26.084,0.0,0.0,,0.001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.75,,24.668,,19.976,,,,,,-575.35,50
2011-07-28 00:05:00,,0.0,0.2477999999999999,-0.2252,,0.0224999999999999,,0.0,,21.878,13.742,26.092,0.0,0.0,,0.0006999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.756,,24.667,,19.992,,,,,,-493.51,50
2011-07-28 00:06:00,,0.0,0.2702999999999999,-0.3604,,-0.0901,,0.0,,21.86,13.742,26.096,0.0,0.0,,0.0005999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.756,,24.66,,19.975,,,,,,-632.26,50
2011-07-28 00:07:00,,0.0,0.2026999999999999,-0.3378999999999999,,-0.1351999999999999,,0.0,,21.85,13.742,26.099,0.0,0.0,,0.0006999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.752,,24.654,,19.961,,,,,,-476.82,50
2011-07-28 00:08:00,,0.0,0.3153,-0.2026999999999999,,0.1126,,0.0,,21.818,13.741,26.095,0.0,0.0,,0.0005999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.745,,24.651,,19.911,,,,,,-785.5599999999998,50
2011-07-28 00:09:00,,0.0,0.2477999999999999,-0.4053999999999999,,-0.1577,,0.0,,21.781,13.742,26.098,0.0,0.0,,0.0008,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.743,,24.652,,19.847,,,,,,-467.4,50
2011-07-28 00:10:00,,0.0,0.2928,-0.2702999999999999,,0.0224999999999999,,0.0,,21.751,13.742,26.104,0.0,0.0,,0.0008,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.748,,24.658,,19.773,,,,,,-714.67,50
2011-07-28 00:11:00,,0.0,0.3153,-0.1351999999999999,,0.1802,,0.0,,21.71,13.741,26.109,0.0,0.0,,0.0006999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.75,,24.658,,19.696,,,,,,-557.24,50
2011-07-28 00:12:00,,0.0,0.3153,0.0,,0.3153,,0.0,,21.665,13.741,26.111,0.0,0.0,,0.0011,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.749,,24.656,,19.607,,,,,,-337.32,50
2011-07-28 00:13:00,,0.0,0.1577,-0.7432999999999998,,-0.5856,,0.0,,21.629,13.74,26.109,0.0,0.0,,0.001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.743,,24.65,,19.532,,,,,,-792.5499999999998,50
2011-07-28 00:14:00,,0.0,0.1351999999999999,-0.8334,,-0.6983,,0.0,,21.609,13.741,26.111,0.0,0.0,,0.0001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.743,,24.648,,19.512,,,,,,-1437.9,50
2011-07-28 00:15:00,,0.0,0.1351999999999999,-0.8783999999999998,,-0.7432999999999998,,0.0,,21.621,13.74,26.109,0.0,0.0,,0.0001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.738,,24.639,,19.471,,,,,,-99999.0,50
2011-07-28 00:16:00,,0.0,0.1126,-0.946,,-0.8334,,0.0,,21.632,13.741,26.11,0.0,0.0,,0.0011,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.735,,24.635,,19.406,,,,,,-99999.0,50
2011-07-28 00:17:00,,0.0,0.2702999999999999,-0.4053999999999999,,-0.1351999999999999,,0.0,,21.654,13.741,26.112,0.0,0.0,,0.0016,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.737,,24.636,,19.359,,,,,,-99999.0,50
2011-07-28 00:18:00,,0.0,0.4955,0.0224999999999999,,0.5181,,0.0,,21.636,13.741,26.112,0.0,0.0,,0.0016999999999999,,0.0,0.0,0.0,,0.0,0.0,,34.296,,24.732,,24.638,,19.283,,,,,,-54.496,50
2011-07-28 00:19:00,,0.0,0.3153,-0.0675999999999999,,0.2477999999999999,,0.0,,21.594,13.741,26.113,0.0,0.0,,0.0016,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.734,,24.64,,19.195,,,,,,-9.0579,50
2011-07-28 00:20:00,,0.0,0.3829,-0.5631,,-0.1802,,0.0,,21.56,13.741,26.125,0.0,0.0,,0.0004,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.747,,24.654,,19.118,,,,,,-1116.4,50
2011-07-28 00:21:00,,0.0,0.2252,-0.3829,,-0.1577,,0.0,,21.525,13.741,26.125,-0.0001,0.0,,0.0014,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.752,,24.658,,19.039,,,,,,-416.44,50
2011-07-28 00:22:00,,0.0,0.2702999999999999,-0.5631,,-0.2928,,0.0,,21.528,13.74,26.125,0.0,0.0,,0.0001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.763,,24.666,,18.941,,,,,,-99999.0,50
2011-07-28 00:23:00,,0.0,0.4053999999999999,0.3153,,0.7208,,0.0,,21.485,13.742,26.124,0.0,0.0,,0.001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.769,,24.674,,18.874,,,,,,-533.42,50
2011-07-28 00:24:00,,0.0,0.3604,-0.2702999999999999,,0.0901,,0.0,,21.456,13.741,26.122,0.0,0.0,,0.0016,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.774,,24.681,,18.808,,,,,,13.608,50
2011-07-28 00:25:00,,0.0,0.2252,-0.6307,,-0.4053999999999999,,0.0,,21.402,13.74,26.122,0.0,0.0,,0.0005999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.779,,24.686,,18.777,,,,,,-1224.6,50
2011-07-28 00:26:00,,0.0,0.3153,-0.4955,,-0.1802,,0.0,,21.39,13.741,26.123,0.0,0.0,,0.0002999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.782,,24.688,,18.749,,,,,,-99999.0,50
2011-07-28 00:27:00,,0.0,0.4279999999999999,0.0901,,0.5181,,0.0,,21.341,13.741,26.125,0.0,0.0,,0.001,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.787,,24.692,,18.723,,,,,,-247.61,50
2011-07-28 00:28:00,,0.0,0.2477999999999999,-0.4955,,-0.2477999999999999,,0.0,,21.341,13.741,26.122,0.0,0.0,,0.0005999999999999,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.786,,24.694,,18.71,,,,,,-435.6,50
2011-07-28 00:29:00,,0.0,0.4053999999999999,0.4729999999999999,,0.8783999999999998,,0.0,,21.369,13.741,26.122,0.0,0.0,,0.0011,,0.0,0.0,0.0,,0.0,0.0,,39.679,,24.786,,24.695,,18.706,,,,,,-22.009,50
2011-07-28 00:30:00,,0.0,0.3153,0.3153,,0.6307,,0.0,,21.358,13.741,26.123,-0.0001,0.0,,0.0014,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.792,,24.691,,18.601,,,,,,207.02,50
2011-07-28 00:31:00,,0.0,0.1802,-0.5405999999999999,,-0.3604,,0.0,,21.317,13.74,26.124,0.0,0.0,,0.0011,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.795,,24.69,,18.55,,,,,,-624.01,50
2011-07-28 00:32:00,,0.0,0.3378999999999999,-0.0675999999999999,,0.2702999999999999,,0.0,,21.278,13.741,26.123,0.0,0.0,,0.0008,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.794,,24.687,,18.584,,,,,,-760.61,50
2011-07-28 00:33:00,,0.0,0.1126,-0.7208,,-0.6081999999999999,,0.0,,21.25,13.74,26.127,0.0,0.0,,0.0016,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,24.798,,24.683,,18.534,,,,,,-99999.0,50
