measured_on,ac_current__251,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__752,ac_voltage__250,ac_volts__757,ambient_temp__252,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-05-18 00:00:00,,0.0,0.3832999999999999,-0.248,,0.1353,,0.0,,18.587,,,,13.828,,22.842,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.96,,21.685,,16.044,,,,,,-0.7713999999999999,,,,50
2012-05-18 00:01:00,,0.0,0.3382,-0.2931,,0.0451,,0.0,,18.68,,,,13.825,,22.842,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.864,,21.605,,16.141,,,,,,-0.654,,,,50
2012-05-18 00:02:00,,0.0,0.2931,-0.248,,0.0451,,0.0,,18.707,,,,13.828,,22.842,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.819,,21.55,,16.225,,,,,,-0.6037,,,,50
2012-05-18 00:03:00,,0.0,0.3382,-0.3608,,-0.0225999999999999,,0.0,,18.707,,,,13.828,,22.841,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.771,,21.514,,16.23,,,,,,-0.6037,,,,50
2012-05-18 00:04:00,,0.0,0.3832999999999999,-0.2029,,0.1804,,0.0,,18.739,,,,13.828,,22.841,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.737,,21.493,,16.284,,,,,,-0.6205,,,,50
2012-05-18 00:05:00,,0.0,0.2931,-0.248,,0.0451,,0.0,,18.843,,,,13.827,,22.841,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.733,,21.515,,16.308,,,,,,-0.6037,,,,50
2012-05-18 00:06:00,,0.0,0.3156999999999999,-0.3156999999999999,,0.0,,0.0,,18.914,,,,13.828,,22.841,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.829,,21.663,,16.32,,,,,,-0.6371999999999999,,,,50
2012-05-18 00:07:00,,0.0,0.3382,-0.1578,,0.1804,,0.0,,18.905,,,,13.828,,22.841,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,21.998,,21.87,,16.311,,,,,,-0.6371999999999999,,,,50
2012-05-18 00:08:00,,0.0,0.3382,-0.3832999999999999,,-0.0451,,0.0,,18.829,,,,13.828,,22.843,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,22.113,,21.998,,16.265,,,,,,-0.6708,,,,50
2012-05-18 00:09:00,,0.0,0.3608,-0.1578,,0.2029,,0.0,,18.745,,,,13.827,,22.841,0.0067999999999999,0.0,,0.0,,-0.0064,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,22.16,,22.057,,16.214,,,,,,-0.7210999999999999,,,,50
2012-05-18 00:10:00,,0.0,0.248,-0.4058999999999999,,-0.1578,,0.0,,18.661,,,,13.827,,22.841,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,22.124,,21.971,,16.202,,,,,,-0.9894,,,,50
