measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2016-12-09 00:00:00,0.0,0.4286099999999999,-3.068,-2.6394,0.0,-11.941,13.834,21.316,0.00508,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.941,22.922,-14.212,-99999.0,50
2016-12-09 00:01:00,0.0,0.5413999999999999,-2.7695,-2.2281,0.0,-11.986,13.834,21.316,0.00508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.194,22.958,22.929,-14.244,-99999.0,50
2016-12-09 00:02:00,0.0,0.49629,-3.0905,-2.5943,0.0,-11.992,13.834,21.316,0.00451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,22.972,22.939,-14.29,-99999.0,50
2016-12-09 00:03:00,0.0,0.4286099999999999,-3.1131,-2.6845,0.0,-11.992,13.834,21.316,0.0046499999999999,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.985,22.963,-14.35,-99999.0,50
2016-12-09 00:04:00,0.0,0.40605,-3.271,-2.865,0.0,-12.008,13.834,21.312,0.00479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.008,22.99,-14.377,-99999.0,50
2016-12-09 00:05:00,0.0,0.49629,-2.865,-2.3687,0.0,-12.054,13.834,21.307,0.0052199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.04,23.031,-14.461,-99999.0,50
2016-12-09 00:06:00,0.0,0.4286099999999999,-3.1808,-2.7522,0.0,-12.069,13.834,21.303,0.00451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.091,23.095,-14.495,-99999.0,50
2016-12-09 00:07:00,0.0,0.33838,-3.3161,-2.9778,0.0,-12.116,13.835,21.303,0.0040899999999999,0.0,0.0,-0.01059,0.0,0.0,0.0,0.0,-99999.0,23.128,23.133,-14.557,-99999.0,50
2016-12-09 00:08:00,0.0,0.38349,-3.2935,-2.9101,0.0,-12.282,13.835,21.303,0.00381,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.122,23.095,-14.577,-99999.0,50
2016-12-09 00:09:00,0.0,0.40605,-3.271,-2.865,0.0,-12.354,13.834,21.303,0.00493,0.0,0.0,0.00636,0.0,0.0,0.0,0.0,-99999.0,23.107,23.058,-14.629,-99999.0,50
2016-12-09 00:10:00,0.0,0.3158199999999999,-3.4063,-3.0905,0.0,-12.245,13.835,21.3,0.00381,0.0,0.0,-0.00636,0.0,0.0,0.0,0.0,-99999.0,23.098,23.024,-14.662,-99999.0,50
2016-12-09 00:11:00,0.0,0.45117,-3.2033,-2.7522,0.0,-12.173,13.835,21.297,0.0046499999999999,0.0,0.0,0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,23.103,23.02,-14.659,-99999.0,50
2016-12-09 00:12:00,0.0,0.33838,-3.2259,-2.8875,0.0,-12.101,13.835,21.292,0.00423,0.0,0.0,-0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,23.119,23.043,-14.599,-99999.0,50
2016-12-09 00:13:00,0.0,0.3609299999999999,-3.0229,-2.6619,0.0,-11.881,13.835,21.291,0.00338,0.0,0.0,-0.01059,0.0,0.0,0.0,0.0,-99999.0,23.137,23.081,-14.422,-99999.0,50
2016-12-09 00:14:00,0.0,0.33838,-3.1131,-2.7747,0.0,-11.557,13.835,21.291,0.0043699999999999,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.143,23.095,-14.053,-99999.0,50
2016-12-09 00:15:00,0.0,0.2707,-3.1131,-2.8424,0.0,-11.617,13.835,21.291,0.00338,0.0,0.0,-0.01271,0.0,0.0,0.0,0.0,-99999.0,23.141,23.07,-13.753,-99999.0,50
2016-12-09 00:16:00,0.0,0.2707,-3.2485,-2.9778,0.0,-11.77,13.835,21.291,0.00338,0.0,0.0,-0.00847,0.0,0.0,0.0,0.0,-99999.0,23.126,23.044,-13.622,-99999.0,50
2016-12-09 00:17:00,0.0,0.2707,-3.3161,-3.0454,0.0,-11.898,13.835,21.291,0.00338,0.0,0.0,-0.00636,0.0,0.0,0.0,0.0,-99999.0,23.09,22.99,-13.463,-99999.0,50
2016-12-09 00:18:00,0.0,0.33838,-3.0905,-2.7522,0.0,-11.919,13.835,21.291,0.00352,0.0,0.0,-0.00847,0.0,0.0,0.0,0.0,-99999.0,23.017,22.888,-13.487,-99999.0,50
2016-12-09 00:19:00,0.0,0.29326,-3.4514,-3.1582,0.0,-11.832,13.835,21.291,0.00423,0.0,0.0,-0.00636,0.0,0.0,0.0,0.0,-99999.0,22.961,22.807,-13.426,-99999.0,50
2016-12-09 00:20:00,0.0,0.33838,-3.4063,-3.068,0.0,-11.503,13.835,21.291,0.0043699999999999,0.0,0.0,-0.00636,0.0,0.0,0.0,0.0,-99999.0,22.901,22.75,-13.285,-99999.0,50
2016-12-09 00:21:00,0.0,0.3609299999999999,-3.3838,-3.0229,0.0,-11.561,13.835,21.291,0.00352,0.0,0.0,-0.01059,0.0,0.0,0.0,0.0,-99999.0,22.802,22.673,-13.126,-99999.0,50
2016-12-09 00:22:00,0.0,0.4286099999999999,-2.9552,-2.5266,0.0,-11.749,13.835,21.291,0.00493,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.705,22.556,-13.131,-99999.0,50
2016-12-09 00:23:00,0.0,0.40605,-3.5191,-3.1131,0.0,-11.862,13.835,21.291,0.00395,0.0,0.0,-0.00847,0.0,0.0,0.0,0.0,-99999.0,22.702,22.559,-13.151,-99999.0,50
2016-12-09 00:24:00,0.0,0.4737299999999999,-3.0229,-2.5491,0.0,-11.709,13.836,21.291,0.00493,0.0,0.0,0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,22.732,22.583,-13.149,-99999.0,50
2016-12-09 00:25:00,0.0,0.49629,-2.865,-2.3687,0.0,-11.691,13.836,21.284,0.00508,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.735,22.576,-13.152,-99999.0,50
2016-12-09 00:26:00,0.0,0.40605,-3.271,-2.865,0.0,-11.665,13.835,21.281,0.00423,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.719,22.555,-13.216,-99999.0,50
2016-12-09 00:27:00,0.0,0.45117,-3.0003,-2.5491,0.0,-11.742,13.835,21.279,0.00493,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.727,22.57,-13.329,-99999.0,50
2016-12-09 00:28:00,0.0,0.4286099999999999,-3.1582,-2.7296,0.0,-11.795,13.837,21.278,0.00451,0.0,0.0,-0.00847,0.0,0.0,0.0,0.0,-99999.0,22.756,22.62,-13.466,-99999.0,50
2016-12-09 00:29:00,0.0,0.45117,-3.0905,-2.6394,0.0,-11.858,13.836,21.278,0.0046499999999999,0.0,0.0,-0.0042399999999999,0.0,0.0,0.0,0.0,-99999.0,22.76,22.625,-13.56,-99999.0,50
2016-12-09 00:30:00,0.0,0.40605,-3.2259,-2.8198,0.0,-11.898,13.835,21.278,0.0043699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,22.684,22.541,-13.594,-99999.0,50
2016-12-09 00:31:00,0.0,0.45117,-3.0003,-2.5491,0.0,-11.911,13.836,21.278,0.00493,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.672,22.539,-13.625,-99999.0,50
2016-12-09 00:32:00,0.0,0.4737299999999999,-3.068,-2.5943,0.0,-11.89,13.835,21.278,0.00508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,22.713,22.575,-13.556,-99999.0,50
2016-12-09 00:33:00,0.0,0.40605,-3.1808,-2.7747,0.0,-11.856,13.836,21.278,0.00479,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.751,22.634,-13.524,-99999.0,50
2016-12-09 00:34:00,0.0,0.40605,-3.1582,-2.7522,0.0,-11.929,13.835,21.278,0.0043699999999999,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.792,22.699,-13.485,-99999.0,50
2016-12-09 00:35:00,0.0,0.4737299999999999,-3.2259,-2.7522,0.0,-11.891,13.836,21.278,0.00451,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.784,22.71,-13.332,-99999.0,50
2016-12-09 00:36:00,0.0,0.4737299999999999,-3.0905,-2.6168,0.0,-11.67,13.835,21.278,0.00479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,22.731,22.632,-13.299,-99999.0,50
2016-12-09 00:37:00,0.0,0.45117,-3.1357,-2.6845,0.0,-11.692,13.834,21.278,0.00451,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.706,22.574,-13.403,-99999.0,50
2016-12-09 00:38:00,0.0,0.51885,-3.1131,-2.5943,0.0,-11.734,13.836,21.277,0.00479,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.716,22.595,-13.521,-99999.0,50
2016-12-09 00:39:00,0.0,0.51885,-2.9552,-2.4363,0.0,-11.751,13.836,21.274,0.00493,0.0,0.0,0.00847,0.0,0.0,0.0,0.0,-99999.0,22.739,22.64,-13.621,-99999.0,50
2016-12-09 00:40:00,0.0,0.4737299999999999,-3.0905,-2.6168,0.0,-11.767,13.836,21.267,0.0046499999999999,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,22.778,22.71,-13.725,-99999.0,50
