measured_on,ac_current__251,ac_current__633,ac_current__669,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__629,ac_power__665,ac_power__752,ac_voltage__250,ac_voltage__632,ac_voltage__668,ac_volts__757,ambient_temp__252,ambient_temp__634,ambient_temp__670,ambient_temp__759,das_battery_voltage__769,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__4685,dc_neg_current__756,dc_neg_voltage__4684,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__667,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__666,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__628,dc_power__664,dc_power__751,dc_power_neg__4686,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inverter_temp__256,inverter_temp__673,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__671,module_temp_1__760,module_temp_2__254,module_temp_2__672,module_temp_2__761,module_temp_3__255,module_temp_3__4687,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__663,poa_irradiance__750,reflector_temp_1__638,system_id
2012-10-10 00:00:00,,,,0.0,0.5869999999999999,0.0451999999999999,,,,0.6321999999999999,,,,0.0,,,,7.1821,13.98,,17.699,,,0.0068999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.471,,,17.201,,,4.8847,,,,,,,,,,,,,,,-1.0579,,50
2012-10-10 00:01:00,,,,0.0,0.4585,-0.2918,,,,0.1666999999999999,,,,0.0,,,,7.1474,13.976,,17.696,,,0.0067999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.494,,,17.228,,,4.8192,,,,,,,,,,,,,,,-1.1626,,50
2012-10-10 00:02:00,,,,0.0,0.4741,0.0451999999999999,,,,0.5192999999999999,,,,0.0,,,,7.1055,13.98,,17.692,,,0.0073,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.513,,,17.223,,,4.719,,,,,,,,,,,,,,,-1.2091,,50
2012-10-10 00:03:00,,,,0.0,0.4966999999999999,-0.158,,,,0.3387,,,,0.0,,,,7.0712,13.98,,17.689,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.511,,,17.202,,,4.6136,,,,,,,,,,,,,,,-1.2091,,50
2012-10-10 00:04:00,,,,0.0,0.4741,-0.2934999999999999,,,,0.1806,,,,0.0,,,,7.0455,13.98,,17.689,,,0.0071999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.513,,,17.178,,,4.4897,,,,,,,,,,,,,,,-1.2091,,50
2012-10-10 00:05:00,,,,0.0,0.5192999999999999,-0.1355,,,,0.3837999999999999,,,,0.0,,,,7.0146,13.978,,17.689,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.516,,,17.203,,,4.3686,,,,,,,,,,,,,,,-1.2091,,50
2012-10-10 00:06:00,,,,0.0,0.5192999999999999,-0.0676999999999999,,,,0.4516,,,,0.0,,,,6.9827,13.98,,17.689,,,0.0073,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.515,,,17.222,,,4.238,,,,,,,,,,,,,,,-1.2763,,50
2012-10-10 00:07:00,,,,0.0,0.4741,-0.1806,,,,0.2934999999999999,,,,0.0,,,,6.9353,13.979,,17.689,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.503,,,17.23,,,4.0647,,,,,,,,,,,,,,,-1.4778,,50
2012-10-10 00:08:00,,,,0.0,0.5192999999999999,-0.0903,,,,0.4289999999999999,,,,0.0,,,,6.9031,13.98,,17.69,,,0.0068999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.485,,,17.226,,,3.918,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:09:00,,,,0.0,0.5192999999999999,-0.2258,,,,0.2934999999999999,,,,0.0,,,,6.8827,13.98,,17.689,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.481,,,17.223,,,3.7856,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:10:00,,,,0.0,0.5192999999999999,-0.1355,,,,0.3837999999999999,,,,0.0,,,,6.8774,13.979,,17.688,,,0.0068999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.478,,,17.212,,,3.699,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:11:00,,,,0.0,0.5192999999999999,-0.0451999999999999,,,,0.4741,,,,0.0,,,,6.8597,13.98,,17.678,,,0.0071999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.437,,,17.173,,,3.6041,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:12:00,,,,0.0,0.4516,-0.1355,,,,0.3160999999999999,,,,0.0,,,,6.8335,13.98,,17.677,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.416,,,17.164,,,3.517,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:13:00,,,,0.0,0.4741,-0.2934999999999999,,,,0.1806,,,,0.0,,,,6.8072,13.979,,17.677,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.424,,,17.183,,,3.3917,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:14:00,,,,0.0,0.4741,-0.4966999999999999,,,,-0.0225999999999999,,,,0.0,,,,6.7727,13.98,,17.677,,,0.0068999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.433,,,17.184,,,3.2992,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:15:00,,,,0.0,0.5192999999999999,0.4063999999999999,,,,0.9257,,,,0.0,,,,6.7479,13.98,,17.677,,,0.0071999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.431,,,17.166,,,3.2228,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:16:00,,,,0.0,0.4063999999999999,-0.5419,,,,-0.1355,,,,0.0,,,,6.709,13.979,,17.672,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.452,,,17.144,,,3.15,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:17:00,,,,0.0,0.6321999999999999,0.2934999999999999,,,,0.9257,,,,0.0,,,,6.6557,13.98,,17.666,,,0.0071,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,41.0,,,,,,,,,,,,,,,,,,,,,17.46,,,17.148,,,3.0224,,,,,,,,,,,,,,,-1.6121,,50
2012-10-10 00:18:00,,,,0.0,0.5192999999999999,0.0903,,,,0.6096,,,,0.0,,,,6.609,13.98,,17.665,,,0.0074999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.459,,,17.164,,,2.9218,,,,,,,,,,,,,,,-1.6289,,50
2012-10-10 00:19:00,,,,0.0,0.4289999999999999,-0.4063999999999999,,,,0.0225999999999999,,,,0.0,,,,6.5646,13.98,,17.666,,,0.0076,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.458,,,17.187,,,2.8173,,,,,,,,,,,,,,,-1.6457,,50
2012-10-10 00:20:00,,,,0.0,0.4741,-0.0676999999999999,,,,0.4063999999999999,,,,0.0,,,,6.5238,13.98,,17.667,,,0.0074999999999999,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,17.438,,,17.159,,,2.7357,,,,,,,,,,,,,,,-1.6457,,50
