measured_on,ac_current__411,ac_current__588,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__407,ac_power__584,ac_power__752,ac_voltage__410,ac_voltage__587,ac_volts__757,ambient_temp__1333,ambient_temp__412,ambient_temp__589,ambient_temp__759,biased_mod2_leakage_na__1343,biased_mod2_mvshunt__1342,biased_mod2_voltage__1341,biased_mod3_leakage_na__1346,biased_mod3_mvshunt__1345,biased_mod3_voltage__1344,biased_mod4_leakage_na__1349,biased_mod4_mvshunt__1348,biased_mod4_voltage__1347,biased_mod5_leakage_na__1352,biased_mod5_mvshunt__1351,biased_mod5_voltage__1350,biased_mod6_mvshunt__1354,biased_mod6_voltage__1353,control_module_temp__1329,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__409,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__408,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__406,dc_power__583,dc_power__751,gh_irradiance__1328,inverter_temp_2__770,inverter_temp__416,inverter_temp__593,inveter_temp__763,mod1_coulombs__1356,mod2_coulombs__1357,mod3_coulombs__1358,mod4_coulombs__1359,mod5_coulombs__1360,module_temp_1__413,module_temp_1__590,module_temp_1__760,module_temp_2__414,module_temp_2__591,module_temp_2__761,module_temp_3__415,module_temp_3__592,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__582,poa_irradiance__750,power_factor__596,precipitation__4818,relative_humidity__1334,unbiased_leakage_na__1340,unbiased_mppt_current__1336,unbiased_mppt_power__1337,unbiased_mppt_voltage__1335,unbiased_mvshunt__1339,unbiased_temp__1338,wetness_kohms__1330,wind_direction__1332,wind_speed__1331,system_id
2012-03-03 00:00:00,,,0.0,0.656,-0.1584,,,0.4976999999999999,,,0.0,,,,-2.7661,,,,,,,,,,,,,,,,,14.216,,9.7982,0.017,0.0451379999999999,,,0.0,,,0.0043,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5714,,,9.7135,,,-5.8686,,,,,,,-1.7667,,,,,,,,,,,,,50
2012-03-03 00:01:00,,,0.0,0.6561,0.0225999999999999,,,0.6786999999999999,,,0.0,,,,-2.9091,,,,,,,,,,,,,,,,,14.212,,9.7982,0.017,0.0451379999999999,,,0.0,,,-0.0020999999999999,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5914,,,9.7291,,,-5.9268,,,,,,,-1.9349,,,,,,,,,,,,,50
2012-03-03 00:02:00,,,0.0,0.656,0.0451999999999999,,,0.7013,,,0.0,,,,-3.0393,,,,,,,,,,,,,,,,,14.219,,9.7892,0.017,0.0451379999999999,,,0.0,,,-0.0020999999999999,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5831,,,9.7414,,,-6.0471,,,,,,,-2.0864,,,,,,,,,,,,,50
2012-03-03 00:03:00,,,0.0,0.7013,0.1356999999999999,,,0.8369999999999999,,,0.0,,,,-3.0403,,,,,,,,,,,,,,,,,14.217,,9.787400000000002,0.017,0.0451379999999999,,,0.0,,,0.0,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5693,,,9.746,,,-6.0928,,,,,,,-2.2041,,,,,,,,,,,,,50
2012-03-03 00:04:00,,,0.0,0.6333999999999999,0.0453,,,0.6785999999999999,,,0.0,,,,-3.0129,,,,,,,,,,,,,,,,,14.217,,9.7856,0.017,0.0451379999999999,,,0.0,,,0.0020999999999999,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5781,,,9.7606,,,-6.1146,,,,,,,-2.221,,,,,,,,,,,,,50
2012-03-03 00:05:00,,,0.0,0.6333999999999999,-0.3392999999999999,,,0.2940999999999999,,,0.0,,,,-3.0265,,,,,,,,,,,,,,,,,14.216,,9.7765,0.017,0.0451379999999999,,,0.0,,,0.0,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5927,,,9.7603,,,-6.1273,,,,,,,-2.221,,,,,,,,,,,,,50
2012-03-03 00:06:00,,,0.0,0.6561,-0.0453,,,0.6108,,,0.0,,,,-2.9168,,,,,,,,,,,,,,,,,14.216,,9.7765,0.017,0.060184,,,0.0,,,-0.0020999999999999,0.0,0.001023128,,,0.001023128,,0.0,,,-99999.0,,,,,,,,9.5919,,,9.7659,,,-6.0808,,,,,,,-2.0695,,,,,,,,,,,,,50
2012-03-03 00:07:00,,,0.0,0.5882,-0.3846,,,0.2036,,,0.0,,,,-2.9037,,,,,,,,,,,,,,,,,14.217,,9.7739,0.017,0.0451379999999999,,,0.0,,,-0.0043,0.0,0.000767346,,,0.000767346,,0.0,,,-99999.0,,,,,,,,9.5978,,,9.7724,,,-6.0788,,,,,,,-2.0191,,,,,,,,,,,,,50
2012-03-03 00:08:00,,,0.0,0.7465,0.1356999999999999,,,0.8822999999999999,,,0.0,,,,-2.9082,,,,,,,,,,,,,,,,,14.217,,9.7656,0.017,0.060184,,,0.0,,,0.0020999999999999,0.0,0.001023128,,,0.001023128,,0.0,,,-99999.0,,,,,,,,9.5974,,,9.7658,,,-6.0954,,,,,,,-2.0191,,,,,,,,,,,,,50
2012-03-03 00:09:00,,,0.0,0.6333999999999999,-0.4751,,,0.1584,,,0.0,,,,-2.9425,,,,,,,,,,,,,,,,,14.217,,9.7656,0.017,0.060184,,,0.0,,,-0.0020999999999999,0.0,0.001023128,,,0.001023128,,0.0,,,-99999.0,,,,,,,,9.5918,,,9.765,,,-6.1279,,,,,,,-2.0359,,,,,,,,,,,,,50
