measured_on,ac_current__379,ac_current__411,ac_current__427,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__423,ac_power__752,ac_voltage__378,ac_voltage__410,ac_voltage__426,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__428,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__434,das_battery_voltage__769,das_temp__385,das_temp__433,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__425,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__424,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__422,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inverter_temp__432,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__429,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__430,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__431,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__421,poa_irradiance__750,power_factor__387,system_id
2011-09-11 00:00:00,,,,0.0,0.2929999999999999,-0.2929999999999999,,,,0.0,,,,0.0,,,,16.817,,,13.793,,,24.107,0.031,0.0,,,,0.0033999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.043,,,,22.963,,,,12.172,,,,,,,,-156.06,,50
2011-09-11 00:01:00,,,,0.0,0.3831,-0.2253999999999999,,,,0.1578,,,,0.0,,,,16.77,,,13.789,,,24.095,0.0310999999999999,0.0,,,,0.0033999999999999,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.023,,,,22.931,,,,12.127,,,,,,,,-586.45,,50
2011-09-11 00:02:00,,,,0.0,0.1126999999999999,-0.8789,,,,-0.7661999999999999,,,,0.0,,,,16.847,,,13.793,,,24.094,0.0307,0.0,,,,0.0033999999999999,,,,-0.0106,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.008,,,,22.906,,,,12.125,,,,,,,,-164.4,,50
2011-09-11 00:03:00,,,,0.0,0.4282,0.2253999999999999,,,,0.6534999999999999,,,,0.0,,,,16.805,,,13.794,,,24.084,0.0307,0.0,,,,0.0033999999999999,,,,0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.985,,,,22.875,,,,12.11,,,,,,,,-132.98,,50
2011-09-11 00:04:00,,,,0.0,0.1802999999999999,-0.4733,,,,-0.2929999999999999,,,,0.0,,,,16.735,,,13.794,,,24.082,0.0309,0.0,,,,0.0033999999999999,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.971,,,,22.856,,,,12.07,,,,,,,,-270.63,,50
2011-09-11 00:05:00,,,,0.0,0.2253999999999999,-1.0141,,,,-0.7888,,,,0.0,,,,16.661,,,13.793,,,24.076,0.0305999999999999,0.0,,,,0.0033999999999999,,,,-0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.96,,,,22.843,,,,12.035,,,,,,,,-641.56,,50
2011-09-11 00:06:00,,,,0.0,0.2703999999999999,-0.2028,,,,0.0675999999999999,,,,0.0,,,,16.62,,,13.794,,,24.068,0.0304,0.0,,,,0.0033999999999999,,,,0.0064,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.948,,,,22.83,,,,12.025,,,,,,,,-303.61,,50
2011-09-11 00:07:00,,,,0.0,0.338,-0.2929999999999999,,,,0.0451,,,,0.0,,,,16.575,,,13.794,,,24.066,0.0304,0.0,,,,0.0033999999999999,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.936,,,,22.818,,,,11.923,,,,,,,,-541.61,,50
2011-09-11 00:08:00,,,,0.0,0.1802999999999999,-0.5634,,,,-0.3831,,,,0.0,,,,16.516,,,13.794,,,24.054,0.0304,0.0,,,,0.0033999999999999,,,,-0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.918,,,,22.797,,,,11.84,,,,,,,,-71.451,,50
2011-09-11 00:09:00,,,,0.0,0.4282,-0.1351999999999999,,,,0.2929999999999999,,,,0.0,,,,16.449,,,13.795,,,24.054,0.031,0.0,,,,0.0032,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.918,,,,22.79,,,,11.805,,,,,,,,-601.85,,50
2011-09-11 00:10:00,,,,0.0,0.5409,0.1578,,,,0.6986,,,,0.0,,,,16.365,,,13.795,,,24.044,0.0305999999999999,0.0,,,,0.0030999999999999,,,,0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,38.191,,,,22.928,,,,22.814,,,,11.74,,,,,,,,-587.92,,50
2011-09-11 00:11:00,,,,0.0,0.3605999999999999,-0.4958,,,,-0.1351999999999999,,,,0.0,,,,16.295,,,13.795,,,24.041,0.0309,0.0,,,,0.0033999999999999,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.958,,,,22.859,,,,11.646,,,,,,,,-678.78,,50
2011-09-11 00:12:00,,,,0.0,0.4506999999999999,-0.2705,,,,0.1802999999999999,,,,0.0,,,,16.203,,,13.795,,,24.031,0.0304,0.0,,,,0.0033999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.993,,,,22.928,,,,11.564,,,,,,,,-628.48,,50
2011-09-11 00:13:00,,,,0.0,0.4958,-0.1802999999999999,,,,0.3155,,,,0.0,,,,16.141,,,13.796,,,24.027,0.0303,0.0,,,,0.0030999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,55.921,,,,23.023,,,,22.985,,,,11.472,,,,,,,,-819.76,,50
2011-09-11 00:14:00,,,,0.0,0.4733,0.2703999999999999,,,,0.7437,,,,0.0,,,,16.073,,,13.796,,,24.019,0.0297,0.0,,,,0.0033999999999999,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,33.214,,,,23.033,,,,22.989,,,,11.498,,,,,,,,-682.26,,50
2011-09-11 00:15:00,,,,0.0,0.3155,0.1126999999999999,,,,0.4282,,,,0.0,,,,15.952,,,13.796,,,24.013,0.0298999999999999,0.0,,,,0.0033999999999999,,,,0.0064,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.027,,,,22.971,,,,11.529,,,,,,,,-96.266,,50
2011-09-11 00:16:00,,,,0.0,0.2929999999999999,-0.2705,,,,0.0224999999999999,,,,0.0,,,,15.862,,,13.796,,,24.006,0.0299999999999999,0.0,,,,0.0033999999999999,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.01,,,,22.936,,,,11.448,,,,,,,,-592.32,,50
2011-09-11 00:17:00,,,,0.0,0.2253999999999999,-0.2028,,,,0.0225999999999999,,,,0.0,,,,15.835,,,13.796,,,24.0,0.0300999999999999,0.0,,,,0.0033999999999999,,,,0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.985,,,,22.905,,,,11.369,,,,,,,,-248.59,,50
2011-09-11 00:18:00,,,,0.0,0.4282,0.0451,,,,0.4733,,,,0.0,,,,15.772,,,13.796,,,23.995,0.0296,0.0,,,,0.0033999999999999,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,22.969,,,,22.874,,,,11.299,,,,,,,,-545.14,,50
2011-09-11 00:19:00,,,,0.0,0.3605999999999999,0.2705,,,,0.6310999999999999,,,,0.0,,,,15.71,,,13.796,,,23.986,0.0297,0.0,,,,0.0033999999999999,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,38.186,,,,22.944,,,,22.836,,,,11.212,,,,,,,,-368.09,,50
