measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2020-10-13 00:00:00,0.0,-2.9532,0.0,17.219,0.0,13.791,0.00338,-0.0021199999999999,0.0,-0.0021199999999999,0.0,0.31561,0.0,-3.2688,22.146,22.048,12.806,-261.23,50
2020-10-13 00:01:00,0.0,-2.8405,0.0,17.58,0.0,13.791,0.0032399999999999,0.0,0.0,0.00423,0.0,0.36069,0.0,-3.2012,22.122,22.02,12.859,-394.85,50
2020-10-13 00:02:00,0.0,-2.8856,0.0,17.618,0.0,13.791,0.00338,0.0,0.0,0.0021199999999999,0.0,0.33815,0.0,-3.2237,22.093,21.998,12.919,-511.68,50
2020-10-13 00:03:00,0.0,-2.8856,0.0,17.617,0.0,13.791,0.00352,0.0,0.0,0.0,0.0,0.38323,0.0,-3.2688,22.087,21.981,12.899,-582.55,50
2020-10-13 00:04:00,0.0,-2.9532,0.0,17.599,0.0,13.792,0.00338,0.0,0.0,-0.0021199999999999,0.0,0.31561,0.0,-3.2688,22.076,21.96,12.853,-326.87,50
2020-10-13 00:05:00,0.0,-2.8405,0.0,17.666,0.0,13.792,0.00352,0.0,0.0,0.0,0.0,0.38323,0.0,-3.2237,22.072,21.964,13.023,-446.62,50
2020-10-13 00:06:00,0.0,-2.863,0.0,17.424,0.0,13.792,0.00352,0.0,0.0,-0.00847,0.0,0.38323,0.0,-3.2463,22.046,21.954,13.016,-360.26,50
2020-10-13 00:07:00,0.0,-2.7954,0.0,17.609,-2e-05,13.793,0.00366,-0.00423,0.0,0.00423,0.0,0.31561,-2e-05,-3.111,22.021,21.932,13.368,-460.2,50
2020-10-13 00:08:00,0.0,-2.7728,0.0,17.914,0.0,13.792,0.0032399999999999,0.0,-0.0001399999999999,-0.0063499999999999,0.0,0.4057799999999999,0.0,-3.1786,22.005,21.894,13.518,-434.97,50
2020-10-13 00:09:00,0.0,-2.8856,0.0,18.441,0.0,13.793,0.00352,0.0,0.0,0.0063499999999999,0.0,0.33815,0.0,-3.2237,21.995,21.869,14.167,-388.41,50
2020-10-13 00:10:00,0.0,-2.8405,0.0,18.949,0.0,13.793,0.00352,0.0,0.0,-0.0021199999999999,0.0,0.38323,0.0,-3.2237,21.986,21.862,14.379,-306.3,50
2020-10-13 00:11:00,0.0,-2.863,0.0,18.992,0.0,13.794,0.0038,0.0,0.0,-0.0021199999999999,0.0,0.38323,0.0,-3.2463,21.982,21.863,14.532,-382.28,50
2020-10-13 00:12:00,0.0,-2.863,0.0,19.0,0.0,13.794,0.00338,0.0,0.0,0.0063499999999999,0.0,0.38323,0.0,-3.2463,21.976,21.86,14.495,-490.61,50
2020-10-13 00:13:00,0.0,-2.9306,0.0,18.91,0.0,13.794,0.00366,0.0,0.0,-0.00423,0.0,0.38323,0.0,-3.3138,21.973,21.858,14.439,-370.37,50
2020-10-13 00:14:00,0.0,-2.8179,0.0,18.718,0.0,13.794,0.00338,0.0,-0.0001399999999999,-0.0021199999999999,0.0,0.36069,0.0,-3.1786,21.965,21.849,14.239,-486.87,50
2020-10-13 00:15:00,0.0,-2.9081,0.0,18.39,0.0,13.794,0.00366,0.0,0.0,-0.0126999999999999,0.0,0.38323,0.0,-3.2913,21.978,21.86,14.082,-282.73,50
2020-10-13 00:16:00,0.0,-2.9306,0.0,18.005,0.0,13.794,0.0038,0.0,0.0,-0.0021199999999999,0.0,0.31561,0.0,-3.2463,21.998,21.878,13.722,-448.47,50
2020-10-13 00:17:00,0.0,-2.9306,0.0,17.711,0.0,13.795,0.0038,0.0,0.0,-0.01059,0.0,0.31561,0.0,-3.2463,22.022,21.906,13.54,-435.44,50
2020-10-13 00:18:00,0.0,-2.8405,0.0,17.324,0.0,13.795,0.00366,0.0,0.0,-0.0021199999999999,0.0,0.4057799999999999,0.0,-3.2463,22.033,21.92,13.519,-465.8,50
2020-10-13 00:19:00,0.0,-2.8856,0.0,17.364,0.0,13.796,0.00366,0.0,0.0,-0.0063499999999999,0.0,0.4057799999999999,0.0,-3.2913,22.027,21.92,13.425,-424.49,50
2020-10-13 00:20:00,0.0,-2.7954,0.0,17.555,0.0,13.795,0.00366,0.0,0.0,-0.00423,0.0,0.38323,0.0,-3.1786,22.022,21.91,13.459,-282.35,50
2020-10-13 00:21:00,0.0,-3.0885,0.0,17.854,0.0,13.796,0.00395,0.0,-0.0001399999999999,0.00423,0.0,0.38323,0.0,-3.4716,22.014,21.908,13.774,-215.37,50
2020-10-13 00:22:00,0.0,-2.6601,0.0,18.156,0.0,13.796,0.00338,0.0,0.0,-0.0126999999999999,0.0,0.4283199999999999,0.0,-3.0885,22.012,21.897,13.874,-642.49,50
