measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2012-07-06 00:00:00,0.0,,,0.2475999999999999,-0.2475999999999999,,0.0,,0.0,,23.771,13.689,28.065,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.664,25.373,21.172,,,-1.172,,,,50
2012-07-06 00:01:00,0.0,,,0.3151999999999999,-0.3602,,-0.0449999999999999,,0.0,,23.762,13.685,28.052,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.689,25.379,21.205,,,-1.0213,,,,50
2012-07-06 00:02:00,0.0,,,0.2927,-0.1351,,0.1575999999999999,,0.0,,23.73,13.69,28.042,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.709,25.392,21.23,,,-0.7032,,,,50
2012-07-06 00:03:00,0.0,,,0.3151999999999999,-0.3377,,-0.0224999999999999,,0.0,,23.674,13.691,28.028,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.712,25.371,21.282,,,-0.6195,,,,50
2012-07-06 00:04:00,0.0,,,0.3151999999999999,-0.4502999999999999,,-0.1351,,0.0,,23.655,13.691,28.015,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.681,25.35,21.266,,,-0.7533999999999998,,,,50
2012-07-06 00:05:00,0.0,,,0.2927,-0.2927,,0.0,,0.0,,23.634,13.691,28.007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.673,25.348,21.256,,,-0.8035999999999999,,,,50
2012-07-06 00:06:00,0.0,,,0.2927,-0.3377,,-0.0449999999999999,,0.0,,23.593,13.692,27.996,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.682,25.344,21.271,,,-0.9041,,,,50
2012-07-06 00:07:00,0.0,,,0.3151999999999999,-0.3377,,-0.0224999999999999,,0.0,,23.563,13.691,27.982,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.671,25.339,21.246,,,-0.9878,,,,50
2012-07-06 00:08:00,0.0,,,0.3377,-0.2475999999999999,,0.0901,,0.0,,23.529,13.692,27.972,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.64,25.333,21.2,,,-1.0045,,,,50
2012-07-06 00:09:00,0.0,,,0.2475999999999999,-0.4052,,-0.1575999999999999,,0.0,,23.53,13.691,27.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,25.601,25.322,21.189,,,-1.0715,,,,50
