measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-08-16 00:00:00,-0.063,0.506,0.0,9.131,0.006,0.385,0.0,0.007,0.0,0.00231,0.002,19.925,20.04,18.842,0.0,0.0,-21.449,50
2008-08-16 00:15:00,-0.058,0.513,0.0,9.242,0.006,0.3599999999999999,0.0,0.008,0.0,0.00216,0.002,19.912,20.04,18.84,0.0,0.0,-23.904,50
2008-08-16 00:30:00,-0.0589999999999999,0.512,0.0,9.263000000000002,0.006,0.4099999999999999,0.0,0.008,0.0,0.0024599999999999,0.002,20.036,20.136,18.889,0.0,0.0,-24.897,50
2008-08-16 00:45:00,-0.058,0.513,0.0,9.22,0.006,0.374,0.0,0.007,0.0,0.0022399999999999,0.002,20.216,20.229,18.953,0.0,0.0,-25.85,50
2008-08-16 01:00:00,-0.0539999999999999,0.518,0.0,9.209,0.005,0.314,0.0,0.008,0.0,0.00157,0.002,20.099,20.09,18.981,0.0,0.0,-18.531,50
2008-08-16 01:15:00,-0.0539999999999999,0.517,0.0,9.252,0.005,0.3519999999999999,0.0,0.008,0.0,0.00176,0.002,20.04,20.068,18.939,0.0,0.0,-21.131,50
2008-08-16 01:30:00,-0.058,0.513,0.0,9.21,0.006,0.326,0.0,0.007,0.0,0.0019599999999999,0.002,20.057,20.102,18.922,0.0,0.0,-19.517,50
2008-08-16 01:45:00,-0.056,0.515,0.0,9.002,0.006,0.343,0.0,0.008,0.0,0.00206,0.002,20.043,20.038,18.944,0.0,0.0,-16.648,50
2008-08-16 02:00:00,-0.055,0.516,0.0,8.686,0.006,0.311,0.0,0.007,0.0,0.0018699999999999,0.002,19.95,20.004,19.127,0.0,0.0,-18.468,50
2008-08-16 02:15:00,-0.0539999999999999,0.511,0.0,8.457,0.006,0.3059999999999999,0.001,0.008,1e-05,0.00184,0.002,19.878,19.918,19.236,0.0,0.0,-16.748,50
2008-08-16 02:30:00,-0.05,0.515,0.0,8.439,0.006,0.2959999999999999,0.001,0.008,1e-05,0.0017799999999999,0.002,19.801,19.86,19.221,0.0,0.0,-20.817,50
2008-08-16 02:45:00,-0.0539999999999999,0.511,0.0,8.527,0.006,0.321,0.001,0.008,1e-05,0.00193,0.002,19.768,19.864,19.063,0.0,0.0,-18.291,50
2008-08-16 03:00:00,-0.055,0.516,0.0,8.503,0.006,0.329,0.001,0.0089999999999999,1e-05,0.00197,0.002,19.736,19.835,18.897,0.0,0.0,-18.429,50
2008-08-16 03:15:00,-0.047,0.524,0.0,8.365999999999998,0.006,0.2899999999999999,0.0,0.008,0.0,0.00174,0.002,19.74,19.873,18.782,0.0,0.0,-19.983,50
2008-08-16 03:30:00,-0.0589999999999999,0.511,0.0,8.447,0.006,0.2959999999999999,0.0,0.007,0.0,0.0017799999999999,0.002,19.837,19.918,18.728,0.0,0.0,-21.315,50
2008-08-16 03:45:00,-0.063,0.504,0.0,8.449999999999998,0.006,0.3519999999999999,0.0,0.007,0.0,0.0021099999999999,0.002,19.826,19.88,18.76,0.0,0.0,-20.88,50
2008-08-16 04:00:00,-0.0589999999999999,0.512,0.0,8.541,0.006,0.319,0.0,0.008,0.0,0.00191,0.002,19.634,19.782,18.707,0.0,0.0,-19.69,50
2008-08-16 04:15:00,-0.001,0.571,0.0,8.516999999999998,0.006,0.3469999999999999,0.0,0.008,0.0,0.0020799999999999,0.002,19.531,19.725,18.62,0.0,0.0,-21.761,50
2008-08-16 04:30:00,0.047,0.6179999999999999,0.0,8.576,0.006,0.3579999999999999,0.0,0.008,0.0,0.00215,0.002,19.772,19.816,18.597,0.0,0.0,-21.982,50
2008-08-16 04:45:00,0.039,0.6099999999999999,0.0,8.589,0.006,0.664,0.0,0.007,0.0,0.00398,0.004,19.803,19.872,18.609,0.0,0.0,-22.691,50
2008-08-16 05:00:00,0.064,0.635,0.0,8.692,0.006,3.759,0.0,2.919,0.0,0.02255,0.024,19.661,19.808,18.577,0.0,0.0,-21.356,50
2008-08-16 05:15:00,0.062,0.633,0.0,8.794,0.007,39.671,0.0,38.841,0.0,0.2777,0.2899999999999999,19.749,19.898,18.584,0.0,0.0,-23.467,50
2008-08-16 05:30:00,-0.0889999999999999,0.335,0.0,8.788999999999998,0.008,94.314,0.0,93.147,0.0,0.75451,0.778,19.843,19.968,18.628,0.0,0.0,-21.874,50
2008-08-16 05:45:00,-0.571,-0.523,0.0,8.779999999999998,0.02,132.463,0.001,134.673,0.13467,2.64926,2.545,19.87,19.999,18.68,0.0,0.0,-16.544,50
2008-08-16 06:00:00,-0.756,-0.917,0.0,8.718,0.033,126.388,0.002,127.83,0.25566,4.1708,4.385,20.077,20.039,18.707,0.0,0.0,-20.899,50
2008-08-16 06:15:00,4.295,10.087,0.0,8.628,0.1019999999999999,187.017,0.064,191.064,12.2281,19.07573,31.646,19.948,20.074,18.678,0.0,0.0,-11.405,50
2008-08-16 06:30:00,19.61,39.645,0.0,8.641,0.219,201.595,0.187,202.437,37.85572,44.14931,76.098,20.179,20.378,18.677,0.0,0.0,-4.383,50
2008-08-16 06:45:00,8.413999999999998,17.157,0.0,8.79,0.1419999999999999,187.48,0.111,187.837,20.84991,26.62216,46.395,20.379,20.608,18.646,0.0,0.0,-13.634,50
2008-08-16 07:00:00,-1.183,-1.647,0.0,8.803,0.0599999999999999,156.949,0.029,156.008,4.52423,9.41694,13.881,20.649,20.827,18.656,0.0,0.0,-19.933,50
2008-08-16 07:15:00,11.117,22.88,0.0,8.750999999999998,0.158,203.44,0.124,205.559,25.48932,32.14352,53.891,20.597,20.884,18.671,0.0,0.0,-8.619,50
2008-08-16 07:30:00,76.49299999999998,155.589,0.0,8.915,0.54,201.139,0.524,194.002,101.65705,108.61506,210.832,20.887,21.015,18.669,0.0,0.0,10.783,50
2008-08-16 07:45:00,137.511,272.07,0.0,8.945999999999998,0.797,210.816,0.756,217.891,164.7256,168.02035,334.341,21.04,21.278,18.678,0.0,0.0,26.578,50
2008-08-16 08:00:00,160.198,320.012,0.0,9.088,0.8679999999999999,222.976,0.8379999999999999,225.274,188.77961,193.54317,385.228,21.317,21.57,18.771,0.0,0.0,33.396,50
2008-08-16 08:15:00,54.261,110.396,0.0,9.097,0.4219999999999999,200.089,0.4089999999999999,187.782,76.80284,84.43756,160.464,21.316,21.565,18.83,0.0,0.0,2.394,50
2008-08-16 08:30:00,42.158,85.031,0.0,9.131,0.377,181.478,0.3509999999999999,177.524,62.31092,68.41721,130.444,21.639,21.838,19.026,0.0,0.0,-2.513,50
2008-08-16 08:45:00,0.7339999999999999,1.961,0.0,9.205,0.085,176.966,0.055,177.073,9.73902,15.04211,24.781,21.602,21.774,19.08,0.0,0.0,-20.253,50
2008-08-16 09:00:00,-1.332,-2.011,0.0,9.192,0.0609999999999999,191.185,0.029,191.455,5.5522,11.66229,17.233,21.411,21.637,19.071,0.0,0.0,-21.989,50
