measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2011-11-24 00:00:00,,,0.0,0.3834,-0.5188,,,-0.1353,,,0.0,,,9.6957,,13.861,,21.831,0.0067999999999999,0.0,,,0.0,,,-0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.487,,,21.195,,,4.2961,,,,,,,-2.3149,,50
2011-11-24 00:01:00,,,0.0,0.3331,-0.2707,,,0.0625,,,0.0,,,9.4005,,13.856,,21.826,0.0067999999999999,0.0,,,0.0,,,-0.002,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.437,,,21.127,,,4.3158,,,,,,,-2.5859,,50
2011-11-24 00:02:00,,,0.0,0.2707,-0.3834,,,-0.1128,,,0.0,,,9.538900000000002,,13.86,,21.82,0.0067999999999999,0.0,,,0.0,,,-0.0064,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.4,,,21.079,,,4.3275,,,,,,,-2.7846,,50
2011-11-24 00:03:00,,,0.0,0.3158,-0.2480999999999999,,,0.0676999999999999,,,0.0,,,10.013,,13.861,,21.82,0.0067999999999999,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.387,,,21.059,,,4.3333,,,,,,,-2.9859,,50
2011-11-24 00:04:00,,,0.0,0.4737,-0.2255999999999999,,,0.2480999999999999,,,0.0,,,10.205,,13.861,,21.819,0.0066,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.396,,,21.059,,,4.3169,,,,,,,-2.8013,,50
2011-11-24 00:05:00,,,0.0,0.4511,0.0902,,,0.5413,,,0.0,,,9.950500000000002,,13.86,,21.818,0.0067999999999999,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.428,,,21.077,,,4.3115,,,,,,,-3.0362,,50
2011-11-24 00:06:00,,,0.0,0.3158,-0.6992,,,-0.3834,,,0.0,,,10.027,,13.86,,21.818,0.0067999999999999,0.0,,,0.0,,,-0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.45,,,21.085,,,4.3374,,,,,,,-3.0529,,50
2011-11-24 00:07:00,,,0.0,0.3382999999999999,-0.2255999999999999,,,0.1128,,,0.0,,,10.245,,13.861,,21.818,0.0067999999999999,0.0,,,0.0,,,-0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.436,,,21.079,,,4.4202,,,,,,,-2.9691,,50
2011-11-24 00:08:00,,,0.0,0.3382999999999999,-0.406,,,-0.0676999999999999,,,0.0,,,10.483,,13.861,,21.818,0.0067999999999999,0.0,,,0.0,,,-0.0085,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.451,,,21.111,,,4.473,,,,,,,-2.6672,,50
2011-11-24 00:09:00,,,0.0,0.2932,-0.3382999999999999,,,-0.0451,,,0.0,,,10.432,,13.86,,21.818,0.0067999999999999,0.0,,,0.0,,,-0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.468,,,21.152,,,4.5112,,,,,,,-2.5665,,50
