measured_on,ac_current__251,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__629,ac_power__752,ac_voltage__250,ac_voltage__632,ac_volts__757,ambient_temp__252,ambient_temp__634,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__628,dc_power__751,dc_voltage__630,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inv_temp__661,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,reflector_temp_1__638,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-03-27 00:00:00,,,0.0,0.4963,0.6089999999999999,,,1.1053,,,0.0,,,10.337,,,,13.873,,,21.398,,0.0063,0.0,,0.0,,0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,29.047,,,,,,,,,,,,,,,,,,,,21.044,,20.756,,6.2682,,,,,,,,,,,,,,-2.6003,,,,,50
2012-03-27 00:01:00,,,0.0,0.4737,0.0225999999999999,,,0.4961999999999999,,,0.0,,,10.312,,,,13.869,,,21.392,,0.0061,0.0,,0.0,,0.0064,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.061,,20.758,,6.2,,,,,,,,,,,,,,-2.2816,,,,,50
2012-03-27 00:02:00,,,0.0,0.4285999999999999,0.0225999999999999,,,0.4511,,,0.0,,,10.271,,,,13.873,,,21.38,,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.031,,20.721,,6.092,,,,,,,,,,,,,,-2.1641,,,,,50
2012-03-27 00:03:00,,,0.0,0.4511,-0.1128,,,0.3382999999999999,,,0.0,,,10.236,,,,13.873,,,21.371,,0.0061,0.0,,0.0,,0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,20.964,,20.666,,5.9516,,,,,,,,,,,,,,-1.8957,,,,,50
2012-03-27 00:04:00,,,0.0,0.4737,-0.6316,,,-0.1579,,,0.0,,,10.246,,,,13.873,,,21.366,,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,20.948,,20.606,,5.864,,,,,,,,,,,,,,-1.8454,,,,,50
2012-03-27 00:05:00,,,0.0,0.406,-0.5188,,,-0.1128,,,0.0,,,10.274,,,,13.873,,,21.356,,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,20.987,,20.556,,5.8661,,,,,,,,,,,,,,-1.6608,,,,,50
2012-03-27 00:06:00,,,0.0,0.3835,-0.5188,,,-0.1353,,,0.0,,,10.309,,,,13.874,,,21.347,,0.0063,0.0,,0.0,,-0.0064,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.042,,20.575,,5.8059,,,,,,,,,,,,,,-1.4427,,,,,50
2012-03-27 00:07:00,,,0.0,0.4737,0.3609,,,0.8346,,,0.0,,,10.32,,,,13.874,,,21.34,,0.0058999999999999,0.0,,0.0,,0.0085,0.0,0.0,,,0.0,,,,,,,0.0,,40.738,,,,,,,,,,,,,,,,,,,,21.098,,20.638,,5.722,,,,,,,,,,,,,,-1.4092,,,,,50
2012-03-27 00:08:00,,,0.0,0.4285999999999999,0.4511999999999999,,,0.8798,,,0.0,,,10.288,,,,13.874,,,21.329,,0.0063,0.0,,0.0,,0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,37.767,,,,,,,,,,,,,,,,,,,,21.134,,20.693,,5.6438,,,,,,,,,,,,,,-1.4092,,,,,50
2012-03-27 00:09:00,,,0.0,0.3383999999999999,-0.5413999999999999,,,-0.203,,,0.0,,,10.251,,,,13.874,,,21.319,,0.0063,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.152,,20.748,,5.6177,,,,,,,,,,,,,,-1.3589,,,,,50
2012-03-27 00:10:00,,,0.0,0.2480999999999999,-0.8346,,,-0.5865,,,0.0,,,10.227,,,,13.873,,,21.315,,0.0064999999999999,0.0,,0.0,,-0.0085,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.172,,20.81,,5.6539,,,,,,,,,,,,,,-1.1408,,,,,50
2012-03-27 00:11:00,,,0.0,0.4737,0.4737,,,0.9474,,,0.0,,,10.159,,,,13.875,,,21.303,,0.0066,0.0,,0.0,,0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.186,,20.83,,5.6354,,,,,,,,,,,,,,-1.1575,,,,,50
