measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2012-04-08 00:00:00,,,0.0,0.4062999999999999,-0.4062999999999999,,,0.0,,,0.0,,,6.5794,,13.944,,18.857,0.0085,0.52661,,,0.0,,,0.0,0.0,0.0044761849999999,,,0.0044761849999999,0.0,,,-99999.0,,,18.926,,,18.62,,,1.8819,,,,,,,-1.6117,,50
2012-04-08 00:01:00,,,0.0,0.4514,-0.158,,,0.2933999999999999,,,0.0,,,6.5289,,13.941,,18.846,0.0082,0.511564,,,0.0,,,0.0,0.0,0.0041948248,,,0.0041948248,0.0,,,-99999.0,,,18.917,,,18.607,,,1.8547,,,,,,,-1.6117,,50
2012-04-08 00:02:00,,,0.0,0.4739999999999999,-0.0676999999999999,,,0.4062999999999999,,,0.0,,,6.4754,,13.945,,18.834,0.008,0.511564,,,0.0,,,0.0,0.0,0.004092512,,,0.004092512,0.0,,,-99999.0,,,18.91,,,18.574,,,1.8237,,,,,,,-1.662,,50
2012-04-08 00:03:00,,,0.0,0.4965999999999999,-0.0903,,,0.4062999999999999,,,0.0,,,6.4344,,13.943,,18.824,0.0085,0.511564,,,0.0,,,0.0,0.0,0.0043482939999999,,,0.0043482939999999,0.0,,,-99999.0,,,18.91,,,18.549,,,1.8401,,,,,,,-1.7628,,50
2012-04-08 00:04:00,,,0.0,0.4739999999999999,-0.3612,,,0.1129,,,0.0,,,6.3972,,13.945,,18.813,0.008,0.511564,,,0.0,,,0.0,0.0,0.004092512,,,0.004092512,0.0,,,-99999.0,,,18.905,,,18.536,,,1.8669,,,,,,,-1.9139,,50
2012-04-08 00:05:00,,,0.0,0.4514,-0.316,,,0.1353999999999999,,,0.0,,,6.3813,,13.945,,18.802,0.0085,0.511564,,,0.0,,,0.0,0.0,0.0043482939999999,,,0.0043482939999999,0.0,,,-99999.0,,,18.903,,,18.533,,,1.8842,,,,,,,-1.9643,,50
2012-04-08 00:06:00,,,0.0,0.4062999999999999,-0.1355,,,0.2708999999999999,,,0.0,,,6.4711,,13.945,,18.79,0.0082,0.511564,,,0.0,,,0.0,0.0,0.0041948248,,,0.0041948248,0.0,,,-99999.0,,,18.885,,,18.513,,,1.8982,,,,,,,-1.9642,,50
2012-04-08 00:07:00,,,0.0,0.5418,0.1353999999999999,,,0.6772,,,0.0,,,6.4325,,13.945,,18.779,0.0085,0.511564,,,0.0,,,0.0,0.0,0.0043482939999999,,,0.0043482939999999,0.0,,,-99999.0,,,18.866,,,18.486,,,1.9355,,,,,,,-1.8971,,50
2012-04-08 00:08:00,,,0.0,0.2934999999999999,-0.8578,,,-0.5643,,,0.0,,,6.3552,,13.946,,18.768,0.0088,0.52661,,,0.0,,,0.0,0.0,0.004634168,,,0.004634168,0.0,,,-99999.0,,,18.841,,,18.466,,,1.8577,,,,,,,-1.9475,,50
2012-04-08 00:09:00,,,0.0,0.316,-0.8125999999999999,,,-0.4965999999999999,,,0.0,,,6.3364,,13.946,,18.756,0.0085,0.52661,,,0.0,,,0.0,0.0,0.0044761849999999,,,0.0044761849999999,0.0,,,-99999.0,,,18.801,,,18.44,,,1.8495,,,,,,,-2.0146,,50
