measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-10-08 00:00:00,5.111,0.0,0.0,-14.44,113.477,12.33,0.0,157.82,0.0,157.587,0.0,0.0,0.1479999999999999,19.679,20.34,20.2,0.0,0.0,-5.059,50
2004-10-08 00:15:00,5.116,0.0,0.0,-14.436,113.595,12.205,0.0,157.939,0.0,157.707,0.0,0.0,0.1409999999999999,19.513,20.116,20.035,0.0,0.0,-5.676,50
2004-10-08 00:30:00,5.118,0.0,0.0,-14.438,113.556,12.363,0.003,157.877,0.0,157.649,0.0,0.47363,0.6129999999999999,19.304,19.864,19.854,0.0,0.0,-5.207,50
2004-10-08 00:45:00,5.453,0.0,0.0,-15.376,120.98,13.226,0.005,168.246,0.0,167.996,0.0,0.84123,0.8409999999999999,20.395,21.008,21.006,0.0,0.0,-6.553,50
2004-10-08 01:00:00,4.767,0.0,0.0,-13.421,105.74,11.154,0.004,147.115,0.0,146.887,0.0,0.5884599999999999,0.777,17.654,18.093,18.175,0.0,0.0,-5.181,50
2004-10-08 01:15:00,5.11,0.0,0.0,-14.35,113.329,11.128,0.005,157.651,0.0,157.412,0.0,0.7882599999999998,0.888,18.743,19.224,19.272,0.0,0.0,-5.138,50
2004-10-08 01:30:00,5.111,0.0,0.0,-14.385,113.338,10.238,0.005,157.631,0.0,157.395,0.0,0.7881599999999999,0.8339999999999999,18.653,19.059,19.03,0.0,0.0,-6.499,50
2004-10-08 01:45:00,5.119,0.0,0.0,-14.392,113.494,9.595,0.005,157.88,0.0,157.644,0.0,0.7893999999999999,0.8649999999999999,18.53,18.878,18.833,0.0,0.0,-6.541,50
2004-10-08 02:00:00,5.119,0.0,0.0,-14.419,113.421,9.074,0.005,157.781,0.0,157.544,0.0,0.78891,0.909,18.295,18.667,18.615,0.0,0.0,-6.753,50
2004-10-08 02:15:00,5.121,0.0,0.0,-14.399,113.52,8.128999999999998,0.005,157.909,0.0,157.674,0.0,0.7895499999999999,0.899,18.204,18.573,18.437,0.0,0.0,-6.887,50
2004-10-08 02:30:00,5.117,0.0,0.0,-14.359,113.393,8.364,0.005,157.74,0.0,157.503,0.0,0.7886999999999998,0.961,18.115,18.433,18.327,0.0,0.0,-5.907,50
2004-10-08 02:45:00,5.127,0.0,0.0,-14.384,113.575,7.752,0.005,157.977,0.0,157.747,0.0,0.7898899999999999,1.009,17.936,18.278,18.238,0.0,0.0,-6.437,50
2004-10-08 03:00:00,5.456,0.0,0.0,-15.32,120.909,8.811,0.006,168.171,0.0,167.92,0.0,1.00903,1.075,18.98,19.296,19.336,0.0,0.0,-6.442,50
2004-10-08 03:15:00,5.165,0.0,0.0,-14.453,114.351,7.259,0.006,159.113,0.0,158.88,0.0,0.95468,1.015,17.574,17.885,18.026,0.0,0.0,-5.912,50
2004-10-08 03:30:00,4.828,0.0,0.0,-13.472,106.86,6.868,0.005,148.707,0.0,148.489,0.0,0.7435399999999999,0.952,16.191,16.512,16.708,0.0,0.0,-5.114,50
2004-10-08 03:45:00,5.164,0.0,0.0,-14.44,114.304,6.864,0.006,159.072,0.0,158.837,0.0,0.95443,1.028,17.272,17.595,17.779,0.0,0.0,-6.131,50
2004-10-08 04:00:00,5.163,0.0,0.0,-14.457,114.261,5.686,0.006,159.01,0.0,158.787,0.0,0.95406,1.075,17.123,17.445,17.427,0.0,0.0,-7.291,50
2004-10-08 04:15:00,5.144,0.0,0.0,-14.36,113.807,5.855,0.006,158.266,0.0,158.024,0.0,0.9496,1.127,16.909,17.249,17.206,0.0,0.0,-5.689,50
2004-10-08 04:30:00,5.136,0.0,0.0,-14.35,113.578,6.211,0.006,157.712,0.0,157.471,0.0,0.94627,1.135,16.593,16.942,17.084,0.0,0.0,-4.953,50
2004-10-08 04:45:00,5.13,0.0,0.0,-14.382,113.421,5.81,0.006,157.509,0.0,157.261,0.0,0.94505,1.129,16.4,16.774,16.882,0.0,0.0,-7.162,50
2004-10-08 05:00:00,5.476,0.0,0.0,-15.304,121.005,5.774,0.007,168.051,0.0,167.789,0.0,1.17636,1.214,17.336,17.735,17.681,0.0,0.0,-6.772,50
2004-10-08 05:15:00,5.124,0.0,0.0,-14.339,113.19,5.436,0.006,157.277,0.0,157.022,0.0,0.94366,1.139,16.139,16.428,16.488,0.0,0.0,-6.054,50
2004-10-08 05:30:00,4.837,0.0,0.0,-13.365,106.594,5.372,0.006,148.015,0.0,147.773,0.0,0.88809,1.08,14.941,15.248,15.31,0.0,0.0,-4.945,50
2004-10-08 05:45:00,5.175,0.0,0.0,-14.326,114.101,5.722,0.007,158.412,0.0,158.147,0.0,1.10888,1.205,15.845,16.24,16.327,0.0,0.0,-5.806,50
2004-10-08 06:00:00,5.187,0.0,0.0,-15.256,114.153,5.901,0.01,162.741,0.0,163.488,0.0,1.62741,1.878,15.737,16.173,16.243,0.0,0.0,-4.194,50
2004-10-08 06:15:00,5.736,0.0,0.0,26.193,113.93,6.388,0.387,201.868,0.3579999999999999,201.403,72.10227,78.12291999999998,156.733,16.326,17.883,16.182,0.0,0.0,30.372,50
2004-10-08 06:30:00,7.723,0.0,0.0,513.768,113.915,6.425,1.498,221.201,1.503,220.419,331.28976,331.3591,695.972,18.421,22.248,16.116,0.0,0.0,121.573,50
2004-10-08 06:45:00,12.856,0.0,0.0,1239.815,121.488,7.159,3.092,238.257,3.116,237.146,738.94694,736.69064,1467.397,22.42,28.138,17.004,0.0,0.0,230.789,50
2004-10-08 07:00:00,15.688,0.0,0.0,1659.55,106.297,7.234,3.977,208.331,4.014,207.09,831.25926,828.5323899999999,1893.37,21.482,27.989,14.894,0.0,0.0,289.109,50
2004-10-08 07:15:00,21.078,0.0,0.0,2318.215,114.394,8.397,5.562,218.604,5.613,217.005,1218.04907,1215.87545,2594.477,24.885,33.652,16.075,0.0,0.0,392.033,50
2004-10-08 07:30:00,24.877,0.0,0.0,2783.237,114.39,8.897999999999998,6.675,217.654,6.748,215.829,1456.41409,1452.84045,3096.785,26.431,37.1,16.258,0.0,0.0,471.631,50
2004-10-08 07:45:00,27.885,0.0,0.0,3152.482,114.393,9.567,7.66,215.036,7.708999999999999,213.013,1642.11722,1647.17576,3505.069,28.523,39.473,16.511,0.0,0.0,545.878,50
2004-10-08 08:00:00,30.529,0.0,0.0,3482.37,114.564,10.381,8.617,211.458,8.662,209.273,1812.72273,1822.13359,3875.069,30.49,41.713,16.842,0.0,0.0,613.202,50
2004-10-08 08:15:00,33.085,0.0,0.0,3795.451,114.593,11.508,9.44,211.325,9.503,208.96,1985.74688,1994.908,4245.254,32.31,43.689,17.217,0.0,0.0,673.607,50
2004-10-08 08:30:00,36.161,0.0,0.0,4175.343,114.684,11.975,10.389,211.656,10.461,209.119,2187.59386,2198.89418,4677.897,33.834,45.392,17.512,0.0,0.0,735.943,50
2004-10-08 08:45:00,38.115,0.0,0.0,4438.844,115.278,12.357,11.111,211.206,11.181,208.565,2331.96527,2346.70987,4989.516,35.134,47.233,17.715,0.0,0.0,789.3089999999999,50
2004-10-08 09:00:00,42.495,0.0,0.0,4976.438,123.305,13.383,12.526,225.144,12.595,222.22,2798.8609,2820.15374,5618.239,39.107,52.452,19.334,0.0,0.0,895.7999999999998,50
2004-10-08 09:15:00,38.536,0.0,0.0,4508.876,107.516,12.088,11.447,196.228,11.515,193.569,2228.94704,2246.22192,5114.284,35.507,47.477,17.428,0.0,0.0,825.45,50
2004-10-08 09:30:00,41.534,0.0,0.0,4870.114,115.103,13.43,12.496,209.042,12.578,206.259,2594.3257,2612.18883,5553.573,39.18,52.254,19.128,0.0,0.0,921.3370000000002,50
2004-10-08 09:45:00,40.625,0.0,0.0,4764.873,114.746,14.102,12.388,208.029,12.43,205.423,2553.40789,2577.06325,5472.466,40.086,53.34,19.47,0.0,0.0,955.653,50
2004-10-08 10:00:00,39.743,0.0,0.0,4681.932,114.84,14.712,12.247,207.305,12.28,205.405,2522.3734,2538.86434,5398.646,40.712,54.027,19.784,0.0,0.0,986.847,50
2004-10-08 10:15:00,40.192,0.0,0.0,4787.05,115.491,15.578,12.513,207.076,12.555,206.06,2587.0833,2591.14199,5523.572,41.254,54.262,20.02,0.0,0.0,1012.445,50
2004-10-08 10:30:00,40.442,0.0,0.0,4831.898,115.269,15.876,12.653,207.076,12.683,206.202,2615.25997,2620.13263,5584.373,41.605,54.579,20.183,0.0,0.0,1029.37,50
2004-10-08 10:45:00,40.612,0.0,0.0,4865.269,115.17,16.174,12.746,207.082,12.773,206.512,2637.77778,2639.46717,5629.006,41.794,52.743,20.231,0.0,0.0,1039.673,50
2004-10-08 11:00:00,44.241,0.0,0.0,5304.851,122.744,17.904,13.88,221.358,13.906,220.723,3069.37404,3072.44904,6141.993,44.491,58.252,21.62,0.0,0.0,1116.34,50
2004-10-08 11:15:00,38.383,0.0,0.0,4628.747,107.821,15.961,12.127,193.482,12.142,192.767,2340.57691,2346.35621,5356.636,38.994,49.792,19.045,0.0,0.0,982.099,50
2004-10-08 11:30:00,40.096,0.0,0.0,4851.594,115.602,17.446,12.73,206.948,12.745,206.236,2628.47782,2634.44804,5613.735,42.106,54.04,20.649,0.0,0.0,1044.076,50
2004-10-08 11:45:00,39.702,0.0,0.0,4810.315,115.561,17.619,12.618,206.731,12.638,206.151,2605.33634,2608.53176,5561.463,42.366,54.823,20.781,0.0,0.0,1034.246,50
2004-10-08 12:00:00,39.459,0.0,0.0,4780.918,115.493,17.41,12.536,206.578,12.568,206.123,2590.55386,2589.66181,5525.682,42.66,54.09,20.916,0.0,0.0,1021.344,50
2004-10-08 12:15:00,38.66,0.0,0.0,4681.04,115.394,18.478,12.274,206.41,12.313,205.958,2535.96085,2533.47634,5407.238,42.573,54.894,21.027,0.0,0.0,1001.547,50
2004-10-08 12:30:00,38.803,0.0,0.0,4694.538,115.238,18.457,12.276,206.504,12.33,205.958,2539.46214,2535.0431,5412.955,42.498,55.449,21.179,0.0,0.0,980.275,50
2004-10-08 12:45:00,41.061,0.0,0.0,4961.205,122.847,19.806,12.939,220.427,13.012,219.697,2858.69736,2852.10495,5710.816,45.622,57.284,22.664,0.0,0.0,1013.679,50
2004-10-08 13:00:00,37.787,0.0,0.0,4559.038,115.065,18.713,11.856,206.689,11.939,205.652,2455.27923,2450.50478,5232.754,42.903,55.441,21.385,0.0,0.0,915.748,50
2004-10-08 13:15:00,37.177,0.0,0.0,4485.883,115.178,18.362,11.621,206.619,11.722,205.609,2410.1487,2401.1194,5132.065,42.614,55.63,21.543,0.0,0.0,880.033,50
2004-10-08 13:30:00,33.776,0.0,0.0,4076.224,107.599,17.964,10.528,192.811,10.634,191.524,2036.66622,2029.91421,4647.406,39.956,50.346,20.204,0.0,0.0,787.065,50
2004-10-08 13:45:00,34.673,0.0,0.0,4174.632,115.174,19.101,10.775,206.099,10.902,204.522,2229.69884,2220.71673,4747.257,42.872,55.271,21.801,0.0,0.0,803.6609999999998,50
2004-10-08 14:00:00,,,,3914.489,115.17,,10.1,205.684,10.236,203.608,2084.13149,2077.4084,4438.772,,,,,,753.072,50
2004-10-08 14:30:00,,,,3301.454,,,,,,189.702,0.0,0.0,3692.419,,,,,,598.506,50
2004-10-08 14:45:00,29.29,0.0,0.0,3468.254,123.104,21.071,8.811,219.387,8.9,217.271,1933.7119,1933.01886,3866.628,44.996,57.912,23.781,0.0,0.0,623.311,50
2004-10-08 15:00:00,23.31,0.0,0.0,2731.563,107.605,18.103,6.916,192.161,6.964,190.479,1326.49576,1328.98548,3034.268,39.175,50.09,20.939,0.0,0.0,487.656,50
2004-10-08 15:15:00,22.601,0.0,0.0,2604.391,114.798,19.239,6.551,206.735,6.599,205.078,1353.30972,1354.32099,2887.696,41.451,52.595,22.43,0.0,0.0,462.913,50
2004-10-08 15:30:00,19.788,0.0,0.0,2224.603,114.211,19.265,5.576,208.348,5.619,206.842,1162.2452,1161.74845,2478.285,40.938,52.007,22.436,0.0,0.0,398.109,50
2004-10-08 15:45:00,16.699,0.0,0.0,1820.771,114.305,18.681,4.597,209.281,4.62,207.946,960.71052,962.06476,2049.432,40.462,51.312,22.447,0.0,0.0,334.367,50
2004-10-08 16:00:00,13.687,0.0,0.0,1417.122,114.196,18.726,3.67,207.391,3.662,206.231,755.21792,761.1249699999998,1618.136,40.019,50.46,22.401,0.0,0.0,270.817,50
2004-10-08 16:15:00,10.672,0.0,0.0,1000.51,114.014,18.497,2.647,210.207,2.64,209.247,552.41208,556.41793,1183.068,39.711,49.638,22.364,0.0,0.0,208.887,50
2004-10-08 16:30:00,7.832,0.0,0.0,573.801,113.897,18.117,1.652,201.725,1.701,200.903,341.736,333.2497,722.197,39.43,48.778,22.342,0.0,0.0,147.899,50
2004-10-08 16:45:00,5.973,0.0,0.0,213.448,113.845,17.547,0.802,196.366,0.8339999999999999,195.685,163.20129,157.48553,343.136,39.026,47.944,22.283,0.0,0.0,77.697,50
2004-10-08 17:00:00,5.849,0.0,0.0,30.971,121.723,18.25,0.398,204.723,0.382,204.065,77.95283,81.47974999999998,159.441,41.364,50.122,23.748,0.0,0.0,32.322,50
2004-10-08 17:15:00,5.414,0.0,0.0,-80.045,114.513,16.335,0.108,210.733,0.0929999999999999,210.563,19.58236,22.75916,43.276,38.17,46.183,22.196,0.0,0.0,10.581,50
2004-10-08 17:30:00,5.045,0.0,0.0,-101.321,106.844,14.071,0.028,191.715,0.0089999999999999,191.657,1.72491,5.36802,8.163999999999998,35.082,42.536,20.616,0.0,0.0,-1.119,50
2004-10-08 17:45:00,5.134,0.0,0.0,-31.023,114.557,13.617,0.007,169.109,0.001,169.999,0.17,1.18376,1.643,36.219,43.613,21.863,0.0,0.0,-5.973,50
2004-10-08 18:00:00,5.062,0.0,0.0,-14.595,114.169,12.406,0.0,158.265,0.0,158.113,0.0,0.0,0.1429999999999999,33.963,40.144,21.525,0.0,0.0,-7.041,50
2004-10-08 18:15:00,5.074,0.0,0.0,-14.631,114.288,12.787,0.0,158.355,0.0,158.191,0.0,0.0,0.138,32.735,37.606,21.474,0.0,0.0,-6.574,50
2004-10-08 18:30:00,5.085,0.0,0.0,-14.641,114.407,12.445,0.0,158.492,0.0,158.322,0.0,0.0,0.155,30.911,34.929,21.389,0.0,0.0,-6.022,50
2004-10-08 18:45:00,5.447,0.0,0.0,-15.675,122.284,13.029,0.0,169.34,0.0,169.161,0.0,0.0,0.1489999999999999,30.76,34.918,22.574,0.0,0.0,-6.434,50
2004-10-08 19:00:00,5.124,0.0,0.0,-14.725,114.871,11.505,0.0,158.991,0.0,158.835,0.0,0.0,0.1459999999999999,27.302,30.794,20.848,0.0,0.0,-6.082,50
2004-10-08 19:15:00,4.763,0.0,0.0,-13.586,106.633,11.082,0.0,147.514,0.0,147.354,0.0,0.0,0.1419999999999999,24.588,27.534,19.441,0.0,0.0,-4.683,50
2004-10-08 19:30:00,5.106,0.0,0.0,-14.547,114.083,11.279,0.0,157.784,0.0,157.604,0.0,0.0,0.153,25.198,28.141,20.746,0.0,0.0,-5.347,50
2004-10-08 19:45:00,5.114,0.0,0.0,-14.595,114.209,10.676,0.0,157.97,0.0,157.783,0.0,0.0,0.1499999999999999,24.161,26.929,20.571,0.0,0.0,-5.609,50
2004-10-08 20:00:00,5.12,0.0,0.0,-14.585,114.276,10.725,0.0,158.057,0.0,157.87,0.0,0.0,0.1469999999999999,23.24,25.882,20.34,0.0,0.0,-5.309,50
2004-10-08 20:15:00,5.14,0.0,0.0,-14.549,114.629,10.851,0.0,158.523,0.0,158.334,0.0,0.0,0.138,22.374,24.966,20.211,0.0,0.0,-5.451,50
2004-10-08 20:30:00,5.153,0.0,0.0,-14.556,114.83,10.304,0.0,158.813,0.0,158.619,0.0,0.0,0.1409999999999999,21.643,24.098,20.051,0.0,0.0,-6.296,50
2004-10-08 20:45:00,5.49,0.0,0.0,-15.443,122.178,11.861,0.0,168.916,0.0,168.7,0.0,0.0,0.1489999999999999,22.429,24.874,21.224,0.0,0.0,-5.182,50
2004-10-08 21:00:00,4.796,0.0,0.0,-13.525,106.621,10.514,0.0,147.407,0.0,147.213,0.0,0.0,0.139,19.159,21.124,18.41,0.0,0.0,-4.877,50
2004-10-08 21:15:00,5.152,0.0,0.0,-14.486,114.335,10.786,0.0,158.577,0.0,158.36,0.0,0.0,0.139,20.233,22.056,19.534,0.0,0.0,-6.19,50
2004-10-08 21:30:00,5.157,0.0,0.0,-14.499,114.219,10.801,0.001,158.879,0.0,158.663,0.0,0.1588799999999999,0.197,19.904,21.547,19.393,0.0,0.0,-6.505,50
2004-10-08 21:45:00,5.164,0.0,0.0,-14.474,114.311,10.067,0.004,159.079,0.0,158.86,0.0,0.63632,0.78,19.64,21.107,19.237,0.0,0.0,-6.109,50
2004-10-08 22:00:00,5.164,0.0,0.0,-14.443,114.228,9.803,0.004,159.022,0.0,158.803,0.0,0.63609,0.79,19.385,20.694,19.076,0.0,0.0,-6.434,50
2004-10-08 22:15:00,5.18,0.0,0.0,-14.413,114.555,9.517,0.004,159.427,0.0,159.211,0.0,0.63771,0.82,19.232,20.342,18.802,0.0,0.0,-6.426,50
2004-10-08 22:30:00,5.53,0.0,0.0,-15.39,122.295,10.065,0.005,170.167,0.0,169.926,0.0,0.85084,0.91,20.322,21.368,19.798,0.0,0.0,-7.052,50
2004-10-08 22:45:00,5.194,0.0,0.0,-14.458,114.851,8.740999999999998,0.005,159.774,0.0,159.558,0.0,0.7988699999999999,0.8659999999999999,18.839,19.716,18.309,0.0,0.0,-7.679,50
2004-10-08 23:00:00,5.192,0.0,0.0,-14.419,114.805,7.918,0.005,159.696,0.0,159.479,0.0,0.7984799999999999,0.894,18.66,19.395,17.991,0.0,0.0,-6.967,50
2004-10-08 23:15:00,4.859,0.0,0.0,-13.494,107.405,7.383,0.005,149.387,0.0,149.186,0.0,0.74694,0.87,17.221,17.854,16.589,0.0,0.0,-6.344,50
2004-10-08 23:30:00,5.21,0.0,0.0,-14.438,115.144,8.227,0.006,160.169,0.0,159.949,0.0,0.96101,1.02,18.226,18.863,17.623,0.0,0.0,-4.602,50
2004-10-08 23:45:00,5.187,0.0,0.0,-14.479,114.747,8.692999999999998,0.006,159.648,0.0,159.434,0.0,0.95789,1.026,17.918,18.612,17.668,0.0,0.0,-4.99,50
