measured_on,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__629,ac_power__752,ac_voltage__632,ac_volts__757,ambient_temp__634,ambient_temp__759,das_battery_voltage__769,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__628,dc_power__751,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__760,module_temp_2__761,module_temp_3__762,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__750,reflector_temp_1__638,system_id
2011-06-10 00:00:00,,0.0,0.3834,-0.2255,,0.1579,,0.0,,13.772,13.854,,22.131,,0.0230999999999999,0.0,0.0067999999999999,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.7,22.682,13.25,,,,,,,,,-99999.0,,50
2011-06-10 00:01:00,,0.0,0.3955,-0.4163,,-0.0207999999999999,,0.0,,13.77,13.85,,22.131,,0.023,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.618,22.541,13.248,,,,,,,,,-99999.0,,50
2011-06-10 00:02:00,,0.0,0.4960999999999999,0.451,,0.9472,,0.0,,13.765,13.856,,22.131,,0.0233,0.0,0.0067999999999999,0.0041999999999999,0.0,0.0,,0.0,,,0.0,34.887,,,,,,,,,,,,,,,,,,,22.543,22.427,13.245,,,,,,,,,-99999.0,,50
2011-06-10 00:03:00,,0.0,0.3834,-0.0225999999999999,,0.3608,,0.0,,13.77,13.855,,22.131,,0.0228,0.0,0.0067999999999999,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.539,22.417,13.243,,,,,,,,,241.22,,50
2011-06-10 00:04:00,,0.0,0.3834,-0.1804,,0.203,,0.0,,13.753,13.854,,22.121,,0.0230999999999999,0.0,0.0066,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.569,22.502,13.233,,,,,,,,,-99999.0,,50
2011-06-10 00:05:00,,0.0,0.3382999999999999,-0.1579,,0.1804,,0.0,,13.747,13.854,,22.118,,0.0241999999999999,0.0,0.0067999999999999,0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.612,22.581,13.234,,,,,,,,,-99999.0,,50
2011-06-10 00:06:00,,0.0,0.4058999999999999,-0.2480999999999999,,0.1579,,0.0,,13.747,13.854,,22.118,,0.0236999999999999,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.648,22.702,13.234,,,,,,,,,-99999.0,,50
2011-06-10 00:07:00,,0.0,0.4058999999999999,0.0902,,0.4960999999999999,,0.0,,13.744,13.854,,22.118,,0.0236999999999999,0.0,0.0066,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.671,22.751,13.235,,,,,,,,,-99999.0,,50
2011-06-10 00:08:00,,0.0,0.451,-0.0676999999999999,,0.3834,,0.0,,13.738,13.855,,22.109,,0.0236999999999999,0.0,0.0067999999999999,0.0064,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.676,22.714,13.228,,,,,,,,,-99999.0,,50
2011-06-10 00:09:00,,0.0,0.4058999999999999,-0.5412,,-0.1353,,0.0,,13.728,13.855,,22.105,,0.0247,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.62,22.589,13.229,,,,,,,,,-99999.0,,50
2011-06-10 00:10:00,,0.0,0.451,-0.5187,,-0.0676999999999999,,0.0,,13.721,13.855,,22.103,,0.0258999999999999,0.0,0.0066,-0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.494,22.403,13.233,,,,,,,,,-99999.0,,50
2011-06-10 00:11:00,,0.0,0.3156999999999999,-0.8569,,-0.5412,,0.0,,13.707,13.855,,22.092,,0.0254999999999999,0.0,0.0066,-0.0148,-0.0001,0.0,,-0.0001,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.364,22.239,13.227,,,,,,,,,-99999.0,,50
2011-06-10 00:12:00,,0.0,0.4284999999999999,-0.3608,,0.0676999999999999,,0.0,,13.711,13.855,,22.092,,0.0253999999999999,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.323,22.169,13.228,,,,,,,,,-99999.0,,50
2011-06-10 00:13:00,,0.0,0.4284999999999999,-0.1579,,0.2706,,0.0,,13.708,13.856,,22.084,,0.025,0.0,0.0066,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.384,22.28,13.228,,,,,,,,,-99999.0,,50
2011-06-10 00:14:00,,0.0,0.451,-0.3834,,0.0676999999999999,,0.0,,13.714,13.856,,22.079,,0.0247999999999999,0.0,0.0067999999999999,-0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.453,22.407,13.229,,,,,,,,,-99999.0,,50
2011-06-10 00:15:00,,0.0,0.3608,-0.2932,,0.0676999999999999,,0.0,,13.716,13.856,,22.076,,0.024,0.0,0.0067999999999999,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.51,22.526,13.231,,,,,,,,,-99999.0,,50
2011-06-10 00:16:00,,0.0,0.3834,-0.2255,,0.1579,,0.0,,13.699,13.857,,22.066,,0.0238,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.561,22.619,13.225,,,,,,,,,-99999.0,,50
2011-06-10 00:17:00,,0.0,0.451,-0.1804,,0.2706,,0.0,,13.698,13.856,,22.063,,0.024,0.0,0.0067999999999999,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.603,22.639,13.229,,,,,,,,,-99999.0,,50
2011-06-10 00:18:00,,0.0,0.3834,-0.3156999999999999,,0.0676999999999999,,0.0,,13.698,13.856,,22.053,,0.0241999999999999,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.603,22.592,13.224,,,,,,,,,-99999.0,,50
2011-06-10 00:19:00,,0.0,0.4284999999999999,-0.4284999999999999,,0.0,,0.0,,13.705,13.857,,22.052,,0.0244,0.0,0.0066,-0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.566,22.514,13.227,,,,,,,,,-99999.0,,50
2011-06-10 00:20:00,,0.0,0.4736,0.3382999999999999,,0.8117999999999999,,0.0,,13.7,13.855,,22.04,,0.0244,0.0,0.0064999999999999,0.0020999999999999,0.0,0.0,,0.0,,,0.0,39.323,,,,,,,,,,,,,,,,,,,22.482,22.397,13.223,,,,,,,,,-99999.0,,50
2011-06-10 00:21:00,,0.0,0.3382999999999999,-0.5863,,-0.2480999999999999,,0.0,,13.712,13.858,,22.04,,0.0251,0.0,0.0067999999999999,-0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.441,22.313,13.233,,,,,,,,,-99999.0,,50
2011-06-10 00:22:00,,0.0,0.6313999999999999,0.203,,0.8344,,0.0,,13.7,13.856,,22.028,,0.0241,0.0,0.0058999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.487,22.343,13.228,,,,,,,,,-99999.0,,50
2011-06-10 00:23:00,,0.0,0.3834,0.0,,0.3834,,0.0,,13.711,13.856,,22.027,,0.025,0.0,0.0066,-0.0064,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.617,22.507,13.238,,,,,,,,,-99999.0,,50
2011-06-10 00:24:00,,0.0,0.2932,-0.7441999999999999,,-0.451,,0.0,,13.707,13.858,,22.016,,0.0236999999999999,0.0,0.0067999999999999,-0.0106,-0.0001,0.0,,-0.0001,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.763,22.742,13.234,,,,,,,,,-99999.0,,50
2011-06-10 00:25:00,,0.0,0.4960999999999999,0.1804,,0.6764999999999999,,0.0,,13.708,13.858,,22.014,,0.0236999999999999,0.0,0.0067999999999999,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.885,22.921,13.244,,,,,,,,,-99999.0,,50
2011-06-10 00:26:00,,0.0,0.6089,-0.0902,,0.5187,,0.0,,13.715,13.858,,22.011,,0.0230999999999999,0.0,0.0061,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.946,22.964,13.245,,,,,,,,,-99999.0,,50
2011-06-10 00:27:00,,0.0,0.203,-0.8117999999999999,,-0.6089,,0.0,,13.709,13.859,,22.001,,0.0230999999999999,0.0,0.0067999999999999,-0.0041999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,22.925,22.912,13.238,,,,,,,,,-99999.0,,50
