measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2021-03-09 00:00:00,0.0,-2.7291,0.0,6.2864,-1e-05,13.848,0.00493,-0.0021199999999999,0.0,0.0021199999999999,0.0,0.4961999999999999,-1e-05,-3.2254,,21.345,21.241,2.3407,-55.467,50
2021-03-09 00:01:00,0.0,-2.4585,0.0,6.2757,-1e-05,13.848,0.0050699999999999,-0.0021199999999999,0.0001399999999999,0.0021199999999999,0.0,0.4511,-1e-05,-2.9096,,21.287,21.151,2.4316,-578.6,50
2021-03-09 00:02:00,0.0,-2.5487,0.0,6.4776,3e-05,13.848,0.0050699999999999,0.0063499999999999,0.0001399999999999,-0.0021199999999999,0.0,0.40598,3e-05,-2.9547,,21.234,21.071,2.3778,-733.34,50
2021-03-09 00:03:00,0.0,-2.481,0.0,6.5735,0.0,13.848,0.0046499999999999,0.0,0.0,-0.0042399999999999,0.0,0.4961999999999999,0.0,-2.9772,,21.19,21.023,2.2722,-524.92,50
2021-03-09 00:04:00,0.0,-2.5938,0.0,6.5577,0.0,13.848,0.00451,-0.0021199999999999,-0.0001399999999999,-0.0021199999999999,0.0,0.54132,0.0,-3.1352,,21.174,21.017,2.301,-599.68,50
2021-03-09 00:05:00,0.0,-2.5487,0.0,6.5147,-2e-05,13.848,0.0050699999999999,-0.0042399999999999,-0.0005599999999999,0.00847,0.0,0.5413099999999998,-3e-05,-3.09,,21.187,21.055,2.3047,-484.08,50
2021-03-09 00:06:00,0.0,-2.5036,0.0,6.4413,0.0,13.848,0.0050699999999999,0.0,0.0001399999999999,0.0,0.0,0.5638699999999999,0.0,-3.0675,,21.243,21.123,2.2441,-985.8,50
2021-03-09 00:07:00,0.0,-2.684,0.0,6.3245,0.0,13.847,0.00395,0.0,0.0,-0.0063499999999999,0.0,0.7217599999999998,0.0,-3.4057,,21.31,21.203,2.2323,-60.946,50
2021-03-09 00:08:00,0.0,-2.7066,0.0,6.2319,0.0,13.847,0.00367,0.0,-0.0001399999999999,-0.0042399999999999,0.0,0.63153,0.0,-3.3381,,21.371,21.266,2.189,-10.605,50
2021-03-09 00:09:00,0.0,-2.7066,0.0,6.2159,0.0,13.847,0.0050699999999999,0.0,-0.0001399999999999,0.0,0.0,0.51876,0.0,-3.2254,,21.403,21.293,2.2,-277.55,50
2021-03-09 00:10:00,0.0,-2.5036,0.0,6.1984,0.0,13.848,0.00381,0.0,0.0,-0.00636,0.0,0.6089799999999999,0.0,-3.1126,,21.395,21.294,2.119,-452.42,50
2021-03-09 00:11:00,0.0,-2.6164,0.0,6.1595,0.0,13.848,0.0040899999999999,0.0,0.0,-0.0042399999999999,0.0,0.6766499999999999,0.0,-3.293,,21.374,21.272,2.0868,-106.34,50
2021-03-09 00:12:00,0.0,-2.5938,0.0,6.1423,1e-05,13.848,0.00451,0.0021199999999999,0.0,-0.0063499999999999,0.0,0.63153,1e-05,-3.2254,,21.322,21.192,2.1047,-288.42,50
2021-03-09 00:13:00,0.0,-2.5487,0.0,6.2482,0.0,13.848,0.00479,-0.0021199999999999,0.0,0.0042399999999999,0.0,0.5638699999999999,0.0,-3.1126,,21.225,21.057,2.1811,-405.51,50
2021-03-09 00:14:00,0.0,-2.6389,0.0,6.4261,-1e-05,13.848,0.00479,-0.0021199999999999,0.0001399999999999,0.0063499999999999,0.0,0.5638699999999999,-1e-05,-3.2028,,21.109,20.938,2.0976,-611.64,50
2021-03-09 00:15:00,0.0,-2.5487,0.0,6.5178,0.0,13.848,0.0043699999999999,0.0,0.0,-0.0063499999999999,0.0,0.5638699999999999,0.0,-3.1126,,21.048,20.888,2.1532,-392.35,50
2021-03-09 00:16:00,0.0,-2.684,0.0,6.9265,-1e-05,13.848,0.00451,-0.0021199999999999,-0.0001399999999999,0.0042399999999999,0.0,0.5638699999999999,-1e-05,-3.2479,,21.057,20.915,2.1825,-343.15,50
2021-03-09 00:17:00,0.0,-2.5938,0.0,7.219699999999999,0.0,13.848,0.0046499999999999,0.0,0.0,-0.0063499999999999,0.0,0.58643,0.0,-3.1802,,21.115,20.971,2.2527,-548.88,50
2021-03-09 00:18:00,0.0,-2.6389,0.0,7.6409,0.0,13.848,0.00493,0.0,0.0002799999999999,-0.0021199999999999,0.0,0.4511,0.0,-3.09,,21.189,21.038,2.4098,-519.4,50
2021-03-09 00:19:00,0.0,-2.684,0.0,8.1802,-2e-05,13.848,0.0050699999999999,-0.0042399999999999,0.0,-0.0021199999999999,0.0,0.54132,-2e-05,-3.2254,,21.258,21.111,2.5147,-390.55,50
2021-03-09 00:20:00,0.0,-2.5939,0.0,8.4267,2e-05,13.848,0.00493,0.0042399999999999,0.0001399999999999,-0.0021199999999999,0.0,0.54132,2e-05,-3.1352,,21.263,21.155,2.576,-480.22,50
2021-03-09 00:21:00,0.0,-2.6164,0.0,8.190699999999998,-1e-05,13.848,0.00479,-0.0021199999999999,0.0,-0.01059,0.0,0.60899,-1e-05,-3.2254,,21.241,21.16,2.5858,-356.56,50
2021-03-09 00:22:00,0.0,-2.5262,0.0,7.9134,-1e-05,13.848,0.0046499999999999,-0.0021199999999999,0.0,-0.0042399999999999,0.0,0.58643,-1e-05,-3.1126,,21.245,21.177,2.6284,-469.55,50
2021-03-09 00:23:00,0.0,-2.6164,0.0,7.582,0.0,13.848,0.0046499999999999,-0.0021199999999999,0.0,0.0,0.0,0.5638699999999999,0.0,-3.1803,,21.214,21.184,2.6282,-223.81,50
2021-03-09 00:24:00,0.0,-2.6389,0.0,7.1831,0.0,13.848,0.0046499999999999,0.0,0.0,-0.0042399999999999,0.0,0.58643,0.0,-3.2254,,21.154,21.13,2.6059,-395.01,50
2021-03-09 00:25:00,0.0,-2.5487,0.0,7.0919,0.0,13.849,0.00493,0.0,0.0,0.0042399999999999,0.0,0.58643,0.0,-3.1351,,21.101,21.057,2.578,-516.87,50
2021-03-09 00:26:00,0.0,-2.4585,0.0,7.2676,-1e-05,13.848,0.00493,-0.0021199999999999,-0.0001399999999999,0.0,0.0,0.58642,-1e-05,-3.0449,,21.066,21.023,2.6112,-544.05,50
