measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-03-03 00:00:00,0.002,0.0,0.0,-6.647,0.0109999999999999,0.007,0.0,0.007,0.0,8e-05,0.0,15.422,15.054,11.988,0.0,0.0,-6.844,50
2008-03-03 00:15:00,0.002,0.0,0.0,-6.577,0.0109999999999999,0.008,0.001,0.008,1e-05,9e-05,0.0,15.454,14.909,11.972,0.0,0.0,-5.638,50
2008-03-03 00:30:00,0.002,0.0,0.0,-6.217,0.0109999999999999,0.007,0.0,0.008,0.0,8e-05,0.0,15.222,14.768,11.906,0.0,0.0,-6.412,50
2008-03-03 00:45:00,0.002,0.0,0.0,-6.953,0.0109999999999999,0.008,0.0,0.008,0.0,9e-05,0.0,15.165,14.678,11.734,0.0,0.0,-6.419,50
2008-03-03 01:00:00,0.002,0.0,0.0,-7.883,0.0109999999999999,0.007,0.0,0.007,0.0,8e-05,0.0,15.068,14.461,11.614,0.0,0.0,-6.689,50
2008-03-03 01:15:00,0.002,0.0,0.0,-8.037,0.0109999999999999,0.006,0.0,0.008,0.0,7e-05,0.0,14.699,14.129,11.59,0.0,0.0,-6.648,50
2008-03-03 01:30:00,0.002,0.0,0.0,-8.194,0.0109999999999999,0.007,0.0,0.007,0.0,8e-05,0.0,14.633,13.936,11.493,0.0,0.0,-6.559,50
2008-03-03 01:45:00,0.002,0.0,0.0,-8.708999999999998,0.012,0.008,0.001,0.0089999999999999,1e-05,0.0001,0.0,13.951,13.539,11.093,0.0,0.0,-5.919,50
2008-03-03 02:00:00,0.002,0.0,0.0,-8.933,0.012,0.008,0.0,0.008,0.0,0.0001,0.0,13.435,13.079,10.353,0.0,0.0,-6.486,50
2008-03-03 02:15:00,0.002,0.0,0.0,-8.506999999999998,0.012,0.007,0.0,0.008,0.0,8e-05,0.0,13.123,12.972,9.914,0.0,0.0,-5.833,50
2008-03-03 02:30:00,0.002,0.0,0.0,-7.945999999999999,0.012,0.008,0.0,0.008,0.0,0.0001,0.0,12.703,12.907,9.876,0.0,0.0,-6.096,50
2008-03-03 02:45:00,0.002,0.0,0.0,-7.785999999999999,0.0129999999999999,0.007,0.0,0.008,0.0,9e-05,0.0,12.393,12.659,9.838,0.0,0.0,-6.367,50
2008-03-03 03:00:00,0.002,0.0,0.0,-7.933,0.0129999999999999,0.008,0.001,0.0089999999999999,1e-05,0.0001,0.0,12.737,12.632,9.992,0.0,0.0,-5.372,50
