measured_on,ac_current__251,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__752,ac_voltage__250,ac_volts__757,ambient_temp__252,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__751,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__750,system_id
2012-07-30 00:00:00,,0.0,0.4282,-0.0901,,0.338,,0.0,,19.844,13.793,24.198,0.0035,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.953,,21.669,,17.908,,,,,,-1.408,50
2012-07-30 00:01:00,,0.0,0.4056,0.0224999999999999,,0.4282,,0.0,,19.821,13.79,24.188,0.0037,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.954,,21.663,,17.823,,,,,,-1.408,50
2012-07-30 00:02:00,,0.0,0.3831,-0.2479,,0.1351999999999999,,0.0,,19.803,13.794,24.185,0.0037,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.945,,21.66,,17.772,,,,,,-1.408,50
2012-07-30 00:03:00,,0.0,0.4282,-0.2028,,0.2253999999999999,,0.0,,19.766,13.794,24.173,0.0037,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.934,,21.641,,17.72,,,,,,-1.408,50
2012-07-30 00:04:00,,0.0,0.3831,-0.1802999999999999,,0.2028,,0.0,,19.744,13.794,24.174,0.0041,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.941,,21.641,,17.663,,,,,,-1.5253,50
2012-07-30 00:05:00,,0.0,0.4958,-0.1802999999999999,,0.3155,,0.0,,19.701,13.793,24.159,0.0038,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.927,,21.627,,17.626,,,,,,-1.5756,50
2012-07-30 00:06:00,,0.0,0.4733,-0.2253999999999999,,0.2479,,0.0,,19.691,13.795,24.157,0.0038999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.923,,21.623,,17.611,,,,,,-1.5924,50
2012-07-30 00:07:00,,0.0,0.5182999999999999,-0.0451,,0.4733,,0.0,,19.656,13.795,24.151,0.0037,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.912,,21.612,,17.54,,,,,,-1.5086,50
2012-07-30 00:08:00,,0.0,0.4282,-0.1351999999999999,,0.2929999999999999,,0.0,,19.649,13.795,24.146,0.0038999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.904,,21.613,,17.513,,,,,,-1.4918,50
2012-07-30 00:09:00,,0.0,0.4506999999999999,-0.2479,,0.2028,,0.0,,19.634,13.795,24.137,0.0041,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.904,,21.604,,17.526,,,,,,-1.4415,50
2012-07-30 00:10:00,,0.0,0.4506999999999999,-0.2028,,0.2479,,0.0,,19.627,13.795,24.132,0.0035,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.898,,21.597,,17.5,,,,,,-1.408,50
