measured_on,ac_current__758,ac_meter_1_power_kw__1017,ac_meter_2_power_kw__1018,ac_power_1__767,ac_power_2__768,ac_power__752,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1132,dc_power__751,inv1_ac_power_kw__1019,inv1_dc_current__1021,inv1_dc_power__1130,inv1_dc_voltage__1020,inv1_temp__1022,inv2_ac_power_kw__1023,inv2_dc_current__1025,inv2_dc_power__1131,inv2_dc_voltage__1024,inv2_temp__1026,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2012-12-01 00:00:00,0.0,,,0.3837999999999999,0.0676999999999999,0.4516,,,0.0,10.057,13.961,18.224,0.0089999999999999,0.270828,0.0,0.0,0.0,0.002437452,,0.002437452,,,,,,,,,,,0.0,-99999.0,18.37,18.056,6.0028,-0.806,50
2012-12-01 00:01:00,0.0,,,0.4516,0.4741,0.9257,,,0.0,10.057,13.957,18.214,0.0085,0.285874,0.0,0.0,0.0,0.0024299289999999,,0.0024299289999999,,,,,,,,,,,0.0,-99999.0,18.38,18.051,6.1277,-0.806,50
2012-12-01 00:02:00,0.0,,,0.4741,-0.2484,0.2258,,,0.0,10.134,13.961,18.212,0.0089999999999999,0.270828,0.0,0.0,0.0,0.002437452,,0.002437452,,,,,,,,,,,0.0,-99999.0,18.394,18.066,6.1222,-0.806,50
2012-12-01 00:03:00,0.0,,,0.3837999999999999,-0.7225,-0.3387,,,0.0,10.061,13.962,18.212,0.0095999999999999,0.255782,0.0,0.0,0.0,0.0024555072,,0.0024555072,,,,,,,,,,,0.0,-99999.0,18.417,18.037,6.1414,-0.806,50
2012-12-01 00:04:00,0.0,,,0.3387,-0.6773,-0.3387,,,0.0,9.9781,13.961,18.212,0.0094999999999999,0.255782,0.0,0.0,0.0,0.0024299289999999,,0.0024299289999999,,,,,,,,,,,0.0,-99999.0,18.433,18.034,6.1027,-0.8564,50
2012-12-01 00:05:00,0.0,,,0.5419,-0.2484,0.2934999999999999,,,0.0,9.9295,13.961,18.211,0.0083,0.255782,0.0,0.0,0.0,0.0021229906,,0.0021229906,,,,,,,,,,,0.0,-99999.0,18.421,18.053,6.028,-0.8396,50
2012-12-01 00:06:00,0.0,,,0.6096,0.3387,0.9483,,,0.0,9.8366,13.961,18.205,0.0085,0.255782,0.0,0.0,0.0,0.002174147,,0.002174147,,,,,,,,,,,0.0,33.519,18.352,18.051,5.9342,-1.1754,50
2012-12-01 00:07:00,0.0,,,0.4741,0.4289999999999999,0.9031,,,0.0,9.768,13.96,18.201,0.0088999999999999,0.255782,0.0,0.0,0.0,0.0022764598,,0.0022764598,,,,,,,,,,,0.0,32.053,18.331,18.066,5.9273,-1.4105,50
2012-12-01 00:08:00,0.0,,,0.4741,-0.5869999999999999,-0.1129,,,0.0,9.721100000000002,13.961,18.201,0.01,0.255782,0.0,0.0,0.0,0.00255782,,0.00255782,,,,,,,,,,,0.0,-99999.0,18.353,18.094,5.8418,-1.612,50
2012-12-01 00:09:00,0.0,,,0.4966999999999999,-0.4741,0.0225999999999999,,,0.0,9.5922,13.961,18.201,0.0092999999999999,0.255782,0.0,0.0,0.0,0.0023787726,,0.0023787726,,,,,,,,,,,0.0,-99999.0,18.379,18.098,5.8488,-1.612,50
2012-12-01 00:10:00,0.0,,,0.4741,-0.0903,0.3837999999999999,,,0.0,9.1039,13.96,18.201,0.0086,0.285874,0.0,0.0,0.0,0.0024585164,,0.0024585164,,,,,,,,,,,0.0,-99999.0,18.346,18.086,5.7824,-1.612,50
2012-12-01 00:11:00,0.0,,,0.4741,-0.5419,-0.0676999999999999,,,0.0,8.8811,13.962,18.195,0.0079,0.30092,0.0,0.0,0.0,0.002377268,,0.002377268,,,,,,,,,,,0.0,-99999.0,18.274,18.025,5.7339,-1.6456,50
2012-12-01 00:12:00,0.0,,,0.4063999999999999,-0.6773,-0.2708999999999999,,,0.0,8.8024,13.961,18.189,0.0089999999999999,0.270828,0.0,0.0,0.0,0.002437452,,0.002437452,,,,,,,,,,,0.0,-99999.0,18.21,17.99,5.6883,-1.7127,50
2012-12-01 00:13:00,0.0,,,0.4741,-0.1355,0.3387,,,0.0,8.7971,13.96,18.189,0.0092999999999999,0.270828,0.0,0.0,0.0,0.0025187004,,0.0025187004,,,,,,,,,,,0.0,-99999.0,18.242,17.99,5.6536,-1.8135,50
2012-12-01 00:14:00,0.0,,,0.4516,-0.1355,0.3160999999999999,,,0.0,9.0289,13.962,18.189,0.0083,0.270828,0.0,0.0,0.0,0.0022478723999999,,0.0022478723999999,,,,,,,,,,,0.0,-99999.0,18.3,18.016,5.6687,-1.931,50
2012-12-01 00:15:00,0.0,,,0.4063999999999999,-0.0676999999999999,0.3387,,,0.0,9.2078,13.961,18.189,0.0088999999999999,0.270828,0.0,0.0,0.0,0.0024103691999999,,0.0024103691999999,,,,,,,,,,,0.0,-99999.0,18.344,18.015,5.6638,-1.612,50
2012-12-01 00:16:00,0.0,,,0.4063999999999999,-0.3837999999999999,0.0225999999999999,,,0.0,9.1272,13.961,18.189,0.0088999999999999,0.270828,0.0,0.0,0.0,0.0024103691999999,,0.0024103691999999,,,,,,,,,,,0.0,-99999.0,18.355,18.026,5.6574,-1.612,50
2012-12-01 00:17:00,0.0,,,0.4741,0.0676999999999999,0.5419,,,0.0,9.0118,13.961,18.189,0.0088999999999999,0.30092,0.0,0.0,0.0,0.002678188,,0.002678188,,,,,,,,,,,0.0,-99999.0,18.328,18.042,5.5865,-1.612,50
2012-12-01 00:18:00,0.0,,,0.4516,-0.1806,0.2708999999999999,,,0.0,8.9106,13.961,18.189,0.0091999999999999,0.30092,0.0,0.0,0.0,0.002768464,,0.002768464,,,,,,,,,,,0.0,-99999.0,18.312,18.042,5.5307,-1.6288,50
2012-12-01 00:19:00,0.0,,,0.4966999999999999,-0.2484,0.2484,,,0.0,8.6682,13.961,18.189,0.0088,0.30092,0.0,0.0,0.0,0.002648096,,0.002648096,,,,,,,,,,,0.0,-99999.0,18.318,18.048,5.5128,-1.7967,50
2012-12-01 00:20:00,0.0,,,0.4289999999999999,-0.0451999999999999,0.3837999999999999,,,0.0,8.5221,13.961,18.185,0.0094999999999999,0.315966,0.0,0.0,0.0,0.0030016769999999,,0.0030016769999999,,,,,,,,,,,0.0,-99999.0,18.343,18.044,5.5271,-1.6959,50
2012-12-01 00:21:00,0.0,,,0.4063999999999999,-0.3387,0.0676999999999999,,,0.0,8.6753,13.961,18.179,0.0086,0.315966,0.0,0.0,0.0,0.0027173076,,0.0027173076,,,,,,,,,,,0.0,-99999.0,18.353,18.029,5.504,-1.612,50
2012-12-01 00:22:00,0.0,,,0.5419,0.0225999999999999,0.5644,,,0.0,9.166200000000002,13.961,18.177,0.0085,0.30092,0.0,0.0,0.0,0.00255782,,0.00255782,,,,,,,,,,,0.0,-99999.0,18.368,18.034,5.5482,-1.5952,50
2012-12-01 00:23:00,0.0,,,0.3837999999999999,-0.3160999999999999,0.0676999999999999,,,0.0,9.4762,13.962,18.177,0.0091999999999999,0.285874,0.0,0.0,0.0,0.0026300408,,0.0026300408,,,,,,,,,,,0.0,-99999.0,18.395,18.072,5.5904,-1.4273,50
2012-12-01 00:24:00,0.0,,,0.4966999999999999,-0.2258,0.2708999999999999,,,0.0,9.461,13.962,18.177,0.0088999999999999,0.30092,0.0,0.0,0.0,0.002678188,,0.002678188,,,,,,,,,,,0.0,-99999.0,18.413,18.086,5.5757,-1.209,50
