measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2012-11-06 00:00:00,0.0,,,0.5413999999999999,-0.203,,0.3383999999999999,,0.0,,15.84,13.877,21.167,0.0063,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.169,20.049,12.844,,,-2.1309,,,,50
2012-11-06 00:01:00,0.0,,,0.4581,-0.2082,,0.2499,,0.0,,15.74,13.874,21.167,0.0064999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.012,19.882,12.789,,,-2.1683,,,,50
2012-11-06 00:02:00,0.0,,,0.5189,-0.0902,,0.4285999999999999,,0.0,,15.742,13.877,21.165,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.816,19.676,12.833,,,-2.2148,,,,50
2012-11-06 00:03:00,0.0,,,0.4285999999999999,-0.1353999999999999,,0.2933,,0.0,,15.83,13.877,21.163,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.746,19.605,12.875,,,-2.2148,,,,50
2012-11-06 00:04:00,0.0,,,0.564,0.1353999999999999,,0.6993,,0.0,,15.889,13.877,21.167,0.0061999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.836,19.68,12.927,,,-2.1476,,,,50
2012-11-06 00:05:00,0.0,,,0.3835,-0.7218999999999999,,-0.3383999999999999,,0.0,,15.848,13.878,21.166,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.969,19.797,12.857,,,-1.9631,,,,50
2012-11-06 00:06:00,0.0,,,0.4285999999999999,-0.3609,,0.0676999999999999,,0.0,,15.745,13.877,21.166,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.073,19.902,12.842,,,-2.1309,,,,50
2012-11-06 00:07:00,0.0,,,0.5189,0.1804999999999999,,0.6993,,0.0,,15.721,13.877,21.165,0.0066,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.13,19.963,12.842,,,-2.198,,,,50
2012-11-06 00:08:00,0.0,,,0.4061,0.2933,,0.6993,,0.0,,15.779,13.877,21.165,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.177,20.01,12.893,,,-2.0806,,,,50
2012-11-06 00:09:00,0.0,,,0.4061,-0.2933,,0.1128,,0.0,,15.709,13.877,21.163,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.108,19.956,12.876,,,-2.1309,,,,50
2012-11-06 00:10:00,0.0,,,0.4285999999999999,-0.1579,,0.2707,,0.0,,15.701,13.877,21.16,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.954,19.794,12.947,,,-2.1476,,,,50
2012-11-06 00:11:00,0.0,,,0.3835,-0.0902,,0.2933,,0.0,,15.816,13.877,21.165,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.783,19.635,13.012,,,-2.0973,,,,50
2012-11-06 00:12:00,0.0,,,0.5189,-0.0902,,0.4285999999999999,,0.0,,16.001,13.875,21.165,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.854,19.681,13.037,,,-1.9463,,,,50
2012-11-06 00:13:00,0.0,,,0.4511999999999999,-0.3158,,0.1353999999999999,,0.0,,15.958,13.876,21.16,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.988,19.814,13.041,,,-1.8457,,,,50
2012-11-06 00:14:00,0.0,,,0.4511999999999999,-0.0451,,0.4061,,0.0,,16.032,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.068,19.898,13.078,,,-1.9296,,,,50
2012-11-06 00:15:00,0.0,,,0.4511999999999999,0.0676999999999999,,0.5189,,0.0,,16.057,13.876,21.155,0.0066,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.192,20.024,13.039,,,-1.8121,,,,50
2012-11-06 00:16:00,0.0,,,0.4737,-0.203,,0.2707,,0.0,,16.041,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.304,20.135,13.012,,,-1.8121,,,,50
2012-11-06 00:17:00,0.0,,,0.4511999999999999,-0.203,,0.2482,,0.0,,15.981,13.877,21.154,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.374,20.209,13.01,,,-1.8121,,,,50
2012-11-06 00:18:00,0.0,,,0.5189,-0.564,,-0.0451,,0.0,,15.864,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.363,20.233,12.936,,,-1.8289,,,,50
2012-11-06 00:19:00,0.0,,,0.4061,-0.7444,,-0.3383999999999999,,0.0,,15.752,13.878,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.306,20.162,12.905,,,-2.0134,,,,50
2012-11-06 00:20:00,0.0,,,0.203,-0.8121,,-0.6090999999999999,,0.0,,15.815,13.878,21.156,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.182,20.032,12.921,,,-2.0135,,,,50
2012-11-06 00:21:00,0.0,,,0.4511999999999999,0.2255999999999999,,0.6767999999999998,,0.0,,15.829,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.085,19.949,12.853,,,-2.0302,,,,50
2012-11-06 00:22:00,0.0,,,0.3609,-0.2255999999999999,,0.1353999999999999,,0.0,,15.784,13.876,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.149,20.088,12.806,,,-2.0135,,,,50
2012-11-06 00:23:00,0.0,,,0.1128,-0.7895999999999999,,-0.6767999999999998,,0.0,,15.749,13.878,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.327,20.238,12.775,,,-1.9967,,,,50
2012-11-06 00:24:00,0.0,,,0.3383999999999999,-0.0676999999999999,,0.2707,,0.0,,15.758,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.395,20.226,12.774,,,-2.047,,,,50
2012-11-06 00:25:00,0.0,,,0.3835,-0.1804999999999999,,0.203,,0.0,,15.835,13.877,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.366,20.174,12.911,,,-2.0135,,,,50
2012-11-06 00:26:00,0.0,,,0.3835,-0.3158,,0.0676999999999999,,0.0,,15.806,13.876,21.157,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.322,20.133,12.857,,,-1.9631,,,,50
2012-11-06 00:27:00,0.0,,,0.4061,-0.1804999999999999,,0.2255999999999999,,0.0,,15.731,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.273,20.087,12.765,,,-2.0135,,,,50
2012-11-06 00:28:00,0.0,,,0.3609,-0.2933,,0.0676999999999999,,0.0,,15.684,13.876,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.203,20.01,12.747,,,-2.1812,,,,50
2012-11-06 00:29:00,0.0,,,0.3383999999999999,-0.3835,,-0.0451,,0.0,,15.642,13.877,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.145,19.94,12.711,,,-2.1812,,,,50
2012-11-06 00:30:00,0.0,,,0.4737,0.1353999999999999,,0.6090999999999999,,0.0,,15.674,13.877,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.162,19.958,12.715,,,-2.2148,,,,50
2012-11-06 00:31:00,0.0,,,0.3609,-0.1579,,0.203,,0.0,,15.655,13.877,21.154,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.187,19.989,12.696,,,-2.1645,,,,50
2012-11-06 00:32:00,0.0,,,0.3835,-0.4737,,-0.0902,,0.0,,15.613,13.877,21.153,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.271,20.11,12.693,,,-2.1309,,,,50
2012-11-06 00:33:00,0.0,,,0.4511999999999999,-0.1804999999999999,,0.2707,,0.0,,15.671,13.877,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.279,20.126,12.738,,,-2.1645,,,,50
2012-11-06 00:34:00,0.0,,,0.3158,-0.5413999999999999,,-0.2255999999999999,,0.0,,15.691,13.877,21.158,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.201,20.029,12.733,,,-2.047,,,,50
2012-11-06 00:35:00,0.0,,,0.3609,0.5189,,0.8798,,0.0,,15.736,13.876,21.155,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,30.321,20.107,19.89,12.807,,,-1.9967,,,,50
2012-11-06 00:36:00,0.0,,,0.2482,-0.6542,,-0.4061,,0.0,,15.74,13.877,21.154,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.01,19.772,12.793,,,-1.8792,,,,50
2012-11-06 00:37:00,0.0,,,0.3609,-0.7218999999999999,,-0.3609,,0.0,,15.798,13.877,21.154,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.932,19.727,12.829,,,-2.0134,,,,50
2012-11-06 00:38:00,0.0,,,0.4061,-0.203,,0.203,,0.0,,15.861,13.878,21.154,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,19.957,19.757,12.872,,,-1.9128,,,,50
2012-11-06 00:39:00,0.0,,,0.4285999999999999,-0.4061,,0.0225999999999999,,0.0,,15.821,13.876,21.149,0.0066,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.039,19.841,12.905,,,-1.8624,,,,50
2012-11-06 00:40:00,0.0,,,0.4963,-0.0225999999999999,,0.4737,,0.0,,15.786,13.877,21.147,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.112,19.922,12.914,,,-1.8624,,,,50
2012-11-06 00:41:00,0.0,,,0.3835,-0.5189,,-0.1353999999999999,,0.0,,15.716,13.877,21.145,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.189,20.01,12.915,,,-1.896,,,,50
2012-11-06 00:42:00,0.0,,,0.4285999999999999,-0.3835,,0.0451,,0.0,,15.688,13.877,21.143,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,20.231,20.078,12.893,,,-1.896,,,,50
