measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-08-03 00:00:00,-0.063,0.381,0.0,25.547,0.0,0.007,0.0,0.007,0.0,0.0,0.0,25.95,25.942,27.782,0.0,0.0,-3.571,50
2008-08-03 00:15:00,-0.063,0.381,0.0,25.378,0.001,0.007,0.0,0.007,0.0,1e-05,0.0,25.895,25.893,27.698,0.0,0.0,-3.555,50
2008-08-03 00:30:00,-0.063,0.381,0.0,25.295,0.0,0.008,0.0,0.008,0.0,0.0,0.0,25.817,25.804,27.639,0.0,0.0,-4.223,50
2008-08-03 00:45:00,-0.063,0.381,0.0,25.097,0.0,0.007,0.0,0.007,0.0,0.0,0.0,25.675,25.672,27.539,0.0,0.0,-5.56,50
2008-08-03 01:00:00,-0.063,0.381,0.0,24.957,0.001,0.008,0.001,0.007,1e-05,1e-05,0.0,25.521,25.475,27.391,0.0,0.0,-4.381,50
2008-08-03 01:15:00,-0.063,0.381,0.0,24.684,0.001,0.007,0.0,0.008,0.0,1e-05,0.0,25.331,25.311,27.239,0.0,0.0,-4.589,50
2008-08-03 01:30:00,-0.063,0.381,0.0,24.663,0.0,0.008,0.0,0.008,0.0,0.0,0.0,25.234,25.227,27.101,0.0,0.0,-4.175,50
2008-08-03 01:45:00,-0.063,0.381,0.0,24.712,0.0,0.007,0.0,0.008,0.0,0.0,0.0,25.167,25.193,27.006,0.0,0.0,-4.312,50
2008-08-03 02:00:00,-0.062,0.382,0.0,24.809,0.001,0.007,0.0,0.008,0.0,1e-05,0.0,25.141,25.181,26.944,0.0,0.0,-4.385,50
2008-08-03 02:15:00,-0.0759999999999999,0.3679999999999999,0.0,24.611,0.0,0.007,0.0,0.008,0.0,0.0,0.0,25.026,25.03,26.889,0.0,0.0,-5.638,50
2008-08-03 02:30:00,-0.08,0.3639999999999999,0.0,24.45,0.0,0.007,0.0,0.007,0.0,0.0,0.0,24.924,24.909,26.816,0.0,0.0,-5.438,50
2008-08-03 02:45:00,-0.0919999999999999,0.3519999999999999,0.0,23.746,0.0,0.007,0.0,0.008,0.0,0.0,0.0,24.695,24.816,26.699,0.0,0.0,-5.263,50
2008-08-03 03:00:00,-0.099,0.3459999999999999,0.0,23.281,0.001,0.008,0.0,0.008,0.0,1e-05,0.0,24.659,24.745,26.671,0.0,0.0,-5.239,50
2008-08-03 03:15:00,-0.078,0.3659999999999999,0.0,22.988,0.001,0.007,0.001,0.008,1e-05,1e-05,0.0,24.773,24.818,26.699,0.0,0.0,-4.563,50
2008-08-03 03:30:00,-0.07,0.375,0.0,23.916,0.001,0.007,0.0,0.008,0.0,1e-05,0.0,24.777,24.805,26.765,0.0,0.0,-4.225,50
2008-08-03 03:45:00,-0.0719999999999999,0.372,0.0,23.577,0.0,0.007,0.0,0.007,0.0,0.0,0.0,24.768,24.796,26.824,0.0,0.0,-5.256,50
2008-08-03 04:00:00,-0.0739999999999999,0.372,0.0,23.725,0.001,0.008,0.0,0.008,0.0,1e-05,0.0,24.773,24.774,26.861,0.0,0.0,-4.301,50
2008-08-03 04:15:00,-0.0589999999999999,0.388,0.0,23.537,0.001,0.008,0.0,0.008,0.0,1e-05,0.0,24.752,24.751,26.865,0.0,0.0,-4.949,50
2008-08-03 04:30:00,-0.0609999999999999,0.388,0.0,23.692,0.0,1.205,0.0,0.6059999999999999,0.0,0.0,0.001,24.711,24.706,26.865,0.0,0.0,-4.654,50
2008-08-03 04:45:00,-0.0609999999999999,0.387,0.0,23.802,0.001,28.066,0.0,27.325,0.0,0.02807,0.028,24.692,24.672,26.833,0.0,0.0,-3.974,50
2008-08-03 05:00:00,-0.462,-0.44,0.0,24.094,0.0089999999999999,120.54,0.001,120.791,0.1207899999999999,1.08486,1.292,24.715,24.701,26.856,0.0,0.0,-3.189,50
2008-08-03 05:15:00,-1.261,-1.98,0.0,23.753,0.055,174.119,0.028,175.929,4.92601,9.57655,14.299,24.742,24.741,26.817,0.0,0.0,3.181,50
2008-08-03 05:30:00,17.366,43.61,0.0,23.755,0.278,176.827,0.1719999999999999,203.432,34.9903,49.15791,78.866,24.972,24.997,26.816,0.0,0.0,17.493,50
2008-08-03 05:45:00,67.815,136.613,0.0,24.211,0.534,180.715,0.525,173.92,91.308,96.50181,189.199,25.332,25.395,26.836,0.0,0.0,48.647,50
