measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2019-04-21 00:00:00,0.0,-2.9525,0.0,17.927,0.0,0.0,0.00493,0.0,0.0,0.0021199999999999,0.0,0.2704599999999999,0.0,-3.2229,,22.7,22.451,22.375,,50
2019-04-21 00:01:00,0.0,-3.0878,0.0,17.989,0.0,0.0,0.00493,0.0,-0.0001399999999999,-0.0063499999999999,0.0,0.24793,0.0,-3.3357,,22.697,22.451,21.72,,50
2019-04-21 00:02:00,0.0,-2.7947,0.0,18.099,0.0,0.0,0.00479,0.0,0.0,-0.0021199999999999,0.0,0.3155399999999999,0.0,-3.1102,,22.69,22.448,21.917,,50
2019-04-21 00:03:00,0.0,-2.8174,0.0,18.174,0.0,0.0,0.00521,0.0,0.0,0.0021199999999999,0.0,0.3380699999999999,0.0,-3.1555,,22.681,22.437,21.864,,50
2019-04-21 00:04:00,0.0,-2.9527,0.0,18.145,0.0,0.0,0.00521,0.0,0.0,-0.00423,0.0,0.22539,0.0,-3.178,,22.668,22.42,22.301,,50
2019-04-21 00:05:00,0.0,-2.7724,0.0,18.22,-1e-05,0.0,0.00493,-0.0021199999999999,0.0,-0.0063499999999999,0.0,0.33809,-1e-05,-3.1104,,22.643,22.384,21.087,,50
2019-04-21 00:06:00,0.0,-2.9527,0.0,18.165,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0021199999999999,0.0,0.2704699999999999,0.0,-3.2231,,22.626,22.343,21.919,,50
2019-04-21 00:07:00,0.0,-2.9301,0.0,18.051,-1e-05,0.0,0.00521,-0.0021199999999999,-0.0001399999999999,0.0,0.0,0.36063,-1e-05,-3.2907,,22.607,22.326,22.367,,50
2019-04-21 00:08:00,0.0,-3.1781,0.0,18.003,-1e-05,0.0,0.00493,-0.0021199999999999,0.0,0.0021199999999999,0.0,0.29302,-1e-05,-3.4711,,22.591,22.311,24.284,,50
2019-04-21 00:09:00,0.0,-2.7273,0.0,18.021,-1e-05,0.0,0.0050699999999999,-0.0021199999999999,0.0,0.0021199999999999,0.0,0.40571,-1e-05,-3.133,,22.583,22.302,19.59,-1807.0,50
2019-04-21 00:10:00,0.0,-3.0429,0.0,18.035,0.0,0.0,0.0053499999999999,0.0,0.0,0.0,0.0,0.29302,0.0,-3.3358,,22.576,22.288,23.085,-1883.0,50
2019-04-21 00:11:00,0.0,-3.0879,0.0,18.018,0.0,0.0,0.0056299999999999,0.0,0.0,-0.01058,0.0,0.2253999999999999,0.0,-3.3133,,22.557,22.275,23.382,-1815.6,50
2019-04-21 00:12:00,0.0,-3.2006,0.0,17.971,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0063499999999999,0.0,0.13524,0.0,-3.3358,,22.543,22.272,23.747,-1724.2,50
2019-04-21 00:13:00,0.0,-2.8625,0.0,17.966,0.0,0.0,0.00521,0.0,0.0,0.0,0.0,0.31556,0.0,-3.1781,,22.539,22.274,21.298,-1640.8,50
2019-04-21 00:14:00,0.0,-2.6146,0.0,17.987,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0021199999999999,0.0,0.42825,0.0,-3.0429,25.398,22.553,22.291,19.318,-1616.8,50
2019-04-21 00:15:00,0.0,-2.5019,0.0,17.986,0.0,0.0,0.0050699999999999,0.0,0.0,-0.00423,0.0,0.45079,0.0,-2.9527,12.637,22.562,22.317,18.661,-1648.8,50
2019-04-21 00:16:00,0.0,-3.0654,0.0,17.978,0.0,0.0,0.00521,0.0,0.0,0.0021199999999999,0.0,0.31556,0.0,-3.3809,,22.572,22.337,23.744,-1563.2,50
2019-04-21 00:17:00,0.0,-2.9527,0.0,17.911,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0021199999999999,0.0,0.27048,0.0,-3.2232,,22.581,22.357,21.419,-1553.3,50
2019-04-21 00:18:00,0.0,-2.8851,0.0,17.855,0.0,0.0,0.0050699999999999,0.0,-0.0001399999999999,-0.0021199999999999,0.0,0.31556,0.0,-3.2006,,22.582,22.366,21.139,-1510.4,50
2019-04-21 00:19:00,0.0,-3.1556,0.0,17.939,0.0,0.0,0.0053499999999999,0.0,0.0,0.0,0.0,0.18032,0.0,-3.3358,,22.589,22.366,23.461,-1298.4,50
2019-04-21 00:20:00,0.0,-2.9752,0.0,17.975,-1e-05,0.0,0.0053499999999999,-0.0021199999999999,0.0,0.0,0.0,0.29302,-1e-05,-3.2682,,22.592,22.369,21.977,-1282.1,50
2019-04-21 00:21:00,0.0,-2.9527,0.0,18.057,0.0,0.0,0.00521,0.0,0.0,-0.00847,0.0,0.2479399999999999,0.0,-3.2006,,22.59,22.352,22.055,-1326.8,50
2019-04-21 00:22:00,0.0,-2.5921,0.0,18.018,0.0,0.0,0.0050699999999999,0.0,0.0,-0.01058,0.0,0.40571,0.0,-2.9978,,22.576,22.334,19.01,-1428.7,50
2019-04-21 00:23:00,0.0,-3.0429,0.0,17.995,0.0,0.0,0.0053499999999999,0.0,-0.0001399999999999,0.0021199999999999,0.0,0.31556,0.0,-3.3584,,22.566,22.327,21.893,-1472.1,50
2019-04-21 00:24:00,0.0,-2.7273,0.0,18.021,0.0,0.0,0.0050699999999999,0.0,0.0001399999999999,-0.0063499999999999,0.0,0.36063,0.0,-3.0879,,22.555,22.313,19.878,-1483.3,50
2019-04-21 00:25:00,0.0,-2.8625,0.0,18.058,0.0,0.0,0.00521,0.0,0.0,0.00423,0.0,0.38317,0.0,-3.2457,,22.542,22.293,21.876,-1532.5,50
2019-04-21 00:26:00,0.0,-2.9752,0.0,18.121,0.0,0.0,0.00521,0.0,0.0,-0.0021199999999999,0.0,0.31556,0.0,-3.2907,,22.538,22.264,21.968,-1459.2,50
2019-04-21 00:27:00,0.0,-2.5019,0.0,18.145,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0063499999999999,0.0,0.45079,0.0,-2.9527,,22.519,22.243,18.62,-1466.4,50
2019-04-21 00:28:00,0.0,-2.5921,0.0,18.173,-2e-05,0.0,0.0050699999999999,-0.00423,0.0,0.00847,0.0,0.38317,-2e-05,-2.9752,,22.515,22.236,19.925,-1439.8,50
2019-04-21 00:29:00,0.0,-2.7724,0.0,18.114,0.0,0.0,0.0050699999999999,0.0,0.0,-0.0063499999999999,0.0,0.33809,0.0,-3.1105,,22.497,22.226,21.647,-1278.2,50
2019-04-21 00:30:00,0.0,-2.8851,0.0,18.033,0.0,0.0,0.0050699999999999,0.0,0.0,0.0021199999999999,0.0,0.29302,0.0,-3.1781,,22.475,22.218,20.835,-1215.1,50
2019-04-21 00:31:00,0.0,-2.7273,0.0,18.038,0.0,0.0,0.0050699999999999,0.0,-0.0001399999999999,-0.00423,0.0,0.36063,0.0,-3.0879,,22.462,22.209,20.953,-1428.9,50
2019-04-21 00:32:00,0.0,-2.84,0.0,17.998,0.00075,0.0,0.00493,0.14817,0.0,-0.00423,0.0,0.2479399999999999,0.00075,-3.0879,,22.466,22.216,21.288,-1407.9,50
2019-04-21 00:33:00,0.0,-3.1105,0.0,18.004,0.00176,0.0,0.0050699999999999,0.34714,0.0,-0.0126999999999999,0.0,0.18032,0.00176,-3.2907,,22.467,22.215,22.806,-1226.6,50
2019-04-21 00:34:00,0.0,-2.8851,0.0,18.046,0.00186,0.0,0.00479,0.3894799999999999,0.0,0.0,0.0,0.29302,0.00186,-3.1781,,22.466,22.215,21.283,-1208.1,50
2019-04-21 00:35:00,0.0,-3.2907,0.0,18.025,0.00192,0.0,0.0046499999999999,0.41276,0.0,-0.01058,0.0,0.09016,0.00192,-3.3809,,22.459,22.213,24.667,-1104.0,50
2019-04-21 00:36:00,0.0,-2.9076,0.0,18.085,0.0022799999999999,0.0,0.0053499999999999,0.42546,0.0,0.0021199999999999,0.0,0.31556,0.0022799999999999,-3.2232,,22.456,22.204,20.997,-1128.6,50
2019-04-21 00:37:00,0.0,-3.2457,0.0,18.085,0.0022599999999999,0.0,0.00549,0.41065,0.0,-0.01058,0.0,0.2253999999999999,0.0022599999999999,-3.4711,,22.446,22.2,24.67,-1235.1,50
2019-04-21 00:38:00,0.0,-2.8175,0.0,18.072,0.0018,0.0,0.0050699999999999,0.3556099999999999,0.0,0.00423,0.0,0.29302,0.0018,-3.1105,,22.445,22.195,21.261,-1186.6,50
2019-04-21 00:39:00,0.0,-2.9302,0.0,18.077,0.0016999999999999,0.0,0.00521,0.3259799999999999,0.0,-0.0021199999999999,0.0,0.27048,0.0016999999999999,-3.2006,,22.441,22.195,21.907,-1255.7,50
2019-04-21 00:40:00,0.0,-2.9752,0.0,18.081,0.00135,0.0,0.0050699999999999,0.26671,0.0,-0.00423,0.0,0.31556,0.00135,-3.2907,,22.44,22.187,21.819,-1334.1,50
2019-04-21 00:41:00,0.0,-2.9076,0.0,18.057,0.0012099999999999,0.0,0.00479,0.25189,0.0,-0.00847,0.0,0.27048,0.0012099999999999,-3.1781,,22.435,22.176,22.094,-1452.2,50
2019-04-21 00:42:00,0.0,-2.8175,0.0,18.069,0.00116,0.0,0.0050699999999999,0.22861,-0.0001399999999999,-0.0021199999999999,0.0,0.27048,0.00116,-3.088,,22.438,22.174,21.119,-1317.2,50
2019-04-21 00:43:00,0.0,-2.8851,0.0,18.118,0.00058,0.0,0.00521,0.11219,0.0,0.0063499999999999,0.0,0.36063,0.00058,-3.2457,,22.427,22.165,21.747,-1220.8,50
2019-04-21 00:44:00,0.0,-2.8625,0.0,18.129,0.00023,0.0,0.00479,0.04657,0.0,-0.00423,0.0,0.29302,0.00023,-3.1556,,22.422,22.161,20.911,-1287.9,50
2019-04-21 00:45:00,0.0,-2.8625,0.0,18.082,0.0007299999999999,0.0,0.0050699999999999,0.14394,-0.0001399999999999,-0.00423,0.0,0.29302,0.0007299999999999,-3.1556,,22.414,22.154,20.137,-1241.9,50
2019-04-21 00:46:00,0.0,-2.8625,0.0,18.137,0.00103,0.0,0.0050699999999999,0.20321,0.0001399999999999,0.0021199999999999,0.0,0.29302,0.00103,-3.1556,,22.409,22.146,21.076,-1131.6,50
2019-04-21 00:47:00,0.0,-2.6372,0.0,18.137,0.00118,0.0,0.0050699999999999,0.2328399999999999,0.0,-0.00423,0.0,0.33809,0.00118,-2.9753,,22.402,22.15,19.98,-1304.8,50
2019-04-21 00:48:00,0.0,-3.0429,0.0,18.136,0.00118,0.0,0.0050699999999999,0.2328399999999999,0.0,-0.0021199999999999,0.0,0.2479399999999999,0.00118,-3.2907,,22.389,22.14,21.615,-1437.7,50
2019-04-21 00:49:00,0.0,-3.0203,0.0,18.142,0.00135,0.0,0.00578,0.2328399999999999,0.0,-0.01058,0.0,0.18032,0.00135,-3.2006,,22.385,22.136,22.816,-1185.9,50
2019-04-21 00:50:00,0.0,-2.9527,0.0,18.177,0.00135,0.0,0.0050699999999999,0.26671,0.0,0.0063499999999999,0.0,0.33809,0.00135,-3.2908,,22.378,22.134,21.522,-1006.8,50
2019-04-21 00:51:00,0.0,-2.5921,0.0,18.134,0.00136,0.0,0.0050699999999999,0.26883,0.0,0.00423,0.0,0.42825,0.00136,-3.0204,,22.377,22.128,19.491,-784.34,50
2019-04-21 00:52:00,0.0,-2.84,0.0,18.187,0.00126,0.0,0.00479,0.2624799999999999,0.0,0.0021199999999999,0.0,0.36063,0.00126,-3.2007,,22.369,22.11,21.454,-686.13,50
2019-04-21 00:53:00,0.0,-3.088,0.0,18.201,0.0014,0.0,0.0050699999999999,0.2751799999999999,0.0,-0.0021199999999999,0.0,0.27048,0.0014,-3.3584,,22.352,22.089,22.117,-762.5,50
2019-04-21 00:54:00,0.0,-2.9527,0.0,18.163,0.00158,0.0,0.00549,0.2899999999999999,0.0,0.0,0.0,0.24795,0.00158,-3.2007,,22.331,22.08,21.99,-835.44,50
2019-04-21 00:55:00,0.0,-3.0204,0.0,18.161,0.0015299999999999,0.0,0.00493,0.30906,0.0,0.0021199999999999,0.0,0.29303,0.0015299999999999,-3.3133,,22.322,22.066,21.595,-772.3099999999998,50
2019-04-21 00:56:00,0.0,-2.9753,0.0,18.198,0.00161,0.0,0.00521,0.3090499999999999,0.0001399999999999,-0.0063499999999999,0.0,0.24795,0.00161,-3.2233,,22.305,22.049,21.059,-841.62,50
2019-04-21 00:57:00,0.0,-2.7724,0.0,18.246,0.0016299999999999,0.0,0.00521,0.31329,0.0,0.00423,0.0,0.36065,0.0016299999999999,-3.1331,,22.3,22.049,20.666,-1048.9,50
2019-04-21 00:58:00,0.0,-2.7048,0.0,18.313,0.0016999999999999,0.0,0.00521,0.32599,0.0,0.0021199999999999,0.0,0.29303,0.0016999999999999,-2.9979,,22.288,22.027,19.913,-1005.7,50
2019-04-21 00:59:00,0.0,-2.4795,0.0,18.345,0.00167,0.0,0.0050699999999999,0.33022,0.0,0.00423,0.0,0.47336,0.00167,-2.9529,4.0756,22.289,22.02,17.747,-790.62,50
2019-04-21 01:00:00,0.0,-2.502,0.0,18.248,0.00167,0.0,0.0050699999999999,0.33022,0.0,0.00423,0.0,0.47336,0.00167,-2.9754,-3.2011,22.283,22.008,17.565,-774.0499999999998,50
2019-04-21 01:01:00,0.0,-2.7274,0.0,18.255,0.00166,0.0,0.0050699999999999,0.32811,-0.0001399999999999,0.00847,0.0,0.3831899999999999,0.00166,-3.1106,,22.284,21.991,19.163,-767.9099999999999,50
2019-04-21 01:02:00,0.0,-3.3586,0.0,18.141,0.00175,0.0,0.00549,0.3196499999999999,0.0,-0.0063499999999999,0.0,0.24795,0.00175,-3.6065,,22.286,21.993,24.404,-894.98,50
2019-04-21 01:03:00,0.0,-2.9754,0.0,17.977,0.00156,0.0,0.00493,0.3175399999999999,0.0,-0.0126999999999999,0.0,0.18032,0.00156,-3.1558,,22.266,21.993,21.508,-1067.1,50
2019-04-21 01:04:00,0.0,-2.6148,0.0,17.886,0.0016,0.0,0.0050699999999999,0.3154199999999999,-0.0001399999999999,0.0063499999999999,0.0,0.4282699999999999,0.0016,-3.043,3.9444,22.252,21.988,17.867,-957.12,50
2019-04-21 01:05:00,0.0,-2.7275,0.0,17.829,0.0016299999999999,0.0,0.0050699999999999,0.32177,-0.0001399999999999,0.00847,0.0,0.4282799999999999,0.0016299999999999,-3.1558,,22.247,21.991,19.495,-849.83,50
2019-04-21 01:06:00,0.0,-3.3135,0.0,17.937,0.0017099999999999,0.0,0.0053499999999999,0.31966,0.0,-0.00847,0.0,0.13525,0.0017099999999999,-3.4487,,22.239,21.979,24.342,-814.84,50
2019-04-21 01:07:00,0.0,-2.8401,0.0,17.957,0.0015499999999999,0.0,0.00493,0.3154199999999999,0.0,-0.0021199999999999,0.0,0.29304,0.0015499999999999,-3.1332,,22.231,21.971,20.375,-755.38,50
2019-04-21 01:08:00,0.0,-2.9078,0.0,17.961,0.00158,0.0,0.0050699999999999,0.31119,0.0,-0.00423,0.0,0.3381199999999999,0.00158,-3.2459,,22.223,21.971,21.064,-555.81,50
2019-04-21 01:09:00,0.0,-2.6825,0.0,18.154,0.0015399999999999,0.0,0.0050699999999999,0.30273,-0.0001399999999999,0.00423,0.0,0.4283,0.0015399999999999,-3.1108,,22.216,21.965,19.116,-120.67,50
2019-04-21 01:10:00,0.0,-3.3136,0.0,18.12,0.00169,0.0,0.00578,0.29215,0.0,-0.0126999999999999,0.0,0.2705,0.00169,-3.5841,,22.196,21.959,25.029,-330.48,50
2019-04-21 01:11:00,0.0,-3.4038,0.0,17.987,0.00175,0.0,0.00606,0.28792,0.0,-0.0126999999999999,0.0,0.11271,0.00175,-3.5165,,22.187,21.946,23.581,-135.82,50
2019-04-21 01:12:00,0.0,-3.3362,0.0,17.91,0.0015499999999999,0.0,0.00564,0.27521,-0.0001399999999999,-0.01694,0.0,0.18034,0.0015499999999999,-3.5166,,22.179,21.931,24.299,-420.1,50
2019-04-21 01:13:00,0.0,-2.6599,0.0,17.837,0.00151,0.0,0.00549,0.27522,0.0,0.0021199999999999,0.0,0.40576,0.00151,-3.0657,,22.167,21.914,18.913,-633.17,50
2019-04-21 01:14:00,0.0,-2.8629,0.0,17.844,0.00141,0.0,0.00521,0.27098,0.0,-0.0063499999999999,0.0,0.33814,0.00141,-3.201,,22.153,21.9,21.016,-630.14,50
2019-04-21 01:15:00,0.0,-2.8629,0.0,17.901,0.0014499999999999,0.0,0.00521,0.2773399999999999,0.0,-0.00423,0.0,0.3606699999999999,0.0014499999999999,-3.2236,,22.14,21.893,20.843,-596.3,50
2019-04-21 01:16:00,0.0,-2.7728,0.0,17.66,0.0015,0.0,0.00549,0.2731,-0.0001399999999999,0.0,0.0,0.38323,0.0015,-3.156,,22.123,21.883,19.716,-656.73,50
2019-04-21 01:17:00,0.0,-2.5022,0.0,17.53,0.00139,0.0,0.0050699999999999,0.2731,0.0,0.0021199999999999,0.0,0.4508599999999999,0.00139,-2.9531,13.157,22.106,21.878,17.555,-614.83,50
2019-04-21 01:18:00,0.0,-2.9306,0.0,17.53,0.00144,0.0,0.00521,0.27733,0.0,-0.0021199999999999,0.0,0.3155999999999999,0.00144,-3.2462,,22.078,21.87,21.079,-762.34,50
2019-04-21 01:19:00,0.0,-2.8629,0.0,17.381,0.0015399999999999,0.0,0.00564,0.27311,-0.0001399999999999,0.0063499999999999,0.0,0.36069,0.0015299999999999,-3.2236,,22.067,21.866,20.384,-774.27,50
2019-04-21 01:20:00,0.0,-2.9757,0.0,17.397,0.00142,0.0,0.00521,0.27311,-0.0001399999999999,-0.00423,0.0,0.31561,0.00142,-3.2913,,22.07,21.872,21.493,-682.88,50
2019-04-21 01:21:00,0.0,-2.9081,0.0,17.339,0.00156,0.0,0.00549,0.28369,0.0,-0.0063499999999999,0.0,0.36069,0.00156,-3.2688,,22.054,21.862,21.757,-633.51,50
2019-04-21 01:22:00,0.0,-2.6827,0.0,17.296,0.00148,0.0,0.00521,0.28369,0.0001399999999999,-0.00423,0.0,0.4283199999999999,0.00148,-3.111,,22.052,21.853,19.315,-612.28,50
2019-04-21 01:23:00,0.0,-2.8855,0.0,17.169,0.00143,0.0,0.0053499999999999,0.26676,0.0001399999999999,0.0021199999999999,0.0,0.33815,0.00143,-3.2237,,22.037,21.826,20.171,-639.85,50
2019-04-21 01:24:00,0.0,-3.0884,0.0,17.195,0.00149,0.0,0.00549,0.27099,0.0,-0.01059,0.0,0.2254299999999999,0.00149,-3.3138,,22.028,21.811,22.041,-686.19,50
2019-04-21 01:25:00,0.0,-3.0208,0.0,17.158,0.00161,0.0,0.00578,0.2794599999999999,0.0,-0.00423,0.0,0.2705199999999999,0.00161,-3.2913,,22.012,21.796,22.337,-777.2999999999998,50
2019-04-21 01:26:00,0.0,-3.111,0.0,17.061,0.00151,0.0,0.00549,0.27522,0.0,0.0,0.0,0.2705199999999999,0.00151,-3.3814,,22.001,21.78,21.893,-707.75,50
2019-04-21 01:27:00,0.0,-2.7728,0.0,17.104,0.00149,0.0,0.00521,0.28581,0.0,0.0021199999999999,0.0,0.36069,0.00149,-3.1335,,21.973,21.756,19.358,-560.94,50
2019-04-21 01:28:00,0.0,-2.5699,0.0,17.061,0.00144,0.0,0.0050699999999999,0.28369,0.0,-0.0021199999999999,0.0,0.4508599999999999,0.00144,-3.0208,,21.944,21.73,18.436,-578.41,50
2019-04-21 01:29:00,0.0,-2.9757,0.0,17.207,0.0015299999999999,0.0,0.00549,0.2794599999999999,0.0,0.0063499999999999,0.0,0.33815,0.0015299999999999,-3.3138,,21.924,21.715,20.328,-547.89,50
2019-04-21 01:30:00,0.0,-3.0208,0.0,17.554,0.00156,0.0,0.00564,0.2773399999999999,-0.0001399999999999,-0.0021199999999999,0.0,0.29307,0.00156,-3.3138,,21.908,21.699,22.718,-403.56,50
2019-04-21 01:31:00,0.0,-2.8856,0.0,17.676,0.00148,0.0,0.00521,0.28369,-0.0001399999999999,0.0021199999999999,0.0,0.29307,0.00148,-3.1786,,21.896,21.694,20.837,-532.96,50
2019-04-21 01:32:00,0.0,-3.0208,0.0,17.436,0.0015399999999999,0.0,0.0053499999999999,0.28793,0.0,0.0,0.0,0.2705199999999999,0.0015399999999999,-3.2913,,21.884,21.695,21.647,-561.83,50
2019-04-21 01:33:00,0.0,-2.8179,0.0,17.341,0.00147,0.0,0.00521,0.28158,0.0,0.0,0.0,0.33815,0.00147,-3.1561,,21.871,21.689,19.874,-604.0,50
