measured_on,ac_current__379,ac_current__411,ac_current__427,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__423,ac_power__752,ac_voltage__378,ac_voltage__410,ac_voltage__426,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__428,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__434,das_battery_voltage__769,das_temp__385,das_temp__433,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__425,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__424,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__422,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inverter_temp__432,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__429,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__430,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__431,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__421,poa_irradiance__750,power_factor__387,system_id
2011-09-28 00:00:00,,,,0.0,0.1802999999999999,-0.4506,,,,-0.2703999999999999,,,,0.0,,,,21.092,,,13.767,,,25.084,0.0,0.0,,,,0.0030999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.493,,,,23.421,,,,17.844,,,,,,,,-532.45,,50
2011-09-28 00:01:00,,,,0.0,0.2703999999999999,-0.2288,,,,0.0415999999999999,,,,0.0,,,,21.087,,,13.765,,,25.074,0.0,0.0,,,,0.0027,,,,-0.002,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.472,,,,23.408,,,,17.829,,,,,,,,-533.16,,50
2011-09-28 00:02:00,,,,0.0,0.2703999999999999,-0.2253,,,,0.0451,,,,0.0,,,,21.023,,,13.768,,,25.069,0.0,0.0,,,,0.0023,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.469,,,,23.406,,,,17.827,,,,,,,,-345.26,,50
2011-09-28 00:03:00,,,,0.0,0.2703999999999999,-0.2028,,,,0.0675999999999999,,,,0.0,,,,21.01,,,13.768,,,25.068,0.0,0.0,,,,0.0027,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.472,,,,23.411,,,,17.783,,,,,,,,-543.04,,50
2011-09-28 00:04:00,,,,0.0,0.2703999999999999,-0.5408,,,,-0.2703999999999999,,,,0.0,,,,21.055,,,13.768,,,25.062,0.0,0.0,,,,0.0025,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.473,,,,23.406,,,,17.86,,,,,,,,-610.55,,50
2011-09-28 00:05:00,,,,0.0,0.2028,-0.2479,,,,-0.0451,,,,0.0,,,,21.079,,,13.767,,,25.055,0.0,0.0,,,,0.0027,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.459,,,,23.4,,,,17.913,,,,,,,,-559.7,,50
2011-09-28 00:06:00,,,,0.0,0.2928999999999999,-0.1351999999999999,,,,0.1577,,,,0.0,,,,21.088,,,13.768,,,25.055,0.0,0.0,,,,0.0025,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.451,,,,23.399,,,,17.918,,,,,,,,-589.25,,50
2011-09-28 00:07:00,,,,0.0,0.2479,-0.3155,,,,-0.0675999999999999,,,,0.0,,,,21.243,,,13.767,,,25.055,0.0,0.0,,,,0.0028,,,,0.0041999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.44,,,,23.391,,,,17.941,,,,,,,,-372.13,,50
2011-09-28 00:08:00,,,,0.0,0.2479,-0.2928999999999999,,,,-0.0451,,,,0.0,,,,21.42,,,13.768,,,25.053,0.0,0.0,,,,0.0032,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.431,,,,23.39,,,,17.942,,,,,,,,-746.86,,50
2011-09-28 00:09:00,,,,0.0,0.2928999999999999,-0.0901,,,,0.2028,,,,0.0,,,,21.252,,,13.768,,,25.044,0.0,0.0,,,,0.0030999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.421,,,,23.385,,,,17.987,,,,,,,,-709.71,,50
2011-09-28 00:10:00,,,,0.0,0.2703999999999999,-0.3155,,,,-0.0451,,,,0.0,,,,21.311,,,13.768,,,25.041,0.0,0.0,,,,0.0033999999999999,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.42,,,,23.376,,,,18.019,,,,,,,,-360.54,,50
2011-09-28 00:11:00,,,,0.0,0.3155,-0.2928999999999999,,,,0.0224999999999999,,,,0.0,,,,21.428,,,13.768,,,25.041,0.0,0.0,,,,0.0025,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.419,,,,23.376,,,,17.993,,,,,,,,-755.19,,50
2011-09-28 00:12:00,,,,0.0,0.2928999999999999,-0.383,,,,-0.0901,,,,0.0,,,,21.468,,,13.768,,,25.04,0.0,0.0,,,,0.0027,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.418,,,,23.376,,,,17.94,,,,,,,,-530.81,,50
2011-09-28 00:13:00,,,,0.0,0.2479,-0.3155,,,,-0.0675999999999999,,,,0.0,,,,21.464,,,13.769,,,25.03,0.0,0.0,,,,0.0032,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.419,,,,23.371,,,,17.977,,,,,,,,-667.33,,50
2011-09-28 00:14:00,,,,0.0,0.2928999999999999,-0.0451,,,,0.2479,,,,0.0,,,,21.559,,,13.769,,,25.027,0.0,0.0,,,,0.0032,,,,0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.421,,,,23.37,,,,18.053,,,,,,,,-472.36,,50
2011-09-28 00:15:00,,,,0.0,0.2253,-0.6533999999999999,,,,-0.4280999999999999,,,,0.0,,,,21.603,,,13.769,,,25.027,0.0,0.0,,,,0.0033999999999999,,,,-0.0106,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.423,,,,23.374,,,,18.174,,,,,,,,-318.6,,50
