measured_on,ac_current__588,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__584,ac_power__752,ac_voltage__587,ac_volts__757,ambient_temp__589,ambient_temp__759,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__583,dc_power__751,inverter_temp_2__770,inverter_temp__593,inveter_temp__763,module_temp_1__590,module_temp_1__760,module_temp_2__591,module_temp_2__761,module_temp_3__592,module_temp_3__762,poa_irradiance__582,poa_irradiance__750,power_factor__596,system_id
2012-08-20 00:00:00,,0.0,0.4057999999999999,-0.1804,,0.2253999999999999,,0.0,,18.49,,13.824,,23.081,0.0033999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.853,,20.712,,14.325,,-2.2131,,50
2012-08-20 00:01:00,,0.0,0.3953999999999999,0.0207999999999999,,0.4162,,0.0,,18.525,,13.821,,23.066,0.0033999999999999,0.0,,0.0,,0.0038999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.866,,20.704,,14.333,,-1.9346,,50
2012-08-20 00:02:00,,0.0,0.3831999999999999,-0.2931,,0.0902,,0.0,,18.469,,13.826,,23.052,0.0033999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.868,,20.692,,14.331,,-1.7437,,50
2012-08-20 00:03:00,,0.0,0.5184999999999998,-0.0675999999999999,,0.4509,,0.0,,18.394,,13.826,,23.039,0.0033999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,20.857,,20.683,,14.257,,-1.7604,,50
2012-08-20 00:04:00,,0.0,0.4509,-0.2931,,0.1578,,0.0,,18.337,,13.825,,23.024,0.0033999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,20.837,,20.66,,14.191,,-1.8107,,50
2012-08-20 00:05:00,,0.0,0.4057999999999999,-0.1804,,0.2253999999999999,,0.0,,18.24,,13.826,,23.011,0.0033999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.83,,20.632,,14.08,,-1.8108,,50
2012-08-20 00:06:00,,0.0,0.3831999999999999,-0.0902,,0.2931,,0.0,,18.139,,13.826,,22.997,0.0033999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.815,,20.606,,13.928,,-1.8108,,50
2012-08-20 00:07:00,,0.0,0.4283,-0.2253999999999999,,0.2029,,0.0,,18.031,,13.827,,22.983,0.0033999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,20.802,,20.567,,13.81,,-1.8778,,50
2012-08-20 00:08:00,,0.0,0.4733999999999999,-0.0224999999999999,,0.4509,,0.0,,17.935,,13.827,,22.972,0.0033999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.789,,20.527,,13.708,,-2.012,,50
2012-08-20 00:09:00,,0.0,0.4509,-0.0675999999999999,,0.3831999999999999,,0.0,,17.835,,13.826,,22.96,0.0033999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,20.762,,20.497,,13.615,,-2.1796,,50
2012-08-20 00:10:00,,0.0,0.4733999999999999,-0.1804,,0.2931,,0.0,,17.681,,13.829,,22.947,0.0033999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.726,,20.448,,13.501,,-2.2467,,50
2012-08-20 00:11:00,,0.0,0.5184999999999998,-0.0675999999999999,,0.4509,,0.0,,17.589,,13.829,,22.935,0.0033999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,20.71,,20.409,,13.43,,-2.5653,,50
