measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-05-31 00:00:00,-0.063,0.383,0.0,14.405,0.004,0.098,0.0,0.008,0.0,0.0003899999999999,0.0,20.966,20.95,22.663,0.0,0.0,-888.365,50
2008-05-31 00:15:00,-0.063,0.385,0.0,14.231,0.004,0.116,0.0,0.007,0.0,0.00046,0.0,21.083,20.939,22.646,0.0,0.0,-796.2329999999998,50
2008-05-31 00:30:00,-0.063,0.386,0.0,14.273,0.004,0.153,0.0,0.008,0.0,0.0006099999999999,0.001,21.066,20.907,22.614,0.0,0.0,-648.893,50
2008-05-31 00:45:00,-0.063,0.381,0.0,14.565,0.004,0.1809999999999999,0.0,0.007,0.0,0.00072,0.001,20.928,20.861,22.544,0.0,0.0,-554.369,50
2008-05-31 01:00:00,-0.063,0.382,0.0,14.665,0.004,0.197,0.0,0.007,0.0,0.00079,0.001,20.74,20.775,22.502,0.0,0.0,-384.681,50
2008-05-31 01:15:00,-0.063,0.381,0.0,14.746,0.004,0.195,0.0,0.007,0.0,0.0007799999999999,0.001,20.675,20.768,22.477,0.0,0.0,-459.768,50
2008-05-31 01:30:00,-0.063,0.382,0.0,14.662,0.004,0.165,0.0,0.007,0.0,0.00066,0.001,20.668,20.757,22.474,0.0,0.0,-508.405,50
2008-05-31 01:45:00,-0.063,0.382,0.0,14.6,0.004,0.121,0.0,0.007,0.0,0.00048,0.001,20.674,20.704,22.438,0.0,0.0,-499.892,50
2008-05-31 02:00:00,-0.063,0.382,0.0,14.536,0.004,0.1469999999999999,0.0,0.008,0.0,0.00059,0.001,20.676,20.711,22.419,0.0,0.0,-459.024,50
2008-05-31 02:15:00,-0.063,0.381,0.0,14.412,0.004,0.121,0.0,0.008,0.0,0.00048,0.001,20.715,20.688,22.396,0.0,0.0,-412.678,50
2008-05-31 02:30:00,-0.063,0.381,0.0,14.4,0.004,0.157,0.0,0.007,0.0,0.00063,0.001,20.748,20.714,22.401,0.0,0.0,-376.598,50
2008-05-31 02:45:00,-0.063,0.382,0.0,14.243,0.004,0.0859999999999999,0.0,0.007,0.0,0.00034,0.0,20.866,20.718,22.421,0.0,0.0,-353.252,50
2008-05-31 03:00:00,-0.064,0.381,0.0,13.59,0.004,0.012,0.0,0.007,0.0,5e-05,0.0,20.762,20.693,22.269,0.0,0.0,-190.761,50
2008-05-31 03:15:00,-0.063,0.382,0.0,13.011,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,20.556,20.512,22.087,0.0,0.0,-30.664,50
2008-05-31 03:30:00,-0.063,0.383,0.0,12.906,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,20.561,20.519,22.079,0.0,0.0,-36.084,50
2008-05-31 03:45:00,-0.063,0.381,0.0,12.149,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,20.776,20.642,22.024,0.0,0.0,-31.096,50
2008-05-31 04:00:00,-0.063,0.383,0.0,11.3,0.004,1.141,0.0,0.445,0.0,0.0045599999999999,0.005,20.461,20.449,21.542,0.0,0.0,161.176,50
2008-05-31 04:15:00,-0.063,0.394,0.0,11.107,0.005,17.518,0.0,16.712,0.0,0.08759,0.105,20.49,20.379,21.28,0.0,0.0,-319.981,50
2008-05-31 04:30:00,-0.406,-0.231,0.0,11.4,0.01,105.741,0.0,105.31,0.0,1.05741,1.178,20.584,20.401,21.299,0.0,0.0,-3075.035,50
2008-05-31 04:45:00,-1.357,-2.011,0.0,11.217,0.0539999999999999,156.766,0.0219999999999999,158.94,3.49668,8.46536,12.067,20.693,20.519,21.385,0.0,0.0,-4586.817,50
2008-05-31 05:00:00,4.509,9.656,0.0,10.974,0.107,215.394,0.0729999999999999,217.461,15.87465,23.04716,35.849,21.043,20.901,21.459,0.0,0.0,-6301.07,50
2008-05-31 05:15:00,43.215,84.98699999999998,0.0,10.967,0.378,178.478,0.337,190.068,64.05292,67.46468,131.685,21.155,21.081,21.265,0.0,0.0,-5095.545,50
2008-05-31 05:30:00,79.47499999999998,155.472,0.0,11.352,0.57,187.146,0.527,198.849,104.79342,106.67322,212.118,21.571,21.437,21.135,0.0,0.0,-4463.705,50
2008-05-31 05:45:00,147.188,291.299,0.0,11.949,0.823,216.585,0.802,219.45,175.9989,178.24946,355.148,21.997,21.781,21.227,0.0,0.0,-3090.153,50
2008-05-31 06:00:00,257.056,508.77,0.0,12.781,1.302,226.338,1.294,227.887,294.88578,294.69208,589.825,22.493,22.279,21.476,0.0,0.0,835.663,50
2008-05-31 06:15:00,406.076,807.447,0.0,13.556,1.978,229.78,1.975,230.615,455.46463,454.50484,909.928,23.766,23.58,21.611,0.0,0.0,6603.585,50
2008-05-31 06:30:00,582.399,1156.508,0.0,14.267,2.759,231.196,2.754,233.446,642.91028,637.86976,1280.946,26.136,25.326,21.812,0.0,0.0,12408.114,50
2008-05-31 06:45:00,776.8289999999998,1540.849,0.0,15.078,3.636,231.474,3.643,233.657,851.21245,841.63946,1692.344,29.426,27.895,22.056,0.0,0.0,12751.05,50
2008-05-31 07:00:00,966.408,1917.246,0.0,15.96,4.553,228.79,4.567,230.906,1054.5477,1041.68087,2095.543,32.272,30.496,22.37,0.0,0.0,12751.05,50
2008-05-31 07:15:00,1143.822,2269.431,0.0,17.031,5.44,225.929,5.443,228.735,1245.00461,1229.05376,2473.683,34.116,32.109,22.733,0.0,0.0,12751.05,50
2008-05-31 07:30:00,1316.851,2613.869,0.0,17.947,6.334,223.078,6.332,226.199,1432.29207,1412.97605,2844.67,35.873,33.62,23.12,0.0,0.0,12751.05,50
2008-05-31 07:45:00,1492.013,2962.922,0.0,18.413,7.228,221.511,7.231,224.568,1623.85121,1601.08151,3224.6,37.569,35.121,23.515,0.0,0.0,12751.05,50
2008-05-31 08:00:00,1652.01,3279.126,0.0,18.787,8.069,219.756,8.079,222.815,1800.12239,1773.21116,3572.663,38.972,36.391,23.875,0.0,0.0,12751.05,50
2008-05-31 08:15:00,1795.425,3564.557,0.0,19.305,8.891,217.039,8.913999999999998,219.752,1958.86933,1929.69375,3888.508,40.485,37.726,24.189,0.0,0.0,12751.05,50
2008-05-31 08:30:00,1924.741,3822.796,0.0,19.712,9.628,215.389,9.645,218.038,2102.97651,2073.76529,4176.41,41.819,38.911,24.537,0.0,0.0,12751.05,50
2008-05-31 08:45:00,2047.904,4064.544,0.0,20.28,10.321,212.8,10.329,215.406,2224.92857,2196.3088,4420.792,41.629,37.631,24.858,0.0,0.0,12751.05,50
2008-05-31 09:00:00,2173.435,4319.297,0.0,20.384,10.956,213.09,10.962,215.508,2362.3987,2334.61404,4696.351,41.392,38.311,25.205,0.0,0.0,12751.05,50
2008-05-31 09:15:00,2269.353,4511.36,0.0,20.728,11.523,211.702,11.59,212.841,2466.82719,2439.44215,4906.009,42.033,39.14,25.484,0.0,0.0,12751.05,50
2008-05-31 09:30:00,2332.066,4638.914,0.0,21.295,12.036,208.471,12.081,209.754,2534.03807,2509.15696,5042.359,42.681,39.762,25.765,0.0,0.0,12751.05,50
2008-05-31 09:45:00,2371.726,4719.976,0.0,21.903,12.45,205.055,12.516,205.84,2576.29344,2552.93475,5128.781,43.001,40.284,26.031,0.0,0.0,12751.05,50
2008-05-31 10:00:00,2431.832,4833.595,0.0,22.65,12.775,204.757,12.877,205.23,2642.74671,2615.77068,5256.536,43.35,40.712,26.315,0.0,0.0,12751.05,50
2008-05-31 10:15:00,2485.244,4936.127,0.0,23.478,13.088,204.496,13.185,205.032,2703.34692,2676.44365,5379.434,43.731,41.187,26.586,0.0,0.0,12751.05,50
2008-05-31 10:30:00,2489.373,4942.351,0.0,23.836,12.992,206.204,13.301,204.423,2719.03032,2679.00237,5390.801,43.92,41.438,26.77,0.0,0.0,12751.05,50
2008-05-31 10:45:00,2493.756,4949.485,0.0,24.748,13.069,206.671,13.229,206.363,2729.97613,2700.9833,5425.374,44.196,41.763,26.989,0.0,0.0,12751.05,50
2008-05-31 11:00:00,2490.561,4921.574,0.0,24.769,12.854,207.236,13.03,207.632,2705.44496,2663.81154,5360.889,44.332,41.911,27.203,0.0,0.0,12751.05,50
2008-05-31 11:15:00,2470.137,4883.386,0.0,25.524,12.771,207.657,12.969,207.969,2697.14996,2651.98755,5335.11,44.228,41.971,27.283,0.0,0.0,12751.05,50
2008-05-31 11:30:00,2447.159,4851.856,0.0,25.998,12.74,207.622,12.877,208.053,2679.09848,2645.10428,5308.734,44.21,42.046,27.41,0.0,0.0,12751.05,50
2008-05-31 11:45:00,2448.584,4878.691,0.0,25.885,12.812,207.444,12.881,208.562,2686.48712,2657.77253,5324.385,43.834,41.801,27.331,0.0,0.0,12751.05,50
2008-05-31 12:00:00,2437.025,4832.422,0.0,26.269,12.757,207.146,12.839,207.871,2668.85577,2642.56152,5304.228,43.814,41.681,27.272,0.0,0.0,12751.05,50
2008-05-31 12:15:00,2387.496,4761.037,0.0,26.138,12.441,207.374,12.702,206.89,2627.91678,2579.93993,5199.699,43.882,41.764,27.302,0.0,0.0,12751.05,50
2008-05-31 12:30:00,2324.621,4605.855,0.0,27.279,12.089,207.294,12.235,208.106,2546.17691,2505.97717,5042.615,43.731,41.572,27.365,0.0,0.0,12751.05,50
2008-05-31 12:45:00,2288.048,4548.97,0.0,27.425,11.923,207.45,12.077,208.335,2516.0618,2473.42635,4975.75,43.731,41.639,27.474,0.0,0.0,12751.05,50
2008-05-31 13:00:00,2239.832,4447.894,0.0,27.321,11.65,207.132,11.854,207.564,2460.46366,2413.0878,4867.229,43.471,41.394,27.452,0.0,0.0,12751.05,50
2008-05-31 13:15:00,1978.646,3921.216,0.0,26.702,10.059,210.536,10.213,210.907,2153.99319,2117.78162,4271.324,42.864,41.194,27.408,0.0,0.0,12751.05,50
2008-05-31 13:30:00,2128.774,4222.921,0.0,27.194,10.984,207.26,11.251,206.388,2322.07139,2276.54384,4591.765,43.018,40.823,27.384,0.0,0.0,12751.05,50
2008-05-31 13:45:00,1940.637,3851.269,0.0,26.856,10.168,206.056,10.23,207.193,2119.58439,2095.17741,4215.913,42.275,40.603,27.346,0.0,0.0,12751.05,50
2008-05-31 14:00:00,1988.996,3953.316,0.0,27.432,10.313,207.273,10.328,209.432,2163.0137,2137.60645,4299.25,42.539,40.452,27.413,0.0,0.0,12751.05,50
2008-05-31 14:15:00,1241.056,2469.81,0.0,27.26,6.405,210.209,6.305,216.218,1363.25449,1346.38865,2695.979,41.587,40.512,27.54,0.0,0.0,12751.05,50
2008-05-31 14:30:00,962.271,1908.192,0.0,26.716,4.757,216.853,4.837,217.468,1051.89272,1031.56972,2092.279,40.021,39.288,27.529,0.0,0.0,12751.05,50
2008-05-31 14:45:00,1066.787,2118.252,0.0,25.697,5.369,214.435,5.238,222.017,1162.92505,1151.30152,2314.144,38.753,38.023,27.314,0.0,0.0,12751.05,50
2008-05-31 15:00:00,696.893,1394.299,0.0,25.408,3.508,219.529,3.489,220.661,769.8862299999998,770.1077299999998,1532.741,37.64,36.794,27.228,0.0,0.0,12751.05,50
2008-05-31 15:15:00,910.792,1816.252,0.0,26.001,4.609,215.113,4.447,223.187,992.51259,991.45582,1986.977,38.182,36.843,27.178,0.0,0.0,12751.05,50
2008-05-31 15:30:00,701.755,1394.807,0.0,26.01,3.538,215.731,3.481,220.346,767.02443,763.2562799999998,1532.252,36.491,35.596,27.135,0.0,0.0,12751.05,50
2008-05-31 15:45:00,674.107,1338.419,0.0,26.293,3.332,219.483,3.374,219.499,740.58963,731.31736,1472.284,36.586,35.444,27.176,0.0,0.0,12751.05,50
2008-05-31 16:00:00,516.273,1025.807,0.0,25.033,2.636,214.903,2.624,217.384,570.41562,566.48431,1136.439,35.538,34.252,27.16,0.0,0.0,12751.05,50
2008-05-31 16:15:00,557.304,1108.49,0.0,24.988,2.828,216.139,2.748,223.744,614.84851,611.24109,1226.148,34.878,33.837,27.129,0.0,0.0,12751.05,50
2008-05-31 16:30:00,701.238,1397.278,0.0,25.963,3.495,218.37,3.478,220.451,766.7285799999999,763.20315,1534.622,35.578,34.521,27.082,0.0,0.0,12751.05,50
2008-05-31 16:45:00,444.745,884.317,0.0,26.028,2.283,215.236,2.289,215.641,493.60225,491.38379,986.858,33.359,32.922,27.051,0.0,0.0,12751.05,50
2008-05-31 17:00:00,332.157,661.136,0.0,25.614,1.757,212.423,1.733,215.526,373.50656,373.22721,747.7709999999998,31.179,31.106,27.021,0.0,0.0,12751.05,50
2008-05-31 17:15:00,332.507,662.626,0.0,24.909,1.782,210.235,1.752,213.506,374.06251,374.63877,749.404,31.465,31.088,27.074,0.0,0.0,12751.05,50
2008-05-31 17:30:00,283.659,565.229,0.0,24.364,1.539,210.07,1.509,213.808,322.63627,323.29773,646.079,30.231,30.266,27.071,0.0,0.0,12751.05,50
2008-05-31 17:45:00,223.246,444.353,0.0,24.213,1.258,205.936,1.217,211.597,257.51355,259.06749,516.996,29.364,29.55,27.042,0.0,0.0,12751.05,50
2008-05-31 18:00:00,217.918,433.911,0.0,23.353,1.204,211.407,1.191,211.381,251.75477,254.53403,506.618,28.425,28.81,26.957,0.0,0.0,12751.05,50
2008-05-31 18:15:00,147.527,293.909,0.0,22.302,0.905,200.628,0.882,201.549,177.76622,181.56834,360.191,27.606,27.817,26.718,0.0,0.0,12751.05,50
2008-05-31 18:30:00,95.297,190.652,0.0,21.842,0.659,193.644,0.634,194.74,123.46516,127.6114,251.021,26.922,27.021,26.417,0.0,0.0,12736.277,50
2008-05-31 18:45:00,62.373,124.26,0.0,21.375,0.4849999999999999,185.942,0.452,191.335,86.48341999999998,90.18187,176.743,26.018,26.159,26.079,0.0,0.0,11118.879,50
2008-05-31 19:00:00,24.461,49.445,0.0,21.191,0.264,180.662,0.2389999999999999,180.18,43.06302,47.69477,90.72900000000001,25.962,25.888,25.841,0.0,0.0,8899.312,50
2008-05-31 19:15:00,0.068,-0.201,0.0,20.98,0.066,176.103,0.0509999999999999,171.277,8.73513,11.6228,20.428,26.257,26.237,25.8,0.0,0.0,7050.49,50
2008-05-31 19:30:00,-0.698,-0.786,0.0,21.04,0.016,124.49,0.002,124.421,0.24884,1.99184,2.17,25.894,25.911,25.773,0.0,0.0,5868.099,50
2008-05-31 19:45:00,-0.063,0.381,0.0,20.836,0.002,43.595,0.0,42.642,0.0,0.08719,0.131,25.388,25.39,25.721,0.0,0.0,5959.079,50
2008-05-31 20:00:00,-0.063,0.381,0.0,20.023,0.002,4.492,0.0,3.746,0.0,0.00898,0.0109999999999999,24.693,24.757,25.593,0.0,0.0,5593.489,50
2008-05-31 20:15:00,-0.063,0.381,0.0,19.357,0.002,0.648,0.0,0.083,0.0,0.0012999999999999,0.001,24.349,24.386,25.383,0.0,0.0,5327.187,50
2008-05-31 20:30:00,-0.063,0.381,0.0,18.889,0.002,0.334,0.0,0.007,0.0,0.00067,0.001,23.878,23.873,25.193,0.0,0.0,5077.292,50
2008-05-31 20:45:00,-0.063,0.381,0.0,18.569,0.002,0.256,0.0,0.007,0.0,0.00051,0.001,23.452,23.46,24.985,0.0,0.0,4649.01,50
2008-05-31 21:00:00,-0.064,0.38,0.0,18.567,0.003,0.2049999999999999,0.0,0.007,0.0,0.00062,0.001,23.072,22.987,24.725,0.0,0.0,4524.352,50
2008-05-31 21:15:00,-0.063,0.381,0.0,18.335,0.003,0.186,0.0,0.008,0.0,0.0005599999999999,0.001,22.677,22.528,24.418,0.0,0.0,4516.258,50
2008-05-31 21:30:00,-0.068,0.376,0.0,17.982,0.003,0.1769999999999999,0.0,0.007,0.0,0.0005299999999999,0.001,22.247,22.057,24.072,0.0,0.0,4360.53,50
2008-05-31 21:45:00,-0.064,0.4099999999999999,0.0,17.723,0.003,0.1759999999999999,0.0,0.007,0.0,0.0005299999999999,0.001,21.861,21.681,23.752,0.0,0.0,4327.06,50
2008-05-31 22:00:00,-0.0589999999999999,0.467,0.0,17.445,0.004,0.113,0.0,0.008,0.0,0.0004499999999999,0.0,21.616,21.487,23.493,0.0,0.0,4263.635,50
