measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-11-21 00:00:00,0.0,0.5874,-0.1582,0.4293,0.0,0.8031,,,,14.066,,14.877,0.0123,0.0,0.0,-0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.707,14.342,-3.5497,-1.6131,,,,50
2011-11-21 00:01:00,0.0,0.5874,0.113,0.7004,0.0,0.6623999999999999,,,,14.063,,14.866,0.0109999999999999,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.725,14.344,-3.5959,-1.6131,,,,50
2011-11-21 00:02:00,0.0,0.5196,-0.1356,0.3841,0.0,0.4867,,,,14.067,,14.866,0.0115999999999999,0.0,0.0,-0.0041999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.739,14.357,-3.6585,-1.5963,,,,50
2011-11-21 00:03:00,0.0,0.5874,0.1356,0.7229999999999999,0.0,0.1903,,,,14.067,,14.861,0.0124,0.0,0.0,0.0041999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.705,14.325,-3.7607,-1.6131,,,,50
2011-11-21 00:04:00,0.0,0.5647999999999999,-0.0903999999999999,0.4744999999999999,0.0,-0.0419,,,,14.066,,14.854,0.012,0.0,0.0,-0.0041999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.625,14.263,-3.8411,-1.6131,,,,50
2011-11-21 00:05:00,0.0,0.5422,-0.1582,0.3841,0.0,-0.1413,,,,14.067,,14.854,0.0124,0.0,0.0,-0.0085,0.0,0.0,0.0,,,,,0.0,-99999.0,14.597,14.212,-3.9241,-1.6299,,,,50
2011-11-21 00:06:00,0.0,0.5422,0.0225999999999999,0.5647999999999999,0.0,-0.0500999999999999,,,,14.066,,14.845,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,14.577,14.199,-3.9125,-1.6803,,,,50
2011-11-21 00:07:00,0.0,0.5874,0.1582,0.7456,0.0,0.085,,,,14.067,,14.843,0.012,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.566,14.207,-3.9538,-1.7643,,,,50
2011-11-21 00:08:00,0.0,0.5196,-0.113,0.4067,0.0,0.0713,,,,14.067,,14.834,0.012,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.543,14.201,-3.9438,-1.966,,,,50
2011-11-21 00:09:00,0.0,0.497,-0.2485,0.2485,0.0,-0.0202999999999999,,,,14.067,,14.831,0.0124,0.0,0.0,-0.0041999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,14.534,14.2,-3.8641,-1.8148,,,,50
