measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,system_id
2021-03-30 00:00:00,0.0,-2.55,0.0,0.43474,0.00161,13.904,0.0052199999999999,0.30941,0.0,0.0042399999999999,0.0,0.58672,0.00161,-3.1367,,20.68,20.353,-0.11915,50
2021-03-30 00:01:00,0.0,-2.55,0.0,0.45077,0.00157,13.904,0.00508,0.30941,-0.0002799999999999,-0.0021199999999999,0.0,0.56415,0.00157,-3.1142,,20.738,20.433,-0.10063,50
2021-03-30 00:02:00,0.0,-2.5274,0.0,0.46947,0.00161,13.904,0.0052199999999999,0.30941,-0.0002799999999999,0.0021199999999999,0.0,0.58672,0.00161,-3.1142,,20.774,20.482,-0.08568,50
2021-03-30 00:03:00,0.0,-2.6177,0.0,0.4701799999999999,0.00167,13.904,0.0054999999999999,0.3030499999999999,-0.0001399999999999,-0.0106,0.0,0.58672,0.00167,-3.2044,,20.777,20.466,-0.0786,50
2021-03-30 00:04:00,0.0,-2.6177,0.0,0.45573,0.00168,13.905,0.00536,0.3136499999999999,-0.0002799999999999,-0.00636,0.0,0.58672,0.00169,-3.2044,,20.698,20.351,-0.10581,50
2021-03-30 00:05:00,0.0,-2.6177,0.0,0.42659,0.0016999999999999,13.904,0.00536,0.31577,-0.0001399999999999,0.0,0.0,0.58672,0.00169,-3.2044,,20.609,20.219,-0.15396,50
2021-03-30 00:06:00,0.0,-2.392,0.0,0.4008599999999999,0.00164,13.904,0.00508,0.32213,0.0002799999999999,0.0084799999999999,0.0,0.49645,0.00164,-2.8885,,20.546,20.117,-0.22261,50
2021-03-30 00:07:00,0.0,-2.5275,0.0,0.33989,0.00161,13.904,0.00508,0.31789,-0.00042,0.0021199999999999,0.0,0.54159,0.00161,-3.069,,20.505,20.073,-0.3278499999999999,50
2021-03-30 00:08:00,0.0,-2.5274,0.0,0.30351,0.00164,13.904,0.0052199999999999,0.3136499999999999,0.0002799999999999,0.0,0.0,0.56415,0.00164,-3.0916,,20.528,20.12,-0.40719,50
2021-03-30 00:09:00,0.0,-2.55,0.0,0.31317,0.00173,13.905,0.00578,0.2967,0.0,-0.01272,0.0,0.56415,0.00172,-3.1142,,20.577,20.219,-0.4553599999999999,50
2021-03-30 00:10:00,0.0,-2.5274,0.0,0.2796799999999999,0.00147,13.904,0.0052199999999999,0.28186,-0.0001399999999999,-0.0021199999999999,0.0,0.60929,0.00147,-3.1367,,20.641,20.325,-0.55256,50
2021-03-30 00:11:00,0.0,-2.5726,0.0,0.27832,0.0015,13.904,0.00564,0.2670299999999999,0.0,-0.0042399999999999,0.0,0.58672,0.0015,-3.1593,,20.7,20.412,-0.6014899999999999,50
2021-03-30 00:12:00,0.0,-2.55,0.0,0.22377,0.0012199999999999,13.904,0.00508,0.23948,0.0,0.0042399999999999,0.0,0.58672,0.0012099999999999,-3.1367,,20.747,20.488,-0.68833,50
2021-03-30 00:13:00,0.0,-2.5726,0.0,0.10539,0.00116,13.904,0.0052199999999999,0.22252,0.0,-0.0042399999999999,0.0,0.58672,0.00116,-3.1593,,20.757,20.505,-0.77429,50
2021-03-30 00:14:00,0.0,-2.5274,0.0,-0.0598199999999999,0.0010499999999999,13.904,0.00508,0.20769,0.0,0.00636,0.0,0.51902,0.00106,-3.0465,,20.712,20.442,-0.8756599999999999,50
2021-03-30 00:15:00,0.0,-2.5274,0.0,-0.20499,0.00093,13.904,0.00508,0.18226,-0.0001399999999999,0.0042399999999999,0.0,0.51902,0.00092,-3.0465,,20.638,20.339,-0.98869,50
2021-03-30 00:16:00,0.0,-2.4823,0.0,-0.30756,0.00096,13.904,0.00564,0.16954,0.0,-0.0084799999999999,0.0,0.5641599999999999,0.00096,-3.0465,,20.628,20.345,-1.0794,50
