measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-12-23 00:00:00,0.0,0.7697,0.249,1.0187,0.0,-10.052,,,,14.313,,6.4468,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8211,7.5594,-13.477,-1.4143,,,,50
2011-12-23 00:01:00,0.0,0.6564999999999999,0.1811,0.8376,0.0,-10.007,,,,14.311,,6.4468,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.815299999999999,7.5617,-13.364,-1.3806,,,,50
2011-12-23 00:02:00,0.0,0.8603,0.1585,1.0187,0.0,-10.002,,,,14.314,,6.4371,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.806199999999999,7.563399999999999,-13.314,-1.3301,,,,50
2011-12-23 00:03:00,0.0,0.7017999999999999,-0.0453,0.6564999999999999,0.0,-9.9767,,,,14.316,,6.4362,0.0204,0.0,0.0,-0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8046,7.566799999999998,-13.285,-1.2123,,,,50
2011-12-23 00:04:00,0.0,0.6792,0.2263999999999999,0.9056,0.0,-10.008,,,,14.315,,6.4308,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8094,7.580899999999998,-13.281,-1.1954,,,,50
2011-12-23 00:05:00,0.0,0.7244,0.1811,0.9056,0.0,-10.024,,,,14.314,,6.4255,0.0204,0.0,0.0,0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.814899999999998,7.597699999999999,-13.314,-1.0439,,,,50
2011-12-23 00:06:00,0.0,0.6339,-0.4074999999999999,0.2263999999999999,0.0,-10.009,,,,14.314,,6.4255,0.0204,0.0,0.0,-0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.818399999999999,7.617899999999999,-13.296,-1.0776,,,,50
2011-12-23 00:07:00,0.0,0.7697,0.3849,1.1546,0.0,-10.005,,,,14.315,,6.4193,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.7893,7.6159,-13.218,-1.1281,,,,50
2011-12-23 00:08:00,0.0,0.6792,0.0453,0.7244,0.0,-9.9806,,,,14.315,,6.4149,0.0204,0.0,0.0,0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.7427,7.6001,-13.181,-1.0607,,,,50
2011-12-23 00:09:00,0.0,0.7697,0.0906,0.8603,0.0,-9.8937,,,,14.314,,6.4149,0.0201999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.6939,7.5749,-13.13,-1.0271,,,,50
2011-12-23 00:10:00,0.0,0.6564999999999999,-0.0453,0.6113,0.0,-9.8113,,,,14.315,,6.406,0.0204,0.0,0.0,-0.0085,0.0,0.0,0.0,,,,,0.0,-99999.0,7.626299999999999,7.556,-13.082,-1.1955,,,,50
2011-12-23 00:11:00,0.0,0.7244,-0.317,0.4074999999999999,0.0,-9.8811,,,,14.315,,6.4042,0.0204,0.0,0.0,-0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.6102,7.5551,-13.121,-1.0271,,,,50
2011-12-23 00:12:00,0.0,0.7470999999999999,0.1132,0.8603,0.0,-9.844,,,,14.315,,6.4042,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.6547,7.575,-13.063,-1.1786,,,,50
2011-12-23 00:13:00,0.0,0.7923999999999999,-0.0679,0.7244,0.0,-9.6995,,,,14.314,,6.398,0.0204,0.0,0.0,-0.0064,0.0,0.0,0.0,,,,,0.0,-99999.0,7.684999999999999,7.5732,-13.077,-1.1112,,,,50
2011-12-23 00:14:00,0.0,0.7017999999999999,-0.0225999999999999,0.6792,0.0,-9.7161,,,,14.315,,6.3936,0.0204,0.0,0.0,-0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.7057,7.5659,-13.085,-1.2123,,,,50
2011-12-23 00:15:00,0.0,0.7244,0.0906,0.815,0.0,-9.6633,,,,14.315,,6.3936,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.724999999999999,7.573,-13.051,-1.2123,,,,50
2011-12-23 00:16:00,0.0,0.7923999999999999,0.0906,0.8829,0.0,-9.6531,,,,14.316,,6.3927,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.740599999999999,7.5778,-13.013,-1.2123,,,,50
2011-12-23 00:17:00,0.0,0.6564999999999999,0.0453,0.7017999999999999,0.0,-9.5209,,,,14.316,,6.3856,0.0204,0.0,0.0,0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.7621,7.5967,-12.83,-1.2291,,,,50
2011-12-23 00:18:00,0.0,0.7017999999999999,0.0453,0.7470999999999999,0.0,-9.3662,,,,14.315,,6.3829,0.0204,0.0,0.0,-0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.7789,7.6032,-12.769,-1.2123,,,,50
2011-12-23 00:19:00,0.0,0.7017999999999999,-0.0225999999999999,0.6792,0.0,-9.2972,,,,14.316,,6.3829,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8011,7.614099999999999,-12.758,-1.2123,,,,50
2011-12-23 00:20:00,0.0,0.6564999999999999,0.0906,0.7470999999999999,0.0,-9.2747,,,,14.315,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.821799999999999,7.6155,-12.703,-1.2459,,,,50
2011-12-23 00:21:00,0.0,0.7697,0.0,0.7697,0.0,-9.248,,,,14.315,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8497,7.6241,-12.683,-1.1617,,,,50
2011-12-23 00:22:00,0.0,0.7697,0.1811,0.9508,0.0,-9.2473,,,,14.316,,6.3829,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8547,7.6298,-12.709,-1.2123,,,,50
2011-12-23 00:23:00,0.0,0.7923999999999999,0.0679,0.8603,0.0,-9.2279,,,,14.316,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8583,7.6413,-12.803,-1.2291,,,,50
2011-12-23 00:24:00,0.0,0.7017999999999999,0.0225999999999999,0.7244,0.0,-9.2645,,,,14.317,,6.3829,0.0204,0.0,0.0,-0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8754,7.6485,-12.866,-1.2123,,,,50
2011-12-23 00:25:00,0.0,0.7017999999999999,0.0453,0.7470999999999999,0.0,-9.3009,,,,14.318,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8884,7.6485,-12.895,-1.246,,,,50
2011-12-23 00:26:00,0.0,0.7470999999999999,-0.0453,0.7017999999999999,0.0,-9.3121,,,,14.317,,6.3821,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8875,7.6375,-12.893,-1.0776,,,,50
2011-12-23 00:27:00,0.0,0.6792,0.1358,0.815,0.0,-9.3181,,,,14.318,,6.3829,0.0204,0.0,0.0,0.0043,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8754,7.6313,-13.007,-1.0102,,,,50
2011-12-23 00:28:00,0.0,0.7697,0.0906,0.8603,0.0,-9.297300000000002,,,,14.318,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.869,7.619799999999999,-13.115,-1.0102,,,,50
2011-12-23 00:29:00,0.0,0.6792,0.0453,0.7244,0.0,-9.2943,,,,14.318,,6.3829,0.0204,0.0,0.0,0.0020999999999999,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8712,7.614099999999999,-13.202,-1.0607,,,,50
2011-12-23 00:30:00,0.0,0.7017999999999999,0.0679,0.7697,0.0,-9.2866,,,,14.318,,6.3829,0.0204,0.0,0.0,-0.0064,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8719,7.599,-13.147,-1.2291,,,,50
2011-12-23 00:31:00,0.0,0.7470999999999999,0.0679,0.815,0.0,-9.1131,,,,14.318,,6.3829,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-99999.0,7.8597,7.5925,-12.88,-1.3133,,,,50
2011-12-23 00:32:00,0.0,0.7470999999999999,0.0906,0.8377,0.0,-8.8909,,,,14.316,,6.3829,0.0204,0.0,0.0,-0.0064,0.0,0.0,0.0,,,,,0.0,-99999.0,7.816099999999999,7.6105,-12.459,-1.3301,,,,50
