measured_on,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__629,ac_power__752,ac_voltage__632,ac_volts__757,ambient_temp__634,ambient_temp__759,das_battery_voltage__769,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__628,dc_power__751,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__760,module_temp_2__761,module_temp_3__762,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__750,reflector_temp_1__638,system_id
2012-06-07 00:00:00,,0.0,0.4734999999999999,0.4509,,0.9244,,0.0,,15.493,13.835,,22.729,,0.0057999999999999,0.210644,0.0,0.0041999999999999,0.0,0.0012217351999999,,0.0012217351999999,,,0.0,36.553,,,,,,,,,,,,,,,,,,,21.704,21.388,13.887,,,,,,,,,0.9055,,50
2012-06-07 00:01:00,,0.0,0.333,-0.2081,,0.1249,,0.0,,15.501,13.833,,22.722,,0.0064,0.1655059999999999,0.0,0.0,0.0,0.0010592384,,0.0010592384,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.72,21.357,13.951,,,,,,,,,0.7739,,50
2012-06-07 00:02:00,,0.0,0.4734999999999999,0.2255,,0.699,,0.0,,15.488,13.835,,22.712,,0.0061999999999999,0.15046,0.0,0.0020999999999999,0.0,0.0009328519999999,,0.0009328519999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.696,21.282,14.047,,,,,,,,,0.7378,,50
2012-06-07 00:03:00,,0.0,0.5186,-0.0225999999999999,,0.496,,0.0,,15.455,13.835,,22.709,,0.0054999999999999,0.15046,0.0,-0.0020999999999999,0.0,0.00082753,,0.00082753,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.619,21.177,14.136,,,,,,,,,0.7378,,50
2012-06-07 00:04:00,,0.0,0.4284,-0.3608,,0.0675999999999999,,0.0,,15.482,13.835,,22.698,,0.0061999999999999,0.15046,0.0,-0.0020999999999999,0.0,0.0009328519999999,,0.0009328519999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.513,21.046,14.239,,,,,,,,,0.6205,,50
2012-06-07 00:05:00,,0.0,0.4734999999999999,-0.0675999999999999,,0.4058999999999999,,0.0,,15.598,13.835,,22.694,,0.0064999999999999,0.15046,0.0,0.0,0.0,0.0009779899999999,,0.0009779899999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.372,20.892,14.361,,,,,,,,,0.7378,,50
2012-06-07 00:06:00,,0.0,0.4509,-0.0225999999999999,,0.4284,,0.0,,15.693,13.835,,22.682,,0.0063,0.15046,0.0,0.0041999999999999,0.0,0.0009478979999999,,0.0009478979999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.248,20.794,14.413,,,,,,,,,0.9894,,50
2012-06-07 00:07:00,,0.0,0.5636999999999999,0.1353,,0.699,,0.0,,15.67,13.835,,22.678,,0.0061999999999999,0.15046,0.0,0.0,0.0,0.0009328519999999,,0.0009328519999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.265,20.824,14.529,,,,,,,,,0.9726,,50
2012-06-07 00:08:00,,0.0,0.4058999999999999,-0.1353,,0.2706,,0.0,,15.706,13.835,,22.669,,0.0066,0.15046,0.0,0.0020999999999999,0.0,0.000993036,,0.000993036,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.404,20.988,14.637,,,,,,,,,0.7881,,50
2012-06-07 00:09:00,,0.0,0.4284,-0.4284,,0.0,,0.0,,15.758,13.835,,22.657,,0.0061999999999999,0.15046,0.0,-0.0020999999999999,0.0,0.0009328519999999,,0.0009328519999999,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.598,21.226,14.701,,,,,,,,,0.8887,,50
