measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2009-02-24 00:00:00,0.063,0.541,0.0,8.667,0.007,0.0599999999999999,0.0,0.007,0.0,0.00042,0.0,19.816,19.615,20.884,0.0,0.0,-5.336,50
2009-02-24 00:15:00,0.063,0.55,0.0,8.449,0.007,0.027,0.001,0.008,1e-05,0.00019,0.0,19.875,19.519,20.843,0.0,0.0,-4.008,50
2009-02-24 00:30:00,0.063,0.521,0.0,7.839,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.997,19.545,20.807,0.0,0.0,-5.947,50
2009-02-24 00:45:00,0.063,0.533,0.0,8.987,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.997,19.587,20.81,0.0,0.0,-4.777,50
2009-02-24 01:00:00,0.063,0.528,0.0,8.774,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,20.116,19.829,20.849,0.0,0.0,-6.818,50
2009-02-24 01:15:00,0.063,0.552,0.0,8.455999999999998,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.585,19.289,20.774,0.0,0.0,-5.616,50
2009-02-24 01:30:00,0.063,0.544,0.0,8.083999999999998,0.007,0.006,0.0,0.007,0.0,4e-05,0.0,19.739,19.216,20.695,0.0,0.0,-6.077,50
2009-02-24 01:45:00,0.063,0.547,0.0,7.94,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.904,19.471,20.745,0.0,0.0,-5.525,50
2009-02-24 02:00:00,0.063,0.531,0.0,6.965,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,20.088,19.809,20.739,0.0,0.0,-6.849,50
2009-02-24 02:15:00,0.063,0.541,0.0,5.544,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,20.109,19.952,20.744,0.0,0.0,-6.929,50
2009-02-24 02:30:00,0.063,0.538,0.0,6.55,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.934,19.808,20.743,0.0,0.0,-5.18,50
2009-02-24 02:45:00,0.063,0.523,0.0,5.717,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.858,19.815,20.727,0.0,0.0,-5.837,50
2009-02-24 03:00:00,0.063,0.526,0.0,5.241,0.007,0.006,0.0,0.007,0.0,4e-05,0.0,19.608,19.488,20.64,0.0,0.0,-6.823,50
2009-02-24 03:15:00,0.063,0.5759999999999998,0.0,5.117,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.816,19.555,20.591,0.0,0.0,-6.272,50
2009-02-24 03:30:00,0.063,0.5879999999999999,0.0,4.68,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.704,19.56,20.52,0.0,0.0,-5.889,50
2009-02-24 03:45:00,0.055,0.545,0.0,5.162,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.476,19.234,20.436,0.0,0.0,-4.933,50
2009-02-24 04:00:00,0.0439999999999999,0.4879999999999999,0.0,5.102,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.366,19.159,20.313,0.0,0.0,-4.936,50
2009-02-24 04:15:00,0.0599999999999999,0.506,0.0,4.76,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.325,19.249,20.205,0.0,0.0,-6.069,50
2009-02-24 04:30:00,0.057,0.511,0.0,4.297,0.007,0.007,0.001,0.008,1e-05,5e-05,0.0,19.298,19.231,20.115,0.0,0.0,-6.331,50
2009-02-24 04:45:00,0.0539999999999999,0.509,0.0,4.919,0.007,0.008,0.001,0.008,1e-05,6e-05,0.0,19.079,19.098,20.049,0.0,0.0,-5.499,50
2009-02-24 05:00:00,0.039,0.4889999999999999,0.0,5.435,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.055,19.084,20.007,0.0,0.0,-6.08,50
2009-02-24 05:15:00,0.0589999999999999,0.512,0.0,5.576,0.007,0.006,0.0,0.007,0.0,4e-05,0.0,19.011,18.856,19.932,0.0,0.0,-6.511,50
2009-02-24 05:30:00,0.0529999999999999,0.513,0.0,5.308,0.007,0.007,0.0,0.007,0.0,5e-05,0.0,19.194,18.998,19.893,0.0,0.0,-6.223,50
2009-02-24 05:45:00,0.034,0.4789999999999999,0.0,5.008,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,19.172,19.087,19.865,0.0,0.0,-5.642,50
2009-02-24 06:00:00,0.063,0.535,0.0,5.159,0.007,0.4069999999999999,0.0,0.007,0.0,0.00285,0.003,19.194,18.984,19.832,0.0,0.0,-5.902,50
