measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2006-12-04 00:00:00,0.002,0.0,0.0,4.385,0.0129999999999999,0.7109999999999999,0.0,0.008,0.0,0.0092399999999999,0.0089999999999999,14.076,14.388,14.791,0.0,0.0,-6.328,50
2006-12-04 00:15:00,0.002,0.0,0.0,4.674,0.0129999999999999,0.641,0.0,0.008,0.0,0.00833,0.008,14.053,14.375,14.884,0.0,0.0,-7.067,50
2006-12-04 00:30:00,0.002,0.0,0.0,4.818,0.0129999999999999,0.5989999999999999,0.0,0.008,0.0,0.00779,0.008,14.442,14.627,14.85,0.0,0.0,-6.39,50
2006-12-04 00:45:00,0.002,0.0,0.0,4.72,0.0129999999999999,0.564,0.0,0.007,0.0,0.0073299999999999,0.007,14.784,14.648,15.021,0.0,0.0,-7.02,50
2006-12-04 01:00:00,0.002,0.0,0.0,4.226,0.0129999999999999,0.534,0.001,0.008,1e-05,0.00694,0.007,15.092,14.818,15.268,0.0,0.0,-6.905,50
2006-12-04 01:15:00,0.002,0.0,0.0,2.874,0.0129999999999999,0.499,0.001,0.008,1e-05,0.00649,0.006,15.199,15.118,14.921,0.0,0.0,-7.059,50
2006-12-04 01:30:00,0.002,0.0,0.0,4.302,0.0129999999999999,0.464,0.0,0.008,0.0,0.0060299999999999,0.006,15.119,15.159,14.883,0.0,0.0,-5.732,50
2006-12-04 01:45:00,0.002,0.0,0.0,4.137,0.0129999999999999,0.4239999999999999,0.0,0.008,0.0,0.00551,0.005,15.074,15.145,14.957,0.0,0.0,-6.334,50
2006-12-04 02:00:00,0.002,0.0,0.0,3.248,0.0129999999999999,0.399,0.0,0.007,0.0,0.00519,0.005,15.261,15.279,14.801,0.0,0.0,-7.886999999999999,50
2006-12-04 02:15:00,0.002,0.0,0.0,3.096,0.012,0.3589999999999999,0.0,0.008,0.0,0.0043099999999999,0.004,15.539,15.477,14.432,0.0,0.0,-7.564,50
2006-12-04 02:30:00,0.002,0.0,0.0,3.071,0.012,0.316,0.0,0.008,0.0,0.00379,0.004,15.635,15.577,14.478,0.0,0.0,-6.608,50
2006-12-04 02:45:00,0.002,0.0,0.0,3.653,0.012,0.27,0.0,0.007,0.0,0.0032399999999999,0.003,15.511,15.524,14.671,0.0,0.0,-6.726,50
2006-12-04 03:00:00,0.002,0.0,0.0,4.357,0.012,0.216,0.0,0.008,0.0,0.0025899999999999,0.003,15.2,15.304,14.977,0.0,0.0,-6.261,50
2006-12-04 03:15:00,0.002,0.0,0.0,3.396,0.012,0.0729999999999999,0.0,0.008,0.0,0.00088,0.001,15.409,15.306,15.212,0.0,0.0,-6.483,50
2006-12-04 03:30:00,0.002,0.0,0.0,2.804,0.012,0.032,0.0,0.007,0.0,0.00038,0.0,15.558,15.526,14.915,0.0,0.0,-8.391999999999998,50
2006-12-04 03:45:00,0.002,0.0,0.0,3.049,0.012,0.008,0.0,0.007,0.0,0.0001,0.0,15.551,15.525,14.67,0.0,0.0,-7.13,50
2006-12-04 04:00:00,0.002,0.0,0.0,1.548,0.012,0.007,0.0,0.007,0.0,8e-05,0.0,15.759,15.688,14.26,0.0,0.0,-8.198,50
2006-12-04 04:15:00,0.002,0.0,0.0,1.753,0.012,0.007,0.0,0.007,0.0,8e-05,0.0,15.715,15.714,13.893,0.0,0.0,-8.074999999999998,50
2006-12-04 04:30:00,0.002,0.0,0.0,1.563,0.012,0.007,0.0,0.007,0.0,8e-05,0.0,15.888,15.851,13.712,0.0,0.0,-7.404,50
2006-12-04 04:45:00,0.002,0.0,0.0,3.638,0.012,0.007,0.0,0.007,0.0,8e-05,0.0,15.728,15.695,14.019,0.0,0.0,-6.259,50
2006-12-04 05:00:00,0.002,0.0,0.0,1.284,0.012,0.008,0.0,0.008,0.0,0.0001,0.0,15.615,15.601,14.086,0.0,0.0,-8.412,50
2006-12-04 05:15:00,0.002,0.0,0.0,0.4079999999999999,0.012,0.008,0.001,0.008,1e-05,0.0001,0.0,15.673,15.644,13.583,0.0,0.0,-7.108,50
2006-12-04 05:30:00,0.002,0.0,0.0,1.487,0.012,0.007,0.0,0.008,0.0,8e-05,0.0,15.776,15.731,13.424,0.0,0.0,-6.706,50
2006-12-04 05:45:00,0.002,0.0,0.0,2.137,0.012,0.007,0.001,0.008,1e-05,8e-05,0.0,15.511,15.553,13.904,0.0,0.0,-5.982,50
2006-12-04 06:00:00,0.002,0.0,0.0,5.181,0.012,0.007,0.0,0.0089999999999999,0.0,8e-05,0.0,15.334,15.298,14.439,0.0,0.0,-5.443,50
2006-12-04 06:15:00,0.002,0.0,0.0,4.205,0.012,0.2819999999999999,0.0,0.008,0.0,0.00338,0.003,15.49,15.429,14.799,0.0,0.0,-6.966,50
2006-12-04 06:30:00,0.002,0.0,0.0,3.172,0.012,6.675,0.0,6.733,0.0,0.0801,0.085,15.634,15.588,14.648,0.0,0.0,-7.625,50
2006-12-04 06:45:00,0.002,0.0,0.0,3.432,0.014,70.029,0.0,73.956,0.0,0.98041,1.032,15.737,15.722,14.324,0.0,0.0,-7.043,50
2006-12-04 07:00:00,0.002,0.0,0.0,3.525,0.0449999999999999,144.536,0.0129999999999999,146.782,1.90817,6.50412,8.695999999999998,15.719,15.713,14.258,0.0,0.0,-3.476,50
2006-12-04 07:15:00,0.002,0.0,0.0,-0.0589999999999999,0.796,239.741,0.8289999999999998,236.213,195.82058,190.83384,385.19,15.82,15.812,13.976,0.0,0.0,62.917,50
