measured_on,ac_current__411,ac_current__588,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__407,ac_power__584,ac_power__752,ac_voltage__410,ac_voltage__587,ac_volts__757,ambient_temp__412,ambient_temp__589,ambient_temp__759,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__409,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__408,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__406,dc_power__583,dc_power__751,inverter_temp_2__770,inverter_temp__416,inverter_temp__593,inveter_temp__763,module_temp_1__413,module_temp_1__590,module_temp_1__760,module_temp_2__414,module_temp_2__591,module_temp_2__761,module_temp_3__415,module_temp_3__592,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__582,poa_irradiance__750,power_factor__596,system_id
2012-12-24 00:00:00,,,0.0,0.814,-0.0225999999999999,,,0.7913999999999999,,,0.0,,,-0.9579,,14.156,,11.683,0.0135999999999999,0.15046,,,0.0,,,0.0,0.0,0.002046256,,,0.002046256,0.0,,,-99999.0,,,10.881,,,10.476,,,3.5482,,,,,,,-2.3207,,50
2012-12-24 00:01:00,,,0.0,0.6471,-0.1879,,,0.4592,,,0.0,,,-0.4522999999999999,,14.154,,11.666,0.0135999999999999,0.15046,,,0.0,,,0.0,0.0,0.002046256,,,0.002046256,0.0,,,-99999.0,,,10.789,,,10.443,,,7.7693,,,,,,,-2.2819,,50
2012-12-24 00:02:00,,,0.0,0.4295999999999999,-0.5653,,,-0.1356999999999999,,,0.0,,,-0.1376,,14.158,,11.648,0.0135999999999999,0.15046,,,0.0,,,0.0,0.0,0.002046256,,,0.002046256,0.0,,,-99999.0,,,10.865,,,10.476,,,9.1771,,,,,,,-2.2198,,50
2012-12-24 00:03:00,,,0.0,0.6557,0.3618,,,1.0175,,,0.0,,,-0.1807,,14.157,,11.633,0.0135999999999999,0.135414,,,0.0,,,0.0,0.0,0.0018416304,,,0.0018416304,0.0,,,-99999.0,,,10.892,,,10.496,,,4.5641,,,,,,,-2.2198,,50
2012-12-24 00:04:00,,,0.0,0.6105,0.2261,,,0.8366,,,0.0,,,-0.3145999999999999,,14.158,,11.618,0.0135999999999999,0.15046,,,0.0,,,0.0,0.0,0.002046256,,,0.002046256,0.0,,,-99999.0,,,10.911,,,10.457,,,7.1891,,,,,,,-2.2367,,50
2012-12-24 00:05:00,,,0.0,0.6558,-0.1131,,,0.5426999999999998,,,0.0,,,-0.5579,,14.158,,11.602,0.0135999999999999,0.15046,,,0.0,,,0.0,0.0,0.002046256,,,0.002046256,0.0,,,-99999.0,,,10.933,,,10.494,,,7.0738,,,,,,,-2.3712,,50
2012-12-24 00:06:00,,,0.0,0.7236,0.2939999999999999,,,1.0176,,,0.0,,,-0.6524999999999999,,14.159,,11.588,0.0135999999999999,0.135414,,,0.0,,,0.0,0.0,0.0018416304,,,0.0018416304,0.0,,,-99999.0,,,10.966,,,10.504,,,4.9362,,,,,,,-2.5225,,50
2012-12-24 00:07:00,,,0.0,0.5653,-0.2261,,,0.3392,,,0.0,,,-0.6822,,14.16,,11.573,0.0135999999999999,0.135414,,,0.0,,,0.0,0.0,0.0018416304,,,0.0018416304,0.0,,,-99999.0,,,10.967,,,10.485,,,8.4841,,,,,,,-2.5057,,50
2012-12-24 00:08:00,,,0.0,0.6331,-0.1809,,,0.4521999999999999,,,0.0,,,-0.7382999999999998,,14.161,,11.559,0.0135999999999999,0.135414,,,0.0,,,0.0,0.0,0.0018416304,,,0.0018416304,0.0,,,-99999.0,,,10.949,,,10.486,,,6.9092,,,,,,,-2.5225,,50
2012-12-24 00:09:00,,,0.0,0.6331,-0.0225999999999999,,,0.6105,,,0.0,,,-0.8085,,14.16,,11.545,0.0135999999999999,0.135414,,,0.0,,,0.0,0.0,0.0018416304,,,0.0018416304,0.0,,,-99999.0,,,10.969,,,10.53,,,6.6698,,,,,,,-2.6235,,50
2012-12-24 00:10:00,,,0.0,0.6105,-0.0904999999999999,,,0.5201,,,0.0,,,-0.8815,,14.161,,11.527,0.0135999999999999,0.120368,,,0.0,,,0.0,0.0,0.0016370047999999,,,0.0016370047999999,0.0,,,-99999.0,,,10.965,,,10.53,,,7.7747,,,,,,,-2.7076,,50
2012-12-24 00:11:00,,,0.0,0.4521999999999999,-0.6558,,,-0.2034999999999999,,,0.0,,,-1.0172,,14.161,,11.513,0.0135999999999999,0.105322,,,0.0,,,0.0,0.0,0.0014323792,,,0.0014323792,0.0,,,-99999.0,,,10.92,,,10.478,,,10.495,,,,,,,-2.8421,,50
2012-12-24 00:12:00,,,0.0,0.7009999999999998,0.1131,,,0.814,,,0.0,,,-1.1346,,14.161,,11.5,0.0135999999999999,0.105322,,,0.0,,,0.0,0.0,0.0014323792,,,0.0014323792,0.0,,,-99999.0,,,10.896,,,10.481,,,5.6891,,,,,,,-2.7748,,50
