measured_on,ac_current__569,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__565,ac_power__752,ac_voltage__568,ac_volts__757,ambient_temp__570,ambient_temp__759,das_battery_voltage__575,das_battery_voltage__769,das_temp__574,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__567,dc_pos_current__754,dc_pos_voltage__566,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__564,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__571,module_temp_1__760,module_temp_2__572,module_temp_2__761,module_temp_3__573,module_temp_3__762,poa_irradiance__563,poa_irradiance__750,system_id
2011-09-23 00:00:00,,0.0,0.4282,0.2479,,0.6762,,0.0,,18.934,,13.793,,24.109,0.0,0.0,,0.0033999999999999,,0.0064,0.0,0.0,,0.0,0.0,40.814,,22.67,,22.575,,15.22,,-512.19,50
2011-09-23 00:01:00,,0.0,0.3831999999999999,-0.0675999999999999,,0.3155999999999999,,0.0,,18.926,,13.79,,24.109,0.0,0.0,,0.0033999999999999,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,22.667,,22.568,,15.165,,-435.27,50
2011-09-23 00:02:00,,0.0,0.2929999999999999,-0.4507999999999999,,-0.1578,,0.0,,18.891,,13.794,,24.109,0.0,0.0,,0.0033999999999999,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.657,,22.554,,15.104,,-294.2,50
2011-09-23 00:03:00,,0.0,0.3605999999999999,-0.1802999999999999,,0.1802999999999999,,0.0,,18.863,,13.794,,24.109,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.649,,22.536,,15.092,,-577.08,50
2011-09-23 00:04:00,,0.0,0.2029,-0.5859999999999999,,-0.3831999999999999,,0.0,,18.847,,13.795,,24.109,0.0,0.0,,0.0033999999999999,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.642,,22.525,,15.109,,-134.11,50
2011-09-23 00:05:00,,0.0,0.3381,-0.1126999999999999,,0.2253999999999999,,0.0,,18.775,,13.794,,24.102,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.622,,22.502,,15.067,,-214.09,50
2011-09-23 00:06:00,,0.0,0.2253999999999999,-0.4733,,-0.2479,,0.0,,18.792,,13.792,,24.097,0.0,0.0,,0.0033999999999999,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,22.607,,22.49,,15.126,,-456.95,50
2011-09-23 00:07:00,,0.0,0.2929999999999999,-0.2479,,0.0451,,0.0,,18.849,,13.794,,24.095,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.6,,22.485,,15.148,,-449.66,50
2011-09-23 00:08:00,,0.0,0.3605999999999999,-0.3155999999999999,,0.0451,,0.0,,19.039,,13.794,,24.095,0.0,0.0,,0.0033999999999999,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,22.583,,22.47,,15.312,,-767.98,50
2011-09-23 00:09:00,,0.0,0.2929999999999999,-0.2705,,0.0224999999999999,,0.0,,19.193,,13.793,,24.094,0.0,0.0,,0.0033999999999999,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.571,,22.47,,15.447,,-211.68,50
2011-09-23 00:10:00,,0.0,0.3831999999999999,0.1578,,0.5409,,0.0,,19.24,,13.794,,24.089,0.0,0.0,,0.0033999999999999,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.575,,22.481,,15.539,,-515.19,50
2011-09-23 00:11:00,,0.0,0.2929999999999999,-0.3831999999999999,,-0.0902,,0.0,,19.231,,13.794,,24.083,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.592,,22.512,,15.616,,-304.86,50
2011-09-23 00:12:00,,0.0,0.2029,-0.5183999999999999,,-0.3155999999999999,,0.0,,19.251,,13.794,,24.082,0.0,0.0,,0.0033999999999999,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.61,,22.542,,15.716,,-612.82,50
2011-09-23 00:13:00,,0.0,0.4733,0.0224999999999999,,0.4959,,0.0,,19.265,,13.795,,24.082,0.0,0.0,,0.0033999999999999,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.6,,22.548,,15.743,,-718.84,50
2011-09-23 00:14:00,,0.0,0.2705,0.0224999999999999,,0.2929999999999999,,0.0,,19.275,,13.795,,24.082,0.0,0.0,,0.0033999999999999,,0.0106,0.0,0.0,,0.0,0.0,-99999.0,,22.589,,22.537,,15.783,,-364.74,50
2011-09-23 00:15:00,,0.0,0.3381,-0.3831999999999999,,-0.0451,,0.0,,19.287,,13.795,,24.08,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.571,,22.518,,15.843,,-338.38,50
2011-09-23 00:16:00,,0.0,0.2705,-0.1578,,0.1126999999999999,,0.0,,19.309,,13.795,,24.07,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,60.162,,22.548,,22.486,,15.871,,-262.09,50
2011-09-23 00:17:00,,0.0,0.4057,-0.1126999999999999,,0.2929999999999999,,0.0,,19.335,,13.794,,24.068,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.526,,22.461,,15.903,,-46.311,50
2011-09-23 00:18:00,,0.0,0.3155999999999999,-0.2029,,0.1126999999999999,,0.0,,19.314,,13.794,,24.068,0.0,0.0,,0.0033999999999999,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.512,,22.436,,15.849,,-288.25,50
2011-09-23 00:19:00,,0.0,0.4283,-0.2029,,0.2253999999999999,,0.0,,19.262,,13.794,,24.068,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.567,,22.486,,15.783,,-569.53,50
2011-09-23 00:20:00,,0.0,0.4507999999999999,0.2705,,0.7213,,0.0,,19.193,,13.795,,24.066,0.0,0.0,,0.0033999999999999,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.672,,22.627,,15.757,,-304.22,50
2011-09-23 00:21:00,,0.0,0.4057,-0.1578,,0.2479,,0.0,,19.081,,13.795,,24.056,0.0,0.0,,0.0033999999999999,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.78,,22.784,,15.652,,-376.75,50
2011-09-23 00:22:00,,0.0,0.4283,-0.0451,,0.3831999999999999,,0.0,,19.049,,13.795,,24.054,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.863,,22.868,,15.629,,-459.73,50
2011-09-23 00:23:00,,0.0,0.3381,-0.3381,,0.0,,0.0,,19.041,,13.796,,24.054,0.0,0.0,,0.0033999999999999,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,22.883,,22.871,,15.551,,-326.71,50
2011-09-23 00:24:00,,0.0,0.3381,-0.3605999999999999,,-0.0224999999999999,,0.0,,19.03,,13.795,,24.054,0.0,0.0,,0.0033999999999999,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,22.842,,22.813,,15.486,,-517.53,50
2011-09-23 00:25:00,,0.0,0.3381,-0.3155999999999999,,0.0224999999999999,,0.0,,18.968,,13.795,,24.054,0.0,0.0,,0.0033999999999999,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,22.786,,22.753,,15.431,,-508.34,50
