measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp_5_1__4821,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,wind_speed__1051,system_id
2012-09-21 00:00:00,0.0,,,0.6089999999999999,-0.0451,,0.5638999999999998,,0.0,,16.516,,,,,,,,,,,,,,,13.868,21.51,0.0047999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.098,19.878,12.411,,,,-2.0633,,,,,,,,,,50
2012-09-21 00:01:00,0.0,,,0.2914999999999999,-0.7912,,-0.4996999999999999,,0.0,,16.458,,,,,,,,,,,,,,,13.865,21.51,0.0047999999999999,0.0,0.0,-0.002,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.105,19.896,12.301,,,,-1.8736,,,,,,,,,,50
2012-09-21 00:02:00,0.0,,,0.406,-0.1804,,0.2255999999999999,,0.0,,16.409,,,,,,,,,,,,,,,13.869,21.51,0.0041999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.17,19.977,12.188,,,,-1.8117,,,,,,,,,,50
2012-09-21 00:03:00,0.0,,,0.406,-0.3609,,0.0451,,0.0,,16.361,,,,,,,,,,,,,,,13.869,21.51,0.0047999999999999,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.251,20.072,12.114,,,,-1.8117,,,,,,,,,,50
2012-09-21 00:04:00,0.0,,,0.3158,-0.4284999999999999,,-0.1128,,0.0,,16.37,,,,,,,,,,,,,,,13.869,21.51,0.0047999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.294,20.117,12.087,,,,-1.8117,,,,,,,,,,50
2012-09-21 00:05:00,0.0,,,0.4961999999999999,-0.1353,,0.3609,,0.0,,16.386,,,,,,,,,,,,,,,13.868,21.499,0.0044,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.254,20.078,12.036,,,,-1.8117,,,,,,,,,,50
2012-09-21 00:06:00,0.0,,,0.4284999999999999,-0.203,,0.2255999999999999,,0.0,,16.312,,,,,,,,,,,,,,,13.869,21.498,0.0044999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.133,19.94,12.058,,,,-1.8117,,,,,,,,,,50
2012-09-21 00:07:00,0.0,,,0.5638999999999998,-0.0902,,0.4736,,0.0,,16.315,,,,,,,,,,,,,,,13.869,21.497,0.0041,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.019,19.829,12.106,,,,-1.7949,,,,,,,,,,50
2012-09-21 00:08:00,0.0,,,0.4284999999999999,-0.0676999999999999,,0.3609,,0.0,,16.364,,,,,,,,,,,,,,,13.869,21.497,0.0048999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.011,19.808,12.159,,,,-1.6774,,,,,,,,,,50
2012-09-21 00:09:00,0.0,,,0.5638999999999998,0.406,,0.9698,,0.0,,16.445,,,,,,,,,,,,,,,13.869,21.497,0.0048999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,40.185,20.016,19.802,12.147,,,,-1.6942,,,,,,,,,,50
2012-09-21 00:10:00,0.0,,,0.4736,-0.3609,,0.1128,,0.0,,16.458,,,,,,,,,,,,,,,13.868,21.491,0.0044999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,19.99,19.765,12.145,,,,-1.8116,,,,,,,,,,50
2012-09-21 00:11:00,0.0,,,0.2932,-0.5188,,-0.2255999999999999,,0.0,,16.471,,,,,,,,,,,,,,,13.868,21.484,0.0048999999999999,0.0,0.0,-0.0041999999999999,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.017,19.795,12.098,,,,-1.8284,,,,,,,,,,50
2012-09-21 00:12:00,0.0,,,0.203,-0.7893999999999999,,-0.5864,,0.0,,16.544,,,,,,,,,,,,,,,13.868,21.484,0.0044999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,-99999.0,20.118,19.911,12.166,,,,-1.8284,,,,,,,,,,50
