measured_on,ac_current__588,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__584,ac_power__629,ac_power__752,ac_voltage__587,ac_voltage__632,ac_volts__757,ambient_temp__1333,ambient_temp__589,ambient_temp__634,ambient_temp__759,biased_mod2_leakage_na__1343,biased_mod2_mvshunt__1342,biased_mod2_voltage__1341,biased_mod3_leakage_na__1346,biased_mod3_mvshunt__1345,biased_mod3_voltage__1344,biased_mod4_leakage_na__1349,biased_mod4_mvshunt__1348,biased_mod4_voltage__1347,biased_mod5_leakage_na__1352,biased_mod5_mvshunt__1351,biased_mod5_voltage__1350,biased_mod6_mvshunt__1354,biased_mod6_voltage__1353,control_module_temp__1329,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__583,dc_power__628,dc_power__751,dc_voltage__630,gh_irradiance__1328,inv_temp__661,inverter_temp_2__770,inverter_temp__593,inveter_temp__763,mod1_coulombs__1356,mod2_coulombs__1357,mod3_coulombs__1358,mod4_coulombs__1359,mod5_coulombs__1360,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__590,module_temp_1__760,module_temp_2__591,module_temp_2__761,module_temp_3__592,module_temp_3__762,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__582,poa_irradiance__750,power_factor__596,precipitation__4818,reflector_temp_1__638,relative_humidity__1334,unbiased_leakage_na__1340,unbiased_mppt_current__1336,unbiased_mppt_power__1337,unbiased_mppt_voltage__1335,unbiased_mvshunt__1339,unbiased_temp__1338,wetness_kohms__1330,wind_direction__1332,wind_speed__1331,system_id
2012-03-20 00:00:00,,,0.0,0.5421,-0.1580999999999999,,,0.384,,,0.0,,,,3.492,,,,,,,,,,,,,,,,,14.027,,,16.22,,0.0102,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,16.142,,16.395,,0.6393999999999999,,,,,,,,,,-1.6127,,,,,,,,,,,,,,50
2012-03-20 00:01:00,,,0.0,0.5212,-0.0834,,,0.4378,,,0.0,,,,3.5984,,,,,,,,,,,,,,,,,14.023,,,16.213,,0.0102,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,16.122,,16.344,,0.5825,,,,,,,,,,-1.5817,,,,,,,,,,,,,,50
2012-03-20 00:02:00,,,0.0,0.5421,-0.5194999999999999,,,0.0225999999999999,,,0.0,,,,3.4688,,,,,,,,,,,,,,,,,14.027,,,16.208,,0.0102,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,16.131,,16.354,,0.502,,,,,,,,,,-1.6631,,,,,,,,,,,,,,50
2012-03-20 00:03:00,,,0.0,0.5646999999999999,0.1129,,,0.6775999999999999,,,0.0,,,,3.4426,,,,,,,,,,,,,,,,,14.027,,,16.208,,0.0102,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,16.125,,16.341,,0.4652,,,,,,,,,,-1.8143,,,,,,,,,,,,,,50
2012-03-20 00:04:00,,,0.0,0.655,0.4743,,,1.1294,,,0.0,,,,3.44,,,,,,,,,,,,,,,,,14.027,,,16.201,,0.0102,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,0.0,,39.634,,,,,,,,,,,,,,,,,,,,,,,,,16.108,,16.315,,0.4596,,,,,,,,,,-2.0159,,,,,,,,,,,,,,50
2012-03-20 00:05:00,,,0.0,0.6323999999999999,0.4969,,,1.1293,,,0.0,,,,3.5295,,,,,,,,,,,,,,,,,14.027,,,16.197,,0.0102,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,39.833,,,,,,,,,,,,,,,,,,,,,,,,,16.073,,16.284,,0.4849999999999999,,,,,,,,,,-1.9318,,,,,,,,,,,,,,50
2012-03-20 00:06:00,,,0.0,0.5421,0.7002,,,1.2423,,,0.0,,,,3.536,,,,,,,,,,,,,,,,,14.027,,,16.197,,0.0102,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,0.0,,32.491,,,,,,,,,,,,,,,,,,,,,,,,,16.066,,16.292,,0.4597999999999999,,,,,,,,,,-1.7806,,,,,,,,,,,,,,50
2012-03-20 00:07:00,,,0.0,0.5873,0.6098,,,1.1971,,,0.0,,,,3.4502,,,,,,,,,,,,,,,,,14.027,,,16.194,,0.0102,0.0,,0.0,,0.0041999999999999,0.0,0.0,,,0.0,,,,0.0,,30.825,,,,,,,,,,,,,,,,,,,,,,,,,16.059,,16.297,,0.4374,,,,,,,,,,-1.831,,,,,,,,,,,,,,50
2012-03-20 00:08:00,,,0.0,0.5873,0.0677999999999999,,,0.655,,,0.0,,,,3.3916,,,,,,,,,,,,,,,,,14.027,,,16.185,,0.0102,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,16.03,,16.277,,0.4529,,,,,,,,,,-1.9486,,,,,,,,,,,,,,50
2012-03-20 00:09:00,,,0.0,0.5873,0.5646999999999999,,,1.152,,,0.0,,,,3.3649,,,,,,,,,,,,,,,,,14.027,,,16.185,,0.0102,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,,,,,,15.996,,16.248,,0.4007,,,,,,,,,,-2.0158,,,,,,,,,,,,,,50
