measured_on,ac_current__758,ac_meter_1_power_kw__1017,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1018,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1132,dc_power__1136,dc_power__751,inv1_ac_power_kw__1019,inv1_ac_power_kw__1043,inv1_dc_current__1021,inv1_dc_current__1045,inv1_dc_power__1130,inv1_dc_power__1134,inv1_dc_voltage__1020,inv1_dc_voltage__1044,inv1_temp__1022,inv1_temp__1046,inv2_ac_power_kw__1023,inv2_ac_power_kw__1047,inv2_dc_current__1025,inv2_dc_current__1049,inv2_dc_power__1131,inv2_dc_power__1135,inv2_dc_voltage__1024,inv2_dc_voltage__1048,inv2_temp__1026,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2011-12-03 00:00:00,0.0,,,,,0.5424999999999999,-0.2487,,0.2938999999999999,,,,0.0,,-1.551,14.127,12.738,0.0137,1.73029,0.0,0.9616,0.0,0.023704973,,,0.023704973,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.967,11.904,-1.6679,,,-0.1512999999999999,,,,50
2011-12-03 00:01:00,0.0,,,,,0.5424999999999999,0.1043,,0.6468,,,,0.0,,-1.4559,14.125,12.728,0.0135999999999999,1.775428,0.0,1.0131,0.0,0.0241458207999999,,,0.0241458207999999,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.916,11.869,-1.6797,,,-0.1862,,,,50
2011-12-03 00:02:00,0.0,,,,,0.5651,-0.0451999999999999,,0.5199,,,,0.0,,-1.4141,14.13,12.725,0.0138999999999999,1.850658,0.0,1.0805,0.0,0.0257241461999999,,,0.0257241461999999,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.901,11.838,-1.6558,,,-0.0672999999999999,,,,50
2011-12-03 00:03:00,0.0,,,,,0.5651,-0.0677999999999999,,0.4973,,,,0.0,,-1.4643,14.129,12.717,0.0135999999999999,1.88075,0.0,1.0996,0.0,0.0255781999999999,,,0.0255781999999999,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.837,11.788,-1.6524,,,-0.1512999999999999,,,,50
2011-12-03 00:04:00,0.0,,,,,0.5199,-0.2034,,0.3165,,,,0.0,,-1.407,14.129,12.71,0.0138999999999999,1.835612,0.0,1.0636,0.0,0.0255150068,,,0.0255150068,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.809,11.759,-1.6643,,,-0.0504,,,,50
2011-12-03 00:05:00,0.0,,,,,0.5651,0.1807999999999999,,0.7459,,,,0.0,,-1.435,14.129,12.705,0.0137,1.790474,0.0,1.0317,0.0,0.0245294938,,,0.0245294938,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.767,11.733,-1.676,,,-0.0335999999999999,,,,50
2011-12-03 00:06:00,0.0,,,,,0.6329,0.4294999999999999,,1.0624,,,,0.0,,-1.452,14.129,12.695,0.0138999999999999,1.775428,0.0,1.019,0.0,0.0246784492,,,0.0246784492,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.735,11.712,-1.6807,,,-0.0672999999999999,,,,50
2011-12-03 00:07:00,0.0,,,,,0.8137999999999999,-0.0225999999999999,,0.7912,,,,0.0,,-1.4852,14.13,12.687,0.0143,1.790474,0.0,1.019,0.0,0.0256037782,,,0.0256037782,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.704,11.694,-1.6811,,,0.0,,,,50
2011-12-03 00:08:00,0.0,,,,,0.5424999999999999,-0.4973,,0.0451999999999999,,,,0.0,,-1.5469,14.129,12.68,0.0137,1.775428,0.0,1.0126,0.0,0.0243233636,,,0.0243233636,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.656,11.649,-1.6841,,,-0.1345,,,,50
2011-12-03 00:09:00,0.0,,,,,0.7006999999999999,0.4294999999999999,,1.1302,,,,0.0,,-1.5315,14.129,12.669,0.0138999999999999,1.760382,0.0,0.9999,0.0,0.0244693097999999,,,0.0244693097999999,,,,,,,,,,,,,,,,,,,,,0.0,-99999.0,11.655,11.625,-1.7312,,,-0.1177,,,,50
