measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
1995-01-31 00:00:00,5.422,-14.86,122.5,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11,18.94,6.327,6.327,6.37,0.0,50
1995-01-31 00:15:00,5.423,-17.4,122.6,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,19.11,6.327,6.327,6.389,0.0,50
1995-01-31 00:30:00,5.425,-19.54,122.6,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,18.95,6.263,6.006,6.414,0.0,50
1995-01-31 00:45:00,5.43,-19.68,122.7,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,18.76,5.3,5.171,5.678,0.0,50
1995-01-31 01:00:00,5.434,-19.8,122.9,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.58,18.78,5.736,5.172,6.063,0.0,50
1995-01-31 01:15:00,5.42,-14.51,122.7,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61,18.77,4.35,4.118,4.562,0.0,50
1995-01-31 01:30:00,5.389,-25.44,122.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59,18.78,5.319,5.196,5.929,0.0,50
1995-01-31 01:45:00,5.393,-25.27,122.1,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47,18.68,6.288,6.32,6.327,0.0,50
1995-01-31 02:00:00,5.392,-22.51,122.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51,18.68,6.115,5.807,6.314,0.0,50
1995-01-31 02:15:00,5.388,-23.52,122.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,18.6,5.294,5.145,5.621,0.0,50
1995-01-31 02:30:00,5.389,-19.27,122.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29,18.44,5.132,5.033,5.198,0.0,50
1995-01-31 02:45:00,5.391,-19.33,122.1,6.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03,18.28,4.628,4.728,4.871,0.0,50
1995-01-31 03:00:00,5.397,-21.56,122.2,6.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,18.06,4.363,4.535,4.748,0.0,50
