measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2005-06-20 00:00:00,5.4503,-20.831,119.53,19.827,0.0,27.487,-2e-05,-169.07,-6e-05,168.53,-0.01,0.0,-0.00696,27.266,-26.97,-26.97,17.274,-3.2646,51
2005-06-20 00:15:00,5.4232,-21.151,118.93,19.186,0.0,27.128,0.0,-168.43,-7e-05,167.87,-0.01,0.0,-0.01137,26.954,-26.97,-26.97,15.97,-5.6783,51
2005-06-20 00:30:00,5.4257,-21.707,118.85,18.949,0.0,26.85,-2e-05,-168.45,-8e-05,167.88,-0.01,0.0,-0.01072,26.434,-26.97,-26.97,15.763,-4.7407,51
2005-06-20 00:45:00,5.4834,-21.255,119.94,18.442,0.0,26.496,-5e-05,-170.06,-7e-05,169.51,-0.01,0.01,-0.00219,25.95,-26.97,-26.97,16.016,-2.4692,51
2005-06-20 01:00:00,5.5014,-21.447,120.25,18.532,0.0,25.962,-4e-05,-170.44,-8e-05,169.88,-0.01,0.01,-0.0079699999999999,25.574,-26.97,-26.97,16.117,-2.1866,51
2005-06-20 01:15:00,5.5034,-21.437,120.23,18.157,0.0,25.564,-5e-05,-170.43,-0.0001,169.86,-0.02,0.01,-0.00863,25.197,-26.97,-26.97,15.356,-2.9565,51
2005-06-20 01:30:00,5.4729,-20.921,119.72,18.232,0.0,25.262,-4e-05,-169.58,-0.0001,169.0,-0.02,0.01,-0.01047,24.904,-26.97,-26.97,15.967,-2.4837,51
2005-06-20 01:45:00,5.4875,-21.533,119.84,19.489,0.0,25.192,-2e-05,-169.8,-8e-05,169.19,-0.01,0.0,-0.0098399999999999,24.755,-26.97,-26.97,16.723,-2.0849,51
2005-06-20 02:00:00,5.4887,-21.559,119.89,19.756,0.0,25.195,-4e-05,-169.91,-0.00012,169.29,-0.02,0.01,-0.01401,24.679,-26.97,-26.97,17.716,-2.4815,51
2005-06-20 02:15:00,5.4808,-20.595,119.77,20.01,0.0,25.162,-4e-05,-169.8,-0.00017,169.18,-0.0299999999999999,0.01,-0.02161,24.552,-26.97,-26.97,17.968,-2.4849,51
2005-06-20 02:30:00,5.4879,-20.701,119.83,20.084,0.0,25.12,-4e-05,-169.91,-0.00012,169.29,-0.02,0.01,-0.01303,24.432,-26.97,-26.97,18.474,-2.4401,51
2005-06-20 02:45:00,5.4886,-21.781,119.78,20.024,0.0,25.065,-7e-05,-169.83,-9e-05,169.2,-0.02,0.01,-0.00442,24.352,-26.97,-26.97,18.54,-2.4307,51
2005-06-20 03:00:00,5.4835,-21.273,119.69,19.958,0.0,25.055,-3e-05,-169.64,-0.00016,169.03,-0.0299999999999999,0.01,-0.0212999999999999,24.275,-26.97,-26.97,18.54,-2.4007,51
2005-06-20 03:15:00,5.4568,-20.934,119.22,19.955,0.0,24.924,-5e-05,-168.9,-0.00011,168.24,-0.02,0.01,-0.00978,24.184,-26.97,-26.97,18.54,-2.391,51
2005-06-20 03:30:00,5.4452,-21.001,118.96,20.301,0.0,24.725,-0.00011,-168.56,-0.00011,167.91,-0.02,0.02,-0.00087,24.11,-26.97,-26.97,18.54,-2.6976,51
2005-06-20 03:45:00,5.4413,-20.694,118.91,20.223,0.0,24.729,-3e-05,-168.54,-0.0001499999999999,167.89,-0.0299999999999999,0.01,-0.0198799999999999,24.084,-26.97,-26.97,18.54,-2.7357,51
2005-06-20 04:00:00,5.4389,-21.024,118.84,20.074,0.0,24.651,-6e-05,-168.43,-0.00012,167.78,-0.02,0.01,-0.0097599999999999,24.018,-26.97,-26.97,18.26,-2.9323,51
2005-06-20 04:15:00,5.432,-20.928,118.65,19.867,0.0,24.65,-4e-05,-168.19,-0.00012,167.51,-0.02,0.01,-0.01413,23.992,-26.97,-26.97,18.14,-2.5473,51
