measured_on,ac_current__251,ac_current__379,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__247,ac_power__375,ac_power__773,ac_voltage__250,ac_voltage__378,ac_volts__778,ambient_temp__252,ambient_temp__380,ambient_temp__780,das_battery_voltage__386,das_battery_voltage__790,das_temp__385,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__377,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__376,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__246,dc_power__374,dc_power__772,inverter_temp_2__791,inverter_temp__256,inverter_temp__384,inveter_temp__784,module_temp_1__253,module_temp_1__381,module_temp_1__781,module_temp_2__254,module_temp_2__382,module_temp_2__782,module_temp_3__255,module_temp_3__383,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__373,poa_irradiance__771,power_factor__387,system_id
2011-09-06 00:00:00,,,0.0,-5.5263,-12.388,,,-17.915,,,120.83,,,21.409,,13.763,,25.375,0.0,0.0303,,,0.0002999999999999,,,-0.0022,0.0,0.0,,,0.0,15.725,,,24.124,,,19.879,,,-26.97,,,18.317,,,,,,,-99999.0,,51
2011-09-06 00:01:00,,,0.0,0.2338,-1.4667,,,-1.2329,,,120.52,,,21.434,,13.761,,25.365,0.0002999999999999,0.032,,,0.0001,,,0.0,0.0,0.0,,,0.0,15.427,,,23.466,,,19.813,,,-26.97,,,18.347,,,,,,,-99999.0,,51
2011-09-06 00:02:00,,,0.0,3.7765,1.9114,,,5.6879,,,120.26,,,21.387,,13.765,,25.357,0.0,0.0325,,,0.0001,,,0.0,0.0,0.0,,,0.0,16.424,,,24.253,,,19.813,,,-26.97,,,18.365,,,,,,,-99999.0,,51
2011-09-06 00:03:00,,,0.0,-11.928,-13.793,,,-25.721,,,120.89,,,21.35,,13.765,,25.35,0.0005999999999999,0.0303,,,0.0,,,0.0,0.0,0.0,,,0.0,14.974,,,23.3,,,19.879,,,-26.97,,,18.332,,,,,,,-99999.0,,51
2011-09-06 00:04:00,,,0.0,5.3424,-2.0956,,,3.2468,,,120.35,,,21.259,,13.765,,25.348,-0.0001,0.0347,,,-0.0001,,,-0.0064999999999999,0.0,0.0,,,0.0,16.318,,,24.203,,,19.813,,,-26.97,,,18.248,,,,,,,-99999.0,,51
2011-09-06 00:05:00,,,0.0,6.5628,-6.0331,,,0.5297,,,120.44,,,21.287,,13.765,,25.336,0.0002999999999999,0.0325,,,0.0001,,,-0.0064999999999999,0.0,0.0,,,0.0,16.415,,,24.054,,,19.813,,,-26.97,,,18.246,,,,,,,-99999.0,,51
2011-09-06 00:06:00,,,0.0,-6.2634,-13.656,,,-19.919,,,120.77,,,21.271,,13.766,,25.336,0.0001,0.0281999999999999,,,0.0001,,,-0.0022,0.0,0.0,,,0.0,15.667,,,23.667,,,19.813,,,-26.97,,,18.157,,,,,,,-99999.0,,51
2011-09-06 00:07:00,,,0.0,1.3125,-3.1777,,,-1.8652,,,120.33,,,21.216,,13.766,,25.325,0.0008999999999999,0.0281999999999999,,,0.0001,,,-0.0022,0.0,0.0,,,0.0,15.967,,,23.945,,,19.813,,,-26.97,,,18.124,,,,,,,-99999.0,,51
2011-09-06 00:08:00,,,0.0,8.3129,-4.0758,,,4.237,,,120.39,,,21.228,,13.766,,25.32,0.0,0.0259999999999999,,,-0.0004,,,0.0,0.0,0.0,,,0.0,16.979,,,24.839,,,19.813,,,-26.97,,,18.088,,,,,,,-99999.0,,51
2011-09-06 00:09:00,,,0.0,-4.1911,-7.1615,,,-11.353,,,120.48,,,21.167,,13.766,,25.307,0.0,0.0325,,,0.0,,,-0.0022,0.0,0.0,,,0.0,15.666,,,23.473,,,19.813,,,-26.97,,,18.028,,,,,,,-99999.0,,51
