measured_on,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__773,ac_volts__778,ambient_temp__780,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp_5_1__4821,poa_irradiance__771,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2011-09-04 00:00:00,0.0,-6.3398,-2.1671,-8.5069,120.75,12.862,,,,,,,,,,,,,,,13.906,20.027,0.0001,0.0911,0.0,0.0022,0.0,0.0,0.0,,,,11.907,20.746,10.894,-26.97,9.5542,,-99999.0,,,,,,,51
2011-09-04 00:01:00,0.0,-7.9306,-8.138099999999998,-16.069,121.03,12.771,,,,,,,,,,,,,,,13.905,20.02,0.0,0.0996999999999999,0.0,0.0,0.0,0.0,0.0,,,,11.585,20.801,10.894,-26.97,9.506,,-99999.0,,,,,,,51
2011-09-04 00:02:00,0.0,10.858,1.5907,12.449,120.62,12.668,,,,,,,,,,,,,,,13.907,20.013,0.0,0.0932,-0.0001,-0.0064999999999999,0.0,0.0,0.0,,,,13.227,20.737,10.894,-26.97,9.4687,,-99999.0,,,,,,,51
2011-09-04 00:03:00,0.0,-7.7923,-3.7117,-11.504,120.83,12.608,,,,,,,,,,,,,,,13.908,20.004,0.0001,0.0911,0.0,0.0,0.0,0.0,0.0,,,,11.883,20.141,10.894,-26.97,9.4734,,-99999.0,,,,,,,51
2011-09-04 00:04:00,0.0,-4.2881,-3.0892,-7.3773,120.8,12.584,,,,,,,,,,,,,,,13.907,19.994,0.0001,0.0889,0.0001,0.0022,0.0,0.0,0.0,,,,11.991,20.686,10.894,-26.97,9.4856,,-99999.0,,,,,,,51
2011-09-04 00:05:00,0.0,-2.121,-1.1989,-3.3199,120.76,12.548,,,,,,,,,,,,,,,13.907,19.986,0.0,0.0889,0.0,0.0043,0.0,0.0,0.0,,,,12.239,20.725,10.894,-26.97,9.4872,,-99999.0,,,,,,,51
2011-09-04 00:06:00,0.0,-1.4985,-3.85,-5.3485,120.92,12.513,,,,,,,,,,,,,,,13.907,19.978,0.0002999999999999,0.0932,0.0,0.0,0.0,0.0,0.0,,,,12.701,20.703,10.894,-26.97,9.446,,-99999.0,,,,,,,51
2011-09-04 00:07:00,0.0,-0.3689,-2.2595,-2.6284,120.84,12.455,,,,,,,,,,,,,,,13.907,19.967,-0.0001,0.0932,0.0001,-0.0022,0.0,0.0,0.0,,,,12.354,20.433,10.894,-26.97,9.3926,,-99999.0,,,,,,,51
2011-09-04 00:08:00,0.0,-4.5878,-0.807,-5.3948,120.72,12.38,,,,,,,,,,,,,,,13.907,19.959,0.0,0.0845999999999999,-0.0001,0.0,0.0,0.0,0.0,,,,12.227,20.462,10.894,-26.97,9.324,,-99999.0,,,,,,,51
2011-09-04 00:09:00,0.0,-2.2363,-13.256,-15.493,121.27,12.279,,,,,,,,,,,,,,,13.908,19.953,0.0001,0.0824,0.0,0.0,0.0,0.0,0.0,,,,12.149,20.7,10.894,-26.97,9.299,,-99999.0,,,,,,,51
2011-09-04 00:10:00,0.0,-4.0116,-2.559,-6.5707,120.83,12.238,,,,,,,,,,,,,,,13.908,19.942,0.0,0.0889,-0.0002999999999999,0.0022,0.0,0.0,0.0,,,,12.363,20.551,10.894,-26.97,9.2913,,-99999.0,,,,,,,51
2011-09-04 00:11:00,0.0,-16.738,-8.968199999999998,-25.706,121.03,12.249,,,,,,,,,,,,,,,13.908,19.934,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,,,,10.97,19.805,10.894,-26.97,9.2675,,-99999.0,,,,,,,51
2011-09-04 00:12:00,0.0,-7.5618,-9.8447,-17.407,121.03,12.246,,,,,,,,,,,,,,,13.908,19.927,0.0,0.0889,-0.0002999999999999,-0.0043,0.0,0.0,0.0,,,,12.531,20.791,10.894,-26.97,9.2672,,-99999.0,,,,,,,51
2011-09-04 00:13:00,0.0,-6.5478,-14.963,-21.511,121.29,12.225,,,,,,,,,,,,,,,13.908,19.918,-0.0001,0.0866999999999999,-0.0001,0.0,0.0,0.0,0.0,,,,12.327,20.631,10.894,-26.97,9.235,,-99999.0,,,,,,,51
2011-09-04 00:14:00,0.0,-14.294,-14.502,-28.796,121.24,12.149,,,,,,,,,,,,,,,13.909,19.907,0.0,0.0996999999999999,0.0,0.0,0.0,0.0,0.0,,,,10.991,20.136,10.894,-26.97,9.2279,,-99999.0,,,,,,,51
2011-09-04 00:15:00,0.0,-8.276799999999998,3.8964,-4.3803,120.45,12.073,,,,,,,,,,,,,,,13.91,19.9,0.0002999999999999,0.0824,-0.001,0.0043,0.0,0.0,0.0,,,,12.043,20.222,10.894,-26.97,9.1831,,-99999.0,,,,,,,51
2011-09-04 00:16:00,0.0,-1.729,5.7869,4.0579,120.43,12.012,,,,,,,,,,,,,,,13.91,19.892,0.0002999999999999,0.0824,-0.001,-0.0043,0.0,0.0,0.0,,,,12.7,20.908,10.894,-26.97,9.1438,,-99999.0,,,,,,,51
2011-09-04 00:17:00,0.0,-6.5709,-10.052,-16.623,121.09,11.983,,,,,,,,,,,,,,,13.91,19.883,0.0005999999999999,0.0932,0.0,-0.0043,0.0,0.0001,0.0001,,,,11.914,20.665,10.894,-26.97,9.1494,,-99999.0,,,,,,,51
2011-09-04 00:18:00,0.0,-6.2251,-4.4497,-10.675,120.91,12.026,,,,,,,,,,,,,,,13.91,19.872,0.0002999999999999,0.0889,-0.0001,-0.0043,0.0,0.0,0.0,,,,11.702,20.294,10.894,-26.97,9.177,,-99999.0,,,,,,,51
2011-09-04 00:19:00,0.0,-7.1472,-5.8791,-13.027,121.02,12.057,,,,,,,,,,,,,,,13.91,19.859,0.0002999999999999,0.0845999999999999,-0.0001,-0.0022,0.0,0.0,0.0,,,,11.884,20.723,10.894,-26.97,9.2069,,-99999.0,,,,,,,51
2011-09-04 00:20:00,0.0,0.3227999999999999,-2.9051,-2.5823,120.89,12.064,,,,,,,,,,,,,,,13.91,19.85,0.0001,0.0866999999999999,0.0001,0.0,0.0,0.0,0.0,,,,12.622,20.932,10.894,-26.97,9.2067,,-99999.0,,,,,,,51
2011-09-04 00:21:00,0.0,-7.1242,-0.9684,-8.0926,120.75,12.059,,,,,,,,,,,,,,,13.91,19.841,0.0002999999999999,0.0866999999999999,-0.0001,0.0,0.0,0.0,0.0,,,,12.079,20.657,10.894,-26.97,9.2238,,-99999.0,,,,,,,51
2011-09-04 00:22:00,0.0,-4.7034,-5.7639,-10.467,120.92,12.133,,,,,,,,,,,,,,,13.91,19.834,0.0001,0.0866999999999999,-0.0001,-0.0064999999999999,0.0,0.0,0.0,,,,11.986,20.49,10.894,-26.97,9.2414,,-99999.0,,,,,,,51
2011-09-04 00:23:00,0.0,-8.0235,-6.594,-14.618,120.95,12.205,,,,,,,,,,,,,,,13.91,19.821,0.0002999999999999,0.0911,-0.0002999999999999,-0.0022,0.0,0.0,0.0,,,,12.176,20.333,10.894,-26.97,9.2664,,-99999.0,,,,,,,51
2011-09-04 00:24:00,0.0,-18.652,-6.7785,-25.431,120.97,12.225,,,,,,,,,,,,,,,13.912,19.809,0.0,0.0996999999999999,0.0,0.0,0.0,0.0,0.0,,,,10.707,19.686,10.894,-26.97,9.2987,,-99999.0,,,,,,,51
2011-09-04 00:25:00,0.0,2.3517,3.297,5.6487,120.59,12.294,,,,,,,,,,,,,,,13.912,19.798,0.0005999999999999,0.0996999999999999,0.0,-0.0086999999999999,0.0,0.0001,0.0001,,,,12.607,20.178,10.894,-26.97,9.3869,,-99999.0,,,,,,,51
2011-09-04 00:26:00,0.0,-6.0406,-3.4122,-9.4529,120.81,12.349,,,,,,,,,,,,,,,13.912,19.786,0.0,0.0866999999999999,-0.0001,-0.0043,0.0,0.0,0.0,,,,11.539,20.202,10.894,-26.97,9.459,,-99999.0,,,,,,,51
2011-09-04 00:27:00,0.0,6.6401,1.1067,7.7468,120.66,12.409,,,,,,,,,,,,,,,13.913,19.779,0.0005999999999999,0.0932,0.0,-0.0064999999999999,0.0,0.0001,0.0001,,,,12.795,20.831,10.894,-26.97,9.4868,,-99999.0,,,,,,,51
2011-09-04 00:28:00,0.0,-9.7526,-2.3056,-12.058,120.74,12.408,,,,,,,,,,,,,,,13.913,19.769,0.0001,0.0866999999999999,-0.0001,-0.0022,0.0,0.0,0.0,,,,11.672,20.384,10.894,-26.97,9.5175,,-99999.0,,,,,,,51
2011-09-04 00:29:00,0.0,-1.7753,-1.7754,-3.5507,120.7,12.387,,,,,,,,,,,,,,,13.913,19.756,0.0005999999999999,0.0824,0.0,0.0022,0.0,0.0001,0.0001,,,,13.003,20.503,10.894,-26.97,9.5195,,-99999.0,,,,,,,51
2011-09-04 00:30:00,0.0,7.8851,-4.8878,2.9973,120.68,12.364,,,,,,,,,,,,,,,13.914,19.746,0.0005999999999999,0.0845999999999999,0.0,-0.0064999999999999,0.0,0.0001,0.0001,,,,13.709,20.013,10.894,-26.97,9.5285,,-99999.0,,,,,,,51
2011-09-04 00:31:00,0.0,0.7378,1.7292,2.4671,120.36,12.286,,,,,,,,,,,,,,,13.914,19.733,0.0004,0.0845999999999999,-0.0001,0.0022,0.0,0.0,0.0,,,,12.169,20.588,10.894,-26.97,9.4492,,-99999.0,,,,,,,51
2011-09-04 00:32:00,0.0,-18.099,-5.9024,-24.002,120.38,12.182,,,,,,,,,,,,,,,13.914,19.725,0.0,0.0911,0.0,0.0,0.0,0.0,0.0,,,,10.924,19.94,10.894,-26.97,9.4189,,-99999.0,,,,,,,51
2011-09-04 00:33:00,0.0,4.3115,-0.1845,4.127,120.15,12.084,,,,,,,,,,,,,,,13.914,19.718,0.0005999999999999,0.0866999999999999,-0.0005999999999999,-0.0086999999999999,0.0,0.0001,0.0001,,,,12.793,20.935,10.894,-26.97,9.3721,,-99999.0,,,,,,,51
2011-09-04 00:34:00,0.0,-13.834,-10.813,-24.647,120.59,12.091,,,,,,,,,,,,,,,13.915,19.708,0.0001,0.0889,0.0002999999999999,0.0,0.0,0.0,0.0,,,,11.309,20.068,10.894,-26.97,9.3668,,-99999.0,,,,,,,51
2011-09-04 00:35:00,0.0,-4.2884,3.6198,-0.6685999999999999,120.08,12.174,,,,,,,,,,,,,,,13.916,19.696,0.0005999999999999,0.0866999999999999,-0.0001,0.0,0.0,0.0001,0.0001,,,,11.815,19.853,10.894,-26.97,9.3832,,-99999.0,,,,,,,51
2011-09-04 00:36:00,0.0,2.8359,-4.3347,-1.4989,120.34,12.238,,,,,,,,,,,,,,,13.917,19.686,0.0004,0.0932,0.0,0.0,0.0,0.0,0.0,,,,12.101,20.564,10.894,-26.97,9.4119,,-99999.0,,,,,,,51
2011-09-04 00:37:00,0.0,0.8760999999999999,4.127,5.0031,120.03,12.253,,,,,,,,,,,,,,,13.917,19.676,0.0002999999999999,0.0866999999999999,-0.0001,0.0,0.0,0.0,0.0,,,,12.509,20.941,10.894,-26.97,9.4179,,-99999.0,,,,,,,51
2011-09-04 00:38:00,0.0,-3.1357,-2.8592,-5.9948,120.35,12.158,,,,,,,,,,,,,,,13.919,19.668,0.0001,0.0866999999999999,-0.0001,0.0064999999999999,0.0,0.0,0.0,,,,12.496,20.071,10.894,-26.97,9.4154,,-99999.0,,,,,,,51
2011-09-04 00:39:00,0.0,-7.9086,-5.6719,-13.581,120.46,12.124,,,,,,,,,,,,,,,13.919,19.658,0.0,0.0976,-0.0001,-0.0043,0.0,0.0,0.0,,,,11.428,19.827,10.894,-26.97,9.3771,,-99999.0,,,,,,,51
2011-09-04 00:40:00,0.0,-4.6805,-4.5883,-9.2689,120.44,12.104,,,,,,,,,,,,,,,13.918,19.648,0.0001,0.0911,-0.0001,0.0,0.0,0.0,0.0,,,,12.192,20.657,10.894,-26.97,9.3948,,-99999.0,,,,,,,51
2011-09-04 00:41:00,0.0,-1.3373,-4.2194,-5.5567,120.46,12.083,,,,,,,,,,,,,,,13.919,19.637,0.0005999999999999,0.0932,-0.0001,-0.0022,0.0,0.0001,0.0001,,,,12.215,20.59,10.894,-26.97,9.3835,,-99999.0,,,,,,,51
2011-09-04 00:42:00,0.0,-2.3518,-4.2655,-6.6173,120.4,12.058,,,,,,,,,,,,,,,13.92,19.628,0.0005999999999999,0.0911,0.0,0.0,0.0,0.0001,0.0001,,,,12.561,20.531,10.894,-26.97,9.3733,,-99999.0,,,,,,,51
2011-09-04 00:43:00,0.0,-2.4441,-2.9515,-5.3955,120.31,12.018,,,,,,,,,,,,,,,13.919,19.618,0.0001,0.0889,0.0001,0.0,0.0,0.0,0.0,,,,12.024,19.953,10.894,-26.97,9.3522,,-99999.0,,,,,,,51
2011-09-04 00:44:00,0.0,-8.1395,-7.6321,-15.772,120.59,12.11,,,,,,,,,,,,,,,13.92,19.608,0.0004,0.0889,0.0,-0.0043,0.0,0.0,0.0,,,,11.836,20.423,10.894,-26.97,9.442,,-99999.0,,,,,,,51
2011-09-04 00:45:00,0.0,2.9745,1.222,4.1964,120.24,12.157,,,,,,,,,,,,,,,13.92,19.597,0.0005999999999999,0.0845999999999999,0.0,-0.0022,0.0,0.0001,0.0001,,,,12.37,20.71,10.894,-26.97,9.4677,,-99999.0,,,,,,,51
2011-09-04 00:46:00,0.0,-8.7619,-13.304,-22.066,120.75,12.154,,,,,,,,,,,,,,,13.92,19.585,-0.0001,0.0889,0.0001,-0.0043,0.0,0.0,0.0,,,,11.236,20.244,10.894,-26.97,9.4694,,-99999.0,,,,,,,51
2011-09-04 00:47:00,0.0,-3.5506,3.9889,0.4383,120.05,12.161,,,,,,,,,,,,,,,13.92,19.577,0.0001,0.0932,-0.0001,-0.0022,0.0,0.0,0.0,,,,12.603,19.042,10.894,-26.97,9.5184,,-99999.0,,,,,,,51
2011-09-04 00:48:00,0.0,-10.699,0.3458999999999999,-10.353,120.16,12.228,,,,,,,,,,,,,,,13.92,19.568,-0.0001,0.0866999999999999,-0.0001,-0.0043,0.0,0.0,0.0,,,,12.243,19.085,10.894,-26.97,9.6087,,-99999.0,,,,,,,51
2011-09-04 00:49:00,0.0,-6.871,5.1188,-1.7522,120.04,12.256,,,,,,,,,,,,,,,13.921,19.557,0.0005999999999999,0.0845999999999999,-0.001,0.0022,0.0,0.0,0.0,,,,12.038,19.99,10.894,-26.97,9.6405,,-99999.0,,,,,,,51
2011-09-04 00:50:00,0.0,6.7558,5.7875,12.544,120.02,12.233,,,,,,,,,,,,,,,13.92,19.547,0.0004,0.0866999999999999,0.0,-0.0043,0.0,0.0,0.0,,,,12.905,20.633,10.894,-26.97,9.6358,,-99999.0,,,,,,,51
2011-09-04 00:51:00,0.0,3.5278,-9.5228,-5.995,120.61,12.219,,,,,,,,,,,,,,,13.922,19.539,0.0,0.0781,0.0001,-0.0064999999999999,0.0,0.0,0.0,,,,12.713,20.655,10.894,-26.97,9.6552,,-99999.0,,,,,,,51
2011-09-04 00:52:00,0.0,1.9599,5.5108,7.4707,120.03,12.237,,,,,,,,,,,,,,,13.923,19.531,-0.0001,0.0845999999999999,-0.0004,0.0022,0.0,0.0,0.0,,,,12.402,20.578,10.895,-26.97,9.6975,,-99999.0,,,,,,,51
2011-09-04 00:53:00,0.0,-8.4161,4.8652,-3.5509,120.05,12.233,,,,,,,,,,,,,,,13.923,19.52,0.0,0.0781,-0.0012999999999999,-0.0129999999999999,0.0,0.0,0.0,,,,11.298,20.227,10.895,-26.97,9.7167,,-99999.0,,,,,,,51
2011-09-04 00:54:00,0.0,-6.1334,-11.99,-18.124,120.81,12.185,,,,,,,,,,,,,,,13.923,19.509,0.0002999999999999,0.0824,0.0002999999999999,-0.0022,0.0,0.0,0.0,,,,11.622,20.311,10.895,-26.97,9.6919,,-99999.0,,,,,,,51
