measured_on,ac_current__411,ac_current__779,ac_power__407,ac_power__773,ac_voltage__410,ac_volts__778,ambient_temp__412,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__409,dc_pos_current__775,dc_pos_voltage__408,dc_pos_voltage__774,dc_power_1__786,dc_power__406,dc_power__772,inverter_temp__416,inveter_temp__784,module_temp_1__413,module_temp_1__781,module_temp_2__414,module_temp_2__782,module_temp_3__415,module_temp_3__783,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__771,system_id
2012-04-24 00:00:00,,0.0,,-6.9505,,120.12,,16.883,13.837,22.622,0.0002,0.048,,0.0,,-0.0012999999999999,-6.9505,,0.0,,22.28,,16.406,,-26.97,,11.92,,,,,,-3.3001,51
2012-04-24 00:15:00,,0.0,,-6.9245,,119.99,,18.552,13.839,22.53,0.0001,0.0476999999999999,,-0.0001,,-0.0001,-6.9245,,0.0,,22.407,,13.371,,-26.97,,13.62,,,,,,-2.8962,51
2012-04-24 00:30:00,,0.0,,-5.2945,,119.82,,18.438,13.843,22.432,0.0002,0.0493999999999999,,0.0,,-0.0016999999999999,-5.2945,,0.0,,22.349,,14.893,,-26.97,,14.925,,,,,,-3.142,51
2012-04-24 00:45:00,,0.0,,4.0133,,119.65,,17.797,13.845,22.329,0.0002999999999999,0.0478,,0.0,,-0.0001,4.0133,,0.0,,22.516,,12.134,,-26.97,,14.577,,,,,,-3.4426,51
2012-04-24 01:00:00,,0.0,,-3.6615,,119.8,,16.501,13.848,22.242,0.0002999999999999,0.048,,0.0,,-0.0004,-3.6615,,0.0,,22.191,,15.724,,-26.97,,12.385,,,,,,-4.2203,51
2012-04-24 01:15:00,,0.0,,-7.9562,,119.93,,17.528,13.85,22.164,0.0002,0.049,,0.0,,-0.0005999999999999,-7.9562,,0.0,,22.034,,17.032,,-26.97,,12.961,,,,,,-3.2845,51
2012-04-24 01:30:00,,0.0,,-6.6593,,119.98,,18.363,13.853,22.078,0.0002999999999999,0.041,,-0.0001,,-0.0001,-6.6593,,0.0,,21.962,,18.105,,-26.97,,14.494,,,,,,-3.1512,51
2012-04-24 01:45:00,,0.0,,-6.2168,,119.99,,18.019,13.855,22.016,0.0002,0.0461999999999999,,0.0,,-0.0005999999999999,-6.2168,,0.0,,22.174,,17.794,,-26.97,,14.455,,,,,,-3.3646,51
2012-04-24 02:00:00,,0.0,,-7.9165,,120.07,,18.101,13.856,21.96,0.0002,0.0505999999999999,,0.0,,-0.0014,-7.9165,,0.0,,21.836,,18.205,,-26.97,,15.017,,,,,,-3.1582,51
2012-04-24 02:15:00,,0.0,,-0.3887999999999999,,119.79,,18.175,13.858,21.905,0.0002,0.0512999999999999,,-0.0001,,-0.0004,-0.3887999999999999,,0.0,,21.908,,18.206,,-26.97,,15.336,,,,,,-3.1537,51
2012-04-24 02:30:00,,0.0,,-4.2058,,119.93,,18.033,13.86,21.85,0.0002,0.0534999999999999,,-0.0001,,-0.0014,-4.2058,,0.0,,21.722,,18.206,,-26.97,,15.41,,,,,,-3.0448,51
2012-04-24 02:45:00,,0.0,,-5.4045,,119.95,,17.778,13.861,21.799,0.0001,0.0572,,0.0,,-0.001,-5.4045,,0.0,,21.818,,17.872,,-26.97,,15.243,,,,,,-3.0494,51
2012-04-24 03:00:00,,0.0,,-6.4495,,119.81,,17.728,13.863,21.743,0.0,0.0551,,-0.0002,,-0.0004,-6.4495,,0.0,,21.575,,17.971,,-26.97,,15.089,,,,,,-2.9182,51
