measured_on,ac_current__411,ac_current__779,ac_power__407,ac_power__773,ac_voltage__410,ac_volts__778,ambient_temp__412,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__409,dc_pos_current__775,dc_pos_voltage__408,dc_pos_voltage__774,dc_power_1__786,dc_power__406,dc_power__772,inverter_temp__416,inveter_temp__784,module_temp_1__413,module_temp_1__781,module_temp_2__414,module_temp_2__782,module_temp_3__415,module_temp_3__783,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__771,system_id
2013-05-18 00:00:00,,0.0,,-5.5265,,120.72,,18.524,13.728,25.49,0.0001,0.0722,,-0.0002,,-0.0006999999999999,-5.5265,,0.0,,23.996,,17.496,,-26.97,,13.935,,,,,,-5.0636,51
2013-05-18 00:15:00,,0.0,,-4.8344,,120.17,,18.247,13.733,25.309,0.0002,0.096,,-0.0002,,0.0,-4.8344,,0.0,,23.94,,17.899,,-26.97,,13.441,,,,,,-4.4884,51
2013-05-18 00:30:00,,0.0,,0.2104,,120.1,,18.056,13.736,25.092,0.0002,0.0911,,-0.0001,,-0.0005999999999999,0.2104,,0.0,,24.219,,17.631,,-26.97,,13.875,,,,,,-3.8708,51
2013-05-18 00:45:00,,0.0,,-8.042,,120.1,,17.96,13.737,24.91,0.0002,0.0661,,-0.0001,,-0.0004,-8.042,,0.0,,23.996,,18.131,,-26.97,,14.084,,,,,,-4.2074,51
2013-05-18 01:00:00,,0.0,,-3.8001,,119.95,,17.763,13.743,24.746,0.0001,0.0651,,-0.0002,,-0.0008999999999999,-3.8001,,0.0,,24.085,,17.509,,-26.97,,14.237,,,,,,-4.0012,51
2013-05-18 01:15:00,,0.0,,0.7753999999999999,,119.86,,17.466,13.748,24.589,0.0002,0.0572999999999999,,-0.0001,,0.0002999999999999,0.7753999999999999,,0.0,,24.023,,-2.4921,,-26.97,,14.083,,,,,,-3.9251,51
2013-05-18 01:30:00,,0.0,,-7.1355,,120.15,,17.389,13.752,24.4,0.0002,0.0611,,-0.0001,,-0.0011999999999999,-7.1355,,0.0,,23.698,,13.012,,-26.97,,14.026,,,,,,-3.7065,51
2013-05-18 01:45:00,,0.0,,-4.5085,,120.06,,17.141,13.759,24.216,0.0001,0.0869,,-0.0002,,0.0004,-4.5085,,0.0,,23.81,,16.5,,-26.97,,13.708,,,,,,-3.6977,51
2013-05-18 02:00:00,,0.0,,-8.960599999999998,,120.18,,17.068,13.765,24.02,0.0001,0.0710999999999999,,-0.0002,,-0.001,-8.960599999999998,,0.0,,23.223,,16.486,,-26.97,,13.736,,,,,,-3.6295,51
2013-05-18 02:15:00,,0.0,,-2.5294,,120.17,,17.127,13.77,23.821,0.0002999999999999,0.0714999999999999,,0.0,,-0.001,-2.5294,,0.0,,23.505,,16.489,,-26.97,,14.08,,,,,,-3.3391,51
2013-05-18 02:30:00,,0.0,,-8.5179,,120.31,,17.179,13.776,23.609,0.0002,0.0958999999999999,,-0.0001,,-0.0019,-8.5179,,0.0,,23.133,,16.571,,-26.97,,14.529,,,,,,-2.7718,51
2013-05-18 02:45:00,,0.0,,-5.1666,,120.26,,16.953,13.781,23.421,0.0002,0.0977999999999999,,-0.0001,,-0.0008999999999999,-5.1666,,0.0,,23.26,,16.49,,-26.97,,13.698,,,,,,-3.4965,51
2013-05-18 03:00:00,,0.0,,-9.3494,,120.33,,16.966,13.786,23.286,0.0002999999999999,0.1076,,0.0,,-0.0011999999999999,-9.3494,,0.0,,22.824,,16.17,,-26.97,,13.492,,,,,,-3.5572,51
2013-05-18 03:15:00,,0.0,,-8.3315,,120.33,,16.762,13.79,23.158,0.0002999999999999,0.1140999999999999,,0.0,,-0.0016,-8.3315,,0.0,,22.817,,16.494,,-26.97,,13.456,,,,,,-3.3206,51
2013-05-18 03:30:00,,0.0,,-5.7882,,120.25,,16.589,13.793,23.001,0.0004,0.1277,,-0.0001,,-0.0023,-5.7882,,0.0,,22.658,,16.415,,-26.97,,14.269,,,,,,-2.3975,51
2013-05-18 03:45:00,,0.0,,-8.788299999999998,,120.37,,16.464,13.797,22.846,0.0002999999999999,0.2034999999999999,,0.0001,,-0.0025,-8.788299999999998,,0.0001,,22.761,,16.495,,-26.97,,13.816,,,,,,-2.7297,51
2013-05-18 04:00:00,,0.0,,-8.390399999999998,,120.4,,16.654,13.801,22.717,0.0004,0.3347,,-0.0001,,-0.0023,-8.390399999999998,,0.0001,,22.495,,16.495,,-26.97,,13.893,,,,,,-2.8621,51
2013-05-18 04:15:00,,0.0,,-7.619799999999999,,120.32,,16.587,13.804,22.605,0.0002999999999999,1.8326,,0.0,,0.5703,-7.619799999999999,,0.0005,,22.569,,16.495,,-26.97,,13.946,,,,,,-2.8824,51
2013-05-18 04:30:00,,0.0,,-13.307,,120.34,,16.436,13.806,22.501,0.0002,25.555,,-0.0001,,24.684,-13.307,,0.003,,22.054,,16.496,,-26.97,,13.733,,,,,,-2.8567,51
2013-05-18 04:45:00,,0.0,,-6.2883,,120.21,,16.291,13.803,22.439,0.0208999999999999,132.2,,0.014,,130.96,-6.2883,,5.6386,,22.347,,16.498,,-26.97,,13.651,,,,,,0.3937999999999999,51
2013-05-18 05:00:00,,0.0,,-1.0678,,120.42,,16.233,13.802,22.413,0.0534,212.08,,0.0371,,204.54,-1.0678,,18.844,,22.486,,16.303,,-26.97,,13.666,,,,,,7.480699999999999,51
2013-05-18 05:15:00,,0.0,,-1.1476,,120.34,,16.26,13.802,22.404,0.0927999999999999,210.25,,0.0347,,220.52,-1.1476,,25.718,,22.224,,16.274,,-26.97,,13.836,,,,,,11.556,51
