measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2019-12-12 00:00:00,0.0,-6.9016,120.33,5.9026,-6.9016,-0.0001399999999999,1.2113,0.0,0.0,-0.00017,17.311,4.2634,-26.97,2.4086,-2.5839,51
2019-12-12 00:01:00,0.0,-10.803,119.98,5.9088,-10.803,0.0,1.2156,-0.0001399999999999,-0.00217,0.0,17.028,4.2624,-26.97,2.4461,-2.7275,51
2019-12-12 00:02:00,0.0,-1.1543,119.97,6.0436,-1.1543,0.00029,1.2134,0.0,-0.00217,0.00035,16.948,4.2624,-26.97,2.5539,-2.871,51
2019-12-12 00:03:00,0.0,-8.7252,120.21,6.2444,-8.7252,0.00058,1.1982,0.0,-0.00217,0.0006999999999999,16.951,4.962,-26.97,2.6658,-2.9428,51
2019-12-12 00:04:00,0.0,-3.3933,120.2,6.4431,-3.3933,0.0,1.1896,0.0,-0.00217,0.0,17.349,5.2553,-26.97,2.6279,-2.889,51
2019-12-12 00:05:00,0.0,-5.2629,120.12,6.4804,-5.2629,0.0,1.1657,0.0,-0.00217,0.0,17.155,4.4626,-26.97,2.666,-3.0325,51
2019-12-12 00:06:00,0.0,-13.18,120.23,6.5342,-13.18,0.0004299999999999,1.1483,0.0,0.0,0.0005,17.391,5.4487,-26.97,2.739,-3.0505,51
2019-12-12 00:07:00,0.0,-8.1251,120.14,6.6471,-8.1251,0.0001399999999999,1.1526,0.0,0.0,0.00017,17.22,6.2353,-26.97,2.7794,-3.1581,51
2019-12-12 00:08:00,0.0,-11.242,120.07,6.6921,-11.242,0.0004299999999999,1.1505,0.0,-0.00434,0.0005,17.014,6.6221,-26.97,2.7457,-3.0684,51
2019-12-12 00:09:00,0.0,9.9258,120.33,6.5575,9.9258,0.0,1.1505,0.0001399999999999,0.0,0.0,16.642,5.9419,-26.97,2.6506,-3.1402,51
2019-12-12 00:10:00,0.0,18.882,120.15,6.4023,18.882,-0.0001399999999999,1.1461,0.00029,0.00217,-0.00017,16.555,4.962,-26.97,2.6209,-3.2299,51
2019-12-12 00:11:00,0.0,-17.543,120.03,6.3936,-17.543,0.0,1.1505,-0.0001399999999999,-0.00434,0.0,16.716,4.8623,-26.97,2.6051,-3.2479,51
2019-12-12 00:12:00,0.0,0.48486,120.45,6.4026,0.48486,0.0001399999999999,1.157,0.0,0.00217,0.00017,17.002,4.9623,-26.97,2.5771,-3.3734,51
2019-12-12 00:13:00,0.0,-17.312,120.21,6.3637,-17.312,0.0,1.1461,0.0001399999999999,-0.00434,0.0,17.124,5.0587,-26.97,2.5611,-3.4272,51
2019-12-12 00:14:00,0.0,-1.685,120.33,6.3919,-1.685,0.0,1.1526,-0.00029,-0.00217,0.0,17.04,4.862,-26.97,2.5619,-3.4093,51
2019-12-12 00:15:00,0.0,-12.488,120.27,6.4501,-12.488,0.00029,1.1505,-0.00029,-0.00217,0.00033,17.257,5.4491,-26.97,2.7294,-3.4452,51
2019-12-12 00:16:00,0.0,-6.3705,120.24,6.675,-6.3705,0.0004299999999999,1.1505,-0.00029,-0.00867,0.00051,17.451,6.6221,-26.97,2.8659,-3.1581,51
2019-12-12 00:17:00,0.0,-7.8257,120.43,6.8016,-7.8257,0.0,1.1591,-0.0004299999999999,-0.00217,0.0,17.283,6.6224,-26.97,2.9338,-3.1223,51
2019-12-12 00:18:00,0.0,-7.2253,120.33,6.8208,-7.2253,0.0001399999999999,1.1548,-0.0001399999999999,0.0,0.00016,17.002,6.6224,-26.97,3.1045,-2.889,51
2019-12-12 00:19:00,0.0,-4.9161,120.17,6.8399,-4.9161,0.0,1.157,-0.00029,-0.00217,0.0,17.368,6.6221,-26.97,3.2231,-2.6916,51
2019-12-12 00:20:00,0.0,-10.965,120.35,6.8549,-10.965,0.00029,1.1505,-0.0004299999999999,0.0,0.00034,17.515,6.6224,-26.97,3.2797,-2.6557,51
