measured_on,ac_current__779,dc_neg_current__777,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,system_id
2018-10-23 23:50:00,0.0,,0.0,,,51
2018-10-23 23:51:00,0.0,0.0,0.0,,0.0,51
2018-10-23 23:52:00,0.0,,0.0,,,51
2018-10-23 23:53:00,0.0,,,0.0,,51
2018-10-23 23:54:00,0.0,,,,,51
2018-10-23 23:55:00,0.0,,,,,51
2018-10-23 23:56:00,0.0,,0.0,,,51
2018-10-23 23:57:00,0.0,,,,,51
2018-10-23 23:58:00,0.0,,0.0,,,51
2018-10-23 23:59:00,0.0,0.0,,,,51
