measured_on,ac_current__569,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__565,ac_power__773,ac_voltage__568,ac_volts__778,ambient_temp__570,ambient_temp__780,das_battery_voltage__575,das_battery_voltage__790,das_temp__574,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__567,dc_pos_current__775,dc_pos_voltage__566,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__564,dc_power__772,inverter_temp_2__791,inveter_temp__784,module_temp_1__571,module_temp_1__781,module_temp_2__572,module_temp_2__782,module_temp_3__573,module_temp_3__783,poa_irradiance__563,poa_irradiance__771,system_id
2011-07-30 00:00:00,,0.0,-11.228,-1.9328,,-13.161,,120.28,,21.964,,13.694,,28.237,0.0,0.0022,,-0.0004,,0.0,0.0,0.0,,0.0,14.717,23.889,,19.794,,-26.97,,17.968,,-99999.0,51
2011-07-30 00:01:00,,0.0,-2.2778,-4.8316,,-7.1095,,120.39,,21.915,,13.691,,28.228,0.0001,0.0043,,-0.0002999999999999,,0.0022,0.0,0.0,,0.0,15.622,24.11,,19.794,,-26.97,,17.88,,-99999.0,51
2011-07-30 00:02:00,,0.0,-9.0883,-4.2105,,-13.299,,120.41,,21.843,,13.694,,28.221,0.0002999999999999,0.0064999999999999,,-0.0001,,0.0022,0.0,0.0,,0.0,14.68,23.831,,19.794,,-26.97,,17.836,,-99999.0,51
2011-07-30 00:03:00,,0.0,-1.0124,-4.8777,,-5.8902,,120.43,,21.77,,13.695,,28.212,0.0004,0.0,,0.0,,0.0,0.0,0.0,,0.0,16.371,23.667,,19.794,,-26.97,,17.801,,-99999.0,51
2011-07-30 00:04:00,,0.0,1.5877,-4.2797,,-2.692,,120.46,,21.667,,13.695,,28.208,0.0,0.0022,,0.0,,0.0,0.0,0.0,,0.0,15.553,24.679,,19.794,,-26.97,,17.853,,-99999.0,51
2011-07-30 00:05:00,,0.0,-3.4515,-1.5188,,-4.9702,,120.35,,21.951,,13.694,,28.196,0.0001,0.0,,-0.0001,,-0.0022,0.0,0.0,,0.0,16.281,23.526,,19.794,,-26.97,,18.048,,-99999.0,51
2011-07-30 00:06:00,,0.0,-1.3347,0.8054999999999999,,-0.5292,,120.22,,22.352,,13.695,,28.193,0.0002999999999999,-0.0022,,-0.0001,,-0.0022,0.0,0.0,,0.0,14.688,25.077,,19.794,,-26.97,,18.295,,-99999.0,51
2011-07-30 00:07:00,,0.0,-0.1839,0.1842999999999999,,0.0005,,120.3,,22.578,,13.695,,28.18,0.0004,0.0,,0.0001,,0.0,0.0,0.0,,0.0,15.706,24.209,,21.045,,-26.97,,18.433,,-99999.0,51
2011-07-30 00:08:00,,0.0,-2.2316,0.7361999999999999,,-1.4954,,120.22,,22.644,,13.696,,28.177,0.0002999999999999,0.0,,-0.0001,,-0.0022,0.0,0.0,,0.0,15.57,24.155,,21.371,,-26.97,,18.519,,-99999.0,51
2011-07-30 00:09:00,,0.0,1.8406,5.3841,,7.224599999999999,,120.02,,22.682,,13.696,,28.165,0.0002999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,16.336,24.27,,21.371,,-26.97,,18.715,,-99999.0,51
