measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2013-05-12 00:00:00,0.0,-5.0929,120.37,12.92,13.894,18.957,0.0001,0.2534,0.0,-0.0025,-5.0929,0.0,19.792,12.598,-26.97,9.8289,-2.1036,51
2013-05-12 00:15:00,0.0,-2.2482,120.09,13.147,13.897,18.919,0.0002,0.2026999999999999,-0.0001,-0.0011999999999999,-2.2482,0.0001,19.643,12.875,-26.97,10.404,-2.308,51
2013-05-12 00:30:00,0.0,-8.728099999999998,120.22,12.828,13.899,18.875,0.0001,0.1839,0.0,-0.0033,-8.728099999999998,0.0,19.497,12.778,-26.97,10.662,-2.3068,51
2013-05-12 00:45:00,0.0,-6.7214,120.19,12.758,13.901,18.816,0.0002,0.245,0.0,-0.0032,-6.7214,0.0,19.363,12.848,-26.97,10.723,-1.8273,51
2013-05-12 01:00:00,0.0,-7.416699999999999,120.24,13.565,13.903,18.762,0.0001,0.2363,0.0001,-0.003,-7.416699999999999,0.0,19.527,13.043,-26.97,11.602,-1.5005,51
2013-05-12 01:15:00,0.0,-5.0963,120.18,13.661,13.905,18.743,0.0002,0.2255,-0.0001,-0.0008999999999999,-5.0963,0.0001,19.423,13.201,-26.97,11.581,-1.8834,51
2013-05-12 01:30:00,0.0,-7.7877,120.3,13.477,13.905,18.749,0.0001,0.3023,0.0001,-0.0028999999999999,-7.7877,0.0,19.465,12.954,-26.97,11.781,-1.5914,51
2013-05-12 01:45:00,0.0,-6.9632,120.33,13.249,13.905,18.772,0.0001,0.3254,-0.0001,-0.002,-6.9632,0.0,19.479,12.875,-26.97,11.597,-1.5409,51
2013-05-12 02:00:00,0.0,-8.136699999999998,120.38,13.702,13.904,18.804,0.0001,0.3781999999999999,0.0,-0.0019,-8.136699999999998,0.0,19.366,13.347,-26.97,11.745,-1.4162,51
2013-05-12 02:15:00,0.0,-2.7066,120.34,12.99,13.902,18.853,0.0001,0.2792999999999999,-0.0001,-0.0016999999999999,-2.7066,0.0,19.504,12.875,-26.97,11.238,-2.0283,51
2013-05-12 02:30:00,0.0,-1.6591,120.35,13.599,13.901,18.889,0.0001,0.2215,0.0,-0.0014,-1.6591,0.0,19.642,12.985,-26.97,10.929,-2.3192,51
2013-05-12 02:45:00,0.0,-5.868,120.51,13.532,13.899,18.927,0.0001,0.246,-0.0001,-0.002,-5.868,0.0,19.389,13.07,-26.97,11.48,-1.7217,51
2013-05-12 03:00:00,0.0,-4.7992,120.37,12.785,13.899,18.944,0.0002,0.317,-0.0002,-0.001,-4.7992,0.0001,19.644,12.837,-26.97,11.425,-1.56,51
2013-05-12 03:15:00,0.0,-2.4388,120.34,12.815,13.899,18.937,0.0002999999999999,0.4405999999999999,-0.0002,-0.0011999999999999,-2.4388,0.0001,19.909,12.643,-26.97,11.346,-1.1961,51
2013-05-12 03:30:00,0.0,-11.012,120.44,13.879,13.9,18.93,0.0002,0.3245,0.0,-0.0032,-11.012,0.0001,19.495,13.382,-26.97,11.988,-0.9176,51
2013-05-12 03:45:00,0.0,-3.8628,120.34,13.28,13.899,18.952,0.0002,0.3412999999999999,0.0,-0.0022,-3.8628,0.0001,19.651,12.729,-26.97,11.15,-2.0766,51
2013-05-12 04:00:00,0.0,-9.3449,120.62,12.222,13.899,18.963,0.0001,0.5055,-0.0001,-0.0019,-9.3449,0.0,19.692,11.734,-26.97,10.315,-2.1934,51
2013-05-12 04:15:00,0.0,-10.251,120.83,13.098,13.899,18.952,0.0002,1.4974,-0.0001,0.2288,-10.251,0.0002,19.7,12.875,-26.97,10.65,-1.8374,51
2013-05-12 04:30:00,0.0,-8.188399999999998,120.84,13.555,13.899,18.933,0.0002,17.444,-0.0001,16.309,-8.188399999999998,0.0016999999999999,19.755,13.096,-26.97,10.945,-2.2687,51
2013-05-12 04:45:00,0.0,-8.3115,120.9,12.622,13.899,18.911,-0.0001,108.44,-0.0002,107.57,-8.3115,-0.0230999999999999,19.541,12.19,-26.984,9.6336,-2.2866,51
2013-05-12 05:00:00,0.0,-8.1395,121.08,11.661,13.9,18.879,0.0522,174.77,0.0299999999999999,172.12,-8.1395,14.506,19.843,11.029,-26.97,8.498599999999998,3.1301,51
2013-05-12 05:15:00,0.0,11.741,121.12,13.088,13.901,18.825,0.1358,215.6,0.1099,209.8,11.741,47.457,19.581,12.827,-26.97,9.970300000000002,14.292,51
2013-05-12 05:30:00,0.0,90.007,121.07,12.568,13.902,18.812,0.4139999999999999,180.35,0.3795,183.32,90.007,144.43,19.592,12.638,-26.97,10.333,37.339,51
2013-05-12 05:45:00,0.0,220.45,121.11,12.554,13.901,18.9,0.6986999999999999,210.63,0.6714,206.46,220.45,288.23,19.466,12.702,-26.97,11.217,80.16299999999998,51
2013-05-12 06:00:00,0.0,459.67,121.05,14.377,13.896,19.143,1.2165,230.12,1.181,223.88,459.67,544.82,19.655,14.635,-26.97,13.708,130.33,51
2013-05-12 06:15:00,0.0,796.6699999999998,120.97,15.033,13.887,19.543,1.959,234.18,1.9253,227.73,796.6699999999998,897.2899999999998,19.748,15.13,-26.97,16.131,186.59,51
2013-05-12 06:30:00,0.0,1186.5,121.38,15.701,13.874,20.081,2.8226,235.21,2.7872,229.67,1186.5,1303.8,20.122,16.351,-26.97,18.976,246.16,51
2013-05-12 06:45:00,0.0,1572.7,121.52,16.063,13.858,20.712,3.7584,234.24,3.7323,228.33,1572.7,1732.1,20.036,17.277,-26.97,22.447,306.97,51
2013-05-12 07:00:00,0.0,2021.1,121.43,17.061,13.841,21.394,4.8345,232.28,4.8164,226.07,2021.1,2210.9,20.39,18.282,-26.97,25.751,379.69,51
2013-05-12 07:15:00,0.0,2328.6,121.31,18.266,13.823,22.122,5.6124,229.73,5.6194,222.93,2328.6,2541.6,20.502,19.826,-26.97,29.01,429.19,51
2013-05-12 07:30:00,0.0,2250.2,121.16,18.737,13.806,22.85,5.6026,221.22,5.4918,219.54,2250.2,2460.3,20.559,19.942,-26.97,30.107,415.43,51
2013-05-12 07:45:00,0.0,3178.2,121.03,19.286,13.788,23.512,8.026799999999998,219.82,7.9093,215.08,3178.2,3466.1,20.954,0.9017,-26.97,33.404,585.48,51
2013-05-12 08:00:00,0.0,3208.7,120.77,19.993,13.773,24.129,8.1746,216.8,8.1284,213.93,3208.7,3510.0,20.925,-26.97,-26.97,37.0,594.07,51
2013-05-12 08:15:00,0.0,3598.6,120.69,20.304,13.758,24.729,9.1359,217.37,9.1171,214.0,3598.6,3935.7,21.063,-26.97,-26.97,37.921,665.5,51
2013-05-12 08:30:00,0.0,3833.2,120.67,20.618,13.744,25.286,9.9486,212.43,9.8783,210.59,3833.2,4193.2,21.183,-26.97,-26.97,40.583,718.04,51
2013-05-12 08:45:00,0.0,4067.4,120.52,21.268,13.731,25.812,10.685,208.96,10.694,205.32,4067.4,4427.3,21.559,-26.97,-26.97,44.759,775.13,51
2013-05-12 09:00:00,0.0,4615.6,120.44,20.989,13.719,26.323,12.183,206.64,12.168,205.06,4615.6,5008.9,21.16,-26.97,-26.97,46.462,895.58,51
2013-05-12 09:15:00,0.0,4711.5,120.37,20.961,13.707,26.797,12.509,206.67,12.418,205.28,4711.5,5130.6,21.186,-26.97,-26.97,43.896,910.56,51
2013-05-12 09:30:00,0.0,4769.7,120.41,21.561,13.697,27.242,12.73,205.35,12.611,204.14,4769.7,5187.3,20.921,-26.97,-26.984,45.816,928.59,51
2013-05-12 09:45:00,0.0,4858.6,120.3,21.444,13.687,27.719,12.981,205.09,12.853,204.51,4858.6,5289.0,21.566,-26.97,-26.97,45.64,945.2,51
2013-05-12 10:00:00,0.0,4925.2,120.93,21.713,13.676,28.153,13.166,205.47,12.989,205.08,4925.2,5361.1,21.811,-26.97,-26.97,47.075,974.23,51
2013-05-12 10:15:00,0.0,4978.6,120.96,21.711,13.666,28.434,13.315,206.39,13.207,206.13,4978.6,5463.0,22.33,-26.97,-26.97,48.219,999.72,51
2013-05-12 10:30:00,0.0,4994.5,120.88,21.734,13.66,28.608,13.216,208.16,13.131,206.98,4994.5,5453.7,22.405,-16.438,-26.97,49.93,1021.0,51
2013-05-12 10:45:00,0.0,4878.4,120.8,22.071,13.657,28.731,13.027,208.37,12.996,206.67,4878.4,5391.6,22.448,2.9109,-26.97,53.802,1035.1,51
2013-05-12 11:00:00,0.0,4837.9,120.79,22.495,13.654,28.849,12.811,208.17,12.545,207.61,4837.9,5256.5,22.491,5.3135,-26.97,56.531,1043.3,51
2013-05-12 11:15:00,0.0,4771.9,120.71,23.09,13.651,28.98,12.752,208.26,12.699,206.57,4771.9,5271.7,22.279,-10.094,-26.97,56.954,1047.7,51
2013-05-12 11:30:00,0.0,4965.0,120.71,22.364,13.648,29.083,13.168,207.9,13.013,207.69,4965.0,5429.4,22.664,26.289,-26.97,53.874,1052.0,51
2013-05-12 11:45:00,0.0,4959.8,120.56,22.382,13.646,29.134,13.09,208.81,13.054,206.83,4959.8,5417.2,23.086,21.416,-26.97,53.856,1058.9,51
2013-05-12 12:00:00,0.0,4864.9,120.54,23.959,13.646,29.158,13.001,208.22,12.965,206.7,4864.9,5379.9,23.014,2.0891,-26.97,57.777,1089.1,51
2013-05-12 12:15:00,0.0,4276.4,120.31,23.182,13.645,29.19,11.087,211.12,11.112,208.76,4276.4,4647.2,23.188,27.246,-26.97,51.315,891.13,51
2013-05-12 12:30:00,0.0,4820.5,120.46,23.666,13.645,29.207,12.811,208.44,12.614,206.93,4820.5,5270.5,23.19,6.0372,-26.97,55.541,1042.1,51
2013-05-12 12:45:00,0.0,4546.9,120.39,24.66,13.645,29.208,12.344,207.84,12.019,206.35,4546.9,5042.7,23.113,-17.541,-26.97,57.095,998.77,51
2013-05-12 13:00:00,0.0,4504.5,120.31,25.043,13.645,29.206,12.151,207.35,11.951,206.44,4504.5,4983.7,23.253,-19.965,-26.97,55.817,965.0,51
2013-05-12 13:15:00,0.0,4181.5,120.22,24.548,13.646,29.174,11.005,208.83,10.849,207.78,4181.5,4544.1,23.41,4.202,-26.97,52.745,859.73,51
2013-05-12 13:30:00,0.0,4367.8,120.24,24.52,13.648,29.127,11.674,207.26,11.503,206.83,4367.8,4795.0,23.397,-23.226,-26.97,53.766,903.06,51
2013-05-12 13:45:00,0.0,4223.5,121.41,24.413,13.646,29.083,11.183,207.41,11.01,206.57,4223.5,4581.0,23.382,-2.3207,-26.97,51.927,853.24,51
2013-05-12 14:00:00,0.0,4059.0,121.56,24.36,13.645,29.048,10.811,207.42,10.721,206.04,4059.0,4446.1,23.308,4.711,-26.97,51.235,814.63,51
2013-05-12 14:15:00,0.0,3840.7,121.24,25.423,13.646,29.017,10.262,206.35,10.049,206.33,3840.7,4188.1,23.473,-26.97,-26.97,51.844,765.4099999999999,51
2013-05-12 14:30:00,0.0,3640.6,121.23,25.598,13.648,28.996,9.7894,206.09,9.4912,206.23,3640.6,3966.5,23.317,-26.97,-26.97,51.059,726.6599999999999,51
2013-05-12 14:45:00,0.0,2921.0,121.35,25.569,13.648,28.98,7.627399999999998,212.61,7.518099999999999,210.14,2921.0,3199.9,23.271,-9.4568,-26.97,45.739,562.85,51
2013-05-12 15:00:00,0.0,2960.4,121.42,24.038,13.648,28.958,7.612599999999999,214.57,7.6009,210.23,2960.4,3234.4,23.506,26.281,-26.97,42.502,566.35,51
2013-05-12 15:15:00,0.0,2847.1,121.28,24.136,13.648,28.92,7.346599999999999,214.19,7.2784,210.93,2847.1,3108.9,23.578,26.674,-26.97,40.755,545.43,51
2013-05-12 15:30:00,0.0,1998.3,121.18,24.371,13.65,28.869,5.1743,212.92,5.2228,209.93,1998.3,2197.4,23.558,26.587,-26.97,38.553,395.75,51
2013-05-12 15:45:00,0.0,2014.9,121.25,24.859,13.651,28.814,5.1841,207.93,5.3078,212.51,2014.9,2203.9,23.415,27.183,-26.97,37.204,411.47,51
2013-05-12 16:00:00,0.0,1858.9,121.07,24.362,13.653,28.754,4.5182,217.09,4.876,216.2,1858.9,2038.6,23.679,26.091,-26.97,35.922,386.43,51
2013-05-12 16:15:00,0.0,1455.5,121.1,24.706,13.655,28.696,3.5843,218.79,3.8275,215.63,1455.5,1610.0,23.577,26.985,-26.97,34.96,314.17,51
2013-05-12 16:30:00,0.0,822.49,121.0,24.784,13.657,28.651,2.1643,217.48,2.1568,211.87,822.49,927.75,23.718,26.351,-26.97,31.215,156.56,51
2013-05-12 16:45:00,0.0,909.08,121.18,23.53,13.657,28.597,2.3782,218.97,2.3339,216.86,909.08,1026.6,23.516,24.587,-26.97,28.73,199.26,51
2013-05-12 17:00:00,0.0,564.81,121.02,23.64,13.659,28.528,1.5394,215.87,1.5237,211.21,564.81,654.13,23.818,19.993,-26.97,26.648,116.72,51
2013-05-12 17:15:00,0.0,552.84,121.12,23.398,13.662,28.436,1.5185,215.79,1.5089,209.24,552.84,643.4,23.511,-26.97,-26.97,25.771,109.24,51
2013-05-12 17:30:00,0.0,643.53,121.4,23.794,13.663,28.333,1.7202,218.56,1.7169,211.08,643.53,738.94,23.886,-26.97,-26.97,26.302,121.03,51
2013-05-12 17:45:00,0.0,322.31,121.38,23.525,13.665,28.239,0.9581,210.27,0.9612,201.17,322.31,395.5,23.811,-26.97,-26.97,23.836,69.039,51
2013-05-12 18:00:00,0.0,217.09,121.4,22.904,13.667,28.119,0.7300999999999999,200.87,0.7219999999999999,194.29,217.09,287.05,24.015,-26.97,-26.97,21.743,52.761,51
2013-05-12 18:15:00,0.0,168.8,121.42,22.675,13.67,28.0,0.6124,196.81,0.6251999999999999,179.41,168.8,232.82,24.183,-26.97,-26.97,20.79,44.057,51
2013-05-12 18:30:00,0.0,128.13,121.32,22.309,13.673,27.878,0.4940999999999999,193.43,0.4900999999999999,184.94,128.13,185.87,24.123,-26.97,-26.97,19.728,34.821,51
2013-05-12 18:45:00,0.0,74.433,121.25,21.713,13.676,27.735,0.3449999999999999,182.86,0.3347999999999999,178.94,74.433,123.21,24.265,-26.97,-26.97,18.783,23.084,51
2013-05-12 19:00:00,0.0,-6.0384,121.45,21.119,13.68,27.573,0.0873,179.76,0.0869,171.54,-6.0384,30.817,24.322,-26.97,-26.97,17.431,6.7921,51
2013-05-12 19:15:00,0.0,-9.0049,121.21,19.509,13.684,27.393,0.0008,132.26,0.004,130.76,-9.0049,0.5546999999999999,24.308,-26.97,-26.97,15.314,-3.2135,51
