measured_on,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__773,ac_volts__778,ambient_temp__1222,ambient_temp__780,biased_3_10_leakage_na__1236,biased_3_11_leakage_na__1237,biased_3_12_leakage_na__1238,biased_3_13_leakage_na__1239,biased_3_16_leakage_na__1242,biased_3_3b_leakage_na__5161,biased_3_4b_leakage_na__5162,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,biased_module_voltage__1226,control_module_temp__1218,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,gh_irradiance__1217,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp_2__791,inveter_temp__784,irradiance_average__1224,irradiance_stability__1225,mod10_coulombs__1252,mod11_coulombs__1253,mod12_coulombs__1254,mod1_coulombs__1243,mod2_coulombs__1244,mod3b_coulombs__5164,mod4b_coulombs__5165,mod5b_coulombs__5166,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp_5_1__4821,poa_irradiance__771,precipitation__4822,relative_humidity__1223,unbiased_3_1_leakage_na__1227,unbiased_3_2_leakage_na__1228,unbiased_3_5b_leakage_na__5163,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,wetness_kohms__1219,wind_direction__1221,wind_speed__1220,system_id
2011-05-22 00:00:00,0.0,1.4301,-4.7746,-3.3445,120.21,,13.531,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.832,0.0004,0.2364,-0.0002999999999999,-0.0022,0.0,0.0001,0.0001,,,,,12.096,20.064,,,,,,,,,,,12.47,-26.97,10.961,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:01:00,0.0,-8.465199999999998,-1.9375,-10.403,119.95,,13.531,,,,,,,,,,,,,,,,,,,,,,,,13.943,18.832,0.0001,0.2472999999999999,-0.0001,0.0022,0.0,0.0,0.0,,,,,11.161,19.533,,,,,,,,,,,12.226,-26.97,10.975,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:02:00,0.0,-15.5,-5.3974,-20.898,120.26,,13.522,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.83,0.0,0.2364,0.0,0.0,0.0,0.0,0.0,,,,,10.59,19.73,,,,,,,,,,,12.227,-26.97,10.975,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:03:00,0.0,-17.853,-13.609,-31.462,120.63,,13.475,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.821,0.0,0.2364,0.0,0.0,0.0,0.0,0.0,,,,,9.5916,19.496,,,,,,,,,,,12.146,-26.97,10.937,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:04:00,0.0,-6.3662,-5.1898,-11.556,120.25,,13.418,,,,,,,,,,,,,,,,,,,,,,,,13.948,18.819,0.0001,0.2321,-0.0001,-0.0022,0.0,0.0,0.0,,,,,11.242,19.628,,,,,,,,,,,11.984,-26.97,10.878,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:05:00,0.0,3.852,-5.9279,-2.0759,120.24,,13.281,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.818,0.0002999999999999,0.2233999999999999,-0.0001,-0.0086999999999999,0.0,0.0001,0.0001,,,,,11.83,20.377,,,,,,,,,,,11.903,-26.97,10.843,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:06:00,0.0,-4.4517,-2.9755,-7.4273,120.17,,13.276,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.808,0.0004,0.2494,-0.0002999999999999,0.0,0.0,0.0001,0.0001,,,,,11.213,20.055,,,,,,,,,,,11.904,-26.97,10.887,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:07:00,0.0,-4.7516,-0.2536999999999999,-5.0053,120.04,,13.369,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.807,0.0001,0.2776,-0.0002999999999999,-0.0022,0.0,0.0,0.0,,,,,10.923,19.939,,,,,,,,,,,11.903,-26.97,10.868,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:08:00,0.0,-17.253,-5.7895,-23.043,120.26,,13.429,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.807,0.0,0.2602999999999999,0.0,0.0,0.0,0.0,0.0,,,,,9.960400000000002,19.078,,,,,,,,,,,11.903,-26.97,10.842,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:09:00,0.0,0.4383,-11.533,-11.095,120.52,,13.504,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.802,0.0005999999999999,0.2602999999999999,0.0,-0.0043,0.0,0.0002,0.0002,,,,,11.319,20.171,,,,,,,,,,,11.903,-26.97,10.796,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:10:00,0.0,-9.1803,-15.777,-24.957,120.7,,13.504,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.795,0.0,0.2602999999999999,0.0,0.0,0.0,0.0,0.0,,,,,10.536,19.553,,,,,,,,,,,11.904,-26.97,10.701,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:11:00,0.0,-14.07,-13.886,-27.956,120.64,,13.375,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.795,0.0,0.2602999999999999,0.0,0.0,0.0,0.0,0.0,,,,,10.237,19.224,,,,,,,,,,,11.904,-26.97,10.69,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:12:00,0.0,-16.792,-9.826,-26.618,120.48,,13.365,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.795,0.0,0.2602999999999999,0.0,0.0,0.0,0.0,0.0,,,,,9.9453,18.999,,,,,,,,,,,11.903,-26.97,10.698,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:13:00,0.0,5.605,-7.6349,-2.0298,120.41,,13.358,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.783,0.0002999999999999,0.2472999999999999,0.0,-0.0086999999999999,0.0,0.0001,0.0001,,,,,12.268,20.045,,,,,,,,,,,11.904,-26.97,10.657,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:14:00,0.0,11.487,0.5075,11.994,120.1,,13.417,,,,,,,,,,,,,,,,,,,,,,,,13.947,18.782,0.0001,0.2343,0.0,-0.0086999999999999,0.0,0.0,0.0,,,,,12.463,20.707,,,,,,,,,,,11.904,-26.97,10.659,,-99999.0,,,,,,,,,,,,,,,51
2011-05-22 00:15:00,0.0,11.372,-0.0922999999999999,11.279,120.1,,13.274,,,,,,,,,,,,,,,,,,,,,,,,13.948,18.782,0.0001,0.2364,0.0,-0.0108,0.0,0.0,0.0,,,,,12.366,20.494,,,,,,,,,,,11.904,-26.97,10.561,,-99999.0,,,,,,,,,,,,,,,51
