measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2023-01-27 00:00:00,0.0,8.1129,116.34,2.5716,8.1129,0.0,0.7237799999999999,0.0,-0.00434,-2e-05,13.687,1.662,1.7404,1.2843,-1.0127,51
2023-01-27 00:01:00,0.0,-27.389,116.46,2.6207,-27.389,-0.0001399999999999,0.72377,0.00072,0.00868,-9e-05,13.757,1.7184,1.8158,1.351,-0.99583,51
2023-01-27 00:02:00,0.0,-4.0907,116.3,2.6484,-4.0907,0.0,0.6933399999999998,0.00029,-0.00217,-2e-05,13.369,1.6903,1.7938,1.3286,-0.99581,51
2023-01-27 00:03:00,0.0,0.43906,116.3,2.5766,0.43906,0.0001399999999999,0.66944,0.0,0.00217,8e-05,13.45,1.6283,1.7289,1.2642,-0.96208,51
2023-01-27 00:04:00,0.0,-1.2016,116.24,2.4645,-1.2016,0.0,0.66944,0.00029,0.0,-3e-05,13.598,1.5207,1.6433,1.1562,-1.0127,51
2023-01-27 00:05:00,0.0,-10.124,116.32,2.4646,-10.124,0.0,0.65859,0.00058,-0.00651,-2e-05,13.141,1.5055,1.6398,1.18,-1.0971,51
2023-01-27 00:06:00,0.0,-6.3332,116.25,2.5581,-6.3332,0.0,0.64336,0.0004299999999999,0.0,0.0,13.523,1.4449,1.5887,1.1082,-1.1309,51
2023-01-27 00:07:00,0.0,-12.967,116.03,2.5582,-12.967,0.0001399999999999,0.6281499999999999,0.00058,-0.00217,8e-05,13.199,1.3736,1.5202,1.0461,-1.1984,51
2023-01-27 00:08:00,0.0,-2.5889,116.05,2.5119,-2.5889,0.0001399999999999,0.61946,0.0001399999999999,-0.00217,8e-05,13.195,1.3187,1.4778,1.0276,-1.1477,51
2023-01-27 00:09:00,0.0,3.9294,115.95,2.4585,3.9294,0.0,0.6150999999999999,0.0001399999999999,-0.00434,0.0,13.377,1.2409,1.4255,0.94476,-1.1308,51
2023-01-27 00:10:00,0.0,4.1603,115.91,2.4359,4.1603,0.0001399999999999,0.62162,0.0001399999999999,-0.00434,9e-05,13.841,1.2108,1.3826,0.9247,-1.1984,51
2023-01-27 00:11:00,0.0,-10.332,115.95,2.4144,-10.332,0.0001399999999999,0.60641,0.00029,-0.00217,8e-05,13.05,1.187,1.3636,0.91285,-1.2153,51
2023-01-27 00:12:00,0.0,-8.0664,115.99,2.3986,-8.0664,0.0,0.61728,0.00058,0.00217,-2e-05,13.563,1.1952,1.3662,0.9209,-1.0971,51
2023-01-27 00:13:00,0.0,1.8027,115.96,2.3971,1.8027,0.00029,0.62597,0.0001399999999999,0.00434,0.00016,13.621,1.1743,1.3551,0.87636,-1.0802,51
2023-01-27 00:14:00,0.0,-1.5715,115.97,2.4084,-1.5715,0.0001399999999999,0.6216399999999999,0.00058,0.00651,8e-05,13.76,1.2035,1.4008,0.94866,-1.0633,51
2023-01-27 00:15:00,0.0,-7.257799999999999,115.99,2.484,-7.257799999999999,0.0,0.63249,0.0004299999999999,-0.00651,0.0,13.571,1.2077,1.4144,0.91057,-1.0971,51
2023-01-27 00:16:00,0.0,-11.349,115.99,2.5279,-11.349,0.0,0.6238,0.00087,-0.00868,-1e-05,13.472,1.2743,1.4699,0.9867,-1.1646,51
2023-01-27 00:17:00,0.0,-6.5642,116.23,2.5742,-6.5642,0.0001399999999999,0.6194399999999999,-0.0001399999999999,0.00434,8e-05,13.462,1.3571,1.5657,1.0847,-1.0971,51
2023-01-27 00:18:00,0.0,-6.7725,116.05,2.6044,-6.7725,0.00029,0.60641,0.00072,-0.01519,0.0001499999999999,13.784,1.3644,1.5697,1.0832,-1.0802,51
2023-01-27 00:19:00,0.0,-10.424,116.18,2.6061,-10.424,0.0001399999999999,0.6107599999999999,0.0,0.00217,6e-05,13.47,1.373,1.565,1.0683,-1.1477,51
2023-01-27 00:20:00,0.0,-0.02338,116.2,2.5779,-0.02338,-0.0001399999999999,0.5955399999999998,0.0,0.00217,-0.0001,13.7,1.3616,1.5363,1.0377,-1.0971,51
2023-01-27 00:21:00,0.0,-2.6119,116.07,2.5576,-2.6119,0.0001399999999999,0.5889999999999999,0.0004299999999999,0.00217,7e-05,13.737,1.3497,1.527,1.0345,-1.1309,51
2023-01-27 00:22:00,0.0,-10.517,116.07,2.4972,-10.517,0.0004299999999999,0.56945,0.00058,-0.00868,0.00023,14.091,1.2685,1.4564,0.95473,-1.1309,51
2023-01-27 00:23:00,0.0,-8.8525,116.18,2.4579,-8.8525,-0.0001399999999999,0.5868299999999999,0.0004299999999999,0.0,-0.00011,14.056,1.2788,1.4578,0.97404,-1.1815,51
2023-01-27 00:24:00,0.0,-14.561,116.16,2.5972,-14.561,0.0,0.5716299999999999,0.00072,0.0,0.0,13.722,1.4834,1.6362,1.1984,-1.1815,51
2023-01-27 00:25:00,0.0,-0.4161699999999999,116.14,2.6638,-0.4161699999999999,0.0001399999999999,0.57381,0.0001399999999999,-0.00217,7e-05,13.538,1.5098,1.6562,1.1719,-1.0802,51
2023-01-27 00:26:00,0.0,-10.886,116.18,2.6151,-10.886,0.0,0.56076,0.00058,-0.00651,-2e-05,13.65,1.5228,1.6624,1.1898,-1.0971,51
2023-01-27 00:27:00,0.0,-6.4715,116.21,2.5588,-6.4715,0.00029,0.55423,0.0001399999999999,-0.00217,0.0001499999999999,13.747,1.4257,1.5733,1.0615,-1.0971,51
2023-01-27 00:28:00,0.0,0.34659,116.13,2.5665,0.34659,0.0,0.54336,-0.0001399999999999,0.00434,0.0,13.633,1.4495,1.6242,1.1079,-1.1308,51
2023-01-27 00:29:00,0.0,0.80908,116.07,2.5722,0.80908,0.0001399999999999,0.5259599999999999,0.0001399999999999,0.0,7e-05,13.668,1.3728,1.5562,1.013,-1.1477,51
2023-01-27 00:30:00,0.0,-4.7379,116.12,2.544,-4.7379,-0.0001399999999999,0.5042299999999998,0.0004299999999999,-0.00434,-8e-05,13.583,1.3619,1.5338,1.0228,-1.2321,51
2023-01-27 00:31:00,0.0,-0.99386,116.05,2.5217,-0.99386,0.00029,0.4998699999999999,0.00072,-0.00651,0.00012,13.735,1.2851,1.4493,0.92571,-1.3334,51
2023-01-27 00:32:00,0.0,-8.76,115.98,2.4554,-8.76,0.0001399999999999,0.49335,0.00087,-0.01302,5e-05,13.479,1.1714,1.3356,0.8081599999999999,-1.3503,51
2023-01-27 00:33:00,0.0,-21.147,116.19,2.4199,-21.147,-0.00029,0.4824899999999999,0.00029,0.00651,-0.0001399999999999,13.703,1.1324,1.2939,0.7867899999999999,-1.4347,51
2023-01-27 00:34:00,0.0,-16.132,116.15,2.4307,-16.132,0.0,0.48032,0.00058,-0.00434,-2e-05,13.729,1.1426,1.3022,0.81367,-1.4853,51
2023-01-27 00:35:00,0.0,-4.5534,116.15,2.4866,-4.5534,0.0,0.4694599999999999,0.0004299999999999,-0.00434,-2e-05,13.662,1.1189,1.2758,0.75809,-1.4853,51
2023-01-27 00:36:00,0.0,-5.2002,116.1,2.496,-5.2002,0.0001399999999999,0.47813,0.0004299999999999,-0.00651,5e-05,13.823,1.0387,1.1869,0.6604999999999999,-1.4684,51
2023-01-27 00:37:00,0.0,-6.0319,116.25,2.4402,-6.0319,0.0,0.4694499999999999,0.0004299999999999,0.00217,-1e-05,13.659,0.95763,1.1127,0.5867,-1.5697,51
2023-01-27 00:38:00,0.0,-7.0946,116.34,2.45,-7.0946,0.0001399999999999,0.4716199999999999,0.0001399999999999,0.0,6e-05,14.012,0.99945,1.1539,0.6702599999999999,-1.5697,51
2023-01-27 00:39:00,0.0,-3.074,116.1,2.5191,-3.074,0.0,0.46076,0.00072,-0.00868,-2e-05,13.643,1.0664,1.2223,0.76277,-1.519,51
2023-01-27 00:40:00,0.0,-18.42,116.34,2.5211,-18.42,0.0,0.4585699999999999,0.00058,0.0,0.0,13.025,1.1004,1.2423,0.80784,-1.384,51
2023-01-27 00:41:00,0.0,-9.8222,116.32,2.4784,-9.8222,0.0,0.46292,0.00029,-0.00217,-3e-05,13.495,1.1286,1.2401,0.85606,-1.3165,51
2023-01-27 00:42:00,0.0,-1.5483,116.32,2.43,-1.5483,0.0,0.46726,0.0001399999999999,0.00217,-3e-05,13.957,1.1214,1.2201,0.8281,-1.249,51
2023-01-27 00:43:00,0.0,-9.2679,116.1,2.354,-9.2679,0.0001399999999999,0.47597,0.00029,-0.00868,5e-05,13.778,1.1188,1.1866,0.81301,-1.249,51
2023-01-27 00:44:00,0.0,-5.1536,116.26,2.389,-5.1536,0.0001399999999999,0.47813,0.0,0.0,6e-05,14.07,1.1586,1.2393,0.85808,-1.2152,51
2023-01-27 00:45:00,0.0,-7.510799999999999,116.09,2.5211,-7.510799999999999,0.00029,0.4737899999999999,0.00058,-0.00434,0.00012,13.732,1.2362,1.3092,0.93729,-1.1984,51
2023-01-27 00:46:00,0.0,-5.0843,116.22,2.5817,-5.0843,0.0001399999999999,0.46943,0.0001399999999999,-0.00434,7e-05,14.004,1.3153,1.3748,1.0016,-1.1984,51
2023-01-27 00:47:00,0.0,-9.7984,115.98,2.5551,-9.7984,0.0001399999999999,0.4759499999999999,0.00072,0.0,7e-05,14.273,1.221,1.2961,0.85421,-1.1646,51
2023-01-27 00:48:00,0.0,-16.64,116.1,2.493,-16.64,0.0,0.48031,0.00058,-0.00217,0.0,13.805,1.1243,1.2163,0.74562,-1.2996,51
2023-01-27 00:49:00,0.0,-5.5927,116.11,2.4616,-5.5927,0.0001399999999999,0.46292,0.0004299999999999,-0.00434,7e-05,13.798,1.1081,1.2236,0.7550799999999999,-1.4009,51
2023-01-27 00:50:00,0.0,-2.5885,116.17,2.4232,-2.5885,0.0001399999999999,0.45639,0.0,0.0,6e-05,14.313,1.104,1.2042,0.73072,-1.4347,51
2023-01-27 00:51:00,0.0,-2.7964,116.11,2.4141,-2.7964,0.0001399999999999,0.45204,0.0001399999999999,-0.00651,5e-05,13.669,1.1076,1.1818,0.72333,-1.4515,51
2023-01-27 00:52:00,0.0,-11.348,116.2,2.48,-11.348,0.0,0.4324899999999999,0.0004299999999999,0.00217,0.0,13.733,1.1496,1.2311,0.7752499999999999,-1.5359,51
2023-01-27 00:53:00,0.0,-1.8952,116.12,2.5436,-1.8952,0.0001399999999999,0.4389899999999999,0.0004299999999999,-0.00868,4e-05,13.674,1.0994,1.1969,0.71009,-1.4178,51
2023-01-27 00:54:00,0.0,-8.7824,116.43,2.5047,-8.7824,0.0001399999999999,0.4346499999999999,0.0001399999999999,0.0,6e-05,13.466,1.085,1.1734,0.71064,-1.4684,51
2023-01-27 00:55:00,0.0,-2.7504,116.38,2.4198,-2.7504,0.0,0.4346599999999999,0.0,0.00217,-2e-05,13.413,1.0685,1.1618,0.7085099999999999,-1.5022,51
2023-01-27 00:56:00,0.0,-4.5064,116.19,2.432,-4.5064,0.00058,0.43901,0.00058,-0.01085,0.00025,13.32,1.0856,1.1971,0.73369,-1.4853,51
2023-01-27 00:57:00,0.0,-21.378,116.08,2.5131,-21.378,0.0001399999999999,0.4433599999999999,0.00087,-0.00217,7e-05,13.571,1.2002,1.3045,0.8521499999999999,-1.4178,51
2023-01-27 00:58:00,0.0,-5.2923,116.37,2.5652,-5.2923,0.0,0.4455299999999999,0.0001399999999999,-0.00651,-2e-05,13.384,1.1808,1.314,0.84104,-1.3334,51
2023-01-27 00:59:00,0.0,-9.7526,116.33,2.6702,-9.7526,-0.0001399999999999,0.44551,0.0004299999999999,-0.00434,-7e-05,13.323,1.3063,1.4366,0.99428,-1.3503,51
2023-01-27 01:00:00,0.0,-10.076,116.3,2.7692,-10.076,0.0,0.4324799999999999,0.00058,-0.00434,0.0,13.1,1.2801,1.4277,0.94699,-1.2659,51
2023-01-27 01:01:00,0.0,-6.5174,116.25,2.7979,-6.5174,-0.00029,0.41292,0.00058,-0.00217,-0.00012,13.848,1.3303,1.4969,1.0143,-1.2827,51
2023-01-27 01:02:00,0.0,-7.0256,116.3,2.8977,-7.0256,0.0,0.3911899999999999,0.00029,0.00217,-1e-05,13.546,1.4251,1.6215,1.12,-1.1646,51
2023-01-27 01:03:00,0.0,-3.2124,116.22,2.9101,-3.2124,0.00029,0.36728,0.0004299999999999,-0.00434,9e-05,13.52,1.3645,1.5311,1.052,-1.1308,51
2023-01-27 01:04:00,0.0,-32.217,116.45,2.835,-32.217,0.0,0.36076,0.0004299999999999,0.00217,0.0,13.488,1.2989,1.4785,1.0055,-1.2321,51
2023-01-27 01:05:00,0.0,-5.2231,116.34,2.7842,-5.2231,0.0,0.3368599999999999,-0.00029,-0.00651,-2e-05,13.891,1.2415,1.4222,0.91064,-1.249,51
2023-01-27 01:06:00,0.0,-12.503,116.38,2.7282,-12.503,0.0001399999999999,0.32817,0.00029,0.00217,4e-05,13.864,1.1491,1.339,0.8322199999999998,-1.4516,51
2023-01-27 01:07:00,0.0,-6.6331,116.31,2.6554,-6.6331,0.0001399999999999,0.31295,0.0004299999999999,0.00434,2e-05,13.858,1.0873,1.2697,0.75305,-1.5865,51
2023-01-27 01:08:00,0.0,-13.289,116.26,2.5513,-13.289,0.0,0.29991,0.00087,-0.00434,0.0,13.46,1.0357,1.1941,0.73648,-1.7216,51
2023-01-27 01:09:00,0.0,-5.3848,116.15,2.6066,-5.3848,0.0001399999999999,0.28904,0.00058,-0.00217,2e-05,13.661,1.0748,1.2054,0.7848399999999999,-1.806,51
2023-01-27 01:10:00,0.0,-7.0714,116.2,2.7473,-7.0714,0.0001399999999999,0.28469,0.00029,-0.00434,2e-05,13.967,1.1545,1.2659,0.78613,-1.7553,51
2023-01-27 01:11:00,0.0,-10.885,116.36,2.7323,-10.885,-0.0001399999999999,0.2781799999999999,0.0001399999999999,0.00434,-6e-05,13.537,1.1776,1.2798,0.80364,-1.8228,51
2023-01-27 01:12:00,0.0,-7.3263,116.4,2.7702,-7.3263,0.0001399999999999,0.27383,0.0001399999999999,0.0,2e-05,13.785,1.1813,1.2902,0.81005,-1.806,51
2023-01-27 01:13:00,0.0,-14.467,116.31,2.7863,-14.467,0.0001399999999999,0.27166,0.00058,-0.00434,2e-05,13.429,1.1815,1.3109,0.8294599999999999,-1.8397,51
2023-01-27 01:14:00,0.0,-1.1323,116.73,2.7897,-1.1323,-0.0001399999999999,0.2760099999999999,-0.00101,0.01519,-6e-05,13.593,1.237,1.3484,0.92216,-1.7891,51
2023-01-27 01:15:00,0.0,-5.3619,116.42,2.8549,-5.3619,0.0001399999999999,0.2781799999999999,0.0004299999999999,-0.00651,3e-05,13.642,1.2923,1.3735,0.94063,-1.7216,51
2023-01-27 01:16:00,0.0,-5.1536,116.34,2.7713,-5.1536,0.0,0.2781799999999999,0.0004299999999999,-0.00434,-3e-05,13.626,1.3116,1.3856,0.92322,-1.6709,51
2023-01-27 01:17:00,0.0,-11.486,116.48,2.8825,-11.486,0.0,0.2760099999999999,0.0001399999999999,0.00217,0.0,13.658,1.3267,1.4355,0.96022,-1.7385,51
2023-01-27 01:18:00,0.0,1.3864,116.51,2.8041,1.3864,0.0001399999999999,0.2847,-0.0004299999999999,0.00217,3e-05,13.452,1.2409,1.3451,0.8403,-1.6878,51
2023-01-27 01:19:00,0.0,-7.6958,116.38,2.6384,-7.6958,0.0,0.2933899999999999,0.00058,-0.00217,-1e-05,13.977,1.1893,1.2748,0.75961,-1.7385,51
2023-01-27 01:20:00,0.0,-7.8347,116.29,2.5398,-7.8347,-0.0001399999999999,0.28904,0.00072,-0.00868,-6e-05,14.015,1.0753,1.1849,0.64787,-1.7722,51
2023-01-27 01:21:00,0.0,-8.065699999999998,116.41,2.6777,-8.065699999999998,0.0001399999999999,0.28904,0.0004299999999999,0.00434,2e-05,13.52,1.1914,1.3088,0.83225,-1.8229,51
2023-01-27 01:22:00,0.0,-2.8423,116.6,2.741,-2.8423,0.0,0.28687,-0.00029,0.00217,-2e-05,13.981,1.1771,1.3016,0.8011599999999999,-1.806,51
2023-01-27 01:23:00,0.0,-7.9505,116.48,2.7838,-7.9505,0.0001399999999999,0.28904,0.0001399999999999,0.0,3e-05,13.65,1.2261,1.3634,0.88933,-1.8397,51
2023-01-27 01:24:00,0.0,-11.648,116.56,2.9595,-11.648,0.0,0.2912199999999999,0.0001399999999999,-0.00217,-2e-05,13.597,1.342,1.4773,0.9914,-1.7047,51
2023-01-27 01:25:00,0.0,-9.0361,116.46,2.903,-9.0361,-0.0001399999999999,0.2890499999999999,0.00058,0.0,-6e-05,13.73,1.2791,1.4093,0.8960099999999999,-1.6541,51
2023-01-27 01:26:00,0.0,3.9749,116.33,2.7425,3.9749,0.00029,0.28687,-0.00029,-0.00434,7e-05,13.711,1.1914,1.3016,0.83816,-1.7216,51
2023-01-27 01:27:00,0.0,-5.2924,116.4,2.6784,-5.2924,-0.00029,0.28687,0.0004299999999999,0.00217,-9e-05,13.605,1.1322,1.2454,0.7480999999999999,-1.7216,51
2023-01-27 01:28:00,0.0,-9.0362,116.44,2.621,-9.0362,0.0,0.28469,0.0001399999999999,0.00217,-2e-05,14.038,1.0495,1.1688,0.65371,-1.8228,51
2023-01-27 01:29:00,0.0,-8.019299999999998,116.56,2.5259,-8.019299999999998,0.0,0.2760099999999999,0.0001399999999999,0.00651,-2e-05,13.708,0.90476,1.0161,0.5256699999999999,-1.9579,51
2023-01-27 01:30:00,0.0,0.0462199999999999,116.39,2.419,0.0462199999999999,0.0,0.28469,0.0,0.00217,-2e-05,13.315,0.8583399999999999,0.97024,0.4887199999999999,-2.0423,51
2023-01-27 01:31:00,0.0,-4.3678,116.5,2.4077,-4.3678,-0.0001399999999999,0.28687,-0.0001399999999999,0.0,-6e-05,13.697,0.84519,0.96894,0.49613,-2.0591,51
2023-01-27 01:32:00,0.0,-3.1198,116.34,2.4342,-3.1198,-0.0001399999999999,0.30425,0.0004299999999999,0.0,-7e-05,13.531,0.91677,1.0249,0.54742,-1.9916,51
2023-01-27 01:33:00,0.0,-10.515,116.41,2.6359,-10.515,0.0,0.33033,0.00029,-0.00651,0.0,13.617,1.0691,1.201,0.75746,-1.8735,51
2023-01-27 01:34:00,0.0,-6.4015,116.36,2.8009,-6.4015,0.0,0.31294,0.00058,0.0,-2e-05,13.57,1.1682,1.307,0.83225,-1.7553,51
2023-01-27 01:35:00,0.0,-0.02314,116.4,2.7896,-0.02314,0.0,0.2955599999999999,0.0001399999999999,0.0,-2e-05,13.943,1.2187,1.3489,0.8648299999999999,-1.6203,51
2023-01-27 01:36:00,0.0,-10.423,116.42,2.8172,-10.423,0.0,0.2977299999999999,0.00058,-0.00217,0.0,13.654,1.3192,1.4198,0.97207,-1.6203,51
2023-01-27 01:37:00,0.0,-9.221100000000002,116.35,2.8649,-9.221100000000002,0.0,0.29121,0.00029,-0.00434,-2e-05,14.09,1.43,1.5041,1.0529,-1.519,51
2023-01-27 01:38:00,0.0,-5.1536,116.32,2.7927,-5.1536,0.0001399999999999,0.28687,0.00058,-0.00868,3e-05,13.549,1.3975,1.4818,1.0091,-1.5359,51
2023-01-27 01:39:00,0.0,-9.3827,116.43,2.7822,-9.3827,0.0001399999999999,0.2781799999999999,0.0001399999999999,-0.00651,3e-05,13.329,1.3691,1.491,1.0145,-1.519,51
2023-01-27 01:40:00,0.0,2.7964,116.06,2.9219,2.7964,0.00058,0.28687,0.00087,-0.01302,0.0001399999999999,13.51,1.5017,1.6126,1.1849,-1.6203,51
2023-01-27 01:41:00,0.0,-13.658,116.37,3.0273,-13.658,-0.0001399999999999,0.276,0.00058,0.00217,-6e-05,13.754,1.4924,1.6096,1.1526,-1.519,51
2023-01-27 01:42:00,0.0,-7.8114,116.32,2.9167,-7.8114,0.0,0.28469,0.00058,0.00651,-1e-05,13.463,1.4063,1.5256,1.0373,-1.5865,51
2023-01-27 01:43:00,0.0,-17.402,116.44,2.7728,-17.402,0.0001399999999999,0.29774,0.0004299999999999,-0.00651,3e-05,13.831,1.3601,1.475,0.96073,-1.6034,51
2023-01-27 01:44:00,0.0,12.78,116.42,2.6743,12.78,-0.0001399999999999,0.29992,-0.00029,0.00434,-6e-05,13.818,1.3499,1.4796,0.9868,-1.6709,51
2023-01-27 01:45:00,0.0,-31.453,116.45,2.6678,-31.453,0.0,0.3064299999999999,0.00116,0.00217,0.0,13.696,1.4094,1.532,1.0527,-1.6709,51
2023-01-27 01:46:00,0.0,-14.698,116.97,2.8446,-14.698,0.0,0.31078,-0.00058,0.00651,-1e-05,13.713,1.5268,1.6556,1.1495,-1.5865,51
2023-01-27 01:47:00,0.0,-17.726,116.84,2.9543,-17.726,0.0,0.31295,-0.00058,0.01085,-2e-05,13.467,1.5748,1.6714,1.1979,-1.519,51
2023-01-27 01:48:00,0.0,-27.663,116.38,2.8484,-27.663,0.0001399999999999,0.31295,0.00072,0.0,5e-05,13.472,1.5725,1.6737,1.1852,-1.4853,51
2023-01-27 01:49:00,0.0,-18.974,116.54,2.8018,-18.974,0.00029,0.3194699999999999,0.0,0.01085,8e-05,13.702,1.6143,1.7092,1.2332,-1.4009,51
2023-01-27 01:50:00,0.0,-19.529,116.51,2.837,-19.529,0.0,0.33033,0.0,0.00217,0.0,13.762,1.6555,1.7565,1.2682,-1.3334,51
2023-01-27 01:51:00,0.0,-32.078,116.47,2.8907,-32.078,0.0001399999999999,0.34554,0.00072,0.00868,5e-05,13.63,1.7166,1.8183,1.3525,-1.3503,51
2023-01-27 01:52:00,0.0,6.8642,116.58,2.9708,6.8642,0.0,0.35641,-0.00087,0.00868,-1e-05,14.065,1.7215,1.8611,1.3515,-1.2321,51
2023-01-27 01:53:00,0.0,-21.84,116.28,2.9025,-21.84,0.0,0.3629299999999999,0.00144,0.0,0.0,13.419,1.6739,1.8114,1.3237,-1.2659,51
2023-01-27 01:54:00,0.0,13.705,116.52,2.8618,13.705,0.0001399999999999,0.38249,-0.00072,0.00434,4e-05,13.844,1.6547,1.7858,1.3141,-1.3165,51
2023-01-27 01:55:00,0.0,-23.665,116.29,2.7851,-23.665,0.0001399999999999,0.3955299999999999,0.00116,-0.00217,5e-05,13.417,1.5519,1.7057,1.212,-1.2996,51
2023-01-27 01:56:00,0.0,-6.7944,116.79,2.7055,-6.7944,0.0,0.39987,-0.00087,0.01302,-2e-05,13.252,1.5443,1.6863,1.1809,-1.4009,51
2023-01-27 01:57:00,0.0,-21.447,116.24,2.7819,-21.447,0.0,0.39988,0.00144,-0.00217,0.0,13.743,1.5888,1.7004,1.221,-1.4009,51
2023-01-27 01:58:00,0.0,9.7067,116.22,2.8174,9.7067,-0.0001399999999999,0.3955299999999999,-0.0004299999999999,-0.00651,-6e-05,13.582,1.6233,1.722,1.268,-1.3671,51
2023-01-27 01:59:00,0.0,-19.852,116.05,2.9199,-19.852,0.00029,0.39118,0.00144,-0.00651,0.0001,13.579,1.7207,1.8248,1.3277,-1.3165,51
2023-01-27 02:00:00,0.0,-21.147,116.64,2.9538,-21.147,-0.0001399999999999,0.38684,-0.0004299999999999,0.01085,-6e-05,13.499,1.7138,1.8186,1.3061,-1.3165,51
2023-01-27 02:01:00,0.0,-3.397,116.3,2.9467,-3.397,0.0001399999999999,0.3911899999999999,-0.00058,0.00217,5e-05,13.325,1.6841,1.7982,1.2966,-1.3503,51
2023-01-27 02:02:00,0.0,-15.553,115.92,2.8909,-15.553,0.0001399999999999,0.3803199999999999,0.00058,-0.00651,5e-05,13.79,1.657,1.7861,1.3056,-1.3671,51
2023-01-27 02:03:00,0.0,14.121,116.32,2.8875,14.121,0.0001399999999999,0.38249,-0.00087,0.00217,4e-05,13.516,1.69,1.8184,1.339,-1.3334,51
