measured_on,ac_current__779,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__788,ac_power_2__789,ac_power__1137,ac_power__773,ac_power_metered_kw__1040,ac_volts__778,ambient_temp__1053,ambient_temp__780,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__1136,dc_power__772,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp_5_1__4821,module_temp__1056,poa_irradiance__1055,poa_irradiance__771,poa_irradiance_refcell__1054,refcell_temp__1052,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,wind_speed__1051,system_id
2011-08-18 00:00:00,0.0,,,-3.4748,-9.3429,,-12.818,,120.06,,23.428,,,,,,,,,,,,,,,13.705,27.813,0.0,0.1147,-0.0001,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,14.802,25.239,21.115,-26.97,18.772,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:01:00,0.0,,,-5.9902,4.8219,,-1.1683,,119.38,,23.295,,,,,,,,,,,,,,,13.703,27.81,0.0001,0.1318,-0.0005,-0.002,0.0,0.0,,0.0,,,,,,,,,,,,,,16.81,23.867,20.892,-26.97,18.777,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:02:00,0.0,,,-4.7865,-3.1527,,-7.939199999999999,,119.82,,23.378,,,,,,,,,,,,,,,13.706,27.804,0.0002999999999999,0.132,-0.0002999999999999,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,15.471,23.989,21.376,-26.97,18.751,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:03:00,0.0,,,3.4978,-9.55,,-6.0522,,120.08,,23.209,,,,,,,,,,,,,,,13.705,27.791,0.0,0.1731,0.0001,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,16.564,23.91,20.853,-26.97,18.551,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:04:00,0.0,,,3.9351,-8.8366,,-4.9016,,120.07,,22.961,,,,,,,,,,,,,,,13.706,27.788,0.0001,0.1817999999999999,0.0001,-0.0043,0.0,0.0,,0.0,,,,,,,,,,,,,,16.659,23.929,16.498,-26.97,18.414,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:05:00,0.0,,,-0.0459999999999999,1.0816,,1.0356,,119.68,,22.774,,,,,,,,,,,,,,,13.706,27.78,0.0001,0.1796,-0.0001,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,15.88,24.236,19.798,-26.97,18.385,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:06:00,0.0,,,-4.8325,-9.250800000000002,,-14.084,,119.98,,22.72,,,,,,,,,,,,,,,13.707,27.782,0.0,0.171,0.0,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,15.689,24.08,19.798,-26.97,18.457,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:07:00,0.0,,,0.2762,-0.6442999999999999,,-0.3682,,119.59,,22.698,,,,,,,,,,,,,,,13.707,27.768,0.0,0.1731,0.0001,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,15.819,24.368,19.798,-26.97,18.45,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:08:00,0.0,,,-5.661,-4.2802,,-9.9412,,119.71,,22.548,,,,,,,,,,,,,,,13.707,27.764,0.0001,0.1753,-0.0001,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,15.396,23.948,16.578,-26.97,18.283,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:09:00,0.0,,,-1.2657,0.6673999999999999,,-0.5983,,119.59,,22.404,,,,,,,,,,,,,,,13.708,27.756,0.0,0.1839,-0.0001,0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,16.064,23.972,19.798,-26.97,18.152,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:10:00,0.0,,,-4.9936,-5.4539,,-10.448,,119.73,,22.262,,,,,,,,,,,,,,,13.708,27.752,0.0001,0.1817999999999999,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,15.897,23.874,19.798,-26.97,18.033,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:11:00,0.0,,,0.5753,-2.9456,,-2.3703,,119.6,,22.138,,,,,,,,,,,,,,,13.708,27.737,0.0001,0.1860999999999999,-0.0002999999999999,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,16.347,23.88,19.798,-26.97,17.992,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:12:00,0.0,,,-5.8451,-2.8535,,-8.6987,,119.61,,22.031,,,,,,,,,,,,,,,13.708,27.738,0.0,0.1883,-0.0002999999999999,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,15.662,24.205,19.799,-26.97,17.949,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:13:00,0.0,,,1.91,-0.5523,,1.3577,,119.56,,21.958,,,,,,,,,,,,,,,13.708,27.728,0.0,0.1904,-0.0001,-0.0043,0.0,0.0,,0.0,,,,,,,,,,,,,,16.758,23.797,19.798,-26.97,17.844,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:14:00,0.0,,,-13.14,-12.795,,-25.935,,120.09,,21.882,,,,,,,,,,,,,,,13.708,27.724,0.0,0.1904,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,15.032,23.515,19.798,-26.97,17.819,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:15:00,0.0,,,-4.3263,-14.682,,-19.008,,120.05,,21.886,,,,,,,,,,,,,,,13.708,27.715,0.0002999999999999,0.1817999999999999,0.0001,0.0,0.0,0.0001,,0.0001,,,,,,,,,,,,,,16.022,24.427,19.798,-26.97,17.744,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:16:00,0.0,,,0.4602999999999999,-12.22,,-11.759,,119.93,,21.965,,,,,,,,,,,,,,,13.709,27.71,0.0001,0.1817999999999999,0.0001,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,,,,15.991,24.527,19.798,-26.97,17.932,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:17:00,0.0,,,-9.5041,-12.496,,-22.0,,120.03,,22.147,,,,,,,,,,,,,,,13.709,27.699,0.0,0.1796,-0.0001,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,15.572,23.815,19.798,-26.97,18.17,,,,-99999.0,,,,,,,,,,51
2011-08-18 00:18:00,0.0,,,-2.3473,3.866,,1.5188,,119.44,,22.277,,,,,,,,,,,,,,,13.709,27.694,0.0005999999999999,0.1817999999999999,-0.0002999999999999,0.0,0.0,0.0001,,0.0001,,,,,,,,,,,,,,15.714,24.118,19.798,-26.97,18.215,,,,-99999.0,,,,,,,,,,51
