measured_on,ac_current__588,ac_current__779,ac_power__584,ac_power__773,ac_voltage__587,ac_volts__778,ambient_temp__1333,ambient_temp__589,ambient_temp__780,biased_mod2_leakage_na__1343,biased_mod2_mvshunt__1342,biased_mod2_voltage__1341,biased_mod3_leakage_na__1346,biased_mod3_mvshunt__1345,biased_mod3_voltage__1344,biased_mod4_leakage_na__1349,biased_mod4_mvshunt__1348,biased_mod4_voltage__1347,biased_mod5_leakage_na__1352,biased_mod5_mvshunt__1351,biased_mod5_voltage__1350,biased_mod6_mvshunt__1354,biased_mod6_voltage__1353,control_module_temp__1329,das_battery_voltage__595,das_battery_voltage__790,das_temp__594,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__586,dc_pos_current__775,dc_pos_voltage__585,dc_pos_voltage__774,dc_power_1__786,dc_power__583,dc_power__772,gh_irradiance__1328,inverter_temp__593,inveter_temp__784,mod1_coulombs__1356,mod2_coulombs__1357,mod3_coulombs__1358,mod4_coulombs__1359,mod5_coulombs__1360,module_temp_1__590,module_temp_1__781,module_temp_2__591,module_temp_2__782,module_temp_3__592,module_temp_3__783,poa_irradiance__582,poa_irradiance__771,power_factor__596,precipitation__4818,relative_humidity__1334,unbiased_leakage_na__1340,unbiased_mppt_current__1336,unbiased_mppt_power__1337,unbiased_mppt_voltage__1335,unbiased_mvshunt__1339,unbiased_temp__1338,wetness_kohms__1330,wind_direction__1332,wind_speed__1331,system_id
2011-12-07 02:30:00,,0.0,,-5.7725,,119.05,,,-1.1202,,,,,,,,,,,,,,,,,14.307,,6.6698,0.0001,0.3507,,-0.0002999999999999,,0.0001,-5.7725,,0.0,,,7.7881,,,,,,,-3.0116,,-26.97,,-4.3492,,-3.1567,,,,,,,,,,,,,51
2011-12-07 02:45:00,,0.0,,-6.4695,,119.07,,,0.7208,,,,,,,,,,,,,,,,,14.306,,6.663,0.0001,0.3244,,-0.0001,,-0.001,-6.4695,,0.0,,,7.554999999999999,,,,,,,-1.2565,,-26.97,,-3.2549,,-2.4629,,,,,,,,,,,,,51
2011-12-07 03:00:00,,0.0,,-5.0027,,119.02,,,-0.6946999999999999,,,,,,,,,,,,,,,,,14.306,,6.6509,0.0001,0.322,,-0.0002,,-0.0005999999999999,-5.0027,,0.0,,,7.6081,,,,,,,-2.0623,,-26.97,,-4.0229,,-2.6025,,,,,,,,,,,,,51
2011-12-07 03:15:00,,0.0,,-5.9373,,119.07,,,-1.3593,,,,,,,,,,,,,,,,,14.307,,6.6016,0.0001,0.3187999999999999,,-0.0001,,-0.001,-5.9373,,0.0,,,7.511599999999999,,,,,,,-3.5632,,-26.97,,-4.7999,,-3.1014,,,,,,,,,,,,,51
2011-12-07 03:30:00,,0.0,,-8.317299999999998,,119.15,,,-1.5415,,,,,,,,,,,,,,,,,14.308,,6.547,0.0001,0.3189,,-0.0001,,-0.0005999999999999,-8.317299999999998,,0.0,,,7.6557,,,,,,,-3.8432,,-26.97,,-5.88,,-3.4955,,,,,,,,,,,,,51
2011-12-07 03:45:00,,0.0,,-10.381,,119.16,,,-1.6675,,,,,,,,,,,,,,,,,14.31,,6.4872,0.0001,0.3401,,-0.0001,,-0.0016,-10.381,,0.0,,,7.667799999999999,,,,,,,-3.8432,,-26.97,,-5.8292,,-2.5902,,,,,,,,,,,,,51
2011-12-07 04:00:00,,0.0,,-12.354,,119.06,,,-1.8172,,,,,,,,,,,,,,,,,14.312,,6.4116,0.0,0.3259,,-0.0001,,0.0002999999999999,-12.354,,0.0,,,7.515799999999999,,,,,,,-3.7933,,-26.97,,-6.031,,-2.4472,,,,,,,,,,,,,51
2011-12-07 04:15:00,,0.0,,-8.8418,,119.01,,,0.7633999999999999,,,,,,,,,,,,,,,,,14.313,,6.3438,0.0,0.3407,,-0.0001,,-0.001,-8.8418,,0.0,,,7.246,,,,,,,-1.6923,,-26.97,,-4.5637,,-1.4922,,,,,,,,,,,,,51
2011-12-07 04:30:00,,0.0,,-6.6471,,118.82,,,1.1569,,,,,,,,,,,,,,,,,14.315,,6.3239,0.0001,0.3438999999999999,,0.0,,-0.0015,-6.6471,,0.0,,,7.5667,,,,,,,-0.9277,,-26.97,,-3.6853,,-2.2659,,,,,,,,,,,,,51
2011-12-07 04:45:00,,0.0,,-2.8501,,118.51,,,1.1139,,,,,,,,,,,,,,,,,14.315,,6.3379,0.0001,0.3411,,-0.0002,,0.0005999999999999,-2.8501,,0.0,,,7.4812,,,,,,,-0.9672,,-26.97,,-3.4949,,-2.7401,,,,,,,,,,,,,51
2011-12-07 05:00:00,,0.0,,-7.8841,,118.94,,,-1.2193,,,,,,,,,,,,,,,,,14.315,,6.3604,0.0001,0.3423999999999999,,-0.0001,,-0.0025,-7.8841,,0.0,,,7.3841,,,,,,,-2.9602,,-26.97,,-4.5323,,-3.3752,,,,,,,,,,,,,51
2011-12-07 05:15:00,,0.0,,-11.433,,119.01,,,-0.9979,,,,,,,,,,,,,,,,,14.315,,6.3409,0.0001,0.3421,,0.0,,-0.0028,-11.433,,0.0,,,7.1632,,,,,,,-2.7562,,-26.97,,-4.3591,,-2.5306,,,,,,,,,,,,,51
2011-12-07 05:30:00,,0.0,,-10.164,,118.73,,,0.0212,,,,,,,,,,,,,,,,,14.316,,6.2847,0.0001,0.3497,,-0.0001,,-0.0005999999999999,-10.164,,0.0,,,7.2107,,,,,,,-1.7327,,-26.97,,-3.375,,-2.1342,,,,,,,,,,,,,51
2011-12-07 05:45:00,,0.0,,-2.8748,,118.95,,,-0.1991999999999999,,,,,,,,,,,,,,,,,14.317,,6.2527,0.0001,0.4302,,-0.0002999999999999,,-0.0011999999999999,-2.8748,,0.0,,,7.386199999999999,,,,,,,-1.6666,,-26.97,,-3.6478,,-2.9271,,,,,,,,,,,,,51
2011-12-07 06:00:00,,0.0,,-5.7125,,118.76,,,-0.1506,,,,,,,,,,,,,,,,,14.318,,6.2366,0.0001,0.4682,,-0.0001,,-0.002,-5.7125,,0.0,,,7.348,,,,,,,-1.1414,,-26.97,,-3.5174,,-2.6129,,,,,,,,,,,,,51
2011-12-07 06:15:00,,0.0,,-6.5145,,118.25,,,0.16,,,,,,,,,,,,,,,,,14.32,,6.19,0.0001,0.6544999999999999,,-0.0001,,-0.0016999999999999,-6.5145,,0.0001,,,7.2933,,,,,,,-0.9269,,-26.97,,-2.6223,,-2.1061,,,,,,,,,,,,,51
2011-12-07 06:30:00,,0.0,,-2.7931,,118.87,,,0.5265999999999998,,,,,,,,,,,,,,,,,14.321,,6.1445,0.0001,3.5129,,-0.0001,,1.7882,-2.7931,,-0.0002999999999999,,,7.371699999999999,,,,,,,-0.9268,,-26.97,,-2.3479,,-2.2694,,,,,,,,,,,,,51
2011-12-07 06:45:00,,0.0,,-4.7548,,119.22,,,0.4728999999999999,,,,,,,,,,,,,,,,,14.32,,6.1386,0.0,42.927,,-0.0004,,42.378,-4.7548,,-0.0214999999999999,,,7.3362,,,,,,,-0.9268,,-26.97,,-2.7469,,-2.3246,,,,,,,,,,,,,51
2011-12-07 07:00:00,,0.0,,-10.319,,119.42,,,-0.526,,,,,,,,,,,,,,,,,14.319,,6.1524,0.0281999999999999,126.91,,0.0044,,125.82,-10.319,,3.9781,,,7.2483,,,,,,,-2.196,,-26.97,,-3.5585,,-1.2344,,,,,,,,,,,,,51
2011-12-07 07:15:00,,0.0,,15.634,,119.34,,,-2.0049,,,,,,,,,,,,,,,,,14.319,,6.1666,0.1943,227.26,,0.0145,,231.12,15.634,,47.47,,,6.9618,,,,,,,-3.8403,,-26.97,,-5.1967,,30.179,,,,,,,,,,,,,51
2011-12-07 07:30:00,,0.0,,520.54,,119.44,,,-2.4067,,,,,,,,,,,,,,,,,14.319,,6.1428,2.4296,242.01,,0.0002999999999999,,304.51,520.54,,596.55,,,7.2877,,,,,,,-2.184,,-26.97,,-0.8288999999999999,,186.12,,,,,,,,,,,,,51
2011-12-07 07:45:00,,0.0,,1009.6,,119.42,,,-1.8272,,,,,,,,,,,,,,,,,14.321,,6.0851,4.3753,255.53,,0.0002,,307.23,1009.6,,1117.2,,,7.1539,,,,,,,1.341,,-26.97,,5.0864,,314.11,,,,,,,,,,,,,51
2011-12-07 08:00:00,,0.0,,1405.0,,119.44,,,-1.146,,,,,,,,,,,,,,,,,14.323,,6.0277,5.9993,256.04,,0.0005,,307.86,1405.0,,1535.5,,,6.9547,,,,,,,2.4385,,-26.97,,7.9461,,428.52,,,,,,,,,,,,,51
2011-12-07 08:15:00,,0.0,,1733.7,,119.71,,,-1.734,,,,,,,,,,,,,,,,,14.324,,5.9978,7.4627,255.27,,0.0004,,309.29,1733.7,,1904.8,,,6.9801,,,,,,,2.1079,,-26.97,,9.1256,,533.04,,,,,,,,,,,,,51
2011-12-07 08:30:00,,0.0,,2023.1,,119.15,,,-0.8657,,,,,,,,,,,,,,,,,14.326,,5.9855,8.747899999999998,249.45,,0.001,,306.06,2023.1,,2181.7,,,7.409799999999999,,,,,,,5.4415,,-26.97,,13.638,,624.95,,,,,,,,,,,,,51
2011-12-07 08:45:00,,0.0,,2167.7,,118.54,,,-0.1197,,,,,,,,,,,,,,,,,14.328,,6.0421,9.9065,238.17,,0.0012999999999999,,298.17,2167.7,,2358.8,,,7.0968,,,,,,,12.106,,-26.97,,22.282,,704.48,,,,,,,,,,,,,51
2011-12-07 09:00:00,,0.0,,2293.6,,118.62,,,2.0311,,,,,,,,,,,,,,,,,14.325,,6.2075,10.851,230.5,,0.0016999999999999,,291.83,2293.6,,2501.1,,,7.244399999999999,,,,,,,21.185,,-26.97,,29.64,,772.34,,,,,,,,,,,,,51
2011-12-07 09:15:00,,0.0,,2454.1,,118.73,,,1.2245,,,,,,,,,,,,,,,,,14.318,,6.4877,11.694,228.74,,0.0018,,292.62,2454.1,,2675.2,,,7.5107,,,,,,,20.008,,-26.97,,30.278,,830.0499999999998,,,,,,,,,,,,,51
2011-12-07 09:30:00,,0.0,,2546.3,,118.72,,,1.8031,,,,,,,,,,,,,,,,,14.31,,6.8096,12.376,223.57,,0.002,,287.98,2546.3,,2766.9,,,8.0298,,,,,,,24.67,,-26.97,,35.071,,876.95,,,,,,,,,,,,,51
2011-12-07 09:45:00,,0.0,,2621.0,,118.83,,,1.7907,,,,,,,,,,,,,,,,,14.301,,7.1531,12.934,220.92,,0.0035,,285.57,2621.0,,2858.1,,,8.2565,,,,,,,24.571,,-26.97,,37.693,,922.86,,,,,,,,,,,,,51
2011-12-07 10:00:00,,0.0,,2685.0,,118.71,,,1.5489,,,,,,,,,,,,,,,,,14.29,,7.5209,13.408,217.98,,0.0045999999999999,,284.45,2685.0,,2923.7,,,8.638199999999998,,,,,,,25.598,,-26.97,,39.582,,960.93,,,,,,,,,,,,,51
2011-12-07 10:15:00,,0.0,,2735.4,,118.77,,,2.0034,,,,,,,,,,,,,,,,,14.28,,7.908,13.868,215.03,,0.0054999999999999,,283.73,2735.4,,2983.1,,,8.9823,,,,,,,23.38,,-26.97,,41.247,,993.91,,,,,,,,,,,,,51
2011-12-07 10:30:00,,0.0,,2722.0,,118.65,22.12683,,4.6881,-17.36553,-0.0430941899999999,4.129513,7.626794,0.0188537099999999,-1.406665,10.82331,0.0269338699999999,-1.406665,26.31501,0.0653146299999999,-11.68766,0.007406814,-1506.377,19.92501,,14.268,,8.3152,14.126,210.05,,0.0080999999999999,,277.89,2722.0,,2969.4,0.4034899,,9.3206,-315.0296,-347.3106,152.53588,216.4662,526.3002,,-23.386,,-26.97,,45.84,,1014.1,,0.0,89.70129,-15.75148,0.002672727,0.001265878,0.4736279999999999,-0.03905411,19.84973,33.39136,218.6841,0.02696569,51
2011-12-07 10:45:00,,0.0,,2750.1,,118.6,,,5.0925,,,,,,,,,,,,,,,,,14.256,,8.7611,14.268,208.76,,0.0088999999999999,,276.91,2750.1,,2980.9,,,9.9797,,,,,,,-26.97,,-26.97,,47.21,,1022.6,,,,,,,,,,,,,51
2011-12-07 11:00:00,,0.0,,2803.5,,118.91,,,3.8552,,,,,,,,,,,,,,,,,14.242,,9.228,14.455,209.88,,0.0094999999999999,,279.68,2803.5,,3036.5,,,10.348,,,,,,,0.3483,,-26.97,,45.226,,1027.9,,,,,,,,,,,,,51
2011-12-07 11:15:00,,0.0,,2868.8,,118.82,,,2.952,,,,,,,,,,,,,,,,,14.229,,9.6545,14.61,214.16,,0.0094,,285.75,2868.8,,3131.2,,,10.783,,,,,,,21.285,,-26.97,,40.322,,1031.8,,,,,,,,,,,,,51
2011-12-07 11:30:00,,0.0,,2853.2,,118.96,,,3.1708,,,,,,,,,,,,,,,,,14.217,,10.014,14.582,213.45,,0.0114,,284.7,2853.2,,3115.5,,,11.115,,,,,,,22.014,,-26.97,,40.976,,1029.4,,,,,,,,,,,,,51
2011-12-07 11:45:00,,0.0,,2792.6,,118.95,,,3.771,,,,,,,,,,,,,,,,,14.206,,10.326,14.453,210.46,,0.0128,,280.34,2792.6,,3045.3,,,11.556,,,,,,,11.876,,-26.97,,44.743,,1024.1,,,,,,,,,,,,,51
2011-12-07 12:00:00,,0.0,,2730.5,,118.98,,,6.5035,,,,,,,,,,,,,,,,,14.196,,10.629,14.222,209.21,,0.0145,,276.82,2730.5,,2979.3,,,11.648,,,,,,,-26.957,,-26.97,,46.932,,1012.5,,,,,,,,,,,,,51
2011-12-07 12:15:00,,0.0,,2675.7,,119.06,,,6.9406,,,,,,,,,,,,,,,,,14.187,,10.952,13.964,209.49,,0.0154,,276.16,2675.7,,2929.4,,,12.002,,,,,,,-26.97,,-26.97,,47.355,,1001.3,,,,,,,,,,,,,51
2011-12-07 12:30:00,,0.0,,2664.8,,119.18,,,7.1048,,,,,,,,,,,,,,,,,14.178,,11.272,13.818,210.25,,0.0155,,278.12,2664.8,,2909.3,,,12.395,,,,,,,1.479,,-26.97,,45.25,,984.43,,,,,,,,,,,,,51
2011-12-07 12:45:00,,0.0,,2603.7,,118.46,,,7.0656,,,,,,,,,,,,,,,,,14.17,,11.567,13.451,211.32,,0.0155,,279.13,2603.7,,2846.5,,,12.838,,,,,,,4.3395,,-26.97,,44.225,,957.44,,,,,,,,,,,,,51
2011-12-07 13:00:00,,0.0,,2575.5,,119.05,,,7.0879,,,,,,,,,,,,,,,,,14.162,,11.81,13.039,213.4,,0.0156999999999999,,280.74,2575.5,,2786.7,,,12.977,,,,,,,30.382,,-26.97,,43.45,,929.15,,,,,,,,,,,,,51
2011-12-07 13:15:00,0.1644467,0.0,6.586601,2518.1,246.2642,119.15,,-0.6590977,7.1565,,,,,,,,,,,,,,,,13.37251,14.154,1.358339,12.018,12.621,214.54,0.002,0.0158,0.3437999999999999,280.92,2518.1,0.0008404000999999,2711.9,,1.125,13.501,,,,,,-2.516667,29.92,-2.141667,-26.97,-2.983333,42.641,-2.504512,897.85,0.1615639,,,,,,,,,,,,51
2011-12-07 13:30:00,,0.0,,2398.7,,119.26,,,7.0083,,,,,,,,,,,,,,,,,14.147,,12.193,12.105,215.74,,0.0158,,282.1,2398.7,,2615.9,,,13.447,,,,,,,29.781,,-26.97,,41.013,,856.47,,,,,,,,,,,,,51
2011-12-07 13:45:00,,0.0,,2263.9,,119.43,,,6.8429,,,,,,,,,,,,,,,,,14.141,,12.358,11.323,218.47,,0.0156999999999999,,284.32,2263.9,,2477.7,,,13.646,,,,,,,28.097,,-26.97,,38.528,,795.96,,,,,,,,,,,,,51
2011-12-07 14:00:00,,0.0,,2159.1,,119.45,,,6.782,,,,,,,,,,,,,,,,,14.136,,12.501,10.724,219.04,,0.016,,282.96,2159.1,,2353.2,,,13.759,,,,,,,29.814,,-26.97,,38.462,,752.94,,,,,,,,,,,,,51
2011-12-07 14:15:00,,0.0,,1947.4,,119.32,,,7.223099999999999,,,,,,,,,,,,,,,,,14.132,,12.627,9.53,223.25,,0.0161999999999999,,283.44,1947.4,,2131.8,,,13.899,,,,,,,27.789,,-26.97,,36.001,,669.99,,,,,,,,,,,,,51
2011-12-07 14:30:00,,0.0,,1786.1,,119.46,,,6.8689,,,,,,,,,,,,,,,,,14.128,,12.756,8.5532,227.68,,0.0158,,285.63,1786.1,,1951.8,,,13.929,,,,,,,24.755,,-26.97,,32.437,,601.97,,,,,,,,,,,,,51
2011-12-07 14:45:00,,0.0,,1689.5,,119.44,,,6.9136,,,,,,,,,,,,,,,,,14.125,,12.869,8.082499999999998,228.95,,0.0156999999999999,,286.61,1689.5,,1854.1,,,14.173,,,,,,,23.212,,-26.97,,30.653,,567.51,,,,,,,,,,,,,51
2011-12-07 15:00:00,,0.0,,1474.0,,119.49,,,5.6252,,,,,,,,,,,,,,,,,14.121,,12.952,6.9152,233.71,,0.0156999999999999,,288.97,1474.0,,1619.9,,,14.387,,,,,,,18.226,,-26.97,,26.808,,487.42,,,,,,,,,,,,,51
2011-12-07 15:15:00,,0.0,,1269.3,,119.19,,,5.6683,,,,,,,,,,,,,,,,,14.119,,12.986,5.7954,237.46,,0.0155999999999999,,290.56,1269.3,,1380.4,,,14.676,,,,,,,16.716,,-26.97,,23.13,,411.29,,,,,,,,,,,,,51
2011-12-07 15:30:00,,0.0,,1088.3,,118.94,,,5.3842,,,,,,,,,,,,,,,,,14.119,,13.006,5.0181,240.39,,0.0155,,291.9,1088.3,,1210.6,,,14.197,,,,,,,14.212,,-26.97,,20.203,,361.97,,,,,,,,,,,,,51
2011-12-07 15:45:00,,0.0,,880.35,,119.0,,,4.3009,,,,,,,,,,,,,,,,,14.119,,12.973,3.9875,243.22,,0.0151,,294.17,880.35,,973.91,,,14.573,,,,,,,9.862100000000002,,-26.97,,15.277,,292.52,,,,,,,,,,,,,51
2011-12-07 16:00:00,,0.0,,619.71,,120.11,,,2.5997,,,,,,,,,,,,,,,,,14.119,,12.887,2.8952,245.72,,0.0138999999999999,,297.45,619.71,,715.6,,,13.949,,,,,,,5.0795,,-26.97,,8.3695,,220.26,,,,,,,,,,,,,51
2011-12-07 16:15:00,,0.0,,209.65,,119.81,,,2.0514,,,,,,,,,,,,,,,,,14.121,,12.712,1.0552,234.92,,0.0167999999999999,,278.53,209.65,,258.99,,,14.19,,,,,,,3.0413,,-26.97,,3.7646,,84.685,,,,,,,,,,,,,51
2011-12-07 16:30:00,,0.0,,6.6565,,119.48,,,1.6354,,,,,,,,,,,,,,,,,14.129,,12.471,0.1759999999999999,221.67,,0.0213999999999999,,248.68,6.6565,,43.982,,,13.561,,,,,,,1.0253,,-26.97,,0.039,,12.787,,,,,,,,,,,,,51
2011-12-07 16:45:00,,0.0,,-6.8444,,119.44,,,1.0076,,,,,,,,,,,,,,,,,14.136,,12.22,0.0661999999999999,177.6,,0.0296,,181.36,-6.8444,,16.959,,,13.539,,,,,,,-0.9355,,-26.97,,-1.9353,,3.0032,,,,,,,,,,,,,51
2011-12-07 17:00:00,,0.0,,-9.7222,,119.25,,,-0.2058,,,,,,,,,,,,,,,,,14.144,,11.959,0.0112,108.31,,0.0005999999999999,,107.95,-9.7222,,1.4868,,,13.217,,,,,,,-1.3398,,-26.97,,-3.1892,,-2.0663,,,,,,,,,,,,,51
2011-12-07 17:15:00,,0.0,,-7.435399999999999,,119.06,,,-1.3375,,,,,,,,,,,,,,,,,14.153,,11.629,0.0002999999999999,14.79,,-0.0001,,13.655,-7.435399999999999,,0.0025999999999999,,,12.802,,,,,,,-3.1707,,-26.97,,-3.9557,,-2.9439,,,,,,,,,,,,,51
2011-12-07 17:30:00,,0.0,,-6.6761,,119.13,,,-0.2187999999999999,,,,,,,,,,,,,,,,,14.163,,11.273,0.0001,1.7927,,-0.0001,,0.2858999999999999,-6.6761,,0.0002,,,12.618,,,,,,,-2.8999,,-26.97,,-4.1102,,-2.2342,,,,,,,,,,,,,51
2011-12-07 17:45:00,,0.0,,-8.8062,,119.21,,,-0.9394,,,,,,,,,,,,,,,,,14.172,,10.962,0.0001,0.9171,,-0.0001,,0.0,-8.8062,,0.0001,,,12.078,,,,,,,-3.851,,-26.97,,-4.8055,,-2.7272,,,,,,,,,,,,,51
2011-12-07 18:00:00,,0.0,,-5.5109,,119.32,,,-1.195,,,,,,,,,,,,,,,,,14.182,,10.636,0.0,0.8464,,-0.0001,,-0.0012999999999999,-5.5109,,0.0,,,11.79,,,,,,,-3.85,,-26.97,,-4.9536,,-2.877,,,,,,,,,,,,,51
2011-12-07 18:15:00,,0.0,,-2.9735,,119.58,,,-1.0295,,,,,,,,,,,,,,,,,14.191,,10.29,0.0001,0.8601999999999999,,0.0,,-0.0004,-2.9735,,0.0001,,,11.658,,,,,,,-3.3782,,-26.97,,-4.5149,,-2.3157,,,,,,,,,,,,,51
2011-12-07 18:30:00,,0.0,,-8.5136,,119.91,,,-0.0294999999999999,,,,,,,,,,,,,,,,,14.199,,9.9771,0.0001,0.8747,,-0.0001,,-0.0016999999999999,-8.5136,,0.0001,,,11.116,,,,,,,-1.7459,,-26.97,,-3.9998,,-2.2235,,,,,,,,,,,,,51
2011-12-07 18:45:00,,0.0,,-10.5,,119.89,,,-0.8929,,,,,,,,,,,,,,,,,14.206,,9.7228,0.0001,0.8952,,-0.0001,,0.0001,-10.5,,0.0001,,,10.782,,,,,,,-3.1388,,-26.97,,-4.3723,,-2.7234,,,,,,,,,,,,,51
2011-12-07 19:00:00,,0.0,,-5.2489,,119.91,,,-0.7347,,,,,,,,,,,,,,,,,14.214,,9.4762,0.0001,0.9023,,0.0,,-0.0005999999999999,-5.2489,,0.0001,,,10.803,,,,,,,-2.7546,,-26.97,,-4.3904,,-2.0888,,,,,,,,,,,,,51
2011-12-07 19:15:00,,0.0,,-14.304,,120.3,,,-0.8627,,,,,,,,,,,,,,,,,14.221,,9.2514,0.0001,0.8967,,-0.0001,,0.0,-14.304,,0.0001,,,10.186,,,,,,,-3.4574,,-26.97,,-4.5487,,-2.3511,,,,,,,,,,,,,51
2011-12-07 19:30:00,,0.0,,-7.9156,,119.6,,,-1.7766,,,,,,,,,,,,,,,,,14.229,,9.0403,0.0001,0.9079,,-0.0001,,-0.0001,-7.9156,,0.0001,,,10.14,,,,,,,-3.8529,,-26.97,,-4.9499,,-2.4311,,,,,,,,,,,,,51
2011-12-07 19:45:00,,0.0,,-4.8579,,119.44,,,-1.5566,,,,,,,,,,,,,,,,,14.237,,8.8085,0.0002,0.9421,,0.0,,-0.0012999999999999,-4.8579,,0.0002,,,10.143,,,,,,,-3.8517,,-26.97,,-5.1678,,-2.1544,,,,,,,,,,,,,51
2011-12-07 20:00:00,,0.0,,0.5825,,119.33,,,-1.6408,,,,,,,,,,,,,,,,,14.243,,8.6052,0.0002999999999999,0.9557,,0.0,,-0.0015,0.5825,,0.0002999999999999,,,10.039,,,,,,,-3.8498,,-26.97,,-5.4059,,-1.8516,,,,,,,,,,,,,51
2011-12-07 20:15:00,,0.0,,-9.557,,119.74,,,-1.6351,,,,,,,,,,,,,,,,,14.248,,8.414899999999998,0.0002999999999999,0.988,,0.0,,-0.0025999999999999,-9.557,,0.0002999999999999,,,9.3619,,,,,,,-3.8497,,-26.97,,-5.2642,,-2.052,,,,,,,,,,,,,51
