measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2013-08-18 00:00:00,0.0,-8.6128,120.05,21.959,13.589,30.256,0.0001,0.2383,0.0,-0.0004,-8.6128,0.0,25.519,-26.97,-26.97,17.877,-3.1264,51
2013-08-18 00:15:00,0.0,-5.5787,120.09,21.816,13.591,30.16,0.0001,0.2109,-0.0002,-0.0005999999999999,-5.5787,0.0,25.399,-26.97,-26.97,17.289,-3.9299,51
2013-08-18 00:30:00,0.0,-3.8743,120.25,23.496,13.593,30.029,0.0002,0.1642,-0.0001,-0.0005999999999999,-3.8743,0.0,25.356,-26.97,-26.97,18.612,-2.4604,51
2013-08-18 00:45:00,0.0,-11.909,120.59,23.605,13.595,29.925,0.0001,0.1527,0.0,-0.0011999999999999,-11.909,0.0,25.33,-26.97,-26.97,18.943,-3.259,51
2013-08-18 01:00:00,0.0,-4.9725,120.61,22.788,13.595,29.851,0.0001,0.1411999999999999,-0.0001,-0.0001,-4.9725,0.0,25.511,-26.97,-26.97,19.143,-3.4123,51
2013-08-18 01:15:00,0.0,-7.0028,120.77,22.635,13.598,29.738,0.0,0.0806,-0.0001,0.0,-7.0028,0.0,25.7,-26.97,-26.97,19.882,-2.6419,51
2013-08-18 01:30:00,0.0,-3.4868,120.58,22.243,13.601,29.617,0.0002,0.0675999999999999,0.0,-0.0008999999999999,-3.4868,0.0,25.549,-26.97,-26.97,19.835,-2.7181,51
2013-08-18 01:45:00,0.0,-3.1558,120.6,21.956,13.604,29.486,0.0002,0.0969,0.0,-0.0002999999999999,-3.1558,0.0,25.552,-26.97,-26.97,19.754,-2.2367,51
2013-08-18 02:00:00,0.0,-8.2054,120.79,21.504,13.607,29.359,0.0002,0.1129,-0.0001,-0.0006999999999999,-8.2054,0.0,25.676,-26.97,-26.97,19.451,-2.6097,51
2013-08-18 02:15:00,0.0,-6.9943,120.86,21.489,13.608,29.249,0.0001,0.0873,-0.0001,-0.0016,-6.9943,0.0,25.648,-26.97,-26.97,18.78,-2.9459,51
