measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2013-01-16 00:00:00,0.0,-7.0689,119.47,2.597,14.237,8.0898,0.0001,0.4071,0.0001,-0.0044999999999999,-7.0689,0.0001,8.8972,1.8038,-26.97,-0.3531,-2.1201,51
2013-01-16 00:15:00,0.0,-3.3054,119.04,2.7845,14.236,8.148899999999998,0.0002,0.3295,-0.0002,-0.0004,-3.3054,0.0001,8.939299999999998,2.1035,-26.97,0.0350999999999999,-2.3115,51
2013-01-16 00:30:00,0.0,-9.8594,119.3,2.7954,14.235,8.217,0.0001,0.3259,0.0,-0.0019,-9.8594,0.0001,8.9794,2.1748,-26.97,0.2199,-2.4308,51
2013-01-16 00:45:00,0.0,-18.001,119.66,2.9867,14.233,8.280699999999998,0.0001,0.3242999999999999,0.0,-0.0028,-18.001,0.0,9.0439,2.881,-26.97,0.4396999999999999,-2.3171,51
2013-01-16 01:00:00,0.0,-7.8937,119.41,2.7849,14.231,8.3375,0.0001,0.3338999999999999,0.0,-0.0033,-7.8937,0.0,9.3204,2.153,-26.97,0.2722,-2.4409,51
2013-01-16 01:15:00,0.0,-9.2473,119.45,2.4105,14.231,8.3842,0.0001,0.3393999999999999,-0.0002,0.0016,-9.2473,0.0,9.1155,1.7883,-26.97,-0.1988999999999999,-2.5321,51
2013-01-16 01:30:00,0.0,-8.238799999999998,119.58,2.6129,14.229,8.417799999999998,0.0001,0.3487,0.0,-0.0028,-8.238799999999998,0.0,9.3769,1.9161,-26.97,0.3821999999999999,-1.825,51
2013-01-16 01:45:00,0.0,-4.6744,119.39,2.6948,14.227,8.452099999999998,0.0001,0.3356,-0.0002,-0.0006999999999999,-4.6744,0.0,9.4563,1.8369,-26.97,0.4406999999999999,-2.0456,51
2013-01-16 02:00:00,0.0,-7.9179,119.66,2.6369,14.224,8.505499999999998,0.0001,0.3768,-0.0001,-0.0005999999999999,-7.9179,0.0,9.317,1.8575,-26.97,0.4868,-2.0039,51
2013-01-16 02:15:00,0.0,-6.1124,119.62,2.3426,14.222,8.5517,0.0002,0.3417,0.0,-0.0025,-6.1124,0.0001,9.331600000000002,1.7717,-26.97,0.0570999999999999,-2.1423,51
