measured_on,ac_current__588,ac_current__779,ac_power__584,ac_power__773,ac_voltage__587,ac_volts__778,ambient_temp__589,ambient_temp__780,das_battery_voltage__595,das_battery_voltage__790,das_temp__594,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__586,dc_pos_current__775,dc_pos_voltage__585,dc_pos_voltage__774,dc_power_1__786,dc_power__583,dc_power__772,inverter_temp__593,inveter_temp__784,module_temp_1__590,module_temp_1__781,module_temp_2__591,module_temp_2__782,module_temp_3__592,module_temp_3__783,poa_irradiance__582,poa_irradiance__771,power_factor__596,system_id
2013-05-16 00:00:00,,0.0,,-10.765,,121.21,,13.51,,13.825,,21.102,0.0001,0.2157999999999999,,-0.0001,,-0.0012999999999999,-10.765,,0.0,,21.582,,12.858,,-26.97,,11.459,,-1.8855,,51
2013-05-16 00:15:00,,0.0,,-3.897,,120.98,,13.0,,13.829,,21.07,0.0001,0.1729999999999999,,-0.0002999999999999,,-0.0002999999999999,-3.897,,0.0,,21.624,,12.858,,-26.97,,10.269,,-2.6754,,51
2013-05-16 00:30:00,,0.0,,0.5179,,121.08,,12.745,,13.832,,21.005,0.0001,0.1802,,-0.0002,,-0.0001,0.5179,,0.0,,21.782,,12.815,,-26.97,,9.9038,,-2.6948,,51
2013-05-16 00:45:00,,0.0,,-7.6996,,121.27,,12.567,,13.836,,20.9,0.0001,0.1913999999999999,,-0.0001,,-0.0006999999999999,-7.6996,,0.0,,21.277,,12.172,,-26.97,,9.5586,,-1.9934,,51
2013-05-16 01:00:00,,0.0,,-4.8397,,121.26,,12.753,,13.839,,20.794,0.0,0.2122,,-0.0002,,-0.0002999999999999,-4.8397,,0.0,,21.396,,12.707,,-26.97,,9.8495,,-1.6905,,51
2013-05-16 01:15:00,,0.0,,-4.8075,,121.34,,12.989,,13.843,,20.685,0.0001,0.2343,,-0.0002999999999999,,-0.0002999999999999,-4.8075,,0.0,,21.345,,12.859,,-26.97,,10.498,,-1.4525,,51
2013-05-16 01:30:00,,0.0,,-2.7404,,121.34,,13.028,,13.846,,20.56,0.0001,0.1676999999999999,,-0.0002999999999999,,0.0001,-2.7404,,0.0,,21.201,,12.331,,-26.97,,10.1,,-2.254,,51
2013-05-16 01:45:00,,0.0,,-4.2711,,121.17,,12.658,,13.849,,20.453,0.0001,0.1221,,-0.0002,,-0.0005999999999999,-4.2711,,0.0,,21.082,,12.458,,-26.97,,9.5918,,-2.8366,,51
2013-05-16 02:00:00,,0.0,,-4.8721,,120.63,,13.303,,13.856,,20.329,0.0001,0.123,,-0.0004,,0.0,-4.8721,,0.0,,20.729,,12.862,,-26.97,,9.8848,,-2.4729,,51
2013-05-16 02:15:00,,0.0,,-4.9725,,120.63,,13.297,,13.86,,20.223,0.0001,0.1198,,-0.0002999999999999,,-0.0006999999999999,-4.9725,,0.0,,20.606,,12.857,,-26.97,,9.527,,-2.5337,,51
2013-05-16 02:30:00,,0.0,,-6.3438,,120.69,,13.905,,13.863,,20.132,0.0001,0.1217,,-0.0001,,-0.0002999999999999,-6.3438,,0.0,,20.656,,13.45,,-26.97,,10.02,,-2.5451,,51
2013-05-16 02:45:00,,0.0,,-6.2241,,120.58,,14.688,,13.865,,20.054,0.0001,0.1295,,-0.0002999999999999,,-0.0004,-6.2241,,0.0,,20.531,,14.16,,-26.97,,11.348,,-2.4183,,51
2013-05-16 03:00:00,,0.0,,-4.3933,,120.44,,14.433,,13.867,,20.017,0.0001,0.1401999999999999,,-0.0002,,-0.0005999999999999,-4.3933,,0.0,,20.56,,13.659,,-26.97,,10.644,,-2.6204,,51
2013-05-16 03:15:00,,0.0,,-5.4709,,120.37,,13.277,,13.869,,19.998,0.0001,0.1275999999999999,,-0.0002999999999999,,-0.0004,-5.4709,,0.0,,20.6,,12.866,,-26.97,,9.4084,,-4.0226,,51
2013-05-16 03:30:00,,0.0,,-5.3141,,120.28,,13.74,,13.869,,19.951,0.0001,0.1443,,-0.0002999999999999,,-0.0004,-5.3141,,0.0,,20.517,,12.872,,-26.97,,9.5904,,-2.9976,,51
2013-05-16 03:45:00,,0.0,,-3.9398,,120.26,,13.321,,13.87,,19.922,0.0001,0.1902,,-0.0002999999999999,,-0.0001,-3.9398,,0.0,,20.552,,12.406,,-26.97,,8.9603,,-3.0459,,51
2013-05-16 04:00:00,,0.0,,-4.2227,,120.41,,12.095,,13.871,,19.883,0.0001,0.2871,,-0.0002,,-0.0006999999999999,-4.2227,,0.0,,20.645,,11.026,,-26.97,,8.103099999999998,,-3.6375,,51
2013-05-16 04:15:00,,0.0,,-5.517,,120.38,,12.051,,13.873,,19.808,0.0001,1.7234,,-0.0002,,0.4702,-5.517,,0.0,,20.341,,11.353,,-26.97,,8.4724,,-2.9842,,51
2013-05-16 04:30:00,,0.0,,-4.6686,,120.07,,11.621,,13.878,,19.691,0.0,24.074,,-0.0002999999999999,,23.148,-4.6686,,-0.0095999999999999,,20.477,,11.02,,-26.97,,8.3381,,-2.9247,,51
2013-05-16 04:45:00,,0.0,,-5.7774,,119.88,,12.091,,13.883,,19.556,0.0019,116.16,,0.0002999999999999,,115.65,-5.7774,,0.2691,,20.271,,11.203,,-26.97,,8.5199,,-1.4102,,51
2013-05-16 05:00:00,,0.0,,-10.213,,119.94,,12.58,,13.888,,19.399,0.0543,193.9,,0.0298999999999999,,190.76,-10.213,,16.015,,20.032,,12.64,,-26.97,,10.077,,8.1506,,51
2013-05-16 05:15:00,,0.0,,70.264,,120.31,,12.957,,13.89,,19.278,0.3371,192.0,,0.3030999999999999,,190.96,70.264,,120.15,,19.927,,12.867,,-26.97,,11.594,,24.051,,51
2013-05-16 05:30:00,,0.0,,110.89,,120.15,,13.009,,13.89,,19.255,0.4415999999999999,195.95,,0.4122,,190.56,110.89,,165.08,,19.862,,12.869,,-26.97,,12.429,,32.603,,51
2013-05-16 05:45:00,,0.0,,151.69,,120.14,,12.987,,13.889,,19.327,0.5652,199.5,,0.5515999999999999,,183.34,151.69,,214.07,,19.703,,12.869,,-26.97,,12.063,,39.58,,51
2013-05-16 06:00:00,,0.0,,465.29,,120.26,,13.445,,13.889,,19.408,1.2422,228.0,,1.2144,,219.96,465.29,,554.81,,19.63,,13.513,,-26.97,,13.154,,120.85,,51
2013-05-16 06:15:00,,0.0,,832.7799999999999,,120.45,,14.768,,13.887,,19.59,2.0726,233.88,,2.029,,227.81,832.7799999999999,,947.33,,19.589,,14.764,,-26.97,,16.467,,195.93,,51
2013-05-16 06:30:00,,0.0,,1205.5,,120.14,,15.573,,13.881,,19.989,2.8867,234.99,,2.8536,,229.57,1205.5,,1333.4,,19.926,,10.821,,-26.97,,19.116,,252.21,,51
2013-05-16 06:45:00,,0.0,,1574.0,,120.39,,15.8,,13.868,,20.525,3.7548,234.95,,3.7184,,229.59,1574.0,,1735.6,,19.812,,14.533,,-26.97,,21.363,,308.38,,51
2013-05-16 07:00:00,,0.0,,1970.0,,120.32,,15.616,,13.854,,21.126,4.6896,233.59,,4.6595,,228.41,1970.0,,2159.4,,19.996,,16.574,,-26.97,,23.743,,369.53,,51
2013-05-16 07:15:00,,0.0,,2338.0,,120.42,,15.268,,13.839,,21.71,5.5696,232.44,,5.5331,,227.74,2338.0,,2554.5,,20.307,,16.451,,-26.97,,25.1,,426.43,,51
2013-05-16 07:30:00,,0.0,,2706.0,,120.74,,15.693,,13.822,,22.258,6.4698,230.65,,6.4442,,226.05,2706.0,,2948.7,,20.609,,7.923,,-26.97,,27.017,,485.85,,51
2013-05-16 07:45:00,,0.0,,3032.7,,120.77,,16.133,,13.805,,22.798,7.3663,226.86,,7.3548,,221.98,3032.7,,3302.6,,20.928,,14.206,,-26.97,,30.77,,545.78,,51
2013-05-16 08:00:00,,0.0,,3273.4,,120.6,,17.751,,13.791,,23.339,8.2305,219.59,,8.205299999999998,,215.4,3273.4,,3573.6,,21.049,,-11.142,,-26.97,,36.934,,601.21,,51
2013-05-16 08:15:00,,0.0,,3515.2,,120.36,,18.682,,13.776,,23.91,9.0437,213.75,,9.0271,,209.64,3515.2,,3824.6,,21.076,,-26.97,,-26.97,,41.971,,656.53,,51
2013-05-16 08:30:00,,0.0,,3712.1,,120.26,,19.997,,13.762,,24.518,9.794,208.69,,9.766800000000002,,204.68,3712.1,,4042.1,,21.098,,-26.97,,-26.97,,45.823,,706.12,,51
2013-05-16 08:45:00,,0.0,,3906.1,,120.54,,20.771,,13.746,,25.153,10.436,205.93,,10.365,,202.92,3906.1,,4251.5,,21.046,,-26.97,,-26.97,,48.398,,753.84,,51
2013-05-16 09:00:00,,0.0,,4078.8,,120.72,,21.897,,13.73,,25.782,10.991,204.12,,10.763,,203.91,4078.8,,4435.8,,20.605,,18.596,,-26.97,,50.351,,796.4299999999998,,51
2013-05-16 09:15:00,,0.0,,4236.7,,120.71,,22.106,,13.716,,26.385,11.419,205.07,,11.232,,204.52,4236.7,,4635.0,,20.604,,28.061,,-26.97,,50.867,,838.5299999999999,,51
2013-05-16 09:30:00,,0.0,,4395.9,,120.71,,22.789,,13.704,,26.974,11.805,206.28,,11.511,,206.55,4395.9,,4799.5,,20.173,,28.357,,-26.97,,51.071,,878.1799999999998,,51
2013-05-16 09:45:00,,0.0,,4521.2,,120.56,,23.216,,13.691,,27.582,12.1,206.78,,11.784,,206.59,4521.2,,4920.7,,20.588,,29.073,,-26.97,,52.801,,920.22,,51
2013-05-16 10:00:00,,0.0,,4613.6,,120.62,,23.94,,13.678,,28.161,12.21,207.89,,12.195,,204.94,4613.6,,5030.2,,20.481,,24.891,,-26.97,,55.565,,965.8900000000002,,51
2013-05-16 10:15:00,,0.0,,4828.0,,120.39,,24.746,,13.666,,28.62,12.742,208.17,,12.916,,205.17,4828.0,,5290.4,,20.381,,-26.97,,-26.97,,59.136,,1064.9,,51
2013-05-16 10:30:00,,0.0,,1195.4,,120.18,,24.542,,13.657,,28.985,3.2534,208.24,,3.234,,204.55,1195.4,,1338.1,,20.654,,7.1402,,-26.97,,44.407,,227.32,,51
2013-05-16 10:45:00,,0.0,,3663.2,,120.5,,23.967,,13.65,,29.171,9.4302,217.41,,9.6138,,209.12,3663.2,,3995.5,,21.827,,22.312,,-26.97,,41.028,,717.13,,51
2013-05-16 11:00:00,,0.0,,4577.8,,120.31,,25.766,,13.647,,29.266,12.072,208.01,,12.034,,205.8,4577.8,,4976.3,,21.516,,-26.97,,-26.97,,57.338,,989.17,,51
2013-05-16 11:15:00,,0.0,,2501.8,,120.21,,25.501,,13.645,,29.407,6.6602,207.37,,6.6649,,204.06,2501.8,,2748.7,,21.362,,-17.537,,-26.97,,51.885,,544.46,,51
2013-05-16 11:30:00,,0.0,,2748.5,,120.33,,25.293,,13.642,,29.502,7.3221,212.77,,6.8393,,214.66,2748.5,,3027.7,,21.708,,28.762,,-26.97,,43.035,,528.58,,51
2013-05-16 11:45:00,,0.0,,2743.3,,120.26,,24.855,,13.64,,29.533,6.6125,225.57,,7.1519,,210.63,2743.3,,2995.6,,22.178,,28.023,,-26.97,,38.271,,507.95,,51
2013-05-16 12:00:00,,0.0,,2978.7,,120.1,,25.62,,13.638,,29.533,7.7102,211.56,,7.786699999999998,,205.89,2978.7,,3255.2,,22.191,,-7.3784,,-26.97,,49.621,,588.75,,51
2013-05-16 12:15:00,,0.0,,3103.8,,120.22,,24.421,,13.636,,29.56,7.856499999999999,216.53,,7.9082,,212.14,3103.8,,3395.2,,22.135,,21.233,,-26.97,,43.466,,590.05,,51
2013-05-16 12:30:00,,0.0,,2065.3,,119.95,,25.255,,13.635,,29.605,5.4323,211.32,,5.4286,,208.05,2065.3,,2278.3,,22.179,,29.509,,-26.97,,44.003,,405.69,,51
2013-05-16 12:45:00,,0.0,,947.15,,120.82,,24.382,,13.634,,29.631,2.4196,221.51,,2.4035,,216.87,947.15,,1055.5,,22.515,,-3.7525,,-26.97,,26.906,,149.27,,51
2013-05-16 13:00:00,,0.0,,2740.3,,120.88,,22.761,,13.635,,29.55,6.381,232.5,,7.0706,,217.24,2740.3,,3007.1,,22.822,,-26.97,,-26.97,,26.884,,489.89,,51
2013-05-16 13:15:00,,0.0,,3251.6,,120.83,,24.167,,13.639,,29.393,8.066,224.08,,8.4707,,208.57,3251.6,,3552.1,,22.958,,-26.97,,-26.97,,37.31,,598.14,,51
2013-05-16 13:30:00,,0.0,,3354.1,,120.59,,25.686,,13.642,,29.27,8.6345,215.14,,8.558199999999998,,210.7,3354.1,,3649.7,,23.074,,-26.97,,-26.97,,44.025,,634.64,,51
2013-05-16 13:45:00,,0.0,,4230.7,,120.68,,26.123,,13.645,,29.202,11.233,207.89,,10.991,,206.22,4230.7,,4593.9,,22.977,,-23.486,,-26.97,,49.365,,836.48,,51
2013-05-16 14:00:00,,0.0,,4156.9,,120.91,,27.537,,13.645,,29.191,11.171,206.34,,10.79,,205.85,4156.9,,4517.2,,22.426,,-26.97,,-26.97,,53.944,,852.2,,51
2013-05-16 14:15:00,,0.0,,2657.9,,120.58,,27.369,,13.645,,29.249,7.631,196.75,,6.9043,,209.72,2657.9,,2940.0,,21.999,,-26.97,,-26.97,,46.328,,529.3,,51
2013-05-16 14:30:00,,0.0,,2697.6,,120.75,,26.692,,13.644,,29.305,7.031,215.51,,6.484,,221.34,2697.6,,2957.1,,22.286,,25.304,,-26.97,,38.981,,503.44,,51
