measured_on,ac_current__251,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__247,ac_power__773,ac_voltage__250,ac_volts__778,ambient_temp__252,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__246,dc_power__772,inverter_temp_2__791,inverter_temp__256,inveter_temp__784,module_temp_1__253,module_temp_1__781,module_temp_2__254,module_temp_2__782,module_temp_3__255,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__771,system_id
2011-07-19 00:00:00,,0.0,-12.236,-5.9111,,-18.147,,120.26,,23.62,13.661,29.614,0.0002999999999999,0.1492,,-0.0002999999999999,,0.0,0.0,0.0,,0.0,15.442,,24.532,,-26.97,,-26.97,,21.719,,,,,,-99999.0,51
2011-07-19 00:01:00,,0.0,-3.0361,-8.6943,,-11.73,,120.36,,23.701,13.658,29.603,0.0002999999999999,0.1428,,0.0002999999999999,,0.0,0.0,0.0,,0.0,15.88,,24.853,,-26.97,,-26.97,,21.807,,,,,,-99999.0,51
2011-07-19 00:02:00,,0.0,-3.312,3.335,,0.023,,119.88,,23.726,13.663,29.588,0.0,0.1514,,0.0,,0.0022,0.0,0.0,,0.0,16.277,,24.6,,-26.97,,-26.97,,21.785,,,,,,-99999.0,51
2011-07-19 00:03:00,,0.0,4.554,-3.795,,0.759,,120.15,,23.721,13.663,29.576,0.0001,0.1471,,0.0,,0.0,0.0,0.0,,0.0,16.872,,24.617,,-26.97,,-26.97,,21.785,,,,,,-99999.0,51
2011-07-19 00:04:00,,0.0,-4.209,-6.2331,,-10.442,,120.27,,23.718,13.663,29.562,-0.0004,0.1471,,0.0002999999999999,,-0.0022,0.0,-0.0001,,-0.0001,16.001,,24.459,,-26.97,,-26.97,,21.811,,,,,,-99999.0,51
2011-07-19 00:05:00,,0.0,-7.199,-4.117,,-11.316,,120.2,,23.704,13.664,29.548,-0.0002999999999999,0.1428,,-0.0002999999999999,,-0.0022,0.0,0.0,,0.0,15.304,,24.553,,-26.97,,-26.97,,21.812,,,,,,-99999.0,51
2011-07-19 00:06:00,,0.0,-3.473,-3.381,,-6.854,,120.17,,23.711,13.663,29.537,0.0,0.1406,,-0.0004,,0.0,0.0,0.0,,0.0,15.827,,24.528,,-26.97,,-26.97,,21.808,,,,,,-99999.0,51
2011-07-19 00:07:00,,0.0,-2.139,0.3449999999999999,,-1.794,,120.04,,23.729,13.664,29.52,0.0,0.1406,,-0.0002999999999999,,0.0,0.0,0.0,,0.0,16.26,,23.983,,-26.97,,-26.97,,21.818,,,,,,-99999.0,51
2011-07-19 00:08:00,,0.0,-6.0031,-2.622,,-8.625,,120.14,,23.759,13.664,29.507,0.0001,0.1492,,-0.0001,,0.0,0.0,0.0,,0.0,15.073,,23.446,,-26.97,,-26.97,,21.863,,,,,,-99999.0,51
2011-07-19 00:09:00,,0.0,-4.6,-6.2791,,-10.879,,120.31,,23.784,13.664,29.496,0.0,0.1492,,-0.0002999999999999,,0.0022,0.0,0.0,,0.0,16.266,,23.959,,-26.97,,-26.97,,21.883,,,,,,-99999.0,51
